year,week,gameID,gameDate,name,team,abbr,homeAway,opponent,avg_over_under,avg_team_total,average_spread
2024.0,5.0,2656673.0,2024-10-06 16:05:00,Brock Purdy,49ers,SF,home,Cardinals,49.875,28.65,-7.375
