player_name,2024,2023,2022,2021,2020,2019,2018,2017
J.Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J.Smith,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
J.Ross,0.0,0.0,0.0,1.0,1.0,6.0,7.0,0.0
J.Reagor,0.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0
J.Proche,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
J.Dotson,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0
J.Crowder,0.0,2.0,0.0,10.0,8.0,14.0,4.0,13.0
D.Moncrief,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0
D.Thompson,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
E.Rogers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
E.Decker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
D.Willis,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
D.Willies,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
D.Williams,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
D.White,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
D.Westbrook,0.0,0.0,0.0,0.0,0.0,12.0,12.0,7.0
D.Thompkins,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
J.Brown,0.0,0.0,0.0,0.0,6.0,16.0,10.0,13.0
D.Thomas,0.0,0.0,0.0,0.0,0.0,6.0,12.0,16.0
D.Ratley,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
D.Pettis,0.0,0.0,4.0,2.0,0.0,2.0,7.0,0.0
D.Peoples-Jones,0.0,0.0,9.0,8.0,1.0,0.0,0.0,0.0
D.Patmon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D.Parker,0.0,5.0,4.0,8.0,10.0,13.0,3.0,10.0
D.Montgomery,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
E.Sanders,0.0,0.0,0.0,9.0,12.0,12.0,10.0,11.0
E.St. Brown,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0
F.Swain,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
G.Allison,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0
J.Bradley,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
