season,seasonType,firstName,lastName,position,teamName,Receptions,Receiving Targets,Receiving Yards,Yards Per Reception,Receiving Touchdowns,Long Reception,20+ Yard Receiving Plays,Receiving Yards Per Game,Receiving Fumbles,Receiving Fumbles Lost,Receiving Yards After Catch,Receiving First Downs,20+ Yard Play Percentage
2022,2,Tyreek,Hill,Wide Receiver,Dolphins,119,170,"1,710",14.4,7,64,25,100.6,1,0,482,77,0.21
2022,2,Justin,Jefferson,Wide Receiver,Vikings,128,184,"1,809",14.1,8,64,28,106.4,0,0,613,80,0.22
2022,2,Jalen,Nailor,Wide Receiver,Vikings,9,13,179,19.9,1,47,3,11.9,0,0,67,7,0.33
2022,2,Olamide,Zaccheaus,Wide Receiver,Falcons,40,61,533,13.3,3,45,9,31.4,1,1,189,25,0.22
2022,2,Brandon,Aiyuk,Wide Receiver,49ers,78,114,"1,015",13.0,8,54,17,59.7,1,1,388,47,0.22
2022,2,Hunter,Henry,Tight End,Patriots,41,59,509,12.4,2,39,10,29.9,0,0,203,23,0.24
2022,2,Sammy,Watkins,Wide Receiver,Ravens,16,27,325,20.3,0,55,7,27.1,1,1,126,11,0.44
2022,2,DJ,Chark Jr.,Wide Receiver,Lions,30,52,502,16.7,3,51,9,45.6,0,0,134,24,0.3
2022,2,Ray-Ray,McCloud III,Wide Receiver,49ers,14,25,243,17.4,1,42,5,14.3,0,0,92,11,0.36
2022,2,Phillip,Dorsett,Wide Receiver,Texans,20,40,257,12.9,1,34,5,17.1,0,0,62,11,0.25
2022,2,Damiere,Byrd,Wide Receiver,Falcons,13,23,268,20.6,2,75,3,19.1,0,0,105,9,0.23
2022,2,Tre'Quan,Smith,Wide Receiver,Saints,19,27,278,14.6,1,48,4,18.5,0,0,66,14,0.21
2022,2,Trenton,Irwin,Wide Receiver,Bengals,15,23,231,15.4,4,45,3,25.7,0,0,59,12,0.2
2022,2,Shi,Smith,Wide Receiver,Panthers,22,41,296,13.5,2,38,6,17.4,1,1,132,14,0.27
2022,2,Mecole,Hardman,Wide Receiver,Chiefs,25,34,297,11.9,4,36,5,37.1,0,0,160,14,0.2
2022,2,Tutu,Atwell,Wide Receiver,Rams,18,35,298,16.6,1,62,5,22.9,0,0,60,11,0.28
2022,2,Kendall,Hinton,Wide Receiver,Broncos,24,33,311,13.0,0,35,5,25.9,0,0,139,14,0.21
2022,2,Justin,Watson,Wide Receiver,Chiefs,15,34,315,21.0,2,67,6,18.5,0,0,60,12,0.4
2022,2,Colby,Parkinson,Tight End,Seahawks,25,34,322,12.9,2,39,5,18.9,0,0,150,14,0.2
2022,2,Equanimeous,St. Brown,Wide Receiver,Bears,21,38,323,15.4,1,56,5,20.2,1,0,98,14,0.24
2022,2,Rashod,Bateman,Wide Receiver,Ravens,15,28,285,19.0,2,75,5,40.7,1,1,133,7,0.33
2022,2,Van,Jefferson,Wide Receiver,Rams,24,44,369,15.4,3,39,7,33.5,0,0,38,20,0.29
2022,2,Elijah,Moore,Wide Receiver,Jets,37,65,446,12.1,1,42,8,27.9,1,0,111,22,0.22
2022,2,Jordan,Akins,Tight End,Texans,37,54,495,13.4,5,46,8,33.0,1,1,270,23,0.22
2022,2,Marquise,Goodwin,Wide Receiver,Seahawks,27,42,387,14.3,4,38,9,29.8,0,0,114,18,0.33
2022,2,Terrace,Marshall Jr.,Wide Receiver,Panthers,28,47,490,17.5,1,43,10,35.0,2,0,132,23,0.36
2022,2,Rashid,Shaheed,Wide Receiver,Saints,28,34,488,17.4,2,68,6,40.7,1,0,170,18,0.21
2022,2,Josh,Reynolds,Wide Receiver,Lions,38,59,479,12.6,3,31,8,34.2,0,0,115,25,0.21
2022,2,Chig,Okonkwo,Tight End,Titans,32,46,450,14.1,3,48,7,26.5,0,0,254,22,0.22
2022,2,Nico,Collins,Wide Receiver,Texans,37,66,481,13.0,2,58,8,48.1,0,0,163,21,0.22
2022,2,Treylon,Burks,Wide Receiver,Titans,33,54,444,13.5,1,51,8,40.4,0,0,161,19,0.24
2022,2,Foster,Moreau,Tight End,Raiders,33,54,420,12.7,2,33,7,28.0,0,0,237,24,0.21
2022,2,Randall,Cobb,Wide Receiver,Packers,34,50,417,12.3,1,40,7,32.1,1,0,185,19,0.21
2022,2,Nick,Westbrook-Ikhine,Wide Receiver,Titans,25,50,397,15.9,3,63,5,23.4,0,0,112,18,0.2
2022,2,Darren,Waller,Tight End,Raiders,28,43,388,13.9,3,34,9,43.1,0,0,80,18,0.32
2021,2,Parris,Campbell,Wide Receiver,Colts,10,20,162,16.2,1,51,3,27.0,0,0,17,7,0.3
2021,2,Preston,Williams,Wide Receiver,Dolphins,6,16,71,11.8,0,34,2,8.9,0,0,38,3,0.33
2021,2,Blake,Bell,Tight End,Chiefs,9,13,87,9.7,0,24,2,5.4,0,0,67,4,0.22
2021,2,Trinity,Benson,Wide Receiver,Lions,10,22,103,10.3,0,24,2,12.9,0,0,57,4,0.2
2021,2,Ja'Marcus,Bradley,Wide Receiver,Browns,4,4,64,16.0,0,37,1,12.8,0,0,16,2,0.25
2021,2,Ihmir,Smith-Marsette,Wide Receiver,Vikings,5,6,116,23.2,2,44,2,14.5,0,0,17,4,0.4
2021,2,Denzel,Mims,Wide Receiver,Jets,8,23,133,16.6,0,40,3,12.1,0,0,49,5,0.38
2021,2,Nick,Vannett,Tight End,Saints,9,15,133,14.8,1,30,2,19.0,0,0,92,7,0.22
2021,2,Juwan,Johnson,Tight End,Saints,13,22,159,12.2,4,27,3,11.4,0,0,42,12,0.23
2021,2,Mack,Hollins,Wide Receiver,Dolphins,14,28,223,15.9,4,65,4,13.1,0,0,37,11,0.29
2021,2,Dyami,Brown,Wide Receiver,Unknown,12,25,165,13.8,0,48,3,11.0,0,0,34,6,0.25
2021,2,Breshad,Perriman,Wide Receiver,Buccaneers,11,18,167,15.2,1,58,3,27.8,0,0,95,5,0.27
2021,2,N'Keal,Harry,Wide Receiver,Patriots,12,22,184,15.3,0,43,3,15.3,0,0,25,7,0.25
2021,2,Antoine,Wesley,Wide Receiver,Cardinals,19,32,208,10.9,3,33,4,13.9,0,0,61,9,0.21
2021,2,Cyril,Grayson Jr.,Wide Receiver,Buccaneers,10,12,212,21.2,2,62,4,42.4,0,0,70,8,0.4
2021,2,John,Ross,Wide Receiver,Giants,11,20,224,20.4,1,52,3,22.4,1,0,40,8,0.27
2021,2,Will,Dissly,Tight End,Seahawks,21,26,231,11.0,1,39,5,15.4,1,0,143,11,0.24
2021,2,James,O'Shaughnessy,Tight End,Jaguars,24,34,244,10.2,0,30,5,34.9,0,0,114,10,0.21
2021,2,John,Bates,Tight End,Unknown,20,25,249,12.4,1,32,4,14.6,1,0,139,11,0.2
2021,2,Jason,Moore,Wide Receiver,Chargers,3,4,56,18.7,0,24,1,28.0,0,0,26,3,0.33
2021,2,Seth,Williams,Wide Receiver,Broncos,1,1,34,34.0,0,34,1,17.0,0,0,4,1,1.0
2021,2,Charlie,Woerner,Tight End,49ers,5,6,52,10.4,0,27,1,3.1,0,0,9,3,0.2
2021,2,Dominique,Dafney,Tight End,Packers,2,4,34,17.0,0,26,1,3.4,0,0,31,2,0.5
2021,2,Brandon,Zylstra,Wide Receiver,Panthers,18,25,250,13.9,1,55,4,17.9,0,0,118,10,0.22
2021,2,Nick,Bawden,Running Back,Jets,1,1,20,20.0,0,20,1,2.2,0,0,11,1,1.0
2021,2,Garrett,Bradbury,Center,Vikings,1,1,21,21.0,0,21,1,1.6,0,0,24,1,1.0
2021,2,Wayne,Gallman,Running Back,Vikings,1,3,21,21.0,0,21,1,2.6,0,0,20,1,1.0
2021,2,Trey,Sermon,Running Back,49ers,3,4,26,8.7,0,23,1,2.9,0,0,18,1,0.33
2021,2,Gunner,Olszewski,Wide Receiver,Patriots,2,3,31,15.5,0,22,1,1.9,0,0,14,2,0.5
2021,2,Michael,Burton,Fullback,Chiefs,3,3,31,10.3,0,20,1,1.9,0,0,36,2,0.33
2021,2,Jonathan,Ward,Running Back,Cardinals,3,4,34,11.3,0,23,1,2.6,0,0,26,1,0.33
2021,2,Trenton,Irwin,Wide Receiver,Bengals,2,5,34,17.0,0,25,1,4.9,0,0,28,1,0.5
2021,2,Ross,Dwelley,Tight End,49ers,4,5,51,12.8,1,21,1,3.0,0,0,5,2,0.25
2021,2,Tyler,Davis,Tight End,Packers,4,5,35,8.8,0,22,1,2.5,0,0,13,1,0.25
2021,2,Andre,Roberts,Wide Receiver,Chargers,1,2,35,35.0,0,35,1,2.2,0,0,16,1,1.0
2021,2,Kenny,Yeboah,Tight End,Jets,2,3,36,18.0,0,24,1,4.0,0,0,3,2,0.5
2021,2,Kendall,Blanton,Tight End,Rams,4,7,37,9.3,0,23,1,3.4,1,0,13,2,0.25
2021,2,Kevin,White,Wide Receiver,Saints,1,5,38,38.0,0,38,1,6.3,0,0,9,1,1.0
2021,2,Duke,Johnson,Running Back,Dolphins,4,5,41,10.3,0,20,1,8.2,0,0,51,3,0.25
2021,2,Jakob,Johnson,Tight End,Patriots,4,5,43,10.8,0,29,1,2.5,0,0,34,2,0.25
2021,2,Phillip,Lindsay,Running Back,Dolphins,4,5,45,11.3,1,22,1,3.2,0,0,53,1,0.25
2021,2,Lil'Jordan,Humphrey,Wide Receiver,Saints,13,18,249,19.2,2,56,6,24.9,0,0,101,9,0.46
2021,2,Alex,Erickson,Wide Receiver,Panthers,3,4,55,18.3,0,25,1,3.2,0,0,30,2,0.33
2021,2,DeAndre,Carter,Wide Receiver,Unknown,24,44,296,12.3,3,26,5,17.4,0,0,78,17,0.21
2021,2,Darren,Waller,Tight End,Raiders,55,93,665,12.1,2,33,13,60.5,0,0,242,31,0.24
2021,2,Van,Jefferson,Wide Receiver,Rams,50,89,802,16.0,6,79,12,47.2,0,0,216,32,0.24
2021,2,Rob,Gronkowski,Tight End,Buccaneers,55,89,802,14.6,6,42,16,66.8,0,0,350,34,0.29
2021,2,Brandon,Aiyuk,Wide Receiver,49ers,56,84,826,14.8,5,43,16,48.6,1,1,349,37,0.29
2021,2,Dallas,Goedert,Tight End,Eagles,56,76,830,14.8,4,45,14,55.3,1,0,386,42,0.25
2021,2,A.J.,Green,Wide Receiver,Cardinals,54,92,848,15.7,3,42,16,53.0,0,0,181,37,0.3
2021,2,Chase,Claypool,Wide Receiver,Steelers,59,105,860,14.6,2,59,13,57.3,0,0,295,36,0.22
2021,2,Amari,Cooper,Wide Receiver,Cowboys,68,104,865,12.7,8,41,15,57.7,1,0,235,45,0.22
2021,2,DeVonta,Smith,Wide Receiver,Eagles,64,104,916,14.3,5,46,16,53.9,1,1,220,43,0.25
2021,2,Christian,Kirk,Wide Receiver,Cardinals,77,103,982,12.8,5,50,16,57.8,0,0,243,44,0.21
2021,2,Kyle,Pitts,Tight End,Falcons,68,110,"1,026",15.1,1,61,16,60.4,0,0,313,43,0.24
2021,2,Tee,Higgins,Wide Receiver,Bengals,74,110,"1,091",14.7,6,54,17,77.9,1,1,290,53,0.23
2021,2,CeeDee,Lamb,Wide Receiver,Cowboys,79,120,"1,102",13.9,6,49,20,68.9,0,0,441,54,0.25
2021,2,Mike,Williams,Wide Receiver,Chargers,76,129,"1,146",15.1,9,72,17,71.6,0,0,415,51,0.22
2021,2,Tyler,Lockett,Wide Receiver,Seahawks,73,107,"1,175",16.1,8,69,22,73.4,0,0,277,41,0.3
2021,2,Deebo,Samuel Sr.,Wide Receiver,49ers,77,121,"1,405",18.2,6,83,23,87.8,4,2,780,51,0.3
2021,2,Ja'Marr,Chase,Wide Receiver,Bengals,81,128,"1,455",18.0,13,82,22,85.6,2,1,651,56,0.27
2021,2,Justin,Jefferson,Wide Receiver,Vikings,108,167,"1,616",15.0,10,56,27,95.1,1,1,482,75,0.25
2021,2,Cooper,Kupp,Wide Receiver,Rams,145,191,"1,947",13.4,16,59,30,114.5,0,0,846,89,0.21
2021,2,Marquise,Goodwin,Wide Receiver,Bears,20,40,313,15.6,1,50,5,22.4,1,0,83,12,0.25
2021,2,Marquez,Callaway,Wide Receiver,Saints,46,84,698,15.2,6,58,9,41.1,0,0,144,32,0.2
2021,2,Mike,Evans,Wide Receiver,Buccaneers,74,114,"1,035",14.0,14,46,20,64.7,0,0,259,56,0.27
2021,2,K.J.,Osborn,Wide Receiver,Vikings,50,82,655,13.1,7,64,10,38.5,0,0,179,26,0.2
2021,2,Keelan,Cole Sr.,Wide Receiver,Jets,28,51,449,16.0,1,54,7,29.9,0,0,85,20,0.25
2021,2,Mo,Alie-Cox,Tight End,Colts,24,45,316,13.2,4,37,5,18.6,1,0,150,14,0.21
2021,2,Quez,Watkins,Wide Receiver,Eagles,43,62,647,15.0,1,91,12,38.1,0,0,253,25,0.28
2021,2,Chris,Conley,Wide Receiver,Texans,22,37,323,14.7,2,41,5,20.2,1,1,126,15,0.23
2021,2,Freddie,Swain,Wide Receiver,Seahawks,25,40,343,13.7,4,68,6,20.2,0,0,206,12,0.24
2021,2,Foster,Moreau,Tight End,Raiders,30,44,373,12.4,3,44,6,21.9,1,0,189,16,0.2
2021,2,Sammy,Watkins,Wide Receiver,Ravens,27,49,394,14.6,1,49,6,30.3,1,1,94,17,0.22
2021,2,Marquez,Valdes-Scantling,Wide Receiver,Packers,26,55,430,16.5,3,75,8,39.1,0,0,146,18,0.31
2021,2,Nico,Collins,Wide Receiver,Texans,33,60,446,13.5,1,32,8,31.9,0,0,131,22,0.24
2021,2,Josh,Reynolds,Wide Receiver,Lions,29,49,396,13.7,2,39,6,33.0,0,0,119,21,0.21
2021,2,Nelson,Agholor,Wide Receiver,Patriots,37,64,473,12.8,3,44,9,31.5,0,0,118,23,0.24
2021,2,David,Njoku,Tight End,Browns,36,53,475,13.2,4,71,8,29.7,0,0,247,17,0.22
2021,2,Allen,Lazard,Wide Receiver,Packers,40,60,513,12.8,8,42,8,34.2,0,0,168,28,0.2
2021,2,Gabe,Davis,Wide Receiver,Bills,35,63,549,15.7,6,49,13,34.3,0,0,140,29,0.37
2021,2,Byron,Pringle,Wide Receiver,Chiefs,42,60,568,13.5,5,40,11,33.4,0,0,187,32,0.26
2021,2,Bryan,Edwards,Wide Receiver,Raiders,34,59,571,16.8,3,51,11,33.6,1,0,190,26,0.32
2021,2,DeSean,Jackson,Wide Receiver,Raiders,20,34,454,22.7,2,75,6,28.4,1,1,175,12,0.3
2021,2,Donovan,Peoples-Jones,Wide Receiver,Browns,34,58,597,17.6,3,60,12,42.6,1,1,146,26,0.35
2021,2,Emmanuel,Sanders,Wide Receiver,Bills,42,72,626,14.9,4,41,10,44.7,0,0,85,31,0.24
2020,2,J.J.,Arcega-Whiteside,Wide Receiver,Eagles,4,8,85,21.3,0,37,2,10.6,0,0,9,4,0.5
2020,2,Maxx,Williams,Tight End,Cardinals,8,10,102,12.8,1,42,2,11.3,0,0,66,4,0.25
2020,2,Alshon,Jeffery,Wide Receiver,Eagles,6,13,115,19.2,1,39,3,16.4,0,0,26,5,0.5
2020,2,Sony,Michel,Running Back,Patriots,7,9,114,16.3,1,31,2,12.7,0,0,148,5,0.29
2020,2,Quez,Watkins,Wide Receiver,Eagles,7,13,106,15.1,1,43,2,17.7,0,0,58,4,0.29
2020,2,Darrell,Daniels,Tight End,Cardinals,8,11,92,11.5,1,31,2,7.7,0,0,58,4,0.25
2020,2,Taysom,Hill,Tight End,Saints,8,12,98,12.3,1,21,2,6.1,0,0,36,4,0.25
2020,2,Matt,Breida,Running Back,Dolphins,9,10,96,10.7,0,31,2,8.0,0,0,101,5,0.22
2020,2,Trent,Taylor,Wide Receiver,49ers,10,21,86,8.6,0,29,2,7.2,0,0,47,5,0.2
2020,2,Gus,Edwards,Running Back,Ravens,9,13,129,14.3,0,34,3,8.1,0,0,95,4,0.33
2020,2,Equanimeous,St. Brown,Wide Receiver,Packers,7,13,117,16.7,1,24,3,9.8,0,0,57,6,0.43
2020,2,Bryan,Edwards,Wide Receiver,Raiders,11,15,193,17.5,1,34,5,16.1,0,0,117,9,0.45
2020,2,Foster,Moreau,Tight End,Raiders,7,9,140,20.0,2,47,4,8.8,0,0,54,5,0.57
2020,2,Christian,Blake,Wide Receiver,Falcons,13,18,141,10.8,0,25,3,8.8,0,0,26,6,0.23
2020,2,Freddie,Swain,Wide Receiver,Seahawks,13,21,159,12.2,2,23,3,9.9,0,0,102,6,0.23
2020,2,Donald,Parham Jr.,Tight End,Chargers,10,20,159,15.9,3,26,4,12.2,0,0,58,8,0.4
2020,2,Byron,Pringle,Wide Receiver,Chiefs,13,17,160,12.3,1,37,3,12.3,0,0,67,9,0.23
2020,2,John,Hightower,Wide Receiver,Eagles,10,29,167,16.7,0,59,2,12.8,0,0,59,5,0.2
2020,2,Tyler,Johnson,Wide Receiver,Buccaneers,12,18,169,14.1,2,35,3,12.1,0,0,75,9,0.25
2020,2,Kalif,Raymond,Wide Receiver,Titans,9,15,187,20.8,0,61,4,12.5,0,0,36,7,0.44
2020,2,Bisi,Johnson,Wide Receiver,Vikings,14,19,189,13.5,0,29,3,11.8,0,0,48,9,0.21
2020,2,Ryan,Izzo,Tight End,Patriots,13,20,199,15.3,0,50,3,16.6,1,1,66,6,0.23
2020,2,David,Njoku,Tight End,Browns,19,29,213,11.2,2,28,4,16.4,0,0,84,13,0.21
2020,2,Pharoh,Cooper,Wide Receiver,Panthers,5,8,73,14.6,0,32,1,4.6,0,0,37,3,0.2
2020,2,Dante,Pettis,Wide Receiver,Giants,4,6,76,19.0,1,33,2,10.9,0,0,6,3,0.5
2020,2,Terry,Godwin,Wide Receiver,Jaguars,3,6,32,10.7,0,21,1,10.7,0,0,3,2,0.33
2020,2,Courtland,Sutton,Wide Receiver,Broncos,3,6,66,22.0,0,45,2,66.0,0,0,6,2,0.67
2020,2,Ted,Ginn Jr.,Wide Receiver,Bears,3,6,40,13.3,0,29,1,6.7,0,0,13,1,0.33
2020,2,Jake,Kumerow,Wide Receiver,Saints,1,1,22,22.0,1,22,1,3.7,0,0,0,1,1.0
2020,2,T.J.,Yeldon,Running Back,Bills,1,4,22,22.0,1,22,1,7.3,0,0,0,1,1.0
2020,2,Ezekiel,Turner,Linebacker,Cardinals,1,1,26,26.0,0,26,1,1.6,0,0,14,1,1.0
2020,2,Darrynton,Evans,Running Back,Titans,2,4,27,13.5,1,24,1,5.4,0,0,29,2,0.5
2020,2,Austin,Walter,Running Back,49ers,1,1,27,27.0,0,27,1,6.8,0,0,33,1,1.0
2020,2,Marcus,Johnson,Wide Receiver,Colts,14,28,255,18.2,0,55,6,23.2,0,0,51,11,0.43
2020,2,Brandon,Zylstra,Wide Receiver,Panthers,3,4,35,11.7,0,28,1,2.2,0,0,16,3,0.33
2020,2,Kahale,Warring,Tight End,Texans,3,7,35,11.7,0,23,1,5.0,0,0,8,2,0.33
2020,2,Lee,Smith,Tight End,Bills,4,6,35,8.8,2,27,1,3.5,0,0,22,3,0.25
2020,2,Robert,Foster,Wide Receiver,Unknown,2,6,37,18.5,0,28,1,9.3,0,0,32,2,0.5
2020,2,Devin,Asiasi,Tight End,Patriots,2,7,39,19.5,1,26,1,4.3,0,0,6,2,0.5
2020,2,Tanner,Hudson,Tight End,Buccaneers,3,7,41,13.7,0,20,1,3.7,0,0,14,3,0.33
2020,2,Malik,Taylor,Wide Receiver,Packers,5,6,66,13.2,1,26,2,4.4,0,0,47,4,0.4
2020,2,Hunter,Bryant,Tight End,Lions,1,3,44,44.0,0,44,1,8.8,0,0,13,1,1.0
2020,2,MyCole,Pruitt,Tight End,Titans,5,8,49,9.8,2,22,1,4.5,0,0,17,4,0.2
2020,2,Trent,Sherfield Sr.,Wide Receiver,Cardinals,5,7,50,10.0,0,26,1,3.3,0,0,27,2,0.2
2020,2,Virgil,Green,Tight End,Chargers,3,6,50,16.7,1,26,1,8.3,0,0,24,2,0.33
2020,2,Ashton,Dulin,Wide Receiver,Colts,3,6,53,17.7,0,34,1,4.1,1,0,31,2,0.33
2020,2,Johnny,Mundt,Tight End,Rams,4,4,53,13.3,0,34,1,3.3,0,0,45,1,0.25
2020,2,Cethan,Carter,Tight End,Bengals,5,7,53,10.6,0,24,2,3.5,0,0,9,3,0.4
2020,2,Ja'Marcus,Bradley,Wide Receiver,Browns,5,11,60,12.0,0,22,1,20.0,0,0,9,2,0.2
2020,2,Steven,Mitchell Jr.,Wide Receiver,Texans,5,8,60,12.0,0,20,1,10.0,0,0,9,3,0.2
2020,2,Gunner,Olszewski,Wide Receiver,Patriots,5,5,62,12.4,1,38,1,4.8,0,0,35,3,0.2
2020,2,Damion,Ratley,Wide Receiver,Texans,4,10,63,15.8,0,29,1,12.6,1,0,11,2,0.25
2020,2,DeSean,Jackson,Wide Receiver,Eagles,14,26,236,16.9,1,81,3,47.2,0,0,67,10,0.21
2020,2,Jalen,Guyton,Wide Receiver,Chargers,28,55,511,18.3,3,72,7,31.9,0,0,188,18,0.25
2020,2,Collin,Johnson,Wide Receiver,Jaguars,18,31,272,15.1,2,46,5,19.4,0,0,69,12,0.28
2020,2,Tim,Patrick,Wide Receiver,Broncos,51,79,742,14.5,6,61,14,49.5,0,0,243,33,0.27
2020,2,Mike,Williams,Wide Receiver,Chargers,48,85,756,15.8,5,64,13,50.4,0,0,165,35,0.27
2020,2,T.Y.,Hilton,Wide Receiver,Colts,56,93,762,13.6,5,50,11,50.8,0,0,193,42,0.2
2020,2,Hollywood,Brown,Wide Receiver,Ravens,58,100,769,13.3,8,70,13,48.1,0,0,270,35,0.22
2020,2,Julio,Jones,Wide Receiver,Falcons,51,68,771,15.1,3,44,16,85.7,0,0,230,36,0.31
2020,2,Chris,Godwin,Wide Receiver,Buccaneers,65,84,840,12.9,7,47,13,70.0,1,0,300,43,0.2
2020,2,Jerry,Jeudy,Wide Receiver,Broncos,52,113,856,16.5,3,92,14,53.5,2,0,291,39,0.27
2020,2,Chase,Claypool,Wide Receiver,Steelers,62,109,873,14.1,9,84,14,54.6,3,1,338,41,0.23
2020,2,William,Fuller V,Wide Receiver,Texans,53,75,879,16.6,8,77,14,79.9,0,0,295,38,0.26
2020,2,Nelson,Agholor,Wide Receiver,Raiders,48,82,896,18.7,8,85,15,56.0,0,0,241,37,0.31
2020,2,Tee,Higgins,Wide Receiver,Bengals,67,108,908,13.6,6,67,14,56.8,1,1,304,52,0.21
2020,2,CeeDee,Lamb,Wide Receiver,Cowboys,74,111,935,12.6,5,52,18,58.4,1,1,317,46,0.24
2020,2,Marvin,Jones Jr.,Wide Receiver,Lions,76,115,978,12.9,9,43,19,61.1,0,0,203,52,0.25
2020,2,Corey,Davis,Wide Receiver,Titans,65,92,984,15.1,5,75,14,70.3,1,1,279,49,0.22
2020,2,Mike,Evans,Wide Receiver,Buccaneers,70,109,"1,006",14.4,13,50,20,62.9,0,0,266,55,0.29
2020,2,Terry,McLaurin,Wide Receiver,Unknown,87,134,"1,118",12.9,4,68,17,74.5,1,1,490,51,0.2
2020,2,Brandin,Cooks,Wide Receiver,Texans,81,119,"1,150",14.2,6,57,20,76.7,0,0,348,52,0.25
2020,2,DJ,Moore,Wide Receiver,Panthers,66,118,"1,193",18.1,4,74,19,79.5,0,0,390,53,0.29
2020,2,Allen,Robinson,Wide Receiver,Bears,102,151,"1,250",12.3,6,42,22,78.1,0,0,339,68,0.22
2020,2,Tyreek,Hill,Wide Receiver,Chiefs,87,135,"1,276",14.7,15,75,20,85.1,0,0,430,57,0.23
2020,2,DK,Metcalf,Wide Receiver,Seahawks,83,129,"1,303",15.7,10,62,17,81.4,1,1,384,63,0.2
2020,2,Calvin,Ridley,Wide Receiver,Falcons,90,143,"1,374",15.3,9,63,23,91.6,1,1,369,65,0.26
2020,2,Justin,Jefferson,Wide Receiver,Vikings,88,125,"1,400",15.9,7,71,23,87.5,1,0,450,58,0.26
2020,2,Travis,Kelce,Tight End,Chiefs,105,145,"1,416",13.5,11,45,23,94.4,1,1,597,79,0.22
2020,2,Darius,Slayton,Wide Receiver,Giants,50,96,751,15.0,3,41,10,46.9,1,1,164,40,0.2
2020,2,Marquez,Valdes-Scantling,Wide Receiver,Packers,33,63,690,20.9,6,78,10,43.1,1,1,255,27,0.3
2020,2,Preston,Williams,Wide Receiver,Dolphins,18,35,288,16.0,4,47,6,36.0,0,0,47,14,0.33
2020,2,Zach,Pascal,Wide Receiver,Colts,44,71,629,14.3,5,42,13,39.3,0,0,240,29,0.3
2020,2,Marvin,Hall,Wide Receiver,Browns,18,32,302,16.8,2,73,4,25.2,0,0,59,10,0.22
2020,2,Donovan,Peoples-Jones,Wide Receiver,Browns,14,20,304,21.7,2,75,4,25.3,0,0,81,10,0.29
2020,2,Kenny,Golladay,Wide Receiver,Lions,20,32,338,16.9,2,48,4,67.6,0,0,46,16,0.2
2020,2,Richard,Rodgers,Tight End,Eagles,24,31,345,14.4,2,33,5,24.6,0,0,102,16,0.21
2020,2,Quintez,Cephus,Wide Receiver,Lions,20,35,349,17.5,2,49,7,26.8,0,0,86,16,0.35
2020,2,Denzel,Mims,Wide Receiver,Jets,23,44,357,15.5,0,30,6,39.7,0,0,105,15,0.26
2020,2,Irv,Smith Jr.,Tight End,Vikings,30,43,365,12.2,5,36,6,28.1,0,0,128,22,0.2
2020,2,Deebo,Samuel Sr.,Wide Receiver,49ers,33,44,391,11.8,1,35,8,55.9,0,0,401,19,0.24
2020,2,Richie,James,Wide Receiver,49ers,23,35,394,17.1,1,47,7,35.8,0,0,189,14,0.3
2020,2,Tyron,Billy-Johnson,Wide Receiver,Chargers,20,26,398,19.9,3,55,7,33.2,0,0,64,15,0.35
2020,2,Willie,Snead IV,Wide Receiver,Ravens,33,48,432,13.1,3,34,7,33.2,1,0,200,23,0.21
2020,2,Dan,Arnold,Tight End,Cardinals,31,45,438,14.1,4,59,8,27.4,2,1,176,24,0.26
2020,2,Tre'Quan,Smith,Wide Receiver,Saints,34,50,448,13.2,4,31,9,32.0,1,0,130,22,0.26
2020,2,Henry,Ruggs III,Wide Receiver,Raiders,26,43,452,17.4,2,72,8,34.8,1,1,153,13,0.31
2020,2,John,Brown,Wide Receiver,Bills,33,52,458,13.9,3,46,7,50.9,0,0,172,22,0.21
2020,2,Cam,Sims,Wide Receiver,Unknown,32,48,477,14.9,1,50,9,29.8,0,0,250,18,0.28
2020,2,Scotty,Miller,Wide Receiver,Buccaneers,33,53,501,15.2,3,48,7,31.3,0,0,116,20,0.21
2020,2,Breshad,Perriman,Wide Receiver,Jets,30,60,505,16.8,3,53,10,42.1,0,0,164,20,0.33
2020,2,Tyler,Higbee,Tight End,Rams,44,60,521,11.8,5,44,9,34.7,0,0,246,27,0.2
2020,2,Gabe,Davis,Wide Receiver,Bills,35,62,599,17.1,7,56,10,37.4,1,0,131,27,0.29
2020,2,Rashard,Higgins,Wide Receiver,Browns,37,52,599,16.2,4,43,12,46.1,2,0,77,26,0.32
2020,2,Damiere,Byrd,Wide Receiver,Patriots,47,77,604,12.9,1,42,10,37.8,1,0,166,29,0.21
2020,2,Rob,Gronkowski,Tight End,Buccaneers,45,77,623,13.8,7,48,10,38.9,1,0,256,29,0.22
2020,2,Antonio,Williams,Running Back,Bills,1,1,20,20.0,0,20,1,20.0,0,0,16,1,1.0
