Player,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz,Year,Week
Rashid Shaheed (NO),1,1,100.0%,6.0,33.3%,2023,18
Derius Davis (LAC),0,0,0%,0.0,0.0%,2023,18
Randall Cobb (FA),1,1,100.0%,4.0,50.0%,2023,18
Malik Heath (GB),1,1,100.0%,3.0,20.0%,2023,18
Tutu Atwell (LAR),1,1,100.0%,3.0,33.3%,2023,18
Courtland Sutton (DEN),1,1,100.0%,2.0,100.0%,2023,18
Dyami Brown (WAS),0,0,0%,0.0,0.0%,2023,18
Bo Melton (GB),0,1,0.0%,0.0,20.0%,2023,18
Britain Covey (PHI),0,1,0.0%,0.0,33.3%,2023,18
Romeo Doubs (GB),0,1,0.0%,0.0,20.0%,2023,18
Trey Palmer (TB),0,1,0.0%,0.0,100.0%,2023,18
Gabe Davis (JAC),0,1,0.0%,0.0,50.0%,2023,18
Jahan Dotson (PHI),0,1,0.0%,0.0,50.0%,2023,18
Olamide Zaccheaus (WAS),0,1,0.0%,0.0,33.3%,2023,18
Keelan Doss (FA),0,1,0.0%,0.0,33.3%,2023,18
DK Metcalf (SEA),0,1,0.0%,0.0,50.0%,2023,18
Michael Gallup (FA),0,1,0.0%,0.0,10.0%,2023,18
Calvin Ridley (TEN),0,2,0.0%,0.0,50.0%,2023,18
Curtis Samuel (BUF),0,1,0.0%,0.0,50.0%,2023,18
Chris Conley (SF),0,1,0.0%,0.0,25.0%,2023,18
Tyler Lockett (SEA),0,1,0.0%,0.0,50.0%,2023,18
Xavier Gipson (NYJ),0,1,0.0%,0.0,50.0%,2023,18
Justin Jefferson (MIN),0,0,0%,0.0,0%,2023,18
Mike Evans (TB),2,3,66.7%,9.0,75.0%,2024,1
Stefon Diggs (HOU),3,3,100.0%,3.7,75.0%,2024,1
Brian Thomas Jr. (JAC),1,1,100.0%,14.0,100.0%,2024,1
Cooper Kupp (LAR),2,3,66.7%,6.5,60.0%,2024,1
Mack Hollins (BUF),1,1,100.0%,11.0,25.0%,2024,1
Khalil Shakir (BUF),1,1,100.0%,11.0,25.0%,2024,1
Ladd McConkey (LAC),1,2,50.0%,10.0,50.0%,2024,1
Allen Lazard (NYJ),2,3,66.7%,3.5,50.0%,2024,1
Jerry Jeudy (CLE),1,2,50.0%,6.0,40.0%,2024,1
Michael Wilson (ARI),1,1,100.0%,5.0,50.0%,2024,1
Deebo Samuel Sr. (SF),1,1,100.0%,0.0,25.0%,2024,1
Chris Godwin (TB),1,1,100.0%,4.0,25.0%,2024,1
Justin Jefferson (MIN),1,1,100.0%,3.0,50.0%,2024,1
Christian Watson (GB),1,2,50.0%,2.0,50.0%,2024,1
Garrett Wilson (NYJ),2,3,66.7%,8.0,50.0%,2024,1
K.J. Osborn (WAS),2,2,100.0%,6.0,100.0%,2024,1
DeVonta Smith (PHI),1,1,100.0%,11.0,33.3%,2024,1
Luke McCaffrey (WAS),1,1,100.0%,10.0,100.0%,2024,1
Romeo Doubs (GB),1,2,50.0%,10.0,50.0%,2024,1
Courtland Sutton (DEN),1,2,50.0%,10.0,66.7%,2024,1
Tyreek Hill (MIA),1,2,50.0%,10.0,100.0%,2024,1
Amari Cooper (BUF),1,2,50.0%,10.0,40.0%,2024,1
Drake London (ATL),1,1,100.0%,8.0,100.0%,2024,1
Jauan Jennings (SF),1,1,100.0%,8.0,25.0%,2024,1
Greg Dortch (ARI),1,1,100.0%,3.0,50.0%,2024,1
Keon Coleman (BUF),1,2,50.0%,7.0,50.0%,2024,1
Jordan Addison (MIN),1,1,100.0%,6.0,50.0%,2024,1
Jameson Williams (DET),1,1,100.0%,5.0,33.3%,2024,1
Josh Reynolds (JAC),1,1,100.0%,5.0,33.3%,2024,1
Amon-Ra St. Brown (DET),1,2,50.0%,4.0,66.7%,2024,1
Elijah Moore (CLE),1,1,100.0%,4.0,20.0%,2024,1
Joshua Palmer (LAC),1,2,50.0%,4.0,50.0%,2024,1
Jaylen Waddle (MIA),0,0,0%,0.0,0.0%,2024,1
Van Jefferson (PIT),1,1,100.0%,1.0,100.0%,2024,1
Wan'Dale Robinson (NYG),1,3,33.3%,0.0,75.0%,2024,1
DK Metcalf (SEA),0,0,0%,0.0,0%,2024,1
Xavier Legette (CAR),0,1,0.0%,0.0,25.0%,2024,1
Demarcus Robinson (LAR),0,1,0.0%,0.0,20.0%,2024,1
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,50.0%,2024,1
Tank Dell (HOU),0,1,0.0%,0.0,25.0%,2024,1
David Moore (CAR),0,1,0.0%,0.0,25.0%,2024,1
A.J. Brown (PHI),0,1,0.0%,0.0,33.3%,2024,1
Diontae Johnson (FA),0,2,0.0%,0.0,50.0%,2024,1
Zay Flowers (BAL),0,2,0.0%,0.0,100.0%,2024,1
Tyler Johnson (LAR),0,1,0.0%,0.0,20.0%,2024,1
Darius Slayton (NYG),0,1,0.0%,0.0,25.0%,2024,1
Brandon Aiyuk (SF),0,2,0.0%,0.0,50.0%,2024,1
Jahan Dotson (PHI),0,1,0.0%,0.0,33.3%,2024,1
Ja'Marr Chase (CIN),0,0,0%,0.0,0%,2024,1
Xavier Worthy (KC),0,1,0.0%,0.0,50.0%,2024,1
Keenan Allen (CHI),0,2,0.0%,0.0,100.0%,2024,1
Andrei Iosivas (CIN),2,2,100.0%,3.5,25.0%,2024,2
Dontayvion Wicks (GB),1,1,100.0%,14.0,100.0%,2024,2
Drake London (ATL),2,2,100.0%,6.0,50.0%,2024,2
Jalen Nailor (MIN),1,2,50.0%,10.0,66.7%,2024,2
Calvin Ridley (TEN),0,0,0%,0.0,0.0%,2024,2
Zay Flowers (BAL),1,1,100.0%,8.0,100.0%,2024,2
DeVonta Smith (PHI),1,2,50.0%,7.0,40.0%,2024,2
Wan'Dale Robinson (NYG),1,1,100.0%,7.0,25.0%,2024,2
Quentin Johnston (LAC),1,1,100.0%,5.0,100.0%,2024,2
Ja'Lynn Polk (NE),1,1,100.0%,5.0,100.0%,2024,2
Alec Pierce (IND),1,1,100.0%,4.0,50.0%,2024,2
Malik Nabers (NYG),1,3,33.3%,4.0,75.0%,2024,2
Davante Adams (NYJ),1,3,33.3%,1.0,75.0%,2024,2
Amon-Ra St. Brown (DET),2,2,100.0%,12.5,28.6%,2024,2
Chris Olave (NO),1,1,100.0%,19.0,50.0%,2024,2
Jaylen Waddle (MIA),1,1,100.0%,17.0,25.0%,2024,2
Tyler Johnson (LAR),1,2,50.0%,13.0,66.7%,2024,2
David Bell (CLE),1,1,100.0%,12.0,100.0%,2024,2
Brandon Aiyuk (SF),1,2,50.0%,12.0,50.0%,2024,2
Van Jefferson (PIT),1,1,100.0%,12.0,100.0%,2024,2
Gabe Davis (JAC),1,2,50.0%,11.0,100.0%,2024,2
Justin Watson (KC),1,1,100.0%,6.0,100.0%,2024,2
Trenton Irwin (FA),1,5,20.0%,5.0,62.5%,2024,2
Brandon Powell (MIN),1,1,100.0%,5.0,33.3%,2024,2
Britain Covey (PHI),2,2,100.0%,2.5,40.0%,2024,2
Jameson Williams (DET),1,4,25.0%,5.0,57.1%,2024,2
DK Metcalf (SEA),1,1,100.0%,3.0,100.0%,2024,2
Michael Pittman Jr. (IND),1,1,100.0%,3.0,50.0%,2024,2
Rashid Shaheed (NO),1,1,100.0%,0.0,50.0%,2024,2
Kalif Raymond (DET),1,1,100.0%,1.0,14.3%,2024,2
Demarcus Robinson (LAR),0,1,0.0%,0.0,33.3%,2024,2
Johnny Wilson (PHI),0,1,0.0%,0.0,20.0%,2024,2
Braxton Berrios (MIA),0,1,0.0%,0.0,25.0%,2024,2
Courtland Sutton (DEN),0,3,0.0%,0.0,100.0%,2024,2
Tyler Boyd (TEN),0,1,0.0%,0.0,50.0%,2024,2
Rome Odunze (CHI),0,1,0.0%,0.0,100.0%,2024,2
Jalen Tolbert (DAL),0,1,0.0%,0.0,50.0%,2024,2
Robbie Chosen (FA),0,2,0.0%,0.0,50.0%,2024,2
Marvin Harrison Jr. (ARI),0,2,0.0%,0.0,100.0%,2024,2
Allen Lazard (NYJ),0,1,0.0%,0.0,100.0%,2024,2
Ray-Ray McCloud III (ATL),0,1,0.0%,0.0,25.0%,2024,2
CeeDee Lamb (DAL),0,1,0.0%,0.0,50.0%,2024,2
Dyami Brown (WAS),0,2,0.0%,0.0,100.0%,2024,2
Darnell Mooney (ATL),0,1,0.0%,0.0,25.0%,2024,2
Jakobi Meyers (LV),0,1,0.0%,0.0,25.0%,2024,2
Ja'Marr Chase (CIN),0,1,0.0%,0.0,12.5%,2024,2
Jauan Jennings (SF),0,1,0.0%,0.0,25.0%,2024,2
Diontae Johnson (FA),0,1,0.0%,0.0,100.0%,2024,2
Darius Slayton (NYG),0,0,0%,0.0,0.0%,2024,2
DeAndre Hopkins (KC),0,1,0.0%,0.0,50.0%,2024,2
Brandin Cooks (DAL),0,0,0%,0.0,0.0%,2024,2
Deebo Samuel Sr. (SF),1,1,100.0%,2.0,25.0%,2024,2
Jauan Jennings (SF),2,2,100.0%,8.5,66.7%,2024,3
Malik Nabers (NYG),2,2,100.0%,4.0,66.7%,2024,3
Jakobi Meyers (LV),2,2,100.0%,11.0,50.0%,2024,3
Drake London (ATL),2,3,66.7%,10.5,75.0%,2024,3
Rashod Bateman (BAL),2,2,100.0%,8.0,100.0%,2024,3
KaVontae Turpin (DAL),1,1,100.0%,16.0,25.0%,2024,3
Justin Jefferson (MIN),2,3,66.7%,7.5,75.0%,2024,3
Jalen Tolbert (DAL),1,1,100.0%,15.0,25.0%,2024,3
JuJu Smith-Schuster (KC),1,1,100.0%,13.0,25.0%,2024,3
Chris Olave (NO),1,1,100.0%,13.0,100.0%,2024,3
DeAndre Hopkins (KC),1,1,100.0%,11.0,50.0%,2024,3
Rashee Rice (KC),2,2,100.0%,5.0,50.0%,2024,3
Marvin Harrison Jr. (ARI),1,1,100.0%,10.0,100.0%,2024,3
Allen Lazard (NYJ),1,1,100.0%,10.0,25.0%,2024,3
Garrett Wilson (NYJ),2,2,100.0%,5.0,50.0%,2024,3
Tre Tucker (LV),1,1,100.0%,8.0,25.0%,2024,3
Amari Cooper (BUF),1,1,100.0%,6.0,50.0%,2024,3
Chris Godwin (TB),1,1,100.0%,5.0,100.0%,2024,3
Amon-Ra St. Brown (DET),1,1,100.0%,5.0,100.0%,2024,3
Diontae Johnson (FA),1,4,25.0%,5.0,80.0%,2024,3
Jalen Nailor (MIN),1,1,100.0%,4.0,25.0%,2024,3
Andrei Iosivas (CIN),1,2,50.0%,2.0,33.3%,2024,3
Rome Odunze (CHI),1,1,100.0%,1.0,16.7%,2024,3
Tank Dell (HOU),2,2,100.0%,11.0,33.3%,2024,3
Xavier Worthy (KC),1,1,100.0%,7.0,25.0%,2024,3
Jerry Jeudy (CLE),1,1,100.0%,12.0,50.0%,2024,3
Wan'Dale Robinson (NYG),1,1,100.0%,10.0,33.3%,2024,3
Brandon Aiyuk (SF),1,1,100.0%,9.0,33.3%,2024,3
DeAndre Carter (CHI),1,2,50.0%,9.0,33.3%,2024,3
Noah Brown (WAS),1,1,100.0%,8.0,100.0%,2024,3
Derius Davis (LAC),0,0,0%,0.0,0.0%,2024,3
Ja'Marr Chase (CIN),1,2,50.0%,7.0,33.3%,2024,3
Troy Franklin (DEN),1,2,50.0%,6.0,66.7%,2024,3
Khalil Shakir (BUF),1,1,100.0%,5.0,100.0%,2024,3
Ray-Ray McCloud III (ATL),1,1,100.0%,2.0,25.0%,2024,3
DJ Moore (CHI),2,3,66.7%,1.0,50.0%,2024,3
Parker Washington (JAC),0,1,0.0%,0.0,25.0%,2024,3
Simi Fehoko (LAC),0,1,0.0%,0.0,100.0%,2024,3
Calvin Austin III (PIT),0,1,0.0%,0.0,50.0%,2024,3
Jayden Reed (GB),0,1,0.0%,0.0,100.0%,2024,3
Gabe Davis (JAC),0,1,0.0%,0.0,25.0%,2024,3
George Pickens (PIT),0,1,0.0%,0.0,50.0%,2024,3
Christian Kirk (JAC),0,1,0.0%,0.0,25.0%,2024,3
Brandin Cooks (DAL),0,1,0.0%,0.0,25.0%,2024,3
Davante Adams (NYJ),0,1,0.0%,0.0,25.0%,2024,3
Tyler Boyd (TEN),0,1,0.0%,0.0,50.0%,2024,3
Demarcus Robinson (LAR),0,1,0.0%,0.0,100.0%,2024,3
Mike Williams (PIT),0,1,0.0%,0.0,25.0%,2024,3
Curtis Samuel (BUF),0,0,0%,0.0,0.0%,2024,3
Courtland Sutton (DEN),0,1,0.0%,0.0,33.3%,2024,3
Braxton Berrios (MIA),0,0,0%,0.0,0.0%,2024,3
Nico Collins (HOU),0,4,0.0%,0.0,66.7%,2024,3
Ashton Dulin (IND),0,1,0.0%,0.0,100.0%,2024,3
Tee Higgins (CIN),0,2,0.0%,0.0,33.3%,2024,3
DeVonta Smith (PHI),0,1,0.0%,0.0,100.0%,2024,3
Mike Evans (TB),0,0,0%,0.0,0.0%,2024,3
Jaylen Waddle (MIA),0,1,0.0%,0.0,100.0%,2024,3
Xavier Legette (CAR),0,1,0.0%,0.0,20.0%,2024,3
Devin Duvernay (JAC),1,1,100.0%,-1.0,25.0%,2024,3
CeeDee Lamb (DAL),1,1,100.0%,9.0,25.0%,2024,3
Dontayvion Wicks (GB),2,3,66.7%,11.5,60.0%,2024,4
Amon-Ra St. Brown (DET),2,2,100.0%,6.5,100.0%,2024,4
DJ Turner (LV),0,0,0%,0.0,0.0%,2024,4
Trey Palmer (TB),1,1,100.0%,15.0,16.7%,2024,4
Jayden Reed (GB),1,1,100.0%,15.0,20.0%,2024,4
Justin Jefferson (MIN),1,1,100.0%,14.0,100.0%,2024,4
Terry McLaurin (WAS),1,1,100.0%,10.0,100.0%,2024,4
DJ Moore (CHI),1,3,33.3%,9.0,75.0%,2024,4
Xavier Legette (CAR),1,1,100.0%,8.0,33.3%,2024,4
Courtland Sutton (DEN),1,2,50.0%,8.0,100.0%,2024,4
Christian Kirk (JAC),1,1,100.0%,8.0,33.3%,2024,4
Ladd McConkey (LAC),1,1,100.0%,7.0,50.0%,2024,4
Jordan Addison (MIN),0,0,0%,0.0,0.0%,2024,4
Stefon Diggs (HOU),0,0,0%,0.0,0.0%,2024,4
Josh Downs (IND),1,2,50.0%,4.0,33.3%,2024,4
Nico Collins (HOU),1,3,33.3%,3.0,100.0%,2024,4
Tre Tucker (LV),0,0,0%,0.0,0.0%,2024,4
Marvin Harrison Jr. (ARI),1,1,100.0%,2.0,50.0%,2024,4
Brian Thomas Jr. (JAC),1,1,100.0%,2.0,33.3%,2024,4
Mike Evans (TB),1,2,50.0%,2.0,33.3%,2024,4
Parris Campbell (PHI),1,1,100.0%,1.0,100.0%,2024,4
Rashid Shaheed (NO),1,3,33.3%,5.0,60.0%,2024,4
Chris Olave (NO),1,1,100.0%,16.0,20.0%,2024,4
Tee Higgins (CIN),1,1,100.0%,12.0,33.3%,2024,4
Ja'Marr Chase (CIN),1,2,50.0%,11.0,66.7%,2024,4
Calvin Ridley (TEN),0,0,0%,0.0,0%,2024,4
Greg Dortch (ARI),1,1,100.0%,10.0,50.0%,2024,4
Jake Bobo (SEA),1,1,100.0%,10.0,16.7%,2024,4
Chris Godwin (TB),2,2,100.0%,4.5,33.3%,2024,4
Mason Tipton (NO),1,1,100.0%,6.0,20.0%,2024,4
Keon Coleman (BUF),1,1,100.0%,6.0,100.0%,2024,4
Wan'Dale Robinson (NYG),1,2,50.0%,5.0,66.7%,2024,4
Jakobi Meyers (LV),1,2,50.0%,4.0,100.0%,2024,4
Joshua Palmer (LAC),1,1,100.0%,4.0,50.0%,2024,4
Diontae Johnson (FA),1,2,50.0%,3.0,66.7%,2024,4
Deebo Samuel Sr. (SF),1,2,50.0%,2.0,66.7%,2024,4
Romeo Doubs (GB),1,1,100.0%,2.0,20.0%,2024,4
DK Metcalf (SEA),0,1,0.0%,0.0,16.7%,2024,4
Rome Odunze (CHI),0,1,0.0%,0.0,25.0%,2024,4
Jauan Jennings (SF),0,1,0.0%,0.0,33.3%,2024,4
Adonai Mitchell (IND),0,1,0.0%,0.0,16.7%,2024,4
Jalen Nailor (MIN),0,0,0%,0.0,0.0%,2024,4
Jordan Whittington (LAR),0,1,0.0%,0.0,50.0%,2024,4
Jaxon Smith-Njigba (SEA),0,2,0.0%,0.0,33.3%,2024,4
Quinton Bell (MIA),0,0,0%,0.0,0.0%,2024,4
Michael Pittman Jr. (IND),0,3,0.0%,0.0,50.0%,2024,4
Tyler Lockett (SEA),0,2,0.0%,0.0,33.3%,2024,4
Tutu Atwell (LAR),0,1,0.0%,0.0,50.0%,2024,4
Gabe Davis (JAC),0,1,0.0%,0.0,33.3%,2024,4
Jaylen Waddle (MIA),1,1,100.0%,0.0,100.0%,2024,4
Kameron Johnson (TB),0,1,0.0%,0.0,16.7%,2024,4
Malik Nabers (NYG),1,1,100.0%,-1.0,33.3%,2024,4
George Pickens (PIT),2,5,40.0%,9.5,100.0%,2024,4
Tee Higgins (CIN),2,2,100.0%,8.0,100.0%,2024,5
Drake London (ATL),1,1,100.0%,18.0,50.0%,2024,5
Rashod Bateman (BAL),1,1,100.0%,16.0,100.0%,2024,5
Allen Lazard (NYJ),1,3,33.3%,14.0,42.9%,2024,5
Jaxon Smith-Njigba (SEA),2,3,66.7%,6.5,100.0%,2024,5
Darnell Mooney (ATL),1,1,100.0%,12.0,50.0%,2024,5
Josh Reynolds (JAC),1,1,100.0%,9.0,100.0%,2024,5
Jalen Tolbert (DAL),2,3,66.7%,4.0,60.0%,2024,5
Wan'Dale Robinson (NYG),1,2,50.0%,7.0,66.7%,2024,5
Garrett Wilson (NYJ),2,4,50.0%,3.0,57.1%,2024,5
Xavier Worthy (KC),1,1,100.0%,2.0,25.0%,2024,5
Sterling Shepard (TB),1,1,100.0%,4.0,33.3%,2024,5
Mike Evans (TB),1,1,100.0%,2.0,33.3%,2024,5
Michael Pittman Jr. (IND),1,2,50.0%,1.0,40.0%,2024,5
Demarcus Robinson (LAR),1,1,100.0%,1.0,50.0%,2024,5
Chris Godwin (TB),1,1,100.0%,16.0,33.3%,2024,5
Tutu Atwell (LAR),1,1,100.0%,8.0,50.0%,2024,5
Mecole Hardman Jr. (KC),2,2,100.0%,6.5,50.0%,2024,5
Brandon Aiyuk (SF),1,1,100.0%,13.0,25.0%,2024,5
Tre Tucker (LV),1,1,100.0%,12.0,50.0%,2024,5
Deebo Samuel Sr. (SF),1,1,100.0%,11.0,25.0%,2024,5
Gabe Davis (JAC),1,1,100.0%,10.0,100.0%,2024,5
Josh Downs (IND),2,2,100.0%,4.5,40.0%,2024,5
Rome Odunze (CHI),1,2,50.0%,8.0,50.0%,2024,5
DJ Turner (LV),0,1,0.0%,0.0,50.0%,2024,5
Adonai Mitchell (IND),0,1,0.0%,0.0,20.0%,2024,5
Devin Duvernay (JAC),0,0,0%,0.0,0.0%,2024,5
Michael Wilson (ARI),1,1,100.0%,3.0,100.0%,2024,5
Elijah Moore (CLE),1,1,100.0%,3.0,50.0%,2024,5
DeMario Douglas (NE),0,1,0.0%,0.0,50.0%,2024,5
Keon Coleman (BUF),0,1,0.0%,0.0,50.0%,2024,5
Keenan Allen (CHI),0,1,0.0%,0.0,25.0%,2024,5
Jaylen Waddle (MIA),0,1,0.0%,0.0,33.3%,2024,5
Jauan Jennings (SF),0,2,0.0%,0.0,50.0%,2024,5
CeeDee Lamb (DAL),0,1,0.0%,0.0,20.0%,2024,5
Jerry Jeudy (CLE),0,1,0.0%,0.0,50.0%,2024,5
Darius Slayton (NYG),0,1,0.0%,0.0,33.3%,2024,5
Quinton Bell (MIA),0,0,0%,0.0,0.0%,2024,5
Diontae Johnson (FA),0,1,0.0%,0.0,100.0%,2024,5
KaVontae Turpin (DAL),0,1,0.0%,0.0,20.0%,2024,5
Terry McLaurin (WAS),0,1,0.0%,0.0,100.0%,2024,5
DJ Moore (CHI),0,1,0.0%,0.0,25.0%,2024,5
Curtis Samuel (BUF),0,1,0.0%,0.0,50.0%,2024,5
JuJu Smith-Schuster (KC),0,1,0.0%,0.0,25.0%,2024,5
Tyreek Hill (MIA),0,2,0.0%,0.0,66.7%,2024,5
Ja'Lynn Polk (NE),0,1,0.0%,0.0,50.0%,2024,5
Romeo Doubs (GB),2,2,100.0%,15.0,33.3%,2024,6
Gabe Davis (JAC),2,4,50.0%,13.0,50.0%,2024,6
Terry McLaurin (WAS),2,2,100.0%,6.5,33.3%,2024,6
Keenan Allen (CHI),2,2,100.0%,6.0,50.0%,2024,6
Stefon Diggs (HOU),2,2,100.0%,11.5,66.7%,2024,6
Michael Wilson (ARI),1,2,50.0%,18.0,100.0%,2024,6
Kristian Wilkerson (LV),2,3,66.7%,9.0,100.0%,2024,6
Courtland Sutton (DEN),1,1,100.0%,15.0,50.0%,2024,6
Drake London (ATL),2,3,66.7%,5.0,60.0%,2024,6
Amon-Ra St. Brown (DET),2,2,100.0%,5.0,66.7%,2024,6
Michael Pittman Jr. (IND),1,1,100.0%,10.0,25.0%,2024,6
Diontae Johnson (FA),1,1,100.0%,10.0,33.3%,2024,6
Bub Means (NO),1,1,100.0%,10.0,100.0%,2024,6
Tyler Lockett (SEA),1,3,33.3%,9.0,37.5%,2024,6
Garrett Wilson (NYJ),2,4,50.0%,4.5,66.7%,2024,6
Nick Westbrook-Ikhine (TEN),1,1,100.0%,9.0,100.0%,2024,6
Mack Hollins (BUF),1,2,50.0%,8.0,66.7%,2024,6
Jayden Reed (GB),2,2,100.0%,3.5,33.3%,2024,6
Xavier Legette (CAR),1,1,100.0%,7.0,33.3%,2024,6
Chris Godwin (TB),1,1,100.0%,4.0,50.0%,2024,6
Troy Franklin (DEN),1,1,100.0%,2.0,50.0%,2024,6
Tank Dell (HOU),1,1,100.0%,2.0,33.3%,2024,6
DJ Moore (CHI),2,2,100.0%,6.5,50.0%,2024,6
Dyami Brown (WAS),1,1,100.0%,11.0,16.7%,2024,6
Christian Kirk (JAC),1,2,50.0%,10.0,25.0%,2024,6
Tee Higgins (CIN),1,1,100.0%,9.0,50.0%,2024,6
Derius Davis (LAC),1,1,100.0%,8.0,25.0%,2024,6
Quentin Johnston (LAC),1,1,100.0%,8.0,25.0%,2024,6
DK Metcalf (SEA),1,3,33.3%,8.0,37.5%,2024,6
David Moore (CAR),1,1,100.0%,8.0,33.3%,2024,6
Tim Patrick (DET),1,1,100.0%,8.0,33.3%,2024,6
Ladd McConkey (LAC),1,1,100.0%,8.0,25.0%,2024,6
Allen Lazard (NYJ),1,2,50.0%,7.0,33.3%,2024,6
Josh Downs (IND),1,2,50.0%,7.0,50.0%,2024,6
Luke McCaffrey (WAS),1,1,100.0%,5.0,16.7%,2024,6
Elijah Moore (CLE),1,1,100.0%,3.0,50.0%,2024,6
Olamide Zaccheaus (WAS),1,1,100.0%,3.0,16.7%,2024,6
CeeDee Lamb (DAL),1,3,33.3%,2.0,50.0%,2024,6
Zay Flowers (BAL),0,0,0%,0.0,0%,2024,6
Rashid Shaheed (NO),0,0,0%,0.0,0.0%,2024,6
Andrei Iosivas (CIN),0,1,0.0%,0.0,50.0%,2024,6
Dontayvion Wicks (GB),0,1,0.0%,0.0,16.7%,2024,6
Adonai Mitchell (IND),0,1,0.0%,0.0,25.0%,2024,6
Jalen Brooks (DAL),0,2,0.0%,0.0,33.3%,2024,6
Brian Thomas Jr. (JAC),0,2,0.0%,0.0,25.0%,2024,6
Christian Watson (GB),0,1,0.0%,0.0,16.7%,2024,6
Marvin Mims Jr. (DEN),0,0,0%,0.0,0.0%,2024,6
Jaxon Smith-Njigba (SEA),0,2,0.0%,0.0,25.0%,2024,6
George Pickens (PIT),0,1,0.0%,0.0,100.0%,2024,6
Joshua Palmer (LAC),0,1,0.0%,0.0,25.0%,2024,6
Curtis Samuel (BUF),0,1,0.0%,0.0,33.3%,2024,6
Mike Evans (TB),0,1,0.0%,0.0,50.0%,2024,6
Noah Brown (WAS),0,1,0.0%,0.0,16.7%,2024,6
Jerry Jeudy (CLE),0,1,0.0%,0.0,50.0%,2024,6
Alex Bachman (LV),0,0,0%,0.0,0.0%,2024,6
KaVontae Turpin (DAL),0,1,0.0%,0.0,16.7%,2024,6
Deebo Samuel Sr. (SF),0,2,0.0%,0.0,100.0%,2024,6
Darnell Mooney (ATL),0,2,0.0%,0.0,40.0%,2024,6
Sterling Shepard (TB),0,0,0%,0.0,0.0%,2024,6
Mecole Hardman Jr. (KC),0,1,0.0%,0.0,50.0%,2024,7
Ja'Marr Chase (CIN),1,1,100.0%,18.0,100.0%,2024,7
Drake London (ATL),2,2,100.0%,7.0,66.7%,2024,7
Cedrick Wilson Jr. (NO),1,1,100.0%,12.0,100.0%,2024,7
Amari Cooper (BUF),1,1,100.0%,12.0,25.0%,2024,7
George Pickens (PIT),1,3,33.3%,11.0,60.0%,2024,7
Brian Thomas Jr. (JAC),1,1,100.0%,6.0,33.3%,2024,7
Greg Dortch (ARI),1,1,100.0%,5.0,100.0%,2024,7
Van Jefferson (PIT),1,2,50.0%,4.0,40.0%,2024,7
Nick Westbrook-Ikhine (TEN),1,2,50.0%,4.0,50.0%,2024,7
Tyler Boyd (TEN),2,2,100.0%,6.5,50.0%,2024,7
Elijah Moore (CLE),1,1,100.0%,12.0,33.3%,2024,7
Romeo Doubs (GB),1,1,100.0%,12.0,50.0%,2024,7
Ashton Dulin (IND),0,0,0%,0.0,0.0%,2024,7
Tre Tucker (LV),0,0,0%,0.0,0.0%,2024,7
Ronnie Bell (DET),1,1,100.0%,10.0,20.0%,2024,7
Xavier Worthy (KC),1,1,100.0%,5.0,50.0%,2024,7
Chris Godwin (TB),1,1,100.0%,9.0,25.0%,2024,7
Lil'Jordan Humphrey (DEN),1,2,50.0%,9.0,100.0%,2024,7
Jacob Cowing (SF),1,2,50.0%,9.0,40.0%,2024,7
Jalen McMillan (TB),1,2,50.0%,7.0,50.0%,2024,7
Olamide Zaccheaus (WAS),1,1,100.0%,7.0,50.0%,2024,7
Khalil Shakir (BUF),1,1,100.0%,6.0,25.0%,2024,7
Wan'Dale Robinson (NYG),1,1,100.0%,6.0,100.0%,2024,7
Ricky Pearsall (SF),1,1,100.0%,6.0,20.0%,2024,7
Tyler Lockett (SEA),1,2,50.0%,6.0,66.7%,2024,7
Dontayvion Wicks (GB),1,1,100.0%,5.0,50.0%,2024,7
Darnell Mooney (ATL),1,1,100.0%,4.0,33.3%,2024,7
DJ Turner (LV),0,1,0.0%,0.0,100.0%,2024,7
Terry McLaurin (WAS),1,1,100.0%,3.0,50.0%,2024,7
Keon Coleman (BUF),0,2,0.0%,0.0,50.0%,2024,7
Tank Dell (HOU),0,2,0.0%,0.0,100.0%,2024,7
Odell Beckham Jr. (FA),0,1,0.0%,0.0,100.0%,2024,7
Cedric Tillman (CLE),0,1,0.0%,0.0,33.3%,2024,7
Irvin Charles (NYJ),0,1,0.0%,0.0,25.0%,2024,7
Josh Downs (IND),0,1,0.0%,0.0,100.0%,2024,7
Sterling Shepard (TB),0,0,0%,0.0,0.0%,2024,7
Chris Conley (SF),0,1,0.0%,0.0,20.0%,2024,7
Davante Adams (NYJ),0,1,0.0%,0.0,25.0%,2024,7
Mike Williams (PIT),0,1,0.0%,0.0,25.0%,2024,7
Christian Kirk (JAC),0,1,0.0%,0.0,33.3%,2024,7
Garrett Wilson (NYJ),0,1,0.0%,0.0,25.0%,2024,7
DK Metcalf (SEA),0,1,0.0%,0.0,33.3%,2024,7
Tyler Johnson (LAR),0,2,0.0%,0.0,100.0%,2024,7
Jerry Jeudy (CLE),0,1,0.0%,0.0,33.3%,2024,7
Gabe Davis (JAC),0,1,0.0%,0.0,33.3%,2024,7
Mike Evans (TB),0,1,0.0%,0.0,25.0%,2024,7
Xavier Legette (CAR),1,1,100.0%,-3.0,100.0%,2024,7
