season,week,game_type,team,opponent,pfr_player_name,pfr_player_id,receiving_broken_tackles,receiving_drop,receiving_drop_pct,receiving_rat
2018,1,REG,PHI,ATL,Nelson Agholor,AghoNe00,0.0,0.0,0.0,80.4
2018,1,REG,PHI,ATL,Zach Ertz,ErtzZa00,0.0,2.0,0.2,63.7
2018,1,REG,PHI,ATL,Darren Sproles,SproDa00,1.0,1.0,0.143,62.8
2018,1,REG,PHI,ATL,DeAndre Carter,CartDe02,0.0,0.0,0.0,108.3
2018,1,REG,PHI,ATL,Nick Foles,FoleNi00,0.0,0.0,0.0,118.7
2018,1,REG,PHI,ATL,Dallas Goedert,GoedDa00,0.0,1.0,0.333,2.8
2018,1,REG,PHI,ATL,Mike Wallace,WallMi00,0.0,0.0,0.0,39.6
2018,1,REG,ATL,PHI,Julio Jones,JoneJu02,0.0,0.0,0.0,61.1
2018,1,REG,ATL,PHI,Mohamed Sanu,SanuMo00,0.0,0.0,0.0,70.1
2018,1,REG,ATL,PHI,Devonta Freeman,FreeDe00,1.0,1.0,0.2,64.6
2018,1,REG,ATL,PHI,Austin Hooper,HoopAu00,0.0,0.0,0.0,89.6
2018,1,REG,ATL,PHI,Tevin Coleman,ColeTe01,0.0,0.0,0.0,95.8
2018,1,REG,ATL,PHI,Calvin Ridley,RidlCa00,0.0,1.0,0.5,39.6
2018,1,REG,ATL,PHI,Eric Saubert,SaubEr00,0.0,0.0,0.0,39.6
2018,1,REG,BAL,BUF,Javorius Allen,AlleJa01,1.0,0.0,0.0,79.2
2018,1,REG,BAL,BUF,Willie Snead,SneaWi00,0.0,0.0,0.0,131.2
2018,1,REG,BAL,BUF,Maxx Williams,WillMa04,0.0,0.0,0.0,111.1
2018,1,REG,BAL,BUF,Michael Crabtree,CrabMi00,0.0,1.0,0.167,109.7
2018,1,REG,BAL,BUF,John Brown,BrowJo02,0.0,0.0,0.0,150.0
2018,1,REG,BAL,BUF,Nick Boyle,BoylNi00,0.0,1.0,0.167,71.5
2018,1,REG,BAL,BUF,Mark Andrews,AndrMa00,0.0,0.0,0.0,96.9
2018,1,REG,BAL,BUF,Chris Moore,MoorCh00,0.0,0.0,0.0,87.5
2018,1,REG,BAL,BUF,Alex Collins,CollAl00,0.0,0.0,0.0,91.7
2018,1,REG,BUF,BAL,Zay Jones,JoneZa00,0.0,0.0,0.0,61.8
2018,1,REG,BUF,BAL,Jason Croom,CrooJa00,0.0,0.0,0.0,82.6
2018,1,REG,BUF,BAL,Jeremy Kerley,KerlJe00,0.0,1.0,0.25,56.2
2018,1,REG,BUF,BAL,Kelvin Benjamin,BenjKe00,0.0,0.0,0.0,0.0
2018,1,REG,BUF,BAL,Logan Thomas,ThomLo00,0.0,0.0,0.0,93.7
2018,1,REG,BUF,BAL,LeSean McCoy,McCoLe01,0.0,1.0,0.333,42.4
2018,1,REG,BUF,BAL,Andre Holmes,HolmAn00,0.0,0.0,0.0,118.7
2018,1,REG,BUF,BAL,Charles Clay,ClayCh00,0.0,0.0,0.0,39.6
2018,1,REG,BUF,BAL,Marcus Murphy,MurpMa03,0.0,1.0,0.5,39.6
2018,1,REG,BUF,BAL,Robert Foster,FostRo01,0.0,0.0,0.0,39.6
2018,1,REG,CLE,PIT,Jarvis Landry,LandJa00,0.0,2.0,0.133,70.4
2018,1,REG,CLE,PIT,David Njoku,NjokDa00,0.0,1.0,0.143,50.3
2018,1,REG,CLE,PIT,Darren Fells,FellDa01,1.0,0.0,0.0,116.7
2018,1,REG,CLE,PIT,Josh Gordon,GordJo02,0.0,0.0,0.0,53.5
2018,1,REG,CLE,PIT,Rashard Higgins,HiggRa00,0.0,0.0,0.0,81.9
2018,1,REG,CLE,PIT,Carlos Hyde,HydeCa00,0.0,0.0,0.0,56.2
2018,1,REG,CLE,PIT,Duke Johnson,JohnDu00,0.0,0.0,0.0,39.6
2018,1,REG,CLE,PIT,Antonio Callaway,CallAn00,0.0,0.0,0.0,39.6
2018,1,REG,PIT,CLE,Antonio Brown,BrowAn04,0.0,1.0,0.063,54.4
2018,1,REG,PIT,CLE,James Conner,ConnJa00,0.0,0.0,0.0,106.2
2018,1,REG,PIT,CLE,JuJu Smith-Schuster,SmitJu00,0.0,0.0,0.0,106.2
2018,1,REG,PIT,CLE,Jesse James,JameJe00,0.0,1.0,0.2,62.5
2018,1,REG,PIT,CLE,Justin Hunter,HuntJu00,0.0,0.0,0.0,39.6
2018,1,REG,PIT,CLE,Ryan Switzer,SwitRy00,0.0,1.0,1.0,39.6
2018,1,REG,IND,CIN,Ryan Grant,GranRy01,0.0,0.0,0.0,94.0
2018,1,REG,IND,CIN,Nyheim Hines,HineNy00,0.0,0.0,0.0,81.9
2018,1,REG,IND,CIN,Jack Doyle,DoylJa00,0.0,0.0,0.0,45.8
2018,1,REG,IND,CIN,T.Y. Hilton,HiltT.00,0.0,1.0,0.091,87.7
2018,1,REG,IND,CIN,Eric Ebron,EbroEr00,0.0,0.0,0.0,148.7
2018,1,REG,IND,CIN,Chester Rogers,RogeCh02,0.0,0.0,0.0,91.7
2018,1,REG,IND,CIN,Jordan Wilkins,WilkJo01,0.0,0.0,0.0,95.8
2018,1,REG,IND,CIN,Zach Pascal,PascZa00,0.0,0.0,0.0,118.7
2018,1,REG,IND,CIN,Erik Swoope,SwooEr00,0.0,0.0,0.0,118.7
2018,1,REG,CIN,IND,A.J. Green,GreeA.00,0.0,1.0,0.125,152.1
2018,1,REG,CIN,IND,Joe Mixon,MixoJo00,0.0,0.0,0.0,54.2
2018,1,REG,CIN,IND,Tyler Boyd,BoydTy00,0.0,0.0,0.0,73.7
2018,1,REG,CIN,IND,Tyler Eifert,EifeTy00,0.0,0.0,0.0,118.7
2018,1,REG,CIN,IND,C.J. Uzomah,UzomC.00,0.0,0.0,0.0,83.3
2018,1,REG,CIN,IND,John Ross,RossJo00,0.0,0.0,0.0,95.8
2018,1,REG,CIN,IND,Giovani Bernard,BernGi00,0.0,0.0,0.0,112.5
2018,1,REG,CIN,IND,Tyler Kroft,KrofTy00,1.0,0.0,0.0,104.2
2018,1,REG,MIA,TEN,Jakeem Grant,GranJa00,0.0,0.0,0.0,44.6
2018,1,REG,MIA,TEN,Danny Amendola,AmenDa00,0.0,0.0,0.0,75.7
2018,1,REG,MIA,TEN,Kenny Stills,StilKe00,0.0,1.0,0.2,158.3
2018,1,REG,MIA,TEN,Kenyan Drake,DrakKe00,0.0,0.0,0.0,83.3
2018,1,REG,MIA,TEN,Albert Wilson,WilsAl02,1.0,0.0,0.0,96.9
2018,1,REG,MIA,TEN,Mike Gesicki,GesiMi00,0.0,0.0,0.0,27.1
2018,1,REG,TEN,MIA,Corey Davis,DaviCo03,0.0,0.0,0.0,60.4
2018,1,REG,TEN,MIA,Dion Lewis,LewiDi00,0.0,2.0,0.25,32.8
2018,1,REG,TEN,MIA,Delanie Walker,WalkHu00,0.0,0.0,0.0,41.1
2018,1,REG,TEN,MIA,Luke Stocker,StocLu00,0.0,0.0,0.0,118.7
2018,1,REG,TEN,MIA,Derrick Henry,HenrDe00,0.0,0.0,0.0,87.5
2018,1,REG,TEN,MIA,Tajae Sharpe,SharTa00,0.0,0.0,0.0,13.9
2018,1,REG,TEN,MIA,Jonnu Smith,SmitJo01,0.0,1.0,0.333,46.5
2018,1,REG,TEN,MIA,Taywan Taylor,TaylTa00,0.0,0.0,0.0,39.6
2018,1,REG,MIN,SF,Dalvin Cook,CookDa01,1.0,0.0,0.0,99.4
2018,1,REG,MIN,SF,Adam Thielen,ThieAd00,0.0,0.0,0.0,79.2
2018,1,REG,MIN,SF,Stefon Diggs,DiggSt00,0.0,0.0,0.0,113.2
2018,1,REG,MIN,SF,Laquon Treadwell,TreaLa00,1.0,1.0,0.25,62.5
2018,1,REG,MIN,SF,Tyler Conklin,ConkTy00,0.0,0.0,0.0,91.7
2018,1,REG,MIN,SF,David Morgan,MorgDa01,0.0,0.0,0.0,104.2
2018,1,REG,MIN,SF,Kyle Rudolph,RudoKy00,0.0,0.0,0.0,106.2
2018,1,REG,MIN,SF,C.J. Ham,HamxC.00,0.0,2.0,1.0,39.6
2018,1,REG,SF,MIN,George Kittle,KittGe00,0.0,1.0,0.111,90.0
2018,1,REG,SF,MIN,Trent Taylor,TaylTr02,0.0,0.0,0.0,37.5
2018,1,REG,SF,MIN,Pierre Garcon,GarcPi00,0.0,0.0,0.0,44.4
2018,1,REG,SF,MIN,Dante Pettis,PettDa00,0.0,0.0,0.0,86.2
2018,1,REG,SF,MIN,Matt Breida,BreiMa00,0.0,0.0,0.0,56.2
2018,1,REG,SF,MIN,Kyle Juszczyk,JuszKy00,0.0,0.0,0.0,95.8
2018,1,REG,SF,MIN,Kendrick Bourne,BourKe00,0.0,0.0,0.0,0.0
2018,1,REG,SF,MIN,Marquise Goodwin,GoodMa00,0.0,0.0,0.0,39.6
2018,1,REG,NE,HOU,Phillip Dorsett,DorsPh00,0.0,0.0,0.0,145.5
2018,1,REG,NE,HOU,Rob Gronkowski,GronRo00,0.0,0.0,0.0,158.3
2018,1,REG,NE,HOU,James White,WhitJa02,1.0,0.0,0.0,54.2
2018,1,REG,NE,HOU,James Develin,DeveJa00,0.0,0.0,0.0,89.6
2018,1,REG,NE,HOU,Jeremy Hill,HillJe01,0.0,0.0,0.0,91.7
2018,1,REG,NE,HOU,Cordarrelle Patterson,PattCo00,0.0,0.0,0.0,91.7
2018,1,REG,NE,HOU,Chris Hogan,HogaCh00,0.0,0.0,0.0,39.6
2018,1,REG,NE,HOU,Rex Burkhead,BurkRe00,0.0,0.0,0.0,42.4
2018,1,REG,NE,HOU,Riley McCarron,McCaRi00,0.0,0.0,0.0,39.6
2018,1,REG,HOU,NE,DeAndre Hopkins,HopkDe00,2.0,0.0,0.0,92.2
2018,1,REG,HOU,NE,Bruce Ellington,ElliBr00,0.0,2.0,0.25,102.6
2018,1,REG,HOU,NE,Jordan Akins,AkinJo00,0.0,0.0,0.0,89.6
2018,1,REG,HOU,NE,Tyler Ervin,ErviTy00,0.0,0.0,0.0,116.7
2018,1,REG,HOU,NE,Jordan Thomas,ThomJo05,0.0,0.0,0.0,95.8
2018,1,REG,HOU,NE,Lamar Miller,MillLa01,0.0,1.0,0.5,66.7
2018,1,REG,HOU,NE,Sammie Coates,CoatSa00,0.0,1.0,1.0,39.6
2018,1,REG,HOU,NE,Ryan Griffin,GrifRy00,0.0,0.0,0.0,39.6
2018,1,REG,HOU,NE,Vyncint Smith,SmitVy00,0.0,0.0,0.0,0.0
2018,1,REG,NO,TB,Michael Thomas,ThomMi05,1.0,1.0,0.059,130.4
2018,1,REG,NO,TB,Alvin Kamara,KamaAl00,0.0,0.0,0.0,131.2
2018,1,REG,NO,TB,Ted Ginn Jr.,GinnTe00,0.0,0.0,0.0,153.5
2018,1,REG,NO,TB,Ben Watson,WatsBe00,0.0,0.0,0.0,112.5
2018,1,REG,NO,TB,Austin Carr,CarrAu00,0.0,0.0,0.0,108.3
2018,1,REG,NO,TB,Josh Hill,HillJo02,1.0,0.0,0.0,118.7
2018,1,REG,NO,TB,Zach Line,LineZa01,0.0,0.0,0.0,39.6
2018,1,REG,NO,TB,Tre'Quan Smith,SmitTr03,0.0,0.0,0.0,39.6
2018,1,REG,TB,NO,Mike Evans,EvanMi00,0.0,0.0,0.0,158.3
2018,1,REG,TB,NO,DeSean Jackson,JackDe00,0.0,0.0,0.0,158.3
2018,1,REG,TB,NO,Chris Godwin,GodwCh00,0.0,0.0,0.0,146.9
2018,1,REG,TB,NO,Adam Humphries,HumpAd00,0.0,0.0,0.0,74.6
2018,1,REG,TB,NO,O.J. Howard,HowaO.00,0.0,0.0,0.0,118.7
2018,1,REG,TB,NO,Jacquizz Rodgers,RodgJa00,0.0,0.0,0.0,79.2
2018,1,REG,TB,NO,Cameron Brate,BratCa00,0.0,0.0,0.0,39.6
2018,1,REG,TB,NO,Alan Cross,CrosAl00,0.0,1.0,1.0,39.6
2018,1,REG,TB,NO,Freddie Martino,MartFr00,0.0,0.0,0.0,39.6
2018,1,REG,NYG,JAX,Odell Beckham Jr.,BeckOd00,0.0,0.0,0.0,94.0
2018,1,REG,NYG,JAX,Sterling Shepard,ShepSt00,0.0,1.0,0.143,90.2
2018,1,REG,NYG,JAX,Saquon Barkley,BarkSa00,0.0,2.0,0.333,5.6
2018,1,REG,NYG,JAX,Evan Engram,EngrEv00,0.0,1.0,0.2,50.4
2018,1,REG,NYG,JAX,Wayne Gallman,GallWa00,0.0,0.0,0.0,85.4
2018,1,REG,NYG,JAX,Rhett Ellison,ElliRh00,1.0,0.0,0.0,118.7
2018,1,REG,JAX,NYG,Dede Westbrook,WestDe00,0.0,1.0,0.167,102.1
2018,1,REG,JAX,NYG,Keelan Cole,ColeKe00,0.0,0.0,0.0,116.7
2018,1,REG,JAX,NYG,Leonard Fournette,FourLe00,0.0,0.0,0.0,86.1
2018,1,REG,JAX,NYG,Austin Seferian-Jenkins,SefeAu00,0.0,0.0,0.0,72.9
2018,1,REG,JAX,NYG,T.J. Yeldon,YeldT.00,0.0,1.0,0.143,89.9
2018,1,REG,JAX,NYG,Donte Moncrief,MoncDo00,0.0,0.0,0.0,0.0
2018,1,REG,JAX,NYG,James O'Shaughnessy,O'ShJa00,0.0,0.0,0.0,39.6
2018,1,REG,JAX,NYG,Niles Paul,PaulNi00,0.0,0.0,0.0,39.6
2018,1,REG,LAC,KC,Melvin Gordon,GordMe00,3.0,2.0,0.154,92.5
2018,1,REG,LAC,KC,Keenan Allen,AlleKe00,1.0,0.0,0.0,133.9
2018,1,REG,LAC,KC,Austin Ekeler,EkelAu00,1.0,0.0,0.0,158.3
2018,1,REG,LAC,KC,Mike Williams,WillMi07,3.0,0.0,0.0,118.7
2018,1,REG,LAC,KC,Antonio Gates,GateAn00,0.0,0.0,0.0,79.9
2018,1,REG,LAC,KC,Virgil Green,GreeVi00,0.0,0.0,0.0,110.4
2018,1,REG,LAC,KC,Tyrell Williams,WillTy00,0.0,1.0,0.2,47.9
2018,1,REG,LAC,KC,Travis Benjamin,BenjTr00,0.0,2.0,0.4,39.6
2018,1,REG,KC,LAC,Tyreek Hill,HillTy00,0.0,0.0,0.0,158.3
2018,1,REG,KC,LAC,Sammy Watkins,WatkSa00,0.0,1.0,0.2,69.6
2018,1,REG,KC,LAC,Chris Conley,ConlCh00,0.0,0.0,0.0,118.7
2018,1,REG,KC,LAC,Travis Kelce,KelcTr00,0.0,0.0,0.0,39.6
2018,1,REG,KC,LAC,Anthony Sherman,SherAn00,0.0,0.0,0.0,158.3
2018,1,REG,KC,LAC,De'Anthony Thomas,ThomDe05,0.0,0.0,0.0,95.8
2018,1,REG,KC,LAC,Spencer Ware,WareSp00,0.0,0.0,0.0,100.0
2018,1,REG,KC,LAC,Kareem Hunt,HuntKa00,0.0,0.0,0.0,39.6
2018,1,REG,ARI,WAS,Larry Fitzgerald,FitzLa00,0.0,1.0,0.1,92.1
2018,1,REG,ARI,WAS,David Johnson,JohnDa08,0.0,3.0,0.333,62.3
2018,1,REG,ARI,WAS,Chase Edmonds,EdmoCh00,1.0,0.0,0.0,91.7
2018,1,REG,ARI,WAS,Ricky Seals-Jones,SealRi00,0.0,0.0,0.0,17.4
2018,1,REG,ARI,WAS,Christian Kirk,KirkCh01,0.0,0.0,0.0,56.2
2018,1,REG,ARI,WAS,Chad Williams,WillCh05,0.0,0.0,0.0,39.6
2018,1,REG,WAS,ARI,Chris Thompson,ThomCh03,3.0,0.0,0.0,143.7
2018,1,REG,WAS,ARI,Jordan Reed,ReedJo02,0.0,0.0,0.0,146.2
2018,1,REG,WAS,ARI,Paul Richardson,RichPa01,0.0,0.0,0.0,72.9
2018,1,REG,WAS,ARI,Jamison Crowder,CrowJa00,0.0,0.0,0.0,97.9
2018,1,REG,WAS,ARI,Adrian Peterson,PeteAd01,2.0,0.0,0.0,109.7
2018,1,REG,WAS,ARI,Vernon Davis,DaviVe00,0.0,0.0,0.0,104.2
2018,1,REG,WAS,ARI,Josh Doctson,DoctJo00,0.0,1.0,0.333,45.1
2018,1,REG,CAR,DAL,Christian McCaffrey,McCaCh01,1.0,0.0,0.0,78.5
2018,1,REG,CAR,DAL,Devin Funchess,FuncDe00,0.0,0.0,0.0,86.2
2018,1,REG,CAR,DAL,Jarius Wright,WrigJa02,2.0,0.0,0.0,71.2
2018,1,REG,CAR,DAL,Greg Olsen,OlseGr00,0.0,0.0,0.0,118.7
2018,1,REG,CAR,DAL,Ian Thomas,ThomIa00,0.0,0.0,0.0,79.2
2018,1,REG,CAR,DAL,Torrey Smith,SmitTo02,0.0,0.0,0.0,75.0
2018,1,REG,DAL,CAR,Cole Beasley,BeasCo00,0.0,0.0,0.0,104.7
2018,1,REG,DAL,CAR,Ezekiel Elliott,ElliEz00,0.0,0.0,0.0,82.3
2018,1,REG,DAL,CAR,Geoff Swaim,SwaiGe00,0.0,0.0,0.0,83.3
2018,1,REG,DAL,CAR,Deonte Thompson,ThomDe04,0.0,0.0,0.0,74.6
2018,1,REG,DAL,CAR,Michael Gallup,GallMi00,0.0,0.0,0.0,104.2
2018,1,REG,DAL,CAR,Allen Hurns,HurnAl01,0.0,0.0,0.0,57.6
2018,1,REG,DAL,CAR,Terrance Williams,WillTe01,0.0,0.0,0.0,56.2
2018,1,REG,DAL,CAR,Blake Jarwin,JarwBl00,0.0,0.0,0.0,39.6
2018,1,REG,DAL,CAR,Rod Smith,SmitRo06,0.0,0.0,0.0,39.6
2018,1,REG,DEN,SEA,Emmanuel Sanders,SandEm00,1.0,0.0,0.0,110.2
2018,1,REG,DEN,SEA,Demaryius Thomas,ThomDe03,1.0,1.0,0.1,72.1
2018,1,REG,DEN,SEA,Phillip Lindsay,LindPh00,1.0,1.0,0.333,140.3
2018,1,REG,DEN,SEA,Jake Butt,ButtJa00,0.0,0.0,0.0,34.4
2018,1,REG,DEN,SEA,Devontae Booker,BookDe00,0.0,0.0,0.0,89.6
2018,1,REG,DEN,SEA,Courtland Sutton,SuttCo00,0.0,0.0,0.0,72.9
2018,1,REG,DEN,SEA,Jeff Heuerman,HeueJe00,0.0,0.0,0.0,118.7
2018,1,REG,DEN,SEA,Matt LaCosse,LaCoMa00,0.0,0.0,0.0,39.6
2018,1,REG,DEN,SEA,Tim Patrick,PatrTi00,0.0,1.0,0.5,39.6
2018,1,REG,SEA,DEN,Rashaad Penny,PennRa00,1.0,1.0,0.2,95.8
2018,1,REG,SEA,DEN,Brandon Marshall,MarsBr00,0.0,0.0,0.0,75.7
2018,1,REG,SEA,DEN,Chris Carson,CarsCh00,2.0,1.0,0.2,75.4
2018,1,REG,SEA,DEN,Will Dissly,DissWi00,2.0,0.0,0.0,143.7
2018,1,REG,SEA,DEN,Tyler Lockett,LockTy00,0.0,0.0,0.0,156.2
2018,1,REG,SEA,DEN,Nick Vannett,VannNi00,0.0,0.0,0.0,66.7
2018,1,REG,SEA,DEN,Tre Madden,MaddTr01,0.0,0.0,0.0,95.8
2018,1,REG,SEA,DEN,Jaron Brown,BrowJa03,0.0,0.0,0.0,2.8
2018,1,REG,SEA,DEN,David Moore,MoorDa03,0.0,0.0,0.0,39.6
2018,1,REG,SEA,DEN,Doug Baldwin,BaldDo00,0.0,0.0,0.0,39.6
2018,1,REG,GB,CHI,Randall Cobb,CobbRa00,0.0,0.0,0.0,152.1
2018,1,REG,GB,CHI,Davante Adams,AdamDa01,0.0,0.0,0.0,139.6
2018,1,REG,GB,CHI,Geronimo Allison,AlliGe01,0.0,0.0,0.0,129.7
2018,1,REG,GB,CHI,Jimmy Graham,GrahJi00,0.0,0.0,0.0,56.2
2018,1,REG,GB,CHI,Ty Montgomery,MontTy01,0.0,0.0,0.0,47.2
2018,1,REG,GB,CHI,Lance Kendricks,KendLa00,0.0,0.0,0.0,118.7
2018,1,REG,GB,CHI,Jamaal Williams,WillJa06,0.0,0.0,0.0,39.6
2018,1,REG,CHI,GB,Taylor Gabriel,GabrTa00,0.0,0.0,0.0,87.5
2018,1,REG,CHI,GB,Jordan Howard,HowaJo00,0.0,0.0,0.0,87.5
2018,1,REG,CHI,GB,Allen Robinson,RobiAl02,0.0,0.0,0.0,86.0
2018,1,REG,CHI,GB,Tarik Cohen,CoheTa00,1.0,0.0,0.0,81.2
2018,1,REG,CHI,GB,Anthony Miller,MillAn02,0.0,1.0,0.333,77.1
2018,1,REG,CHI,GB,Dion Sims,SimsDi00,0.0,0.0,0.0,70.1
2018,1,REG,CHI,GB,Michael Burton,BurtMi00,0.0,0.0,0.0,91.7
2018,1,REG,CHI,GB,Trey Burton,BurtTr01,0.0,1.0,0.2,39.6
2018,1,REG,DET,NYJ,Kenny Golladay,GollKe00,2.0,0.0,0.0,55.6
2018,1,REG,DET,NYJ,Golden Tate,TateGo00,1.0,2.0,0.133,85.1
2018,1,REG,DET,NYJ,Theo Riddick,RiddTh00,1.0,1.0,0.143,34.5
2018,1,REG,DET,NYJ,Marvin Jones,JoneMa02,1.0,0.0,0.0,32.3
2018,1,REG,DET,NYJ,Kerryon Johnson,JohnKe06,0.0,0.0,0.0,94.4
2018,1,REG,DET,NYJ,T.J. Jones,JoneT.00,0.0,0.0,0.0,2.8
2018,1,REG,DET,NYJ,Levine Toilolo,ToilLe00,0.0,0.0,0.0,95.8
2018,1,REG,DET,NYJ,Hakeem Valles,VallHa00,0.0,0.0,0.0,56.2
2018,1,REG,DET,NYJ,Luke Willson,WillLu00,0.0,0.0,0.0,0.0
2018,1,REG,NYJ,DET,Quincy Enunwa,EnunQu00,0.0,1.0,0.111,123.8
2018,1,REG,NYJ,DET,Terrelle Pryor,PryoTe00,0.0,0.0,0.0,118.7
2018,1,REG,NYJ,DET,Neal Sterling,SterNe00,1.0,0.0,0.0,104.2
2018,1,REG,NYJ,DET,Robby Anderson,AndeRo04,0.0,0.0,0.0,158.3
2018,1,REG,NYJ,DET,Trenton Cannon,CannTr00,0.0,0.0,0.0,91.7
2018,1,REG,NYJ,DET,Bilal Powell,PoweBi00,0.0,0.0,0.0,16.7
2018,1,REG,NYJ,DET,Eric Tomlinson,TomlEr01,0.0,0.0,0.0,95.8
2018,1,REG,OAK,LA,Jared Cook,CookJa02,1.0,0.0,0.0,77.1
2018,1,REG,OAK,LA,Jalen Richard,RichJa01,0.0,1.0,0.091,87.5
2018,1,REG,OAK,LA,Jordy Nelson,NelsJo00,0.0,0.0,0.0,49.0
2018,1,REG,OAK,LA,Derek Carrier,CarrDe00,0.0,0.0,0.0,85.4
2018,1,REG,OAK,LA,Marshawn Lynch,LyncMa00,0.0,0.0,0.0,83.3
2018,1,REG,OAK,LA,Doug Martin,MartDo00,0.0,0.0,0.0,79.2
2018,1,REG,OAK,LA,Amari Cooper,CoopAm00,0.0,0.0,0.0,42.4
2018,1,REG,OAK,LA,Seth Roberts,RobeSe00,0.0,0.0,0.0,112.5
2018,1,REG,LA,OAK,Brandin Cooks,CookBr00,1.0,0.0,0.0,99.5
2018,1,REG,LA,OAK,Cooper Kupp,KuppCo00,0.0,1.0,0.111,109.5
2018,1,REG,LA,OAK,Todd Gurley,GurlTo01,0.0,0.0,0.0,124.2
2018,1,REG,LA,OAK,Robert Woods,WoodRo02,0.0,1.0,0.111,47.0
2018,1,REG,LA,OAK,Malcolm Brown,BrowMa03,0.0,0.0,0.0,104.2
2018,2,REG,CIN,BAL,Tyler Boyd,BoydTy00,0.0,0.0,0.0,136.8
2018,2,REG,CIN,BAL,A.J. Green,GreeA.00,1.0,1.0,0.111,119.9
2018,2,REG,CIN,BAL,Giovani Bernard,BernGi00,0.0,0.0,0.0,62.2
2018,2,REG,CIN,BAL,C.J. Uzomah,UzomC.00,0.0,1.0,0.25,111.5
2018,2,REG,CIN,BAL,Tyler Eifert,EifeTy00,0.0,1.0,0.25,67.7
2018,2,REG,CIN,BAL,Tyler Kroft,KrofTy00,0.0,0.0,0.0,89.6
2018,2,REG,CIN,BAL,Joe Mixon,MixoJo00,0.0,0.0,0.0,79.2
2018,2,REG,CIN,BAL,John Ross,RossJo00,1.0,1.0,0.25,39.6
2018,2,REG,CIN,BAL,Josh Malone,MaloJo00,0.0,0.0,0.0,39.6
2018,2,REG,BAL,CIN,Javorius Allen,AlleJa01,0.0,0.0,0.0,83.0
2018,2,REG,BAL,CIN,Willie Snead,SneaWi00,0.0,0.0,0.0,82.3
2018,2,REG,BAL,CIN,Michael Crabtree,CrabMi00,0.0,1.0,0.1,27.5
2018,2,REG,BAL,CIN,John Brown,BrowJo02,0.0,1.0,0.1,67.5
2018,2,REG,BAL,CIN,Mark Andrews,AndrMa00,0.0,0.0,0.0,121.9
2018,2,REG,BAL,CIN,Maxx Williams,WillMa04,0.0,0.0,0.0,109.7
2018,2,REG,BAL,CIN,Alex Collins,CollAl00,4.0,1.0,0.25,116.7
2018,2,REG,BAL,CIN,Nick Boyle,BoylNi00,0.0,0.0,0.0,70.8
2018,2,REG,BAL,CIN,Chris Moore,MoorCh00,0.0,0.0,0.0,70.1
2018,2,REG,ATL,CAR,Austin Hooper,HoopAu00,0.0,0.0,0.0,155.4
2018,2,REG,ATL,CAR,Julio Jones,JoneJu02,0.0,1.0,0.111,38.4
2018,2,REG,ATL,CAR,Tevin Coleman,ColeTe01,1.0,0.0,0.0,85.4
2018,2,REG,ATL,CAR,Calvin Ridley,RidlCa00,0.0,1.0,0.2,158.3
2018,2,REG,ATL,CAR,Mohamed Sanu,SanuMo00,0.0,0.0,0.0,106.2
2018,2,REG,ATL,CAR,Marvin Hall,HallMa02,0.0,0.0,0.0,118.7
2018,2,REG,ATL,CAR,Logan Paulsen,PaulLo00,0.0,0.0,0.0,108.3
2018,2,REG,ATL,CAR,Ito Smith,SmitIt00,0.0,0.0,0.0,100.0
2018,2,REG,CAR,ATL,Christian McCaffrey,McCaCh01,0.0,0.0,0.0,95.0
2018,2,REG,CAR,ATL,Devin Funchess,FuncDe00,1.0,1.0,0.111,102.3
2018,2,REG,CAR,ATL,Jarius Wright,WrigJa02,0.0,1.0,0.143,138.1
2018,2,REG,CAR,ATL,Torrey Smith,SmitTo02,0.0,0.0,0.0,97.0
2018,2,REG,CAR,ATL,Ian Thomas,ThomIa00,0.0,1.0,0.333,71.5
2018,2,REG,CAR,ATL,D.J. Moore,MoorD.00,1.0,0.0,0.0,135.4
2018,2,REG,CAR,ATL,C.J. Anderson,AndeC.00,0.0,2.0,1.0,0.0
2018,2,REG,BUF,LAC,LeSean McCoy,McCoLe01,0.0,0.0,0.0,96.9
2018,2,REG,BUF,LAC,Robert Foster,FostRo01,0.0,0.0,0.0,99.3
2018,2,REG,BUF,LAC,Jason Croom,CrooJa00,0.0,0.0,0.0,16.7
2018,2,REG,BUF,LAC,Charles Clay,ClayCh00,0.0,0.0,0.0,97.9
2018,2,REG,BUF,LAC,Zay Jones,JoneZa00,0.0,0.0,0.0,109.7
2018,2,REG,BUF,LAC,Kelvin Benjamin,BenjKe00,0.0,0.0,0.0,123.6
2018,2,REG,BUF,LAC,Patrick DiMarco,DiMaPa00,0.0,0.0,0.0,118.7
2018,2,REG,BUF,LAC,Chris Ivory,IvorCh00,1.0,0.0,0.0,95.8
2018,2,REG,BUF,LAC,Marcus Murphy,MurpMa03,1.0,2.0,0.4,0.0
2018,2,REG,BUF,LAC,Logan Thomas,ThomLo00,0.0,0.0,0.0,95.8
2018,2,REG,BUF,LAC,Andre Holmes,HolmAn00,0.0,2.0,0.5,39.6
2018,2,REG,LAC,BUF,Keenan Allen,AlleKe00,0.0,0.0,0.0,99.5
2018,2,REG,LAC,BUF,Melvin Gordon,GordMe00,0.0,0.0,0.0,128.9
2018,2,REG,LAC,BUF,Virgil Green,GreeVi00,2.0,0.0,0.0,118.7
2018,2,REG,LAC,BUF,Tyrell Williams,WillTy00,0.0,0.0,0.0,118.7
