player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Darnell Mooney,2020,10,2.0,2,2,0.0,0.0,0.0
Darnell Mooney,2021,10,4.398,3,5,0.5015934608824162,0.0,0.404
Darnell Mooney,2022,7,0.673,0,3,0.6148747840007752,0.0,0.003
Darnell Mooney,2023,4,0.144,0,1,0.35108973211986705,0.0,0.0
Darnell Mooney,2024,11,4.23,3,6,0.47021271782034985,0.0,0.242
Davante Adams,2017,11,6.562,4,8,0.6181876737690586,0.0,0.998
Davante Adams,2018,12,10.958,9,12,0.6326420789040197,0.172,1.0
Davante Adams,2019,9,6.421,4,8,0.6646495317082531,0.0,1.0
Davante Adams,2020,10,9.051,8,10,0.37202016074401123,0.096,1.0
Davante Adams,2021,9,6.073,3,9,1.004823865162447,0.001,0.99
Davante Adams,2022,12,7.566,5,10,0.8807065345505278,0.0,0.992
Davante Adams,2023,14,5.47,3,8,0.8468175718535841,0.0,0.099
Davante Adams,2024,11,5.923,4,8,0.3508147659378094,0.0,0.997
David Bell,2022,3,0.0,0,0,0.0,0.0,0.0
David Moore,2018,4,1.0,1,1,0.0,0.0,0.0
David Moore,2020,2,1.341,1,2,0.474045356479736,0.341,1.0
David Moore,2024,4,1.0,1,1,0.0,0.0,0.0
DeAndre Carter,2018,3,0.0,0,0,0.0,0.0,0.0
DeAndre Carter,2019,1,0.001,0,1,0.031606961258558226,0.001,1.0
DeAndre Carter,2021,3,1.956,1,2,0.20509509989270833,0.0,1.0
DeAndre Carter,2022,5,1.0,1,1,0.0,0.0,0.0
DeAndre Hopkins,2017,10,8.815,7,10,0.557471972389644,0.061,1.0
DeAndre Hopkins,2018,13,9.943,7,13,1.1409430310054924,0.007,1.0
DeAndre Hopkins,2019,12,6.933,4,9,0.9025026315751107,0.0,0.956
DeAndre Hopkins,2020,11,5.961,4,9,0.5722578090336558,0.0,0.995
DeAndre Hopkins,2021,2,1.739,0,2,0.4414510165352437,0.74,0.999
DeAndre Hopkins,2022,6,2.141,0,4,0.7410256405820246,0.0,0.323
DeAndre Hopkins,2023,13,5.182,3,7,0.6744449569831477,0.0,0.326
DeAndre Hopkins,2024,7,1.213,1,4,0.44680085049158086,0.0,0.014
DeSean Jackson,2017,6,0.158,0,2,0.3755476001787257,0.0,0.0
DeSean Jackson,2018,6,1.622,0,3,0.5339625455029594,0.0,0.018
DeSean Jackson,2020,1,0.0,0,0,0.0,0.0,1.0
DeSean Jackson,2021,1,0.0,0,0,0.0,0.0,1.0
DeVante Parker,2017,7,0.067,0,1,0.25002199903208516,0.0,0.0
DeVante Parker,2018,2,0.826,0,1,0.3791094828674165,0.0,0.826
DeVante Parker,2019,10,6.967,6,8,0.39485566983392806,0.0,1.0
DeVante Parker,2020,7,2.131,0,3,0.7508921360621644,0.0,0.343
DeVante Parker,2021,4,1.99,1,3,0.27910571473905726,0.0,0.956
DeVante Parker,2022,3,1.003,1,2,0.054690035655501276,0.0,1.0
DeVante Parker,2023,4,0.006,0,1,0.0772269383052313,0.0,0.0
DeVonta Smith,2021,8,3.902,2,5,0.3611038631751258,0.0,0.883
DeVonta Smith,2022,12,5.113,3,8,0.7837289072121815,0.0,0.286
DeVonta Smith,2023,13,4.527,3,6,0.6239158597118685,0.0,0.05
DeVonta Smith,2024,7,4.152,3,5,0.3806520721078502,0.0,1.0
Dede Westbrook,2017,3,1.003,0,2,0.07064700984472026,0.0,0.999
Dede Westbrook,2018,10,2.373,1,4,0.5998924903680659,0.0,0.0
Dede Westbrook,2019,9,2.857,1,4,0.3981846305421645,0.0,0.017
Deebo Samuel,2019,7,4.372,3,5,0.6112413598571355,0.0,1.0
Deebo Samuel,2020,3,1.003,0,2,0.1516278338564526,0.0,0.99
Deebo Samuel,2021,8,7.108,6,8,0.3772744359216511,0.131,1.0
Deebo Samuel,2022,9,2.909,1,5,0.8016975739017801,0.0,0.232
Deebo Samuel,2023,5,3.973,3,5,0.20559912451175466,0.008,1.0
Demarcus Robinson,2017,2,0.013,0,1,0.11327400407860577,0.0,0.013
Demarcus Robinson,2018,1,0.0,0,0,0.0,0.0,1.0
Demarcus Robinson,2019,4,0.0,0,0,0.0,0.0,0.0
Demarcus Robinson,2020,4,1.004,1,2,0.063118935352238,0.0,0.004
Demarcus Robinson,2021,2,0.998,0,1,0.044676615807377355,0.0,0.998
Demarcus Robinson,2022,7,0.998,0,2,0.07743384273042375,0.0,0.0
Demarcus Robinson,2023,5,3.001,2,4,0.1378368600919217,0.0,1.0
Demarcus Robinson,2024,4,1.032,1,2,0.17600000000000002,0.0,0.032
Demario Douglas,2023,9,0.091,0,2,0.29448089921079773,0.0,0.0
Demario Douglas,2024,8,1.624,1,3,0.4864401299235086,0.0,0.0
Demaryius Thomas,2017,13,4.437,2,6,0.892205693772462,0.0,0.094
Demaryius Thomas,2018,9,2.0,2,2,0.0,0.0,0.0
Demaryius Thomas,2019,5,0.118,0,2,0.3256931070808838,0.0,0.001
Denzel Mims,2020,2,0.027,0,1,0.16208331191088116,0.0,0.027
Denzel Mims,2021,1,0.0,0,0,0.0,0.0,1.0
Denzel Mims,2022,2,0.0,0,0,0.0,0.0,0.0
Deon Cain,2019,1,0.0,0,0,0.0,0.0,1.0
Deontay Burnett,2018,1,0.035,0,1,0.1837797594948911,0.035,1.0
Deonte Thompson,2017,5,1.832,1,2,0.37386628625753354,0.0,0.832
Devaughn Vele,2024,2,0.026,0,1,0.15913516267626082,0.0,0.026
Devin Duvernay,2022,5,0.008,0,1,0.08908422980528033,0.0,0.0
Dez Bryant,2017,12,3.542,1,5,0.8427550059180899,0.0,0.0
Diontae Johnson,2019,10,3.889,3,5,0.32354134202602297,0.0,0.003
Diontae Johnson,2020,9,5.359,3,7,0.687109161632997,0.0,0.992
Diontae Johnson,2021,9,2.111,0,6,0.9003771432016696,0.0,0.066
Diontae Johnson,2022,12,0.349,0,2,0.48290682331066725,0.0,0.0
Diontae Johnson,2023,8,3.812,2,5,0.5464942817633137,0.0,0.769
Diontae Johnson,2024,3,1.98,1,2,0.13999999999999999,0.0,1.0
Dontayvion Wicks,2023,4,1.932,1,3,0.6567922045822407,0.0,0.748
Dontayvion Wicks,2024,8,1.49,1,3,0.5018964036531841,0.0,0.0
Donte Moncrief,2017,2,0.0,0,0,0.0,0.0,0.0
Donte Moncrief,2018,5,1.018,1,2,0.132951118836962,0.0,0.018
Dontrelle Inman,2017,4,1.703,0,3,0.4866117548929537,0.0,0.713
Dontrelle Inman,2019,1,0.088,0,1,0.28329489935401236,0.088,1.0
Dontrelle Inman,2020,2,0.0,0,0,0.0,0.0,0.0
Doug Baldwin,2017,10,4.578,3,7,0.6855041940061345,0.0,0.482
Doug Baldwin,2018,7,2.803,2,4,0.4900928483461067,0.0,0.762
Drake London,2022,9,1.37,0,4,0.6285698051927089,0.0,0.001
Drake London,2023,11,2.198,1,4,0.4345066167505392,0.0,0.0
Drake London,2024,12,4.898,3,8,0.8182884576969175,0.0,0.222
Duke Williams,2019,1,0.999,0,1,0.03160696125855822,0.999,1.0
Dyami Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Dyami Brown,2024,2,0.0,0,0,0.0,0.0,0.0
Eli Rogers,2017,2,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2021,5,1.516,1,3,0.5382787382016867,0.0,0.496
Elijah Moore,2022,3,0.0,0,0,0.0,0.0,0.0
Elijah Moore,2023,10,3.067,2,4,0.46745160177284667,0.0,0.0
Elijah Moore,2024,10,1.779,1,3,0.5330656619967188,0.0,0.0
Emmanuel Sanders,2017,8,1.002,0,2,0.14831048513169928,0.0,0.0
Emmanuel Sanders,2018,8,3.028,2,4,0.18225257199831227,0.0,0.031
Emmanuel Sanders,2019,8,2.505,2,4,0.5215122242095577,0.0,0.011
Emmanuel Sanders,2020,8,2.012,0,4,0.7292845809421724,0.0,0.019
Emmanuel Sanders,2021,6,1.091,1,3,0.2910652847730213,0.0,0.001
Equanimeous St. Brown,2018,2,0.831,0,1,0.3747519179403889,0.0,0.831
Equanimeous St. Brown,2021,1,0.0,0,0,0.0,0.0,1.0
Equanimeous St. Brown,2022,1,0.0,0,0,0.0,0.0,1.0
Eric Decker,2017,7,0.09,0,2,0.2930870177950569,0.0,0.0
Freddie Swain,2021,1,0.0,0,0,0.0,0.0,1.0
Gabriel Davis,2020,5,1.009,1,2,0.09444045743218316,0.0,0.009
Gabriel Davis,2021,3,1.027,1,2,0.16208331191088118,0.0,1.0
Garrett Wilson,2022,10,3.724,2,6,0.7640837650415039,0.0,0.152
Garrett Wilson,2023,14,2.01,0,5,0.9919173352653939,0.0,0.0
Garrett Wilson,2024,14,5.844,3,8,0.9020332588103389,0.0,0.224
George Pickens,2022,9,4.62,2,6,0.6112282715974451,0.0,0.963
George Pickens,2023,13,4.651,3,6,0.5506350878758091,0.0,0.033
George Pickens,2024,10,3.328,2,5,0.5782871259158378,0.0,0.028
