season,season_type,week,player_id,player_name,position,position_group,recent_team,opponent_team,fantasy_points,fantasy_points_ppr,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota
2023,REG,13,00-0026158,J.Flacco,QB,QB,CLE,LA,16.16,16.16,23,44,254.0,2,1.0,2.0,14.0,0,0,543.0,70.0,10.0,-7.791564,0,0.46777165,-0.024772335
2023,REG,13,00-0039163,C.Stroud,QB,QB,HOU,DEN,16.06,16.06,16,27,274.0,1,0.0,5.0,28.0,1,0,286.0,124.0,7.0,1.2487772,0,0.95804197,0.0096465545
2023,REG,13,00-0038102,K.Pickett,QB,QB,PIT,ARI,3.1,3.1,7,10,70.0,0,0.0,0.0,-0.0,0,0,46.0,21.0,5.0,-0.48004705,0,1.5217391,0.05448561
2023,REG,13,00-0029263,R.Wilson,QB,QB,DEN,HOU,15.84,15.84,15,26,186.0,1,3.0,3.0,22.0,0,0,335.0,88.0,5.0,-14.968119,0,0.5552239,0.039773874
2023,REG,13,00-0038108,B.Zappe,QB,QB,NE,LAC,7.24,7.24,13,25,141.0,0,0.0,5.0,32.0,0,0,285.0,59.0,5.0,-15.719806,0,0.49473685,-0.03050528
2023,REG,13,00-0039150,B.Young,QB,QB,CAR,TB,7.12,7.12,15,31,178.0,0,1.0,4.0,29.0,1,0,313.0,46.0,7.0,-5.070968,0,0.5686901,0.0088837175
2023,REG,13,00-0038122,D.Ridder,QB,QB,ATL,NYJ,8.84,8.84,12,27,121.0,1,0.0,3.0,17.0,0,0,281.0,24.0,9.0,-3.778802,0,0.430605,-0.037850026
2023,REG,13,00-0026498,M.Stafford,QB,QB,LA,CLE,22.96,22.96,22,37,279.0,3,0.0,0.0,-0.0,0,0,292.0,148.0,10.0,5.3191237,0,0.95547944,0.098885655
2023,REG,13,00-0036971,T.Lawrence,QB,QB,JAX,CIN,25.12,25.12,22,29,258.0,2,0.0,2.0,14.0,1,0,369.0,77.0,10.0,10.46732,0,0.699187,0.27584833
2023,REG,13,00-0036898,D.Mills,QB,QB,HOU,DEN,0.72,0.72,1,1,18.0,0,0.0,0.0,-0.0,0,0,6.0,12.0,1.0,1.542847,0,3.0,
2023,REG,13,00-0030565,G.Smith,QB,QB,SEA,DAL,29.96,29.96,23,41,334.0,3,1.0,0.0,-0.0,0,0,231.0,189.0,16.0,11.573184,0,1.4458874,0.17496839
2023,REG,13,00-0039152,W.Levis,QB,QB,TEN,IND,11.46,11.46,16,33,224.0,1,0.0,6.0,20.0,3,1,293.0,117.0,12.0,0.14494959,0,0.76450515,0.00038527828
2023,REG,13,00-0037834,B.Purdy,QB,QB,SF,PHI,29.46,29.46,19,27,314.0,4,0.0,2.0,4.0,0,0,177.0,212.0,12.0,22.329712,0,1.7740113,0.31768796
2023,REG,13,00-0037077,S.Howell,QB,QB,WAS,MIA,19.18,19.18,12,23,127.0,0,1.0,3.0,20.0,0,0,198.0,43.0,5.0,-14.074273,1,0.64141417,-0.02125977
2023,REG,13,00-0036389,J.Hurts,QB,QB,PHI,SF,23.92,23.92,26,45,298.0,1,0.0,3.0,27.0,1,0,347.0,156.0,18.0,10.260577,0,0.8587896,0.12596653
2023,REG,13,00-0035100,J.Browning,QB,QB,CIN,JAX,25.66,26.66,32,37,354.0,1,0.0,2.0,12.0,0,0,166.0,204.0,17.0,19.505068,0,2.1325302,0.3392488
2023,REG,13,00-0031280,D.Carr,QB,QB,NO,DET,8.94,8.94,17,22,226.0,1,1.0,2.0,18.0,0,0,157.0,107.0,10.0,7.3313794,0,1.4394904,0.17290083
2023,REG,13,00-0034855,B.Mayfield,QB,QB,TB,CAR,9.88,9.88,14,29,202.0,1,1.0,1.0,8.0,0,0,314.0,106.0,7.0,-3.7011342,0,0.6433121,-0.037773345
2023,REG,13,00-0032156,T.Siemian,QB,QB,NYJ,ATL,1.44,1.44,5,13,66.0,0,0.0,3.0,12.0,3,1,122.0,17.0,3.0,-7.5649433,0,0.5409836,-0.0985744
2023,REG,13,00-0034177,T.Boyle,QB,QB,NYJ,ATL,4.12,4.12,14,25,148.0,0,1.0,1.0,5.0,0,0,218.0,64.0,6.0,-4.6764073,0,0.6788991,-0.015808348
2023,REG,13,00-0036264,J.Love,QB,QB,GB,KC,23.68,23.68,25,36,267.0,3,0.0,2.0,14.0,0,0,272.0,112.0,15.0,15.392143,0,0.9816176,0.21256176
2023,REG,13,00-0034869,S.Darnold,QB,QB,SF,PHI,-0.1,-0.1,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,
2023,REG,13,00-0033936,C.Beathard,QB,QB,JAX,CIN,3.22,3.22,9,10,63.0,0,0.0,2.0,2.0,0,0,70.0,42.0,3.0,0.9100369,0,0.9,0.15435082
2023,REG,13,00-0033357,T.Hill,QB,QB,NO,DET,13.4,15.4,0,2,0.0,0,0.0,0.0,-0.0,0,0,52.0,0.0,0.0,-1.4256791,0,0.0,
2023,REG,13,00-0035289,G.Minshew,QB,QB,IND,TEN,18.68,18.68,26,42,312.0,2,0.0,3.0,12.0,2,1,311.0,129.0,10.0,4.9907618,0,1.0032154,0.06476598
2023,REG,13,00-0033869,M.Trubisky,QB,QB,PIT,ARI,7.18,7.18,11,17,117.0,1,0.0,0.0,-0.0,0,0,177.0,22.0,8.0,8.028603,0,0.66101694,0.13046022
2023,REG,13,00-0032268,M.Mariota,QB,QB,PHI,SF,1.24,1.24,2,3,16.0,0,0.0,0.0,-0.0,0,0,5.0,11.0,1.0,-0.3476435,0,3.2,
2023,REG,13,00-0036212,T.Tagovailoa,QB,QB,MIA,WAS,19.2,19.2,18,24,280.0,2,0.0,0.0,-0.0,0,0,217.0,173.0,10.0,19.677998,0,1.2903225,0.364063
2023,REG,13,00-0035228,K.Murray,QB,QB,ARI,PIT,11.8,11.8,13,23,145.0,1,0.0,2.0,13.0,0,0,173.0,72.0,7.0,1.1446906,0,0.83815026,0.04646773
2023,REG,13,00-0033077,D.Prescott,QB,QB,DAL,SEA,28.26,28.26,29,41,299.0,3,0.0,4.0,24.0,0,0,239.0,130.0,19.0,13.770497,1,1.2510461,0.19349214
2023,REG,13,00-0033106,J.Goff,QB,QB,DET,NO,16.32,16.32,16,25,213.0,2,0.0,1.0,8.0,0,0,179.0,101.0,9.0,8.439438,0,1.1899441,0.15678804
2023,REG,13,00-0036355,J.Herbert,QB,QB,LAC,NE,7.98,7.98,22,37,212.0,0,0.0,0.0,-0.0,0,0,269.0,104.0,8.0,2.0078626,0,0.7881041,0.01437102
2023,REG,13,00-0033873,P.Mahomes,QB,QB,KC,GB,13.0,13.0,21,33,210.0,1,1.0,3.0,21.0,0,0,286.0,132.0,13.0,3.9477346,0,0.73426574,0.08505048
2023,REG,13,00-0034401,M.White,QB,QB,MIA,WAS,0.12,0.12,1,1,3.0,0,0.0,0.0,-0.0,0,0,-4.0,7.0,0.0,-1.0640874,0,0.0,
2023,REG,13,00-0031503,J.Winston,QB,QB,NO,DET,1.64,1.64,2,5,41.0,0,0.0,0.0,-0.0,0,0,45.0,24.0,2.0,0.11323756,0,0.9111111,-0.067498945
2023,REG,14,00-0039152,W.Levis,QB,QB,TEN,MIA,16.58,16.58,23,38,327.0,1,1.0,1.0,7.0,0,0,362.0,126.0,16.0,7.7120724,1,0.9033149,0.11871974
2023,REG,14,00-0038579,A.O'Connell,QB,QB,LV,MIN,5.04,5.04,21,32,171.0,0,1.0,4.0,25.0,0,0,144.0,120.0,5.0,-19.20355,0,1.1875,0.0021329399
2023,REG,14,00-0039150,B.Young,QB,QB,CAR,NO,7.48,7.48,13,36,137.0,0,0.0,4.0,38.0,1,1,490.0,52.0,4.0,-31.291697,0,0.27959183,-0.074501745
2023,REG,14,00-0038583,D.Thompson-Robinson,QB,QB,CLE,JAX,0.5,0.5,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,
2023,REG,14,00-0037834,B.Purdy,QB,QB,SF,SEA,21.42,21.42,19,27,368.0,2,1.0,3.0,14.0,0,0,272.0,175.0,12.0,12.758139,0,1.3529412,0.2282091
2023,REG,14,00-0033319,N.Mullens,QB,QB,MIN,LV,3.32,3.32,9,13,83.0,0,0.0,0.0,-0.0,0,0,97.0,26.0,4.0,1.6778486,0,0.8556701,0.12417009
2023,REG,14,00-0036971,T.Lawrence,QB,QB,JAX,CLE,17.38,17.38,28,50,257.0,3,3.0,4.0,22.0,0,0,495.0,120.0,16.0,-6.3121734,0,0.5191919,0.011313445
2023,REG,14,00-0033869,M.Trubisky,QB,QB,PIT,NE,20.6,20.6,22,35,190.0,1,1.0,2.0,8.0,0,0,282.0,109.0,10.0,-16.507744,1,0.67375886,0.009567722
2023,REG,14,00-0035289,G.Minshew,QB,QB,IND,CIN,14.1,14.1,26,39,240.0,1,1.0,3.0,14.0,0,0,237.0,110.0,14.0,-0.43446568,1,1.0126582,0.027301371
2023,REG,14,00-0035100,J.Browning,QB,QB,CIN,IND,23.7,23.7,18,24,275.0,2,1.0,0.0,-0.0,0,0,108.0,205.0,11.0,7.9796057,0,2.5462964,0.21711175
2023,REG,14,00-0031503,J.Winston,QB,QB,NO,CAR,-0.2,-0.2,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,
2023,REG,14,00-0037013,Z.Wilson,QB,QB,NYJ,HOU,19.24,19.24,27,36,301.0,2,0.0,4.0,33.0,0,0,238.0,138.0,15.0,7.829824,0,1.2647059,0.12915125
