season,season_type,week,player_id,player_name,position,position_group,recent_team,opponent_team,fantasy_points,fantasy_points_ppr,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr
2023,REG,14,00-0037809,C.Okonkwo,TE,TE,TEN,MIA,4.6,9.6,5,6,46.0,0,0.0,0.0,16.0,37.0,3.0,2.2210424,0,2.875,0.16666667,0.04804805,0.28363362
2023,REG,14,00-0033881,E.Engram,TE,TE,JAX,CLE,21.5,32.5,11,12,95.0,2,0.0,0.0,67.0,32.0,7.0,9.498897,0,1.4179105,0.24489796,0.13987474,0.46525925
2023,REG,14,00-0037304,C.Heyward,TE,TE,PIT,NE,1.5,3.5,2,2,15.0,0,0.0,0.0,5.0,10.0,1.0,2.0144434,0,3.0,0.057142857,0.017985612,0.09830421
2023,REG,14,00-0033858,J.Smith,TE,TE,ATL,TB,2.7,6.7,4,7,27.0,0,0.0,0.0,21.0,13.0,1.0,-2.0481253,0,1.2857143,0.17948718,0.053299494,0.3065404
2023,REG,14,00-0034159,W.Dissly,TE,TE,SEA,SF,0.3,1.3,1,1,3.0,0,0.0,0.0,0.0,3.0,0.0,-0.34568945,0,0.0,0.032258064,0.0,0.048387095
2023,REG,14,00-0037838,I.Likely,TE,TE,BAL,LA,14.3,19.3,5,7,83.0,1,0.0,0.0,42.0,49.0,2.0,4.0969934,0,1.9761904,0.175,0.07984791,0.31839353
2023,REG,14,00-0038394,W.Mallory,TE,TE,IND,CIN,4.6,9.6,5,5,46.0,0,0.0,0.0,26.0,20.0,2.0,1.8589805,0,1.7692307,0.13157895,0.11659193,0.27898276
2023,REG,14,00-0038558,D.Washington,TE,TE,PIT,NE,1.2,2.2,1,2,12.0,0,0.0,0.0,-3.0,11.0,1.0,0.5746305,0,0.0,0.057142857,-0.010791367,0.07816033
2023,REG,14,00-0038041,J.Ferguson,TE,TE,DAL,PHI,7.2,12.2,5,8,72.0,0,0.0,0.0,31.0,47.0,3.0,3.7099507,0,2.3225806,0.20512821,0.116541356,0.38927126
2023,REG,14,00-0037292,A.Ogletree,TE,TE,IND,CIN,0.0,0.0,0,2,0.0,0,0.0,0.0,17.0,0.0,0.0,-1.7007024,0,0.0,0.05263158,0.076233186,0.1323106
2023,REG,14,00-0037311,K.Kieft,TE,TE,TB,ATL,0.0,0.0,0,1,0.0,0,0.0,0.0,10.0,0.0,0.0,-0.6585569,0,0.0,0.03448276,0.03533569,0.07645912
2023,REG,14,00-0033885,D.Njoku,TE,TE,CLE,JAX,21.1,27.1,6,8,91.0,2,0.0,0.0,55.0,39.0,4.0,3.9559572,0,1.6545454,0.18604651,0.16320474,0.39331308
2023,REG,14,00-0037805,J.Ruckert,TE,TE,NYJ,HOU,3.7,6.7,3,3,37.0,0,0.0,0.0,30.0,7.0,1.0,2.834672,0,1.2333333,0.08571429,0.12765957,0.21793313
2023,REG,14,00-0033895,G.Everett,TE,TE,LAC,DEN,3.9,8.9,5,8,39.0,0,0.0,0.0,28.0,19.0,2.0,-3.4616845,0,1.3928572,0.19512194,0.08235294,0.35033
2023,REG,14,00-0030506,T.Kelce,TE,TE,KC,BUF,8.3,14.3,6,10,83.0,0,0.0,0.0,119.0,24.0,5.0,2.8089151,0,0.697479,0.25641027,0.44237918,0.6942808
2023,REG,14,00-0036754,B.Wright,TE,TE,DET,CHI,0.6,2.6,2,2,6.0,0,0.0,0.0,5.0,1.0,0.0,-0.46535832,0,1.2,0.05882353,0.020661157,0.1026981
2023,REG,14,00-0036876,K.Granson,TE,TE,IND,CIN,1.7,3.7,2,4,17.0,0,0.0,0.0,35.0,6.0,0.0,1.2178845,0,0.4857143,0.10526316,0.15695067,0.26776022
2023,REG,14,00-0033090,H.Henry,TE,TE,NE,PIT,16.0,19.0,3,3,40.0,2,0.0,0.0,38.0,2.0,3.0,6.0474396,0,1.0526316,0.115384616,0.20879121,0.31923077
2023,REG,14,00-0039066,M.Mayer,TE,TE,LV,MIN,1.4,2.4,1,2,14.0,0,0.0,0.0,12.0,7.0,1.0,-1.752373,0,1.1666666,0.06896552,0.09677419,0.17119022
2023,REG,14,00-0036244,C.Parkinson,TE,TE,SEA,SF,8.8,10.8,2,2,28.0,1,0.0,0.0,9.0,19.0,1.0,2.5746865,0,3.1111112,0.06451613,0.038297873,0.123582706
2023,REG,14,00-0032392,A.Hooper,TE,TE,LV,MIN,0.5,1.5,1,1,5.0,0,0.0,0.0,3.0,2.0,0.0,-0.72170806,0,1.6666666,0.03448276,0.024193548,0.06865962
2023,REG,14,00-0034364,J.Akins,TE,TE,CLE,JAX,0.3,1.3,1,1,3.0,0,0.0,0.0,3.0,0.0,0.0,-0.54357004,0,1.0,0.023255814,0.008902078,0.041115176
2023,REG,14,00-0035689,D.Knox,TE,TE,BUF,KC,3.6,6.6,3,3,36.0,0,0.0,0.0,20.0,16.0,3.0,2.675724,0,1.8,0.083333336,0.07575758,0.1780303
2023,REG,14,00-0036290,C.Kmet,TE,TE,CHI,DET,6.6,11.6,5,6,66.0,0,0.0,0.0,42.0,28.0,2.0,3.039576,0,1.5714285,0.2,0.18181819,0.42727274
2023,REG,14,00-0034270,T.Conklin,TE,TE,NYJ,HOU,5.7,9.7,4,6,57.0,0,0.0,0.0,45.0,14.0,3.0,3.9529219,0,1.2666667,0.17142858,0.19148937,0.3911854
2023,REG,14,00-0034981,F.Moreau,TE,TE,NO,CAR,0.8,2.8,2,2,8.0,0,0.0,0.0,3.0,5.0,0.0,-0.40562478,0,2.6666667,0.09090909,0.023622047,0.15289907
2023,REG,14,00-0034798,D.Smythe,TE,TE,MIA,TEN,1.6,3.6,2,3,16.0,0,0.0,0.0,27.0,2.0,0.0,0.00459068,0,0.5925926,0.09090909,0.10714286,0.21136364
2023,REG,14,00-0034613,T.Hudson,TE,TE,CIN,IND,8.1,10.1,2,3,21.0,1,0.0,0.0,20.0,6.0,2.0,-4.267243,0,1.05,0.12,0.18691589,0.3108411
2023,REG,14,00-0035644,N.Fant,TE,TE,SEA,SF,3.5,5.5,2,4,35.0,0,0.0,0.0,21.0,15.0,1.0,0.19951704,0,1.6666666,0.12903225,0.089361705,0.25610158
2023,REG,14,00-0035329,D.Parham,TE,TE,LAC,DEN,1.1,2.1,1,2,11.0,0,0.0,0.0,19.0,2.0,1.0,-0.5087809,0,0.57894737,0.048780486,0.055882353,0.11228838
2023,REG,14,00-0038933,D.Kincaid,TE,TE,BUF,KC,2.1,7.1,5,8,21.0,0,0.0,0.0,38.0,13.0,1.0,-1.0872905,0,0.55263156,0.22222222,0.14393939,0.4340909
2023,REG,14,00-0036429,C.Woerner,TE,TE,SF,SEA,0.3,1.3,1,1,3.0,0,0.0,0.0,-1.0,4.0,0.0,-0.48615772,0,0.0,0.037037037,-0.0036764706,0.052982025
2023,REG,14,00-0039065,S.LaPorta,TE,TE,DET,CHI,2.7,4.7,2,6,23.0,0,0.0,0.0,58.0,0.0,2.0,-0.639203,0,0.39655173,0.1764706,0.23966943,0.43247446
2023,REG,14,00-0036438,S.Sullivan,TE,TE,CAR,NO,0.0,0.0,0,4,0.0,0,0.0,0.0,75.0,0.0,0.0,-2.7879403,0,0.0,0.125,0.17281106,0.30846775
2023,REG,14,00-0033439,P.Brown,TE,TE,NE,PIT,0.4,1.4,1,1,4.0,0,0.0,0.0,3.0,1.0,0.0,-0.093399934,0,1.3333334,0.03846154,0.016483517,0.06923077
2023,REG,14,00-0035631,D.Sample,TE,TE,CIN,IND,0.4,2.4,2,2,4.0,0,0.0,0.0,-13.0,17.0,1.0,-0.2439335,0,0.0,0.08,-0.12149533,0.03495327
2023,REG,14,00-0036556,B.Jordan,TE,TE,HOU,NYJ,3.5,6.5,3,3,35.0,0,0.0,0.0,11.0,24.0,2.0,2.866624,0,3.1818182,0.11111111,0.040441178,0.1949755
2023,REG,14,00-0036422,A.Trautman,TE,TE,DEN,LAC,7.9,9.9,2,3,19.0,1,0.0,0.0,16.0,8.0,2.0,3.5603814,0,1.1875,0.1,0.101265825,0.22088608
2023,REG,14,00-0035771,M.Wilcox,TE,TE,CIN,IND,0.0,1.0,1,1,0.0,0,0.0,0.0,-1.0,1.0,0.0,-0.4085116,0,0.0,0.04,-0.009345794,0.053457946
2023,REG,14,00-0033217,M.Alie-Cox,TE,TE,IND,CIN,6.2,7.2,1,1,2.0,1,0.0,0.0,2.0,0.0,1.0,3.0220125,0,1.0,0.02631579,0.00896861,0.04575171
2023,REG,14,00-0035249,J.Oliver,TE,TE,MIN,LV,0.0,0.0,0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.7205837,0,,0.030303031,0.0,0.045454547
2023,REG,14,00-0035229,T.Hockenson,TE,TE,MIN,LV,5.3,10.3,5,8,53.0,0,0.0,0.0,97.0,15.0,2.0,0.97070295,0,0.5463917,0.24242425,0.3864542,0.6341543
2023,REG,14,00-0036894,P.Freiermuth,TE,TE,PIT,NE,3.8,6.8,3,7,18.0,0,0.0,0.0,60.0,5.0,1.0,-6.1382284,1,0.3,0.2,0.21582733,0.45107913
2023,REG,14,00-0027696,J.Graham,TE,TE,NO,CAR,7.6,9.6,2,2,16.0,1,0.0,0.0,16.0,0.0,2.0,3.5781393,0,1.0,0.09090909,0.12598425,0.22455262
2023,REG,14,00-0033288,G.Kittle,TE,TE,SF,SEA,13.6,16.6,3,5,76.0,1,0.0,0.0,61.0,35.0,2.0,4.4678903,0,1.2459016,0.18518518,0.22426471,0.43476307
2023,REG,14,00-0036970,K.Pitts,TE,TE,ATL,TB,11.7,14.7,3,6,57.0,1,0.0,0.0,80.0,12.0,3.0,4.1469903,0,0.7125,0.15384616,0.20304568,0.3729012
2023,REG,14,00-0038996,T.Kraft,TE,TE,GB,NYG,6.4,10.4,4,4,64.0,0,0.0,0.0,32.0,32.0,3.0,4.2521796,0,2.0,0.10526316,0.14479639,0.2592522
2023,REG,14,00-0037005,T.Tremble,TE,TE,CAR,NO,0.2,1.2,1,3,2.0,0,0.0,0.0,33.0,2.0,0.0,-3.9625516,0,0.060606062,0.09375,0.07603686,0.1938508
2023,REG,14,00-0034351,D.Goedert,TE,TE,PHI,DAL,3.0,7.0,4,4,30.0,0,0.0,0.0,7.0,23.0,2.0,1.6345518,0,4.285714,0.14285715,0.023890786,0.23100926
2023,REG,14,00-0036040,J.Johnson,TE,TE,NO,CAR,1.0,3.0,2,3,10.0,0,0.0,0.0,8.0,0.0,1.0,-2.1921303,0,1.25,0.13636364,0.062992126,0.24863994
2023,REG,14,00-0033246,J.Mundt,TE,TE,MIN,LV,0.4,1.4,1,1,4.0,0,0.0,0.0,2.0,2.0,0.0,-0.16104585,0,2.0,0.030303031,0.007968128,0.051032234
2023,REG,14,00-0039074,D.Allen,TE,TE,LA,BAL,11.0,15.0,4,5,50.0,1,0.0,0.0,16.0,37.0,3.0,4.4364934,0,3.125,0.12820514,0.043360434,0.22265999
2023,REG,15,00-0035631,D.Sample,TE,TE,CIN,MIN,0.0,0.0,0,1,0.0,0,0.0,0.0,1.0,0.0,0.0,-0.40685847,0,0.0,0.025,0.002994012,0.03959581
2023,REG,15,00-0038933,D.Kincaid,TE,TE,BUF,DAL,0.0,0.0,0,2,0.0,0,0.0,0.0,6.0,0.0,0.0,-1.2088364,0,0.0,0.15384616,0.054054055,0.26860708
2023,REG,15,00-0036040,J.Johnson,TE,TE,NO,NYG,9.8,11.8,2,2,38.0,1,0.0,0.0,36.0,2.0,2.0,3.5746071,0,1.0555556,0.071428575,0.18848167,0.23908003
2023,REG,15,00-0038041,J.Ferguson,TE,TE,DAL,BUF,4.4,10.4,6,8,44.0,0,0.0,0.0,27.0,22.0,2.0,1.2689663,0,1.6296296,0.25,0.12107623,0.45975336
2023,REG,15,00-0033110,T.Higbee,TE,TE,LA,WAS,3.6,7.6,4,5,36.0,0,0.0,0.0,35.0,12.0,1.0,2.0999138,0,1.0285715,0.15625,0.20467836,0.37764984
2023,REG,15,00-0036438,S.Sullivan,TE,TE,CAR,ATL,1.4,2.4,1,1,14.0,0,0.0,0.0,14.0,0.0,1.0,1.6909609,0,1.0,0.04347826,0.07526882,0.117905565
2023,REG,15,00-0033895,G.Everett,TE,TE,LAC,LV,4.1,9.1,5,8,41.0,0,1.0,0.0,21.0,37.0,2.0,-0.06630103,0,1.9523809,0.2580645,0.1409396,0.4857545
2023,REG,15,00-0037654,T.Fisk,TE,TE,ATL,CAR,0.9,1.9,1,1,9.0,0,0.0,0.0,3.0,6.0,1.0,1.1956265,0,3.0,0.05263158,0.020689655,0.093430124
2023,REG,15,00-0032392,A.Hooper,TE,TE,LV,LAC,0.0,0.0,0,1,0.0,0,0.0,0.0,8.0,0.0,0.0,-0.8977838,0,0.0,0.029411765,0.028571429,0.06411765
2023,REG,15,00-0036145,L.Cager,TE,TE,NYG,NO,0.9,1.9,1,1,9.0,0,0.0,0.0,5.0,4.0,0.0,-0.009834461,0,1.8,0.029411765,0.024509804,0.06127451
2023,REG,15,00-0036422,A.Trautman,TE,TE,DEN,DET,2.4,3.4,1,3,24.0,0,0.0,0.0,15.0,25.0,1.0,-0.928862,0,1.6,0.09375,0.06465517,0.18588363
2023,REG,15,00-0034798,D.Smythe,TE,TE,MIA,NYJ,3.2,7.2,4,4,32.0,0,0.0,0.0,16.0,16.0,2.0,2.4021473,0,2.0,0.15384616,0.18181819,0.35804197
2023,REG,15,00-0035644,N.Fant,TE,TE,SEA,PHI,1.6,4.6,3,5,16.0,0,0.0,0.0,21.0,1.0,0.0,-1.7571948,0,0.7619048,0.15625,0.088607594,0.2964003
2023,REG,15,00-0036232,H.Bryant,TE,TE,CLE,CHI,0.0,0.0,0,1,0.0,0,0.0,0.0,2.0,0.0,0.0,-0.5432898,0,0.0,0.022727273,0.0053475937,0.037834223
2023,REG,15,00-0033090,H.Henry,TE,TE,NE,KC,12.6,19.6,7,9,66.0,1,0.0,0.0,63.0,15.0,5.0,1.3803061,0,1.0476191,0.29032257,0.4883721,0.77734435
