season,season_type,week,player_name,position,recent_team,opponent_team,fantasy_points,fantasy_points_ppr,targets,target_share,receptions,receiving_yards
2024,REG,2,J.Jefferson,WR,MIN,SF,19.30,23.30,7,0.29,4,133.0
2024,REG,2,C.Lamb,WR,DAL,NO,15.00,19.00,7,0.17,4,90.0
2024,REG,2,D.London,WR,ATL,PHI,11.40,17.40,7,0.24,6,54.0
2024,REG,2,A.Pierce,WR,IND,GB,11.60,16.60,7,0.23,5,56.0
2024,REG,2,M.Evans,WR,TB,DET,4.20,7.20,6,0.32,3,42.0
2024,REG,2,S.Diggs,WR,HOU,CHI,3.70,7.70,6,0.18,4,37.0
2024,REG,2,T.Hill,WR,MIA,BUF,3.60,6.60,6,0.16,3,24.0
2024,REG,2,C.Kupp,WR,LA,ARI,3.70,7.70,6,0.22,4,37.0
2024,REG,2,C.Ridley,WR,TEN,NYJ,20.70,24.70,6,0.22,4,77.0
2024,REG,2,D.Johnson,WR,CAR,LAC,1.50,4.50,6,0.23,3,15.0
2024,REG,2,T.Irwin,WR,CIN,KC,0.50,1.50,6,0.18,1,5.0
2024,REG,2,J.Jeudy,WR,CLE,JAX,7.30,12.30,6,0.18,5,73.0
2024,REG,2,B.Covey,WR,PHI,ATL,2.30,8.30,6,0.21,6,23.0
2024,REG,2,C.Olave,WR,NO,DAL,8.80,12.80,6,0.4,4,81.0
2024,REG,2,G.Wilson,WR,NYJ,TEN,6.20,10.20,6,0.21,4,57.0
2024,REG,2,Q.Johnston,WR,LAC,CAR,17.10,22.10,6,0.32,5,51.0
2024,REG,2,R.Rice,WR,KC,CIN,13.50,18.50,6,0.26,5,75.0
2024,REG,2,T.Boyd,WR,TEN,NYJ,2.60,4.60,5,0.19,2,26.0
2024,REG,2,J.Reynolds,WR,DEN,PIT,9.30,13.30,5,0.15,4,93.0
2024,REG,2,R.McCloud,WR,ATL,PHI,4.50,7.50,5,0.17,3,42.0
2024,REG,2,J.Meyers,WR,LV,BAL,2.90,6.90,5,0.14,4,29.0
2024,REG,2,L.Humphrey,WR,DEN,PIT,5.00,9.00,5,0.15,4,50.0
2024,REG,2,B.Aiyuk,WR,SF,MIN,4.30,8.30,5,0.14,4,43.0
2024,REG,2,J.Chase,WR,CIN,KC,3.50,7.50,5,0.15,4,35.0
2024,REG,2,K.Shakir,WR,BUF,MIA,5.60,10.60,5,0.28,5,54.0
2024,REG,2,R.Odunze,WR,CHI,HOU,3.30,5.30,5,0.15,2,33.0
2024,REG,3,D.Johnson,WR,CAR,LV,18.20,26.20,14,0.38,8,122.0
2024,REG,3,R.Rice,WR,KC,ATL,17.10,29.10,14,0.39,12,110.0
2024,REG,3,A.Cooper,WR,CLE,NYG,20.60,27.60,12,0.34,7,86.0
2024,REG,3,S.Diggs,WR,HOU,MIN,9.92,19.92,12,0.28,10,94.0
2024,REG,3,J.Jennings,WR,SF,LA,35.50,46.50,12,0.4,11,175.0
2024,REG,3,M.Nabers,WR,NYG,CLE,20.20,28.20,12,0.36,8,78.0
2024,REG,3,C.Sutton,WR,DEN,TB,6.80,13.80,11,0.32,7,68.0
2024,REG,3,M.Harrison,WR,ARI,DET,12.40,17.40,11,0.32,5,64.0
2024,REG,3,R.Odunze,WR,CHI,IND,17.40,23.40,11,0.23,6,112.0
2024,REG,3,C.Kirk,WR,JAX,BUF,7.90,15.90,10,0.23,8,79.0
2024,REG,3,D.Moore,WR,CHI,IND,7.20,15.20,10,0.21,8,78.0
2024,REG,3,B.Aiyuk,WR,SF,LA,4.80,9.80,10,0.33,5,48.0
2024,REG,3,N.Collins,WR,HOU,MIN,8.60,12.60,10,0.23,4,86.0
2024,REG,3,D.Smith,WR,PHI,NO,7.90,14.90,10,0.28,7,79.0
2024,REG,3,D.Adams,WR,LV,CAR,4.00,8.00,9,0.23,4,40.0
2024,REG,3,C.Godwin,WR,TB,DEN,11.30,17.30,9,0.28,6,53.0
2024,REG,3,J.Meyers,WR,LV,CAR,14.20,21.20,9,0.23,7,62.0
2024,REG,3,D.London,WR,ATL,KC,12.70,18.70,9,0.33,6,67.0
2024,REG,3,G.Wilson,WR,NYJ,NE,9.30,14.30,9,0.26,5,33.0
2024,REG,3,M.Wilson,WR,ARI,DET,6.40,14.40,9,0.26,8,64.0
2024,REG,3,T.Tucker,WR,LV,CAR,15.60,22.60,9,0.23,7,96.0
2024,REG,3,D.Douglas,WR,NE,NYJ,7.80,14.80,9,0.38,7,69.0
2024,REG,3,B.Thomas,WR,JAX,BUF,4.80,9.80,9,0.2,5,48.0
2024,REG,3,T.Lockett,WR,SEA,MIA,4.60,9.60,8,0.24,5,46.0
2024,REG,3,L.Humphrey,WR,DEN,TB,3.70,9.70,8,0.24,6,37.0
2024,REG,3,D.Mooney,WR,ATL,KC,6.60,14.60,8,0.3,8,66.0
2024,REG,3,J.Jefferson,WR,MIN,HOU,14.10,20.10,8,0.32,6,81.0
2024,REG,3,A.St. Brown,WR,DET,ARI,13.50,20.50,8,0.36,7,75.0
2024,REG,3,W.Robinson,WR,NYG,CLE,6.10,13.10,8,0.24,7,61.0
2024,REG,3,D.Hopkins,WR,TEN,GB,13.30,19.30,7,0.21,6,73.0
2024,REG,3,C.Lamb,WR,DAL,BAL,4.70,8.70,7,0.14,4,67.0
2024,REG,3,J.Jeudy,WR,CLE,NYG,4.70,8.70,7,0.2,4,27.0
2024,REG,3,J.Chase,WR,CIN,WAS,23.80,29.80,7,0.18,6,118.0
2024,REG,3,G.Pickens,WR,PIT,LAC,5.70,10.70,7,0.23,5,57.0
2024,REG,3,A.Iosivas,WR,CIN,WAS,11.20,16.20,7,0.18,5,52.0
2024,REG,3,B.Cooks,WR,DAL,BAL,1.60,3.60,6,0.12,2,16.0
2024,REG,3,D.Carter,WR,CHI,IND,2.20,5.20,6,0.12,3,22.0
2024,REG,3,G.Dortch,WR,ARI,DET,3.50,6.50,6,0.18,3,35.0
2024,REG,3,D.Metcalf,WR,SEA,MIA,16.40,20.40,6,0.18,4,104.0
2024,REG,3,T.McLaurin,WR,WAS,CIN,16.00,20.00,6,0.26,4,100.0
2024,REG,3,G.Davis,WR,JAX,BUF,1.80,3.80,6,0.14,2,18.0
2024,REG,3,T.Higgins,WR,CIN,WAS,3.90,6.90,6,0.16,3,39.0
2024,REG,3,C.Olave,WR,NO,PHI,14.60,20.60,6,0.26,6,86.0
2024,REG,3,K.Shakir,WR,BUF,JAX,13.20,19.20,6,0.2,6,72.0
2024,REG,3,T.Dell,WR,HOU,MIN,6.20,11.20,6,0.14,5,62.0
2024,REG,3,J.Reed,WR,GB,TEN,6.90,10.90,6,0.32,4,50.0
2024,REG,3,L.McConkey,WR,LAC,PIT,4.40,7.40,6,0.32,3,44.0
2024,REG,3,A.Thielen,WR,CAR,LV,10.00,13.00,5,0.14,3,40.0
2024,REG,3,T.Hill,WR,MIA,SEA,4.00,7.00,5,0.16,3,40.0
2024,REG,3,M.Pittman,WR,IND,CHI,3.60,7.60,5,0.28,4,36.0
2024,REG,3,J.Waddle,WR,MIA,SEA,2.60,6.60,5,0.16,4,26.0
2024,REG,3,T.Atwell,WR,LA,SF,9.30,13.30,5,0.22,4,93.0
2024,REG,3,R.Shaheed,WR,NO,PHI,0.00,0.00,5,0.22,0,0.0
2024,REG,3,J.Tolbert,WR,DAL,BAL,10.20,13.20,5,0.1,3,42.0
2024,REG,3,C.Austin,WR,PIT,LAC,15.50,19.50,5,0.16,4,95.0
2024,REG,3,J.Downs,WR,IND,CHI,2.20,5.20,5,0.28,3,22.0
2024,REG,3,T.Franklin,WR,DEN,TB,1.10,3.10,5,0.15,2,11.0
2024,REG,4,N.Collins,WR,HOU,JAX,21.10,33.10,15,0.38,12,151.0
2024,REG,4,M.Nabers,WR,NYG,DAL,11.10,23.10,15,0.39,12,115.0
2024,REG,4,M.Evans,WR,TB,PHI,15.40,23.40,14,0.3,8,94.0
2024,REG,4,W.Robinson,WR,NYG,DAL,7.10,18.10,14,0.37,11,71.0
2024,REG,4,D.Johnson,WR,CAR,CIN,14.30,21.30,13,0.32,7,83.0
2024,REG,4,D.Wicks,WR,GB,MIN,19.80,24.80,13,0.24,5,78.0
2024,REG,4,C.Kirk,WR,JAX,HOU,12.10,19.10,12,0.38,7,61.0
2024,REG,4,D.Metcalf,WR,SEA,DET,8.40,15.40,12,0.23,7,104.0
2024,REG,4,D.London,WR,ATL,NO,6.40,12.40,12,0.35,6,64.0
2024,REG,4,J.Smith-Njigba,WR,SEA,DET,5.10,13.10,12,0.23,8,51.0
2024,REG,4,G.Pickens,WR,PIT,IND,9.30,16.30,11,0.34,7,113.0
2024,REG,4,R.Shaheed,WR,NO,ATL,9.70,17.70,11,0.31,8,83.0
2024,REG,4,J.Meyers,WR,LV,CLE,4.90,9.90,10,0.42,5,49.0
2024,REG,4,T.McLaurin,WR,WAS,ARI,11.20,18.20,10,0.33,7,52.0
2024,REG,4,T.Higgins,WR,CIN,CAR,6.00,12.00,10,0.33,6,60.0
2024,REG,4,C.Olave,WR,NO,ATL,8.70,16.70,10,0.28,8,87.0
2024,REG,4,X.Legette,WR,CAR,CIN,13.60,19.60,10,0.25,6,66.0
2024,REG,4,S.Diggs,WR,HOU,JAX,13.50,18.50,9,0.23,5,69.0
2024,REG,4,T.Lockett,WR,SEA,DET,6.10,11.10,9,0.17,5,61.0
2024,REG,4,C.Godwin,WR,TB,PHI,6.90,12.90,9,0.19,6,69.0
2024,REG,4,C.Sutton,WR,DEN,NYJ,12.00,15.00,9,0.36,3,60.0
2024,REG,4,M.Pittman,WR,IND,PIT,11.30,17.30,9,0.32,6,113.0
2024,REG,4,J.Jeudy,WR,CLE,LV,7.20,13.20,9,0.28,6,72.0
2024,REG,4,J.Downs,WR,IND,PIT,14.20,22.20,9,0.32,8,82.0
2024,REG,4,B.Thomas,WR,JAX,HOU,15.90,21.90,9,0.28,6,86.0
2024,REG,4,A.Cooper,WR,CLE,LV,3.50,7.50,8,0.25,4,35.0
2024,REG,4,A.Lazard,WR,NYJ,DEN,5.80,10.80,8,0.2,5,58.0
2024,REG,4,J.Jefferson,WR,MIN,GB,14.50,20.50,8,0.3,6,85.0
2024,REG,4,C.Lamb,WR,DAL,NYG,16.60,23.60,8,0.31,7,98.0
2024,REG,4,G.Wilson,WR,NYJ,DEN,2.10,7.10,8,0.2,5,41.0
2024,REG,4,R.Doubs,WR,GB,MIN,3.90,7.90,8,0.15,4,39.0
2024,REG,4,J.Reed,WR,GB,MIN,20.10,27.10,8,0.15,7,139.0
2024,REG,4,J.Whittington,WR,LA,CHI,6.20,12.20,8,0.28,6,62.0
2024,REG,4,T.Hill,WR,MIA,TEN,4.20,8.20,7,0.33,4,23.0
2024,REG,4,R.McCloud,WR,ATL,NO,5.20,11.20,7,0.21,6,52.0
2024,REG,4,M.Wilson,WR,ARI,WAS,1.80,4.80,7,0.32,3,38.0
2024,REG,4,J.Polk,WR,NE,SF,3.00,6.00,7,0.22,3,30.0
2024,REG,4,L.McConkey,WR,LAC,KC,12.70,17.70,7,0.26,5,67.0
2024,REG,4,M.Hollins,WR,BUF,BAL,0.50,1.50,6,0.22,1,5.0
2024,REG,4,D.Moore,WR,CHI,LA,8.20,11.20,6,0.27,3,22.0
2024,REG,4,O.Zaccheaus,WR,WAS,ARI,8.50,14.50,6,0.2,6,85.0
2024,REG,4,J.Jennings,WR,SF,NE,8.80,11.80,6,0.23,3,88.0
2024,REG,4,D.Mooney,WR,ATL,NO,5.60,8.60,6,0.18,3,56.0
2024,REG,4,J.Waddle,WR,MIA,TEN,3.60,7.60,6,0.29,4,36.0
2024,REG,4,T.Atwell,WR,LA,CHI,8.20,12.20,6,0.21,4,82.0
2024,REG,4,J.Chase,WR,CIN,CAR,14.50,17.50,6,0.2,3,85.0
2024,REG,4,A.St. Brown,WR,DET,SEA,14.78,20.78,6,0.32,6,45.0
2024,REG,4,T.Tucker,WR,LV,CLE,10.40,15.40,6,0.25,5,41.0
2024,REG,4,M.Harrison,WR,ARI,WAS,10.50,15.50,6,0.27,5,45.0
2024,REG,4,S.Shepard,WR,TB,PHI,5.10,8.10,5,0.11,3,51.0
2024,REG,4,M.Williams,WR,NYJ,DEN,6.70,10.70,5,0.12,4,67.0
2024,REG,4,D.Slayton,WR,NYG,DAL,5.60,8.60,5,0.13,3,56.0
2024,REG,4,D.Samuel,WR,SF,NE,7.20,10.20,5,0.19,3,58.0
2024,REG,4,G.Davis,WR,JAX,HOU,-0.20,0.80,5,0.16,1,-2.0
2024,REG,4,B.Aiyuk,WR,SF,NE,4.80,6.80,5,0.19,2,48.0
2024,REG,4,K.Osborn,WR,NE,SF,0.30,1.30,5,0.16,1,3.0
2024,REG,4,K.Shakir,WR,BUF,BAL,6.20,10.20,5,0.19,4,62.0
2024,REG,4,Q.Johnston,WR,LAC,KC,1.30,2.30,5,0.19,1,9.0
2024,REG,4,J.Mingo,WR,CAR,CIN,2.40,5.40,5,0.12,3,24.0
2024,REG,5,D.Mooney,WR,ATL,TB,22.50,31.50,16,0.3,9,105.0
2024,REG,5,D.London,WR,ATL,TB,21.40,33.40,13,0.24,12,154.0
2024,REG,5,R.McCloud,WR,ATL,TB,6.60,12.60,9,0.17,6,66.0
2024,REG,5,M.Evans,WR,TB,ATL,18.20,23.20,7,0.29,5,62.0
2024,REG,5,C.Godwin,WR,TB,ATL,6.60,11.60,6,0.25,5,64.0
2023,REG,1,T.Hill,WR,MIA,LAC,33.50,44.50,15,0.34,11,215.0
2023,REG,1,P.Nacua,WR,LA,SEA,11.90,21.90,15,0.41,10,119.0
2023,REG,1,D.Hopkins,WR,TEN,NO,6.50,13.50,13,0.39,7,65.0
2023,REG,1,S.Diggs,WR,BUF,NYJ,16.20,26.20,13,0.33,10,102.0
2023,REG,1,J.Jefferson,WR,MIN,TB,15.00,24.00,12,0.27,9,150.0
2023,REG,1,K.Bourne,WR,NE,PHI,18.40,24.40,11,0.2,6,64.0
2023,REG,1,C.Ridley,WR,JAX,IND,16.10,24.10,11,0.34,8,101.0
2023,REG,1,M.Pittman,WR,IND,JAX,15.70,23.70,11,0.28,8,97.0
2023,REG,1,N.Collins,WR,HOU,BAL,8.00,14.00,11,0.26,6,80.0
2023,REG,1,R.Woods,WR,HOU,BAL,5.70,11.70,10,0.23,6,57.0
2023,REG,1,M.Evans,WR,TB,MIN,12.60,18.60,10,0.31,6,66.0
2023,REG,1,J.Meyers,WR,LV,DEN,20.10,29.10,10,0.38,9,81.0
2023,REG,1,A.Brown,WR,PHI,NE,7.90,14.90,10,0.33,7,79.0
2023,REG,1,D.Smith,WR,PHI,NE,10.70,17.70,10,0.33,7,47.0
2023,REG,1,C.Olave,WR,NO,TEN,11.20,19.20,10,0.3,8,112.0
2023,REG,1,Z.Flowers,WR,BAL,HOU,8.70,17.70,10,0.48,9,78.0
2023,REG,1,K.Allen,WR,LAC,MIA,8.20,14.20,9,0.29,6,76.0
2023,REG,1,D.Adams,WR,LV,DEN,6.60,12.60,9,0.35,6,66.0
2023,REG,1,J.Chase,WR,CIN,CLE,4.10,9.10,9,0.29,5,39.0
2023,REG,1,A.St. Brown,WR,DET,KC,13.10,19.10,9,0.28,6,71.0
2023,REG,1,A.Robinson,WR,PIT,SF,6.40,11.40,8,0.18,5,64.0
2023,REG,1,M.Thomas,WR,NO,TEN,6.10,11.10,8,0.24,5,61.0
2023,REG,1,B.Aiyuk,WR,SF,PIT,24.90,32.90,8,0.29,8,129.0
2023,REG,1,T.Higgins,WR,CIN,CLE,0.00,0.00,8,0.26,0,0.0
2023,REG,1,T.Atwell,WR,LA,SEA,11.90,17.90,8,0.22,6,119.0
2023,REG,1,A.Cooper,WR,CLE,CIN,3.70,6.70,7,0.24,3,37.0
2023,REG,1,J.Smith-Schuster,WR,NE,PHI,3.30,7.30,7,0.13,4,33.0
2023,REG,1,Z.Jones,WR,JAX,IND,11.50,16.50,7,0.22,5,55.0
2023,REG,1,J.Reynolds,WR,DET,KC,8.00,12.00,7,0.22,4,80.0
2023,REG,1,D.Samuel,WR,SF,PIT,6.30,11.30,7,0.25,5,55.0
2023,REG,1,N.Westbrook-Ikhine,WR,TEN,NO,5.80,9.80,7,0.21,4,58.0
2023,REG,1,D.Mooney,WR,CHI,GB,11.30,15.30,7,0.19,4,53.0
2023,REG,1,E.Moore,WR,CLE,CIN,6.20,9.20,7,0.24,3,43.0
2023,REG,1,G.Pickens,WR,PIT,SF,3.60,8.60,7,0.16,5,36.0
2023,REG,1,J.Dotson,WR,WAS,ARI,4.00,9.00,7,0.24,5,40.0
2023,REG,1,D.Douglas,WR,NE,PHI,4.00,8.00,7,0.13,4,40.0
2023,REG,1,J.Downs,WR,IND,JAX,3.00,6.00,7,0.18,3,30.0
2023,REG,1,M.Jones,WR,DET,KC,-1.20,0.80,6,0.19,2,8.0
2023,REG,1,C.Godwin,WR,TB,MIN,5.10,10.10,6,0.19,5,51.0
2023,REG,1,D.Johnson,WR,PIT,SF,4.80,7.80,6,0.13,3,48.0
2023,REG,1,K.Osborn,WR,MIN,TB,3.10,6.10,6,0.14,3,31.0
2023,REG,1,T.Marshall,WR,CAR,ATL,2.30,4.30,6,0.19,2,23.0
2023,REG,1,R.Shaheed,WR,NO,TEN,16.00,21.00,6,0.18,5,89.0
2023,REG,1,C.Austin,WR,PIT,SF,3.70,9.70,6,0.13,6,37.0
2023,REG,1,J.Addison,WR,MIN,TB,12.10,16.10,6,0.14,4,61.0
2023,REG,1,C.Samuel,WR,WAS,ARI,6.00,11.00,5,0.17,5,54.0
2023,REG,1,M.Williams,WR,LAC,MIA,4.50,8.50,5,0.16,4,45.0
2023,REG,1,R.Cracraft,WR,MIA,LAC,10.00,13.00,5,0.11,3,40.0
2023,REG,1,C.Sutton,WR,DEN,LV,9.20,13.20,5,0.16,4,32.0
2023,REG,1,B.Berrios,WR,MIA,LAC,4.20,7.20,5,0.11,3,42.0
2023,REG,1,D.Slayton,WR,NYG,DAL,1.50,4.50,5,0.17,3,15.0
2023,REG,1,D.Metcalf,WR,SEA,LA,10.70,13.70,5,0.21,3,47.0
2023,REG,1,M.Brown,WR,ARI,WAS,5.70,8.70,5,0.17,3,28.0
2023,REG,1,V.Jefferson,WR,LA,SEA,2.40,6.40,5,0.14,4,24.0
2023,REG,1,J.Waddle,WR,MIA,LAC,7.80,11.80,5,0.11,4,78.0
2023,REG,1,K.Toney,WR,KC,DET,0.00,1.00,5,0.14,1,1.0
2023,REG,1,G.Wilson,WR,NYJ,BUF,9.40,14.40,5,0.28,5,34.0
2023,REG,1,R.Doubs,WR,GB,CHI,14.60,18.60,5,0.19,4,26.0
2023,REG,1,J.Smith-Njigba,WR,SEA,LA,1.30,4.30,5,0.21,3,13.0
2023,REG,1,J.Mingo,WR,CAR,ATL,1.70,3.70,5,0.16,2,17.0
2023,REG,1,R.Rice,WR,KC,DET,8.60,11.60,5,0.14,3,29.0
2023,REG,1,J.Reed,WR,GB,CHI,4.60,6.60,5,0.19,2,48.0
2023,REG,2,P.Nacua,WR,LA,SF,15.10,30.10,20,0.38,15,147.0
2023,REG,2,C.Kirk,WR,JAX,KC,10.96,21.96,14,0.34,11,110.0
2023,REG,2,M.Williams,WR,LAC,TEN,8.60,16.60,13,0.33,8,83.0
2023,REG,2,J.Jefferson,WR,MIN,PHI,15.90,26.90,13,0.3,11,159.0
2023,REG,2,C.Lamb,WR,DAL,NYJ,14.30,25.30,13,0.35,11,143.0
2023,REG,2,M.Pittman,WR,IND,HOU,5.60,13.60,12,0.39,8,56.0
2023,REG,2,T.Higgins,WR,CIN,BAL,20.90,28.90,12,0.31,8,89.0
2023,REG,2,C.Olave,WR,NO,CAR,8.60,14.60,11,0.32,6,86.0
2023,REG,2,K.Allen,WR,LAC,TEN,23.10,31.10,10,0.26,8,111.0
2023,REG,2,A.Cooper,WR,CLE,PIT,9.00,16.00,10,0.25,7,90.0
2023,REG,2,T.Lockett,WR,SEA,DET,17.90,25.90,10,0.27,8,59.0
2023,REG,2,M.Brown,WR,ARI,NYG,11.40,17.40,10,0.34,6,54.0
2023,REG,2,G.Pickens,WR,PIT,CLE,18.70,22.70,10,0.34,4,127.0
2023,REG,2,T.Dell,WR,HOU,IND,13.20,20.20,10,0.23,7,72.0
2023,REG,2,A.Thielen,WR,CAR,NO,13.40,20.40,9,0.29,7,54.0
2023,REG,2,R.Woods,WR,HOU,IND,7.40,13.40,9,0.21,6,74.0
2023,REG,2,M.Thomas,WR,NO,CAR,5.50,12.50,9,0.26,7,55.0
2023,REG,2,T.Hill,WR,MIA,NE,10.00,15.00,9,0.31,5,40.0
2023,REG,2,K.Bourne,WR,NE,MIA,2.90,6.90,9,0.21,4,29.0
2023,REG,2,D.Samuel,WR,SF,LA,16.10,22.10,9,0.38,6,63.0
