season,week,team_abbr,opponent_abbr,home,role,result,score,spread,over_under
2017,1,NE,KC,False,Favorite,L,27-42,-8.0,O 47.5
2017,1,KC,NE,True,Underdog,,,-8.0,O 47.5
2017,1,BUF,NYJ,False,Favorite,W,21-12,-7.0,U 42
2017,1,NYJ,BUF,True,Underdog,,,-7.0,U 42
2017,1,ATL,CHI,True,Favorite,W,23-17,-6.5,U 48
2017,1,CHI,ATL,False,Underdog,,,-6.5,U 48
2017,1,CIN,BAL,False,Favorite,L,0-20,-2.5,U 41.5
2017,1,BAL,CIN,True,Underdog,,,-2.5,U 41.5
2017,1,PIT,CLE,True,Favorite,W,21-18,-10.0,U 47
2017,1,CLE,PIT,False,Underdog,,,-10.0,U 47
2017,1,ARI,DET,True,Favorite,L,23-35,-2.5,O 48.5
2017,1,DET,ARI,False,Underdog,,,-2.5,O 48.5
2017,1,HOU,JAX,False,Favorite,L,7-29,-5.5,U 38
2017,1,JAX,HOU,True,Underdog,,,-5.5,U 38
2017,1,TEN,LV,False,Favorite,L,16-26,-2.5,U 49.5
2017,1,LV,TEN,True,Underdog,,,-2.5,U 49.5
2017,1,PHI,WAS,True,Favorite,W,30-17,-2.0,U 49.5
2017,1,WAS,PHI,False,Underdog,,,-2.0,U 49.5
2017,1,LA,IND,False,Favorite,W,46-9,-3.5,O 41.5
2017,1,IND,LA,True,Underdog,,,-3.5,O 41.5
2017,1,GB,SEA,False,Favorite,W,17-9,-2.5,U 49.5
2017,1,SEA,GB,True,Underdog,,,-2.5,U 49.5
2017,1,CAR,SF,True,Favorite,W,23-3,-4.5,U 45.5
2017,1,SF,CAR,False,Underdog,,,-4.5,U 45.5
2017,1,DAL,NYG,False,Favorite,W,19-3,-6.0,U 46.5
2017,1,NYG,DAL,True,Underdog,,,-6.0,U 46.5
2017,1,MIN,NO,False,Favorite,W,29-19,-3.0,O 47.5
2017,1,NO,MIN,True,Underdog,,,-3.0,O 47.5
2017,1,DEN,LAC,False,Favorite,W,24-21,0.0,O 41.5
2017,1,LAC,DEN,True,Underdog,,,0.0,O 41.5
2017,2,CIN,HOU,False,Favorite,L,9-13,-5.0,U 38
2017,2,HOU,CIN,True,Underdog,,,-5.0,U 38
2017,2,BAL,CLE,False,Favorite,W,24-10,-7.5,U 39.5
2017,2,CLE,BAL,True,Underdog,,,-7.5,U 39.5
2017,2,CAR,BUF,False,Favorite,W,9-3,-6.5,U 43
2017,2,BUF,CAR,True,Underdog,,,-6.5,U 43
2017,2,ARI,IND,True,Favorite,W,16-13,-7.0,U 44
2017,2,IND,ARI,False,Underdog,,,-7.0,U 44
2017,2,TEN,JAX,True,Favorite,W,37-16,-1.0,O 42
2017,2,JAX,TEN,False,Underdog,,,-1.0,O 42
2017,2,KC,PHI,False,Favorite,W,27-20,-4.0,O 46.5
2017,2,PHI,KC,True,Underdog,,,-4.0,O 46.5
2017,2,NE,NO,True,Favorite,W,36-20,-5.5,O 55
2017,2,NO,NE,False,Underdog,,,-5.5,O 55
2017,2,PIT,MIN,False,Favorite,W,26-9,-8.5,U 43
2017,2,MIN,PIT,True,Underdog,,,-8.5,U 43
2017,2,TB,CHI,False,Favorite,W,29-7,-7.0,U 44
2017,2,CHI,TB,True,Underdog,,,-7.0,U 44
2017,2,LAC,MIA,False,Favorite,L,17-19,-3.5,U 46
2017,2,MIA,LAC,True,Underdog,,,-3.5,U 46
2017,2,LV,NYJ,False,Favorite,W,45-20,-14.0,O 44
2017,2,NYJ,LV,True,Underdog,,,-14.0,O 44
2017,2,DAL,DEN,True,Favorite,L,17-42,-2.5,O 44
2017,2,DEN,DAL,False,Underdog,,,-2.5,O 44
2017,2,LA,WAS,False,Favorite,L,20-27,-3.0,O 46.5
2017,2,WAS,LA,True,Underdog,,,-3.0,O 46.5
2017,2,SEA,SF,False,Favorite,W,12-9,-13.5,U 42
2017,2,SF,SEA,True,Underdog,,,-13.5,U 42
2017,2,ATL,GB,False,Favorite,W,34-23,-3.0,O 55
2017,2,GB,ATL,True,Underdog,,,-3.0,O 55
2017,2,NYG,DET,False,Favorite,L,10-24,-3.0,U 42
2017,2,DET,NYG,True,Underdog,,,-3.0,U 42
2017,3,LA,SF,True,Favorite,W,41-39,-3.0,O 40.5
2017,3,SF,LA,False,Underdog,,,-3.0,O 40.5
2017,3,DEN,BUF,True,Favorite,L,16-26,-3.5,O 40
2017,3,BUF,DEN,False,Underdog,,,-3.5,O 40
2017,3,CAR,NO,False,Favorite,L,13-34,-5.0,O 46.5
2017,3,NO,CAR,True,Underdog,,,-5.0,O 46.5
2017,3,PIT,CHI,True,Favorite,L,17-23,-7.0,U 43.5
2017,3,CHI,PIT,False,Underdog,,,-7.0,U 43.5
2017,3,ATL,DET,True,Favorite,W,30-26,-3.0,O 51
2017,3,DET,ATL,False,Underdog,,,-3.0,O 51
2017,3,CLE,IND,True,Favorite,L,28-31,-1.0,O 42
2017,3,IND,CLE,False,Underdog,,,-1.0,O 42
2017,3,MIN,TB,False,Favorite,W,34-17,,O 41
2017,3,TB,MIN,True,Underdog,,,,O 41
2017,3,NE,HOU,False,Favorite,W,36-33,-13.5,O 44.5
2017,3,HOU,NE,True,Underdog,,,-13.5,O 44.5
2017,3,MIA,NYJ,True,Favorite,L,6-20,-5.5,U 43
2017,3,NYJ,MIA,False,Underdog,,,-5.5,U 43
2017,3,PHI,NYG,False,Favorite,W,27-24,-5.0,O 43
2017,3,NYG,PHI,True,Underdog,,,-5.0,O 43
2017,3,TEN,SEA,False,Favorite,W,33-27,-2.0,O 42
2017,3,SEA,TEN,True,Underdog,,,-2.0,O 42
2017,3,GB,CIN,False,Favorite,W,27-24,-7.0,O 47.5
2017,3,CIN,GB,True,Underdog,,,-7.0,O 47.5
2017,3,KC,LAC,True,Favorite,W,24-10,-3.0,U 47.5
2017,3,LAC,KC,False,Underdog,,,-3.0,U 47.5
2017,3,LV,WAS,True,Favorite,L,10-27,-3.5,U 53.5
2017,3,WAS,LV,False,Underdog,,,-3.5,U 53.5
2017,3,BAL,JAX,True,Favorite,L,7-44,-3.0,O 38
2017,3,JAX,BAL,False,Underdog,,,-3.0,O 38
2017,3,DAL,ARI,True,Favorite,W,28-17,-3.0,U 46.5
2017,3,ARI,DAL,False,Underdog,,,-3.0,U 46.5
2017,4,GB,CHI,False,Favorite,W,35-14,-7.5,O 44
2017,4,CHI,GB,True,Underdog,,,-7.5,O 44
2017,4,NO,MIA,True,Favorite,W,20-0,-4.0,U 51.5
2017,4,MIA,NO,False,Underdog,,,-4.0,U 51.5
2017,4,ATL,BUF,False,Favorite,L,17-23,-8.0,U 48
2017,4,BUF,ATL,True,Underdog,,,-8.0,U 48
2017,4,PIT,BAL,True,Favorite,W,26-9,-3.5,U 42
2017,4,BAL,PIT,False,Underdog,,,-3.5,U 42
2017,4,CIN,CLE,True,Favorite,W,31-7,-3.0,U 41.5
2017,4,CLE,CIN,False,Underdog,,,-3.0,U 41.5
2017,4,DAL,LA,False,Favorite,L,30-35,-5.0,O 51
2017,4,LA,DAL,True,Underdog,,,-5.0,O 51
2017,4,TEN,HOU,True,Favorite,L,14-57,-2.5,O 43
2017,4,HOU,TEN,False,Underdog,,,-2.5,O 43
2017,4,MIN,DET,False,Favorite,L,7-14,-2.5,U 43
2017,4,DET,MIN,True,Underdog,,,-2.5,U 43
2017,4,NE,CAR,False,Favorite,L,30-33,-9.0,O 48
2017,4,CAR,NE,True,Underdog,,,-9.0,O 48
2017,4,JAX,NYJ,True,Favorite,L,20-23,-4.0,O 38.5
2017,4,NYJ,JAX,False,Underdog,,,-4.0,O 38.5
2017,4,ARI,SF,False,Favorite,W,18-15,-6.0,U 43
2017,4,SF,ARI,True,Underdog,,,-6.0,U 43
2017,4,LAC,PHI,False,Favorite,L,24-26,-2.0,O 48
2017,4,PHI,LAC,True,Underdog,,,-2.0,O 48
2017,4,TB,NYG,False,Favorite,W,25-23,-2.5,O 45.5
2017,4,NYG,TB,True,Underdog,,,-2.5,O 45.5
2017,4,DEN,LV,False,Favorite,W,16-10,-3.5,U 44
2017,4,LV,DEN,True,Underdog,,,-3.5,U 44
2017,4,SEA,IND,False,Favorite,W,46-18,-12.5,O 41.5
2017,4,IND,SEA,True,Underdog,,,-12.5,O 41.5
2017,4,KC,WAS,False,Favorite,W,29-20,-6.5,O 48
2017,4,WAS,KC,True,Underdog,,,-6.5,O 48
2017,5,NE,TB,True,Favorite,W,19-14,-3.5,U 54.5
2017,5,TB,NE,False,Underdog,,,-3.5,U 54.5
2017,5,CIN,BUF,False,Favorite,W,20-16,-3.0,U 39
2017,5,BUF,CIN,True,Underdog,,,-3.0,U 39
2017,5,NYJ,CLE,True,Favorite,W,17-14,-1.5,U 41.5
2017,5,CLE,NYJ,False,Underdog,,,-1.5,U 41.5
2017,5,DET,CAR,False,Favorite,L,24-27,-2.0,O 42
2017,5,CAR,DET,True,Underdog,,,-2.0,O 42
2017,5,IND,SF,False,Favorite,W,26-23,-1.0,O 43.5
2017,5,SF,IND,True,Underdog,,,-1.0,O 43.5
2017,5,MIA,TEN,False,Favorite,W,16-10,,U 41.5
2017,5,TEN,MIA,True,Underdog,,,,U 41.5
2017,5,NYG,LAC,False,Favorite,L,22-27,-3.0,O 45.5
2017,5,LAC,NYG,True,Underdog,,,-3.0,O 45.5
2017,5,PHI,ARI,False,Favorite,W,34-7,-6.0,U 45
2017,5,ARI,PHI,True,Underdog,,,-6.0,U 45
2017,5,PIT,JAX,False,Favorite,L,9-30,-7.5,U 41
2017,5,JAX,PIT,True,Underdog,,,-7.5,U 41
2017,5,LA,SEA,False,Favorite,L,10-16,-2.0,U 47
2017,5,SEA,LA,True,Underdog,,,-2.0,U 47
2017,5,LV,BAL,False,Favorite,L,17-30,-3.0,O 40.5
2017,5,BAL,LV,True,Underdog,,,-3.0,O 40.5
2017,5,DAL,GB,False,Favorite,L,31-35,-2.5,O 52
2017,5,GB,DAL,True,Underdog,,,-2.5,O 52
2017,5,KC,HOU,True,Favorite,W,42-34,-2.0,O 45
2017,5,HOU,KC,False,Underdog,,,-2.0,O 45
2017,5,MIN,CHI,True,Favorite,W,20-17,-3.5,U 41
2017,5,CHI,MIN,False,Underdog,,,-3.5,U 41
2017,6,CAR,PHI,False,Favorite,L,23-28,-3.0,O 44
2017,6,PHI,CAR,True,Underdog,,,-3.0,O 44
2017,6,ATL,MIA,False,Favorite,L,17-20,-14.0,U 46
2017,6,MIA,ATL,True,Underdog,,,-14.0,U 46
2017,6,BAL,CHI,False,Favorite,L,24-27,-5.5,O 39.5
2017,6,CHI,BAL,True,Underdog,,,-5.5,O 39.5
2017,6,HOU,CLE,False,Favorite,W,33-17,-7.5,O 46
2017,6,CLE,HOU,True,Underdog,,,-7.5,O 46
2017,6,GB,MIN,True,Favorite,L,10-23,-3.0,U 46
2017,6,MIN,GB,False,Underdog,,,-3.0,U 46
2017,6,NO,DET,False,Favorite,W,52-38,-6.0,O 50.5
2017,6,DET,NO,True,Underdog,,,-6.0,O 50.5
2017,6,NE,NYJ,True,Favorite,W,24-17,-9.0,U 48.5
2017,6,NYJ,NE,False,Underdog,,,-9.0,U 48.5
2017,6,WAS,SF,False,Favorite,W,26-24,-12.0,O 46
2017,6,SF,WAS,True,Underdog,,,-12.0,O 46
2017,6,TB,ARI,True,Favorite,L,33-38,-2.5,O 46.5
2017,6,ARI,TB,False,Underdog,,,-2.5,O 46.5
2017,6,JAX,LA,False,Favorite,L,17-27,-1.0,O 42
2017,6,LA,JAX,True,Underdog,,,-1.0,O 42
2017,6,KC,PIT,False,Favorite,L,13-19,-3.5,U 46
2017,6,PIT,KC,True,Underdog,,,-3.5,U 46
2017,6,LV,LAC,False,Favorite,L,16-17,-3.0,U 48.5
2017,6,LAC,LV,True,Underdog,,,-3.0,U 48.5
2017,6,DEN,NYG,False,Favorite,L,10-23,-13.5,U 37.5
2017,6,NYG,DEN,True,Underdog,,,-13.5,U 37.5
2017,6,TEN,IND,False,Favorite,W,36-22,-7.0,O 46
2017,6,IND,TEN,True,Underdog,,,-7.0,O 46
2017,7,KC,LV,True,Favorite,L,30-31,-3.0,O 46.5
2017,7,LV,KC,False,Underdog,,,-3.0,O 46.5
2017,7,BUF,TB,False,Favorite,W,30-27,0.0,O 46.5
2017,7,TB,BUF,True,Underdog,,,0.0,O 46.5
2017,7,CAR,CHI,True,Favorite,L,3-17,-2.5,U 39.5
2017,7,CHI,CAR,False,Underdog,,,-2.5,U 39.5
2017,7,TEN,CLE,True,Favorite,W,12-9,-5.5,U 42.5
2017,7,CLE,TEN,False,Underdog,,,-5.5,U 42.5
2017,7,NO,GB,True,Favorite,W,26-17,-3.5,U 45.5
2017,7,GB,NO,False,Underdog,,,-3.5,U 45.5
2017,7,JAX,IND,True,Favorite,W,27-0,-3.0,U 41
2017,7,IND,JAX,False,Underdog,,,-3.0,U 41
2017,7,LA,ARI,True,Favorite,W,33-0,-3.0,U 45.5
2017,7,ARI,LA,False,Underdog,,,-3.0,U 45.5
2017,7,MIA,NYJ,False,Favorite,W,31-28,0.0,O 40
2017,7,NYJ,MIA,True,Underdog,,,0.0,O 40
2017,7,MIN,BAL,False,Favorite,W,24-16,-5.0,O 37.5
2017,7,BAL,MIN,True,Underdog,,,-5.0,O 37.5
2017,7,DAL,SF,True,Favorite,W,40-10,-6.5,O 48
2017,7,SF,DAL,False,Underdog,,,-6.5,O 48
2017,7,DEN,LAC,True,Favorite,L,0-21,-1.0,U 41
2017,7,LAC,DEN,False,Underdog,,,-1.0,U 41
2017,7,SEA,NYG,True,Favorite,W,24-7,-4.0,U 39
2017,7,NYG,SEA,False,Underdog,,,-4.0,U 39
2017,7,PIT,CIN,False,Favorite,W,29-14,-4.0,O 40
2017,7,CIN,PIT,True,Underdog,,,-4.0,O 40
2017,7,NE,ATL,False,Favorite,W,23-7,-3.0,U 56.5
2017,7,ATL,NE,True,Underdog,,,-3.0,U 56.5
2017,7,PHI,WAS,False,Favorite,W,34-24,-5.0,O 48.5
2017,7,WAS,PHI,True,Underdog,,,-5.0,O 48.5
2017,8,BAL,MIA,False,Favorite,W,40-0,-3.0,O 38
2017,8,MIA,BAL,True,Underdog,,,-3.0,O 38
2017,8,MIN,CLE,True,Favorite,W,33-16,-11.0,O 38.5
2017,8,CLE,MIN,False,Underdog,,,-11.0,O 38.5
2017,8,BUF,LV,False,Favorite,W,34-14,-2.0,O 47
2017,8,LV,BUF,True,Underdog,,,-2.0,O 47
2017,8,CIN,IND,False,Favorite,W,24-23,-11.0,O 44
2017,8,IND,CIN,True,Underdog,,,-11.0,O 44
2017,8,NE,LAC,False,Favorite,W,21-13,-6.5,U 49
2017,8,LAC,NE,True,Underdog,,,-6.5,U 49
2017,8,NO,CHI,False,Favorite,W,20-12,-7.5,U 46
2017,8,CHI,NO,True,Underdog,,,-7.5,U 46
2017,8,ATL,NYJ,True,Favorite,W,25-20,-6.5,O 43.5
2017,8,NYJ,ATL,False,Underdog,,,-6.5,O 43.5
2017,8,PHI,SF,False,Favorite,W,33-10,-13.0,U 45
2017,8,SF,PHI,True,Underdog,,,-13.0,U 45
2017,8,TB,CAR,False,Favorite,L,3-17,-1.5,U 46
2017,8,CAR,TB,True,Underdog,,,-1.5,U 46
2017,8,SEA,HOU,False,Favorite,W,41-38,-6.0,O 45
2017,8,HOU,SEA,True,Underdog,,,-6.0,O 45
2017,8,DAL,WAS,True,Favorite,W,33-19,-3.0,O 46.5
2017,8,WAS,DAL,False,Underdog,,,-3.0,O 46.5
2017,8,PIT,DET,True,Favorite,W,20-15,-3.0,U 44.5
2017,8,DET,PIT,False,Underdog,,,-3.0,U 44.5
2017,8,KC,DEN,False,Favorite,W,29-19,-7.0,O 42
2017,8,DEN,KC,True,Underdog,,,-7.0,O 42
2017,9,BUF,NYJ,True,Favorite,L,21-34,-3.0,O 42
2017,9,NYJ,BUF,False,Underdog,,,-3.0,O 42
2017,9,ATL,CAR,True,Favorite,L,17-20,-3.0,U 42
2017,9,CAR,ATL,False,Underdog,,,-3.0,U 42
2017,9,HOU,IND,False,Favorite,L,14-20,-6.0,U 45
2017,9,IND,HOU,True,Underdog,,,-6.0,U 45
2017,9,JAX,CIN,False,Favorite,W,23-7,-6.0,U 38
2017,9,CIN,JAX,True,Underdog,,,-6.0,U 38
2017,9,NO,TB,False,Favorite,W,30-10,-7.0,U 54
2017,9,TB,NO,True,Underdog,,,-7.0,U 54
2017,9,LA,NYG,True,Favorite,W,51-17,-5.5,O 42.5
2017,9,NYG,LA,False,Underdog,,,-5.5,O 42.5
2017,9,PHI,DEN,False,Favorite,W,51-23,-7.0,O 41
2017,9,DEN,PHI,True,Underdog,,,-7.0,O 41
2017,9,TEN,BAL,False,Favorite,W,23-20,0.0,O 41
2017,9,BAL,TEN,True,Underdog,,,0.0,O 41
2017,9,ARI,SF,True,Favorite,W,20-10,-2.5,U 39
2017,9,SF,ARI,False,Underdog,,,-2.5,U 39
2017,9,SEA,WAS,False,Favorite,L,14-17,-8.0,U 44.5
2017,9,WAS,SEA,True,Underdog,,,-8.0,U 44.5
2017,9,DAL,KC,False,Favorite,W,28-17,-2.5,U 53
2017,9,KC,DAL,True,Underdog,,,-2.5,U 53
2017,9,LV,MIA,True,Favorite,W,27-24,0.0,O 44.5
2017,9,MIA,LV,False,Underdog,,,0.0,O 44.5
2017,9,DET,GB,True,Favorite,W,30-17,-2.5,O 42.5
2017,9,GB,DET,False,Underdog,,,-2.5,O 42.5
2017,10,SEA,ARI,True,Favorite,W,22-16,0.0,U 40
2017,10,ARI,SEA,False,Underdog,,,0.0,U 40
2017,10,NO,BUF,True,Favorite,W,47-10,-2.0,O 48.5
2017,10,BUF,NO,False,Underdog,,,-2.0,O 48.5
2017,10,CHI,GB,False,Favorite,L,16-23,-4.5,O 37.5
2017,10,GB,CHI,True,Underdog,,,-4.5,O 37.5
2017,10,DET,CLE,False,Favorite,W,38-24,-10.5,O 42.5
2017,10,CLE,DET,True,Underdog,,,-10.5,O 42.5
2017,10,PIT,IND,True,Favorite,W,20-17,-10.5,U 47
2017,10,IND,PIT,False,Underdog,,,-10.5,U 47
2017,10,JAX,LAC,False,Favorite,W,20-17,-5.0,U 40.5
2017,10,LAC,JAX,True,Underdog,,,-5.0,U 40.5
2017,10,TB,NYJ,False,Favorite,W,15-10,-1.0,U 44.5
2017,10,NYJ,TB,True,Underdog,,,-1.0,U 44.5
2017,10,TEN,CIN,False,Favorite,W,24-20,-4.5,O 40.5
2017,10,CIN,TEN,True,Underdog,,,-4.5,O 40.5
2017,10,MIN,WAS,True,Favorite,W,38-30,-1.0,O 43
2017,10,WAS,MIN,False,Underdog,,,-1.0,O 43
2017,10,LA,HOU,False,Favorite,W,33-7,-12.0,U 45
2017,10,HOU,LA,True,Underdog,,,-12.0,U 45
2017,10,ATL,DAL,False,Favorite,W,27-7,-3.5,U 49
2017,10,DAL,ATL,True,Underdog,,,-3.5,U 49
2017,10,NYG,SF,True,Favorite,L,21-31,-3.0,O 41.5
2017,10,SF,NYG,False,Underdog,,,-3.0,O 41.5
2017,10,NE,DEN,True,Favorite,W,41-16,-7.0,O 45
2017,10,DEN,NE,False,Underdog,,,-7.0,O 45
2017,10,CAR,MIA,False,Favorite,W,45-21,-8.0,O 38.5
2017,10,MIA,CAR,True,Underdog,,,-8.0,O 38.5
2017,11,PIT,TEN,False,Favorite,W,40-17,-7.0,O 44.5
2017,11,TEN,PIT,True,Underdog,,,-7.0,O 44.5
2017,11,DET,CHI,True,Favorite,W,27-24,0.0,O 41
2017,11,CHI,DET,False,Underdog,,,0.0,O 41
2017,11,JAX,CLE,True,Favorite,W,19-7,-7.5,U 37
2017,11,CLE,JAX,False,Underdog,,,-7.5,U 37
2017,11,BAL,GB,True,Favorite,W,23-0,-2.5,U 38.5
2017,11,GB,BAL,False,Underdog,,,-2.5,U 38.5
2017,11,HOU,ARI,False,Favorite,W,31-21,-2.5,O 38
2017,11,ARI,HOU,True,Underdog,,,-2.5,O 38
2017,11,TB,MIA,True,Favorite,W,30-20,-1.0,O 44
2017,11,MIA,TB,False,Underdog,,,-1.0,O 44
2017,11,MIN,LA,False,Favorite,W,24-7,-1.0,U 46
2017,11,LA,MIN,True,Underdog,,,-1.0,U 46
2017,11,NO,WAS,False,Favorite,W,34-31,-9.5,O 52.5
2017,11,WAS,NO,True,Underdog,,,-9.5,O 52.5
2017,11,KC,NYG,True,Favorite,L,9-12,-10.0,U 44.5
2017,11,NYG,KC,False,Underdog,,,-10.0,U 44.5
2017,11,LAC,BUF,False,Favorite,W,54-24,-7.0,O 41.5
2017,11,BUF,LAC,True,Underdog,,,-7.0,O 41.5
2017,11,DEN,CIN,False,Favorite,L,17-20,-2.5,U 37.5
2017,11,CIN,DEN,True,Underdog,,,-2.5,U 37.5
2017,11,NE,LV,True,Favorite,W,33-8,-7.0,U 55
2017,11,LV,NE,False,Underdog,,,-7.0,U 55
2017,11,PHI,DAL,True,Favorite,W,37-9,-6.0,U 48
2017,11,DAL,PHI,False,Underdog,,,-6.0,U 48
2017,11,ATL,SEA,True,Favorite,W,34-31,-1.0,O 46
2017,11,SEA,ATL,False,Underdog,,,-1.0,O 46
2017,12,MIN,DET,True,Favorite,W,30-23,-2.5,O 46
2017,12,DET,MIN,False,Underdog,,,-2.5,O 46
2017,12,LAC,DAL,True,Favorite,W,28-6,-1.0,U 46.5
2017,12,DAL,LAC,False,Underdog,,,-1.0,U 46.5
2017,12,WAS,NYG,False,Favorite,W,20-10,-7.0,U 44
2017,12,NYG,WAS,True,Underdog,,,-7.0,U 44
2017,12,ATL,TB,False,Favorite,W,34-20,-10.5,O 47
2017,12,TB,ATL,True,Underdog,,,-10.5,O 47
2017,12,CIN,CLE,False,Favorite,W,30-16,-7.5,O 39
2017,12,CLE,CIN,True,Underdog,,,-7.5,O 39
2017,12,TEN,IND,True,Favorite,W,20-16,-3.0,U 46.5
2017,12,IND,TEN,False,Underdog,,,-3.0,U 46.5
2017,12,KC,BUF,False,Favorite,L,10-16,-8.5,U 47
2017,12,BUF,KC,True,Underdog,,,-8.5,U 47
2017,12,NE,MIA,False,Favorite,W,35-17,-17.0,O 49
2017,12,MIA,NE,True,Underdog,,,-17.0,O 49
2017,12,CAR,NYJ,True,Favorite,W,35-27,-5.5,O 39.5
2017,12,NYJ,CAR,False,Underdog,,,-5.5,O 39.5
2017,12,PHI,CHI,False,Favorite,W,31-3,-14.0,U 43.5
2017,12,CHI,PHI,True,Underdog,,,-14.0,U 43.5
2017,12,SEA,SF,True,Favorite,W,24-13,-7.0,U 45
2017,12,SF,SEA,False,Underdog,,,-7.0,U 45
2017,12,JAX,ARI,True,Favorite,L,24-27,-6.0,O 37.5
2017,12,ARI,JAX,False,Underdog,,,-6.0,O 37.5
2017,12,LA,NO,False,Favorite,W,26-20,-2.5,U 54
2017,12,NO,LA,True,Underdog,,,-2.5,U 54
2017,12,LV,DEN,False,Favorite,W,21-14,-3.5,U 41
2017,12,DEN,LV,True,Underdog,,,-3.5,U 41
2017,12,PIT,GB,False,Favorite,W,31-28,-14.0,O 42.5
2017,12,GB,PIT,True,Underdog,,,-14.0,O 42.5
2017,12,BAL,HOU,False,Favorite,W,23-16,-7.5,U 39.5
2017,12,HOU,BAL,True,Underdog,,,-7.5,U 39.5
2017,13,WAS,DAL,True,Favorite,L,14-38,-1.5,O 47
2017,13,DAL,WAS,False,Underdog,,,-1.5,O 47
2017,13,ATL,MIN,False,Favorite,L,9-14,-2.0,U 48.5
2017,13,MIN,ATL,True,Underdog,,,-2.0,U 48.5
2017,13,BAL,DET,False,Favorite,W,44-20,-2.5,O 43
2017,13,DET,BAL,True,Underdog,,,-2.5,O 43
2017,13,NE,BUF,True,Favorite,W,23-3,-7.5,U 48.5
2017,13,BUF,NE,False,Underdog,,,-7.5,U 48.5
2017,13,CHI,SF,False,Favorite,L,14-15,-2.5,U 42
2017,13,SF,CHI,True,Underdog,,,-2.5,U 42
2017,13,GB,TB,False,Favorite,W,26-20,-3.0,O 45
2017,13,TB,GB,True,Underdog,,,-3.0,O 45
2017,13,JAX,IND,False,Favorite,W,30-10,-10.0,U 41
2017,13,IND,JAX,True,Underdog,,,-10.0,U 41
2017,13,DEN,MIA,True,Favorite,L,9-35,-1.0,O 41
2017,13,MIA,DEN,False,Underdog,,,-1.0,O 41
2017,13,KC,NYJ,True,Favorite,L,31-38,-4.0,O 44
2017,13,NYJ,KC,False,Underdog,,,-4.0,O 44
2017,13,TEN,HOU,False,Favorite,W,24-13,-7.0,U 42.5
2017,13,HOU,TEN,True,Underdog,,,-7.0,U 42.5
2017,13,LAC,CLE,False,Favorite,W,19-10,-13.5,U 45
2017,13,CLE,LAC,True,Underdog,,,-13.5,U 45
2017,13,LA,ARI,True,Favorite,W,32-16,-7.5,O 43
2017,13,ARI,LA,False,Underdog,,,-7.5,O 43
2017,13,NO,CAR,False,Favorite,W,31-21,-5.5,O 48
2017,13,CAR,NO,True,Underdog,,,-5.5,O 48
2017,13,LV,NYG,False,Favorite,W,24-17,-10.0,U 43
2017,13,NYG,LV,True,Underdog,,,-10.0,U 43
2017,13,PHI,SEA,True,Favorite,L,10-24,-3.5,U 46.5
2017,13,SEA,PHI,False,Underdog,,,-3.5,U 46.5
2017,13,PIT,CIN,True,Favorite,W,23-20,-4.5,O 42.5
2017,13,CIN,PIT,False,Underdog,,,-4.5,O 42.5
2017,14,ATL,NO,False,Favorite,W,20-17,-2.5,U 51.5
2017,14,NO,ATL,True,Underdog,,,-2.5,U 51.5
2017,14,BUF,IND,False,Favorite,W,13-7,-3.5,U 36.5
2017,14,IND,BUF,True,Underdog,,,-3.5,U 36.5
2017,14,MIN,CAR,True,Favorite,L,24-31,-2.5,O 40.5
2017,14,CAR,MIN,False,Underdog,,,-2.5,O 40.5
2017,14,CIN,CHI,False,Favorite,L,7-33,-6.0,U 40.5
2017,14,CHI,CIN,True,Underdog,,,-6.0,U 40.5
2017,14,GB,CLE,True,Favorite,W,27-21,-2.5,O 38.5
2017,14,CLE,GB,False,Underdog,,,-2.5,O 38.5
2017,14,HOU,SF,False,Favorite,L,16-26,-1.0,U 45.5
2017,14,SF,HOU,True,Underdog,,,-1.0,U 45.5
2017,14,KC,LV,False,Favorite,W,26-15,-4.5,U 48.5
2017,14,LV,KC,True,Underdog,,,-4.5,U 48.5
2017,14,DAL,NYG,True,Favorite,W,30-10,-4.0,U 42
2017,14,NYG,DAL,False,Underdog,,,-4.0,U 42
2017,14,TB,DET,False,Favorite,L,21-24,,U 47.5
2017,14,DET,TB,True,Underdog,,,,U 47.5
2017,14,TEN,ARI,True,Favorite,L,7-12,-2.5,U 42
2017,14,ARI,TEN,False,Underdog,,,-2.5,U 42
2017,14,NYJ,DEN,True,Favorite,L,0-23,-1.0,U 40.5
2017,14,DEN,NYJ,False,Underdog,,,-1.0,U 40.5
2017,14,LAC,WAS,False,Favorite,W,30-13,-6.0,U 46.5
2017,14,WAS,LAC,True,Underdog,,,-6.0,U 46.5
2017,14,JAX,SEA,False,Favorite,W,30-24,-3.0,O 41
2017,14,SEA,JAX,True,Underdog,,,-3.0,O 41
2017,14,LA,PHI,False,Favorite,L,35-43,-1.0,O 47.5
2017,14,PHI,LA,True,Underdog,,,-1.0,O 47.5
2017,14,PIT,BAL,False,Favorite,W,39-38,-6.0,O 43
2017,14,BAL,PIT,True,Underdog,,,-6.0,O 43
2017,14,NE,MIA,True,Favorite,L,20-27,-10.5,U 48
2017,14,MIA,NE,False,Underdog,,,-10.5,U 48
2017,15,DEN,IND,True,Favorite,W,25-13,-3.0,U 40.5
2017,15,IND,DEN,False,Underdog,,,-3.0,U 40.5
2017,15,DET,CHI,False,Favorite,W,20-10,-5.0,U 43.5
2017,15,CHI,DET,True,Underdog,,,-5.0,U 43.5
