season,week,team_abbr,opponent_abbr,home,role,result,score,spread,over_under
2021,2,MIA,BUF,False,Underdog,,,-3.5,U 47.5
2021,2,NE,NYJ,True,Favorite,W,25-6,-6.0,U 43
2021,2,NYJ,NE,False,Underdog,,,-6.0,U 43
2021,2,SF,PHI,True,Favorite,W,17-11,-3.0,U 49
2021,2,PHI,SF,False,Underdog,,,-3.0,U 49
2021,2,PIT,LV,False,Favorite,L,17-26,-6.0,U 47
2021,2,LV,PIT,True,Underdog,,,-6.0,U 47
2021,2,ARI,MIN,False,Favorite,W,34-33,-3.5,O 50.5
2021,2,MIN,ARI,True,Underdog,,,-3.5,O 50.5
2021,2,TB,ATL,False,Favorite,W,48-25,-12.5,O 51.5
2021,2,ATL,TB,True,Underdog,,,-12.5,O 51.5
2021,2,LAC,DAL,False,Favorite,L,17-20,-3.0,U 55
2021,2,DAL,LAC,True,Underdog,,,-3.0,U 55
2021,2,SEA,TEN,False,Favorite,L,30-33,-6.5,O 54
2021,2,TEN,SEA,True,Underdog,,,-6.5,O 54
2021,2,KC,BAL,True,Favorite,L,35-36,-4.0,O 54.5
2021,2,BAL,KC,False,Underdog,,,-4.0,O 54.5
2021,2,GB,DET,False,Favorite,W,35-17,-11.5,O 48
2021,2,DET,GB,True,Underdog,,,-11.5,O 48
2021,3,CAR,HOU,True,Favorite,W,24-9,-9.0,U 43.5
2021,3,HOU,CAR,False,Underdog,,,-9.0,U 43.5
2021,3,BUF,WAS,False,Favorite,W,43-21,-7.0,O 45.5
2021,3,WAS,BUF,True,Underdog,,,-7.0,O 45.5
2021,3,CLE,CHI,False,Favorite,W,26-6,-7.5,U 44.5
2021,3,CHI,CLE,True,Underdog,,,-7.5,U 44.5
2021,3,BAL,DET,True,Favorite,W,19-17,-7.5,U 50.5
2021,3,DET,BAL,False,Underdog,,,-7.5,U 50.5
2021,3,ARI,JAX,True,Favorite,W,31-19,-7.5,U 51.5
2021,3,JAX,ARI,False,Underdog,,,-7.5,U 51.5
2021,3,KC,LAC,False,Favorite,L,24-30,-7.0,U 54.5
2021,3,LAC,KC,True,Underdog,,,-7.0,U 54.5
2021,3,NE,NO,False,Favorite,L,13-28,-3.0,U 42.5
2021,3,NO,NE,True,Underdog,,,-3.0,U 42.5
2021,3,NYG,ATL,False,Favorite,L,14-17,-3.0,U 47.5
2021,3,ATL,NYG,True,Underdog,,,-3.0,U 47.5
2021,3,PIT,CIN,False,Favorite,L,10-24,-3.0,U 43
2021,3,CIN,PIT,True,Underdog,,,-3.0,U 43
2021,3,TEN,IND,False,Favorite,W,25-16,-5.5,U 47.5
2021,3,IND,TEN,True,Underdog,,,-5.5,U 47.5
2021,3,DEN,NYJ,False,Favorite,W,26-0,-10.0,U 41.5
2021,3,NYJ,DEN,True,Underdog,,,-10.0,U 41.5
2021,3,LV,MIA,False,Favorite,W,31-28,-4.0,O 44
2021,3,MIA,LV,True,Underdog,,,-4.0,O 44
2021,3,TB,LA,True,Favorite,L,24-34,-1.5,O 55.5
2021,3,LA,TB,False,Underdog,,,-1.5,O 55.5
2021,3,SEA,MIN,True,Favorite,L,17-30,-2.0,U 55
2021,3,MIN,SEA,False,Underdog,,,-2.0,U 55
2021,3,SF,GB,False,Favorite,L,28-30,-3.0,O 50.5
2021,3,GB,SF,True,Underdog,,,-3.0,O 50.5
2021,3,DAL,PHI,False,Favorite,W,41-21,-3.5,O 51.5
2021,3,PHI,DAL,True,Underdog,,,-3.5,O 51.5
2021,4,CIN,JAX,False,Favorite,W,24-21,-7.5,U 46.5
2021,4,JAX,CIN,True,Underdog,,,-7.5,U 46.5
2021,4,WAS,ATL,True,Favorite,W,34-30,-2.0,O 48
2021,4,ATL,WAS,False,Underdog,,,-2.0,O 48
2021,4,BUF,HOU,False,Favorite,W,40-0,-17.5,U 47
2021,4,HOU,BUF,True,Underdog,,,-17.5,U 47
2021,4,CHI,DET,False,Favorite,W,24-14,-3.0,U 41.5
2021,4,DET,CHI,True,Underdog,,,-3.0,U 41.5
2021,4,DAL,CAR,False,Favorite,W,36-28,-4.0,O 51.5
2021,4,CAR,DAL,True,Underdog,,,-4.0,O 51.5
2021,4,MIA,IND,False,Favorite,L,17-27,-2.5,O 42.5
2021,4,IND,MIA,True,Underdog,,,-2.5,O 42.5
2021,4,CLE,MIN,True,Favorite,W,14-7,-1.0,U 51.5
2021,4,MIN,CLE,False,Underdog,,,-1.0,U 51.5
2021,4,NO,NYG,False,Favorite,L,21-27,-7.0,O 41.5
2021,4,NYG,NO,True,Underdog,,,-7.0,O 41.5
2021,4,TEN,NYJ,True,Favorite,L,24-27,-6.0,O 44
2021,4,NYJ,TEN,False,Underdog,,,-6.0,O 44
2021,4,KC,PHI,True,Favorite,W,42-30,-7.0,O 54.5
2021,4,PHI,KC,False,Underdog,,,-7.0,O 54.5
2021,4,LA,ARI,False,Favorite,L,20-37,-4.0,O 54.5
2021,4,ARI,LA,True,Underdog,,,-4.0,O 54.5
2021,4,SF,SEA,False,Favorite,L,21-28,-2.5,U 52
2021,4,SEA,SF,True,Underdog,,,-2.5,U 52
2021,4,BAL,DEN,True,Favorite,W,23-7,-1.0,U 44
2021,4,DEN,BAL,False,Underdog,,,-1.0,U 44
2021,4,GB,PIT,False,Favorite,W,27-17,-6.0,U 44.5
2021,4,PIT,GB,True,Underdog,,,-6.0,U 44.5
2021,4,TB,NE,True,Favorite,W,19-17,-7.0,U 49.5
2021,4,NE,TB,False,Underdog,,,-7.0,U 49.5
2021,4,LAC,LV,False,Favorite,W,28-14,-3.0,U 52
2021,4,LV,LAC,True,Underdog,,,-3.0,U 52
2021,5,LA,SEA,True,Favorite,W,26-17,-2.5,U 54.5
2021,5,SEA,LA,False,Underdog,,,-2.5,U 54.5
2021,5,ATL,NYJ,True,Favorite,W,27-20,-2.5,O 45
2021,5,NYJ,ATL,False,Underdog,,,-2.5,O 45
2021,5,CAR,PHI,False,Favorite,L,18-21,-3.0,U 46
2021,5,PHI,CAR,True,Underdog,,,-3.0,U 46
2021,5,GB,CIN,True,Favorite,W,25-22,0.0,U 51
2021,5,CIN,GB,False,Underdog,,,0.0,U 51
2021,5,NE,HOU,True,Favorite,W,25-22,-8.0,O 39
2021,5,HOU,NE,False,Underdog,,,-8.0,O 39
2021,5,TEN,JAX,True,Favorite,W,37-19,-4.5,O 48.5
2021,5,JAX,TEN,False,Underdog,,,-4.5,O 48.5
2021,5,MIN,DET,False,Favorite,W,19-17,-10.0,U 49.5
2021,5,DET,MIN,True,Underdog,,,-10.0,U 49.5
2021,5,DEN,PIT,True,Favorite,L,19-27,-1.5,O 39.5
2021,5,PIT,DEN,False,Underdog,,,-1.5,O 39.5
2021,5,TB,MIA,False,Favorite,W,45-17,-10.0,O 48
2021,5,MIA,TB,True,Underdog,,,-10.0,O 48
2021,5,NO,WAS,True,Favorite,W,33-22,-2.5,O 43.5
2021,5,WAS,NO,False,Underdog,,,-2.5,O 43.5
2021,5,LV,CHI,False,Favorite,L,9-20,-5.5,U 45.5
2021,5,CHI,LV,True,Underdog,,,-5.5,U 45.5
2021,5,LAC,CLE,False,Favorite,W,47-42,-2.5,O 46.5
2021,5,CLE,LAC,True,Underdog,,,-2.5,O 46.5
2021,5,ARI,SF,False,Favorite,W,17-10,-5.0,U 48.5
2021,5,SF,ARI,True,Underdog,,,-5.0,U 48.5
2021,5,DAL,NYG,False,Favorite,W,44-20,-7.0,O 52.5
2021,5,NYG,DAL,True,Underdog,,,-7.0,O 52.5
2021,5,KC,BUF,False,Favorite,L,20-38,-2.5,O 56.5
2021,5,BUF,KC,True,Underdog,,,-2.5,O 56.5
2021,5,BAL,IND,False,Favorite,W,31-25,-7.0,O 46
2021,5,IND,BAL,True,Underdog,,,-7.0,O 46
2021,6,TB,PHI,True,Favorite,W,28-22,-7.0,U 52.5
2021,6,PHI,TB,False,Underdog,,,-7.0,U 52.5
2021,6,MIA,JAX,True,Favorite,L,20-23,-3.0,U 47
2021,6,JAX,MIA,False,Underdog,,,-3.0,U 47
2021,6,BAL,LAC,False,Favorite,W,34-6,-2.5,U 51.5
2021,6,LAC,BAL,True,Underdog,,,-2.5,U 51.5
2021,6,MIN,CAR,True,Favorite,W,34-28,-2.5,O 45.5
2021,6,CAR,MIN,False,Underdog,,,-2.5,O 45.5
2021,6,GB,CHI,True,Favorite,W,24-14,-6.0,U 44
2021,6,CHI,GB,False,Underdog,,,-6.0,U 44
2021,6,CIN,DET,True,Favorite,W,34-11,-3.5,U 47
2021,6,DET,CIN,False,Underdog,,,-3.5,U 47
2021,6,IND,HOU,False,Favorite,W,31-3,-10.0,U 43.5
2021,6,HOU,IND,True,Underdog,,,-10.0,U 43.5
2021,6,LA,NYG,True,Favorite,W,38-11,-9.0,O 48.5
2021,6,NYG,LA,False,Underdog,,,-9.0,O 48.5
2021,6,KC,WAS,True,Favorite,W,31-13,-7.0,U 54
2021,6,WAS,KC,False,Underdog,,,-7.0,U 54
2021,6,CLE,ARI,False,Favorite,L,14-37,-3.5,O 48.5
2021,6,ARI,CLE,True,Underdog,,,-3.5,O 48.5
2021,6,DEN,LV,False,Favorite,L,24-34,-4.0,O 43.5
2021,6,LV,DEN,True,Underdog,,,-4.0,O 43.5
2021,6,DAL,NE,True,Favorite,W,35-29,-3.5,O 50.5
2021,6,NE,DAL,False,Underdog,,,-3.5,O 50.5
2021,6,PIT,SEA,False,Favorite,W,23-20,-5.0,P 43
2021,6,SEA,PIT,True,Underdog,,,-5.0,P 43
2021,6,BUF,TEN,True,Favorite,L,31-34,-6.0,O 53.5
2021,6,TEN,BUF,False,Underdog,,,-6.0,O 53.5
2021,7,CLE,DEN,False,Favorite,W,17-14,-1.5,U 41.5
2021,7,DEN,CLE,True,Underdog,,,-1.5,U 41.5
2021,7,BAL,CIN,False,Favorite,L,17-41,-6.5,O 45.5
2021,7,CIN,BAL,True,Underdog,,,-6.5,O 45.5
2021,7,GB,WAS,False,Favorite,W,24-10,-8.0,U 48
2021,7,WAS,GB,True,Underdog,,,-8.0,U 48
2021,7,ATL,MIA,True,Favorite,W,30-28,0.0,O 47.5
2021,7,MIA,ATL,False,Underdog,,,0.0,O 47.5
2021,7,NE,NYJ,False,Favorite,W,54-13,-7.0,O 42.5
2021,7,NYJ,NE,True,Underdog,,,-7.0,O 42.5
2021,7,CAR,NYG,True,Favorite,L,3-25,-3.0,U 42.5
2021,7,NYG,CAR,False,Underdog,,,-3.0,U 42.5
2021,7,KC,TEN,True,Favorite,L,3-27,-4.0,U 57.5
2021,7,TEN,KC,False,Underdog,,,-4.0,U 57.5
2021,7,LV,PHI,False,Favorite,W,33-22,-3.0,O 48.5
2021,7,PHI,LV,True,Underdog,,,-3.0,O 48.5
2021,7,LA,DET,False,Favorite,W,28-19,-16.5,U 50.5
2021,7,DET,LA,True,Underdog,,,-16.5,U 50.5
2021,7,ARI,HOU,False,Favorite,W,31-5,-18.0,U 47.5
2021,7,HOU,ARI,True,Underdog,,,-18.0,U 47.5
2021,7,TB,CHI,False,Favorite,W,38-3,-11.5,U 47
2021,7,CHI,TB,True,Underdog,,,-11.5,U 47
2021,7,SF,IND,False,Favorite,L,18-30,-4.0,O 42.5
2021,7,IND,SF,True,Underdog,,,-4.0,O 42.5
2021,7,NO,SEA,True,Favorite,W,13-10,-4.5,U 42.5
2021,7,SEA,NO,False,Underdog,,,-4.5,U 42.5
2021,8,ARI,GB,False,Favorite,L,21-24,-6.5,U 50.5
2021,8,GB,ARI,True,Underdog,,,-6.5,U 50.5
2021,8,ATL,CAR,False,Favorite,L,13-19,-3.0,U 47
2021,8,CAR,ATL,True,Underdog,,,-3.0,U 47
2021,8,BUF,MIA,False,Favorite,W,26-11,-14.0,U 49
2021,8,MIA,BUF,True,Underdog,,,-14.0,U 49
2021,8,SF,CHI,True,Favorite,W,33-22,-4.0,O 39.5
2021,8,CHI,SF,False,Underdog,,,-4.0,O 39.5
2021,8,CLE,PIT,False,Favorite,L,10-15,-4.5,U 43
2021,8,PIT,CLE,True,Underdog,,,-4.5,U 43
2021,8,PHI,DET,True,Favorite,W,44-6,-3.5,O 48
2021,8,DET,PHI,False,Underdog,,,-3.5,O 48
2021,8,LA,HOU,True,Favorite,W,38-22,0.0,O 46.5
2021,8,HOU,LA,False,Underdog,,,0.0,O 46.5
2021,8,IND,TEN,False,Favorite,L,31-34,-3.0,O 51
2021,8,TEN,IND,True,Underdog,,,-3.0,O 51
2021,8,CIN,NYJ,True,Favorite,L,31-34,-11.0,O 43
2021,8,NYJ,CIN,False,Underdog,,,-11.0,O 43
2021,8,LAC,NE,False,Favorite,L,24-27,-4.5,O 49.5
2021,8,NE,LAC,True,Underdog,,,-4.5,O 49.5
2021,8,SEA,JAX,False,Favorite,W,31-7,-3.5,U 44.5
2021,8,JAX,SEA,True,Underdog,,,-3.5,U 44.5
2021,8,DEN,WAS,False,Favorite,W,17-10,-3.5,U 45
2021,8,WAS,DEN,True,Underdog,,,-3.5,U 45
2021,8,TB,NO,True,Favorite,L,27-36,-4.5,O 49
2021,8,NO,TB,False,Underdog,,,-4.5,O 49
2021,8,MIN,DAL,False,Favorite,L,16-20,-3.0,U 51.5
2021,8,DAL,MIN,True,Underdog,,,-3.0,U 51.5
2021,8,KC,NYG,False,Favorite,W,20-17,-10.0,U 52
2021,8,NYG,KC,True,Underdog,,,-10.0,U 52
2021,9,IND,NYJ,False,Favorite,W,45-30,-10.5,O 46
2021,9,NYJ,IND,True,Underdog,,,-10.5,O 46
2021,9,BAL,MIN,False,Favorite,W,34-31,-6.0,O 50.5
2021,9,MIN,BAL,True,Underdog,,,-6.0,O 50.5
2021,9,NE,CAR,True,Favorite,W,24-6,-3.5,U 41
2021,9,CAR,NE,False,Underdog,,,-3.5,U 41
2021,9,CIN,CLE,False,Favorite,L,16-41,-2.5,O 47.5
2021,9,CLE,CIN,True,Underdog,,,-2.5,O 47.5
2021,9,DAL,DEN,False,Favorite,L,16-30,-10.0,U 48.5
2021,9,DEN,DAL,True,Underdog,,,-10.0,U 48.5
2021,9,BUF,JAX,True,Favorite,L,6-9,-14.5,U 48.5
2021,9,JAX,BUF,False,Underdog,,,-14.5,U 48.5
2021,9,MIA,HOU,False,Favorite,W,17-9,-5.5,U 46.5
2021,9,HOU,MIA,True,Underdog,,,-5.5,U 46.5
2021,9,NO,ATL,False,Favorite,L,25-27,-6.0,O 41.5
2021,9,ATL,NO,True,Underdog,,,-6.0,O 41.5
2021,9,LV,NYG,True,Favorite,L,16-23,-3.0,U 46.5
2021,9,NYG,LV,False,Underdog,,,-3.0,U 46.5
2021,9,LAC,PHI,True,Favorite,W,27-24,-1.5,O 49
2021,9,PHI,LAC,False,Underdog,,,-1.5,O 49
2021,9,KC,GB,False,Favorite,W,13-7,-7.5,U 48
2021,9,GB,KC,True,Underdog,,,-7.5,U 48
2021,9,SF,ARI,False,Favorite,L,17-31,-3.5,O 45
2021,9,ARI,SF,True,Underdog,,,-3.5,O 45
2021,9,LA,TEN,False,Favorite,L,16-28,-7.5,U 52.5
2021,9,TEN,LA,True,Underdog,,,-7.5,U 52.5
2021,9,PIT,CHI,False,Favorite,W,29-27,-6.5,O 38.5
2021,9,CHI,PIT,True,Underdog,,,-6.5,O 38.5
2021,10,BAL,MIA,True,Favorite,L,10-22,-7.5,U 46.5
2021,10,MIA,BAL,False,Underdog,,,-7.5,U 46.5
2021,10,DAL,ATL,False,Favorite,W,43-3,-8.0,U 55
2021,10,ATL,DAL,True,Underdog,,,-8.0,U 55
2021,10,IND,JAX,False,Favorite,W,23-17,-10.0,U 47.5
2021,10,JAX,IND,True,Underdog,,,-10.0,U 47.5
2021,10,NE,CLE,False,Favorite,W,45-7,-2.5,O 45
2021,10,CLE,NE,True,Underdog,,,-2.5,O 45
2021,10,BUF,NYJ,True,Favorite,W,45-17,-13.0,O 47.5
2021,10,NYJ,BUF,False,Underdog,,,-13.0,O 47.5
2021,10,PIT,DET,False,Favorite,T,16-16,-6.0,U 41
2021,10,DET,PIT,True,Underdog,,,-6.0,U 41
2021,10,TEN,NO,False,Favorite,W,23-21,-3.0,P 44
2021,10,NO,TEN,True,Underdog,,,-3.0,P 44
2021,10,TB,WAS,True,Favorite,L,19-29,-9.5,U 51
2021,10,WAS,TB,False,Underdog,,,-9.5,U 51
2021,10,ARI,CAR,False,Favorite,L,10-34,-10.5,O 43
2021,10,CAR,ARI,True,Underdog,,,-10.5,O 43
2021,10,LAC,MIN,False,Favorite,L,20-27,-3.0,U 53.5
2021,10,MIN,LAC,True,Underdog,,,-3.0,U 53.5
2021,10,DEN,PHI,False,Favorite,L,13-30,-2.0,U 46
2021,10,PHI,DEN,True,Underdog,,,-2.0,U 46
2021,10,GB,SEA,False,Favorite,W,17-0,-3.5,U 49.5
2021,10,SEA,GB,True,Underdog,,,-3.5,U 49.5
2021,10,KC,LV,True,Favorite,W,41-14,-2.5,O 52
2021,10,LV,KC,False,Underdog,,,-2.5,O 52
2021,10,LA,SF,True,Favorite,L,10-31,-4.0,U 49.5
2021,10,SF,LA,False,Underdog,,,-4.0,U 49.5
2021,11,NE,ATL,True,Favorite,W,25-0,-7.0,U 47
2021,11,ATL,NE,False,Underdog,,,-7.0,U 47
2021,11,BUF,IND,False,Favorite,L,15-41,-7.0,O 49.5
2021,11,IND,BUF,True,Underdog,,,-7.0,O 49.5
2021,11,CAR,WAS,False,Favorite,L,21-27,-3.5,O 43
2021,11,WAS,CAR,True,Underdog,,,-3.5,O 43
2021,11,BAL,CHI,True,Favorite,W,16-13,-5.0,U 43.5
2021,11,CHI,BAL,False,Underdog,,,-5.0,U 43.5
2021,11,CLE,DET,False,Favorite,W,13-10,-12.5,U 42.5
2021,11,DET,CLE,True,Underdog,,,-12.5,U 42.5
2021,11,SF,JAX,True,Favorite,W,30-10,-6.5,U 45
2021,11,JAX,SF,False,Underdog,,,-6.5,U 45
2021,11,GB,MIN,True,Favorite,L,31-34,-1.0,O 47
2021,11,MIN,GB,False,Underdog,,,-1.0,O 47
2021,11,MIA,NYJ,True,Favorite,W,24-17,-3.5,U 44.5
2021,11,NYJ,MIA,False,Underdog,,,-3.5,U 44.5
2021,11,PHI,NO,False,Favorite,W,40-29,-2.5,O 42.5
2021,11,NO,PHI,True,Underdog,,,-2.5,O 42.5
2021,11,TEN,HOU,False,Favorite,L,13-22,-10.0,U 44.5
2021,11,HOU,TEN,True,Underdog,,,-10.0,U 44.5
2021,11,CIN,LV,True,Favorite,W,32-13,-1.0,U 50.5
2021,11,LV,CIN,False,Underdog,,,-1.0,U 50.5
2021,11,KC,DAL,False,Favorite,W,19-9,-2.5,U 56.5
2021,11,DAL,KC,True,Underdog,,,-2.5,U 56.5
2021,11,SEA,ARI,False,Favorite,L,13-23,-2.5,U 47
2021,11,ARI,SEA,True,Underdog,,,-2.5,U 47
2021,11,LAC,PIT,False,Favorite,W,41-37,-5.5,O 47.5
2021,11,PIT,LAC,True,Underdog,,,-5.5,O 47.5
2021,11,TB,NYG,False,Favorite,W,30-10,-11.0,U 50
2021,11,NYG,TB,True,Underdog,,,-11.0,U 50
2021,12,CHI,DET,True,Favorite,W,16-14,-3.0,U 41
2021,12,DET,CHI,False,Underdog,,,-3.0,U 41
2021,12,DAL,LV,False,Favorite,L,33-36,-7.5,O 51.5
2021,12,LV,DAL,True,Underdog,,,-7.5,O 51.5
2021,12,BUF,NO,True,Favorite,W,31-6,-6.5,U 45
2021,12,NO,BUF,False,Underdog,,,-6.5,U 45
2021,12,CIN,PIT,False,Favorite,W,41-10,-3.5,O 44
2021,12,PIT,CIN,True,Underdog,,,-3.5,O 44
2021,12,HOU,NYJ,False,Favorite,L,14-21,-2.5,U 44.5
2021,12,NYJ,HOU,True,Underdog,,,-2.5,U 44.5
2021,12,TB,IND,True,Favorite,W,38-31,-3.0,O 53.5
2021,12,IND,TB,False,Underdog,,,-3.0,O 53.5
2021,12,ATL,JAX,True,Favorite,W,21-14,-2.0,U 45.5
2021,12,JAX,ATL,False,Underdog,,,-2.0,U 45.5
2021,12,CAR,MIA,True,Favorite,L,10-33,-2.5,O 42
2021,12,MIA,CAR,False,Underdog,,,-2.5,O 42
2021,12,NE,TEN,False,Favorite,W,36-13,-7.0,O 43.5
2021,12,TEN,NE,True,Underdog,,,-7.0,O 43.5
2021,12,PHI,NYG,True,Favorite,L,7-13,-3.5,U 45.5
2021,12,NYG,PHI,False,Underdog,,,-3.5,U 45.5
2021,12,LAC,DEN,True,Favorite,L,13-28,-3.0,U 47
2021,12,DEN,LAC,False,Underdog,,,-3.0,U 47
2021,12,LA,GB,True,Favorite,L,28-36,-2.0,O 46.5
2021,12,GB,LA,False,Underdog,,,-2.0,O 46.5
2021,12,SF,MIN,False,Favorite,W,34-26,-3.5,O 49
2021,12,MIN,SF,True,Underdog,,,-3.5,O 49
2021,12,BAL,CLE,False,Favorite,W,16-10,-3.5,U 47
2021,12,CLE,BAL,True,Underdog,,,-3.5,U 47
2021,12,WAS,SEA,False,Favorite,W,17-15,,U 47
2021,12,SEA,WAS,True,Underdog,,,,U 47
2021,13,DAL,NO,True,Favorite,W,27-17,-5.0,U 47.5
2021,13,NO,DAL,False,Underdog,,,-5.0,U 47.5
2021,13,TB,ATL,True,Favorite,W,30-17,-10.5,U 50.5
2021,13,ATL,TB,False,Underdog,,,-10.5,U 50.5
2021,13,ARI,CHI,True,Favorite,W,33-22,-7.5,O 42
2021,13,CHI,ARI,False,Underdog,,,-7.5,O 42
2021,13,CIN,LAC,False,Favorite,L,22-41,-3.0,O 49.5
2021,13,LAC,CIN,True,Underdog,,,-3.0,O 49.5
2021,13,MIN,DET,True,Favorite,L,27-29,-7.0,O 46.5
2021,13,DET,MIN,False,Underdog,,,-7.0,O 46.5
2021,13,IND,HOU,True,Favorite,W,31-0,-10.0,U 44.5
2021,13,HOU,IND,False,Underdog,,,-10.0,U 44.5
2021,13,MIA,NYG,False,Favorite,W,20-9,-6.5,U 39.5
2021,13,NYG,MIA,True,Underdog,,,-6.5,U 39.5
2021,13,PHI,NYJ,True,Favorite,W,33-18,-5.0,O 43.5
2021,13,NYJ,PHI,False,Underdog,,,-5.0,O 43.5
2021,13,SF,SEA,True,Favorite,L,23-30,-3.5,O 45.5
2021,13,SEA,SF,False,Underdog,,,-3.5,O 45.5
2021,13,LV,WAS,False,Favorite,L,15-17,-1.5,U 48
2021,13,WAS,LV,True,Underdog,,,-1.5,U 48
2021,13,LA,JAX,False,Favorite,W,37-7,-13.0,U 48
2021,13,JAX,LA,True,Underdog,,,-13.0,U 48
2021,13,BAL,PIT,True,Favorite,L,19-20,-4.5,U 44
2021,13,PIT,BAL,False,Underdog,,,-4.5,U 44
2021,13,KC,DEN,False,Favorite,W,22-9,-9.5,U 47
2021,13,DEN,KC,True,Underdog,,,-9.5,U 47
2021,13,BUF,NE,False,Favorite,L,10-14,-2.5,U 41
2021,13,NE,BUF,True,Underdog,,,-2.5,U 41
2021,14,MIN,PIT,False,Favorite,W,36-28,-3.0,O 44
2021,14,PIT,MIN,True,Underdog,,,-3.0,O 44
2021,14,CAR,ATL,False,Favorite,L,21-29,-2.5,O 41
2021,14,ATL,CAR,True,Underdog,,,-2.5,O 41
2021,14,SF,CIN,True,Favorite,W,26-23,-1.5,P 49
2021,14,CIN,SF,False,Underdog,,,-1.5,P 49
2021,14,CLE,BAL,False,Favorite,W,24-22,-3.0,O 42.5
2021,14,BAL,CLE,True,Underdog,,,-3.0,O 42.5
2021,14,SEA,HOU,True,Favorite,W,33-13,-9.0,O 40.5
2021,14,HOU,SEA,False,Underdog,,,-9.0,O 40.5
2021,14,KC,LV,False,Favorite,W,48-9,-10.0,O 48
2021,14,LV,KC,True,Underdog,,,-10.0,O 48
2021,14,NO,NYJ,True,Favorite,W,30-9,-5.5,U 43
2021,14,NYJ,NO,False,Underdog,,,-5.5,U 43
2021,14,TEN,JAX,False,Favorite,W,20-0,-8.5,U 43.5
2021,14,JAX,TEN,True,Underdog,,,-8.5,U 43.5
2021,14,DAL,WAS,True,Favorite,W,27-20,-4.5,U 48
2021,14,WAS,DAL,False,Underdog,,,-4.5,U 48
2021,14,DEN,DET,False,Favorite,W,38-10,-11.0,O 42
2021,14,DET,DEN,True,Underdog,,,-11.0,O 42
2021,14,LAC,NYG,False,Favorite,W,37-21,-9.0,O 43
2021,14,NYG,LAC,True,Underdog,,,-9.0,O 43
2021,14,TB,BUF,False,Favorite,W,33-27,-3.5,O 54.5
2021,14,BUF,TB,True,Underdog,,,-3.5,O 54.5
2021,14,GB,CHI,False,Favorite,W,45-30,-11.5,O 43
2021,14,CHI,GB,True,Underdog,,,-11.5,O 43
2021,14,ARI,LA,False,Favorite,L,23-30,-2.5,O 51.5
2021,14,LA,ARI,True,Underdog,,,-2.5,O 51.5
2021,15,KC,LAC,True,Favorite,W,34-28,-3.0,O 52.5
2021,15,LAC,KC,False,Underdog,,,-3.0,O 52.5
2021,15,IND,NE,False,Favorite,W,27-17,-2.5,U 45.5
2021,15,NE,IND,True,Underdog,,,-2.5,U 45.5
2021,15,GB,BAL,True,Favorite,W,31-30,-9.5,O 45
2021,15,BAL,GB,False,Underdog,,,-9.5,O 45
2021,15,BUF,CAR,False,Favorite,W,31-14,-14.5,O 43
2021,15,CAR,BUF,True,Underdog,,,-14.5,O 43
2021,15,ARI,DET,True,Favorite,L,12-30,-13.0,U 48
2021,15,DET,ARI,False,Underdog,,,-13.0,U 48
2021,15,JAX,HOU,False,Favorite,L,16-30,-6.0,O 40
2021,15,HOU,JAX,True,Underdog,,,-6.0,O 40
2021,15,MIA,NYJ,False,Favorite,W,31-24,-10.0,O 42
2021,15,NYJ,MIA,True,Underdog,,,-10.0,O 42
2021,15,DAL,NYG,True,Favorite,W,21-6,-11.5,U 43.5
2021,15,NYG,DAL,False,Underdog,,,-11.5,U 43.5
2021,15,PIT,TEN,False,Favorite,W,19-13,-1.0,U 44
2021,15,TEN,PIT,True,Underdog,,,-1.0,U 44
2021,15,DEN,CIN,False,Favorite,L,10-15,-3.0,U 44
2021,15,CIN,DEN,True,Underdog,,,-3.0,U 44
2021,15,SF,ATL,False,Favorite,W,31-13,-8.5,U 48
2021,15,ATL,SF,True,Underdog,,,-8.5,U 48
2021,15,TB,NO,False,Favorite,L,0-9,-11.5,U 45.5
2021,15,NO,TB,True,Underdog,,,-11.5,U 45.5
2021,15,CLE,LV,False,Favorite,L,14-16,-3.0,U 41
2021,15,LV,CLE,True,Underdog,,,-3.0,U 41
2021,15,MIN,CHI,True,Favorite,W,17-9,-6.5,U 44.5
2021,15,CHI,MIN,False,Underdog,,,-6.5,U 44.5
2021,15,LA,SEA,False,Favorite,W,20-10,-7.0,U 46
2021,15,SEA,LA,True,Underdog,,,-7.0,U 46
2021,15,PHI,WAS,False,Favorite,W,27-17,-6.5,O 42
2021,15,WAS,PHI,True,Underdog,,,-6.5,O 42
2021,16,SF,TEN,True,Favorite,L,17-20,-3.5,U 44
2021,16,TEN,SF,False,Underdog,,,-3.5,U 44
2021,16,GB,CLE,False,Favorite,W,24-22,-7.5,U 46.5
2021,16,CLE,GB,True,Underdog,,,-7.5,U 46.5
2021,16,ARI,IND,False,Favorite,L,16-22,-2.0,U 49
2021,16,IND,ARI,True,Underdog,,,-2.0,U 49
2021,16,ATL,DET,False,Favorite,W,20-16,-6.5,U 42
2021,16,DET,ATL,True,Underdog,,,-6.5,U 42
2021,16,TB,CAR,True,Favorite,W,32-6,-9.5,U 43
2021,16,CAR,TB,False,Underdog,,,-9.5,U 43
2021,16,CIN,BAL,False,Favorite,W,41-21,-7.0,O 41.5
2021,16,BAL,CIN,True,Underdog,,,-7.0,O 41.5
2021,16,LAC,HOU,True,Favorite,L,29-41,-11.0,O 45.5
2021,16,HOU,LAC,False,Underdog,,,-11.0,O 45.5
