season,player_name,recent_team,receptions,receiving_yards,yards_per_reception
2017,T.Jones,DET,30,399.0,13.3
2017,D.Baldwin,SEA,75,991.0,13.21
2017,A.Wilson,KC,44,580.0,13.18
2017,M.Bryant,PIT,52,681.0,13.1
2017,R.Grant,WAS,45,573.0,12.73
2017,A.Hurns,JAX,46,576.0,12.52
2017,P.Garcon,SF,40,500.0,12.5
2017,D.Westbrook,JAX,34,424.0,12.47
2017,J.Kearse,NYJ,65,810.0,12.46
2017,S.Shepard,NYG,59,731.0,12.39
2017,T.Lockett,SEA,45,555.0,12.33
2017,M.Thomas,NO,119,1461.0,12.28
2017,M.Lee,JAX,63,771.0,12.24
2017,D.Bryant,DAL,69,838.0,12.14
2017,N.Agholor,PHI,77,935.0,12.14
2017,T.Smith,PHI,49,587.0,11.98
2017,D.Adams,GB,74,885.0,11.96
2017,J.Crowder,WAS,66,789.0,11.95
2017,E.Sanders,DEN,47,555.0,11.81
2017,D.Parker,MIA,57,670.0,11.75
2017,D.Amendola,NE,87,1007.0,11.57
2017,Ro.Lewis,NYG,36,416.0,11.56
2017,D.Thomas,DEN,83,949.0,11.43
2017,M.Sanu,ATL,74,828.0,11.19
2017,C.Davis,TEN,43,473.0,11.0
2017,J.Maclin,BAL,40,440.0,11.0
2017,T.Gabriel,ATL,35,382.0,10.91
2017,G.Tate,DET,92,1003.0,10.9
2017,E.Decker,TEN,62,669.0,10.79
2017,T.Williams,DAL,53,568.0,10.72
2017,M.Crabtree,LV,58,618.0,10.66
2017,L.Fitzgerald,ARI,109,1156.0,10.61
2017,S.Roberts,LV,43,455.0,10.58
2017,B.LaFell,CIN,52,548.0,10.54
2017,K.Wright,CHI,59,614.0,10.41
2017,A.Humphries,TB,61,631.0,10.34
2017,T.Taylor,SF,43,430.0,10.0
2017,R.Cobb,GB,66,653.0,9.89
2017,J.Nelson,GB,53,482.0,9.09
2017,J.Landry,MIA,112,987.0,8.81
2017,C.Beasley,DAL,36,314.0,8.72
