Year,Week,Player,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,FPTS,ROST,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz
2017,1,Stefon Diggs (HOU),1,7,93,76,0,17,6,0,8,7,0,2,5,2,1,0,0,20.7,37.5%,3.0,3.0,100.0%,7.3,60.0%
2017,1,Brandin Cooks (DAL),1,3,88,71,0,17,4,0,7,4,1,0,3,1,1,1,1,8.8,25.4%,,,,,
2017,1,Nelson Agholor (BAL),1,6,86,51,0,35,18,0,8,6,0,1,3,1,1,1,1,14.6,0.4%,1.0,1.0,100.0%,5.0,100.0%
2017,1,Randall Cobb (FA),1,9,85,19,0,66,9,0,13,9,0,0,4,1,0,0,0,8.5,0.0%,,,,,
2017,1,Michael Crabtree (FA),1,6,83,50,0,33,31,2,7,7,1,0,4,1,0,0,0,8.3,0.0%,,,,,
2017,1,Pierre Garcon (FA),1,6,81,38,0,43,38,1,10,6,0,0,5,2,0,0,0,8.1,0.0%,,,,,
2017,1,Chris Hogan (FA),1,1,8,2,0,6,1,0,5,1,0,0,0,0,0,0,0,2.5,0.0%,,,,,
2017,1,Mike Wallace (FA),1,1,8,6,0,2,0,0,1,1,0,0,0,0,0,0,0,0.8,0.0%,,,,,
2017,1,Trent Taylor (SF),1,1,8,6,0,2,1,0,1,1,0,0,0,0,0,0,0,0.8,0.0%,,,,,
2017,1,Tyler Lockett (SEA),1,1,8,8,0,0,0,0,3,1,0,1,0,0,0,0,0,0.8,46.2%,1.0,2.0,50.0%,8.0,50.0%
2017,1,Jordy Nelson (FA),1,7,79,73,0,6,1,0,8,7,0,0,3,1,1,0,0,13.9,0.1%,,,,,
2017,1,Cooper Kupp (LAR),1,4,76,63,0,13,7,0,6,5,1,1,3,2,0,0,0,13.6,96.0%,1.0,1.0,100.0%,18.0,100.0%
2017,1,A.J. Green (FA),1,5,74,54,0,20,13,1,10,5,0,0,4,1,0,0,0,7.4,0.6%,1.0,2.0,50.0%,6.0,50.0%
2017,1,Larry Fitzgerald (FA),1,6,74,30,0,44,8,0,13,7,1,1,2,1,1,0,0,7.4,0.2%,1.0,3.0,33.3%,5.0,60.0%
2017,1,Rishard Matthews (FA),1,5,71,57,0,14,9,0,9,5,0,0,3,1,0,0,0,7.1,0.0%,0.0,1.0,0.0%,0.0,20.0%
2017,1,Aldrick Robinson (FA),1,1,7,4,0,3,2,0,2,1,0,0,0,0,0,0,0,0.7,0.0%,,,,,
2017,1,Laquon Treadwell (IND),1,1,7,7,0,0,1,0,1,1,0,0,0,0,0,0,0,0.7,0.0%,,,,,
2017,1,Tavon Austin (FA),1,1,7,-5,0,12,1,0,1,1,0,0,0,0,0,0,0,-0.2,0.1%,,,,,
2017,1,Corey Davis (FA),1,6,69,46,0,23,2,0,10,6,0,1,4,1,0,0,0,6.9,0.0%,1.0,1.0,100.0%,11.0,20.0%
2017,1,Kenny Golladay (FA),1,4,69,64,0,5,0,0,7,5,1,1,2,1,1,1,0,18.9,4.0%,1.0,1.0,100.0%,10.0,33.3%
2017,1,Terrance Williams (FA),1,6,68,9,0,59,3,0,7,6,0,0,3,1,0,0,0,6.8,0.0%,,,,,
2017,1,Demaryius Thomas (FA),1,5,67,54,0,13,2,0,8,7,1,0,3,1,0,0,0,6.7,0.1%,,,,,
2017,1,Julio Jones (FA),1,4,66,38,0,28,12,0,5,4,0,0,3,1,0,0,0,6.6,0.3%,,,,,
2017,1,Terrelle Pryor Sr. (FA),1,6,66,38,0,28,10,0,11,7,1,2,3,1,0,0,0,6.6,0.0%,1.0,2.0,50.0%,4.0,40.0%
2017,1,Doug Baldwin (FA),1,4,63,53,0,10,2,0,4,4,0,0,3,1,1,0,0,6.0,0.0%,,,,,
2017,1,Amari Cooper (BUF),1,5,62,20,0,42,27,1,13,8,3,2,3,1,0,0,0,12.2,79.7%,1.0,4.0,25.0%,8.0,80.0%
2017,1,Jordan Matthews (CAR),1,2,61,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6.1,0.0%,,,,,
2017,1,Ryan Grant (FA),1,4,61,17,0,44,1,0,6,4,0,0,3,1,1,0,0,6.1,0.0%,1.0,1.0,100.0%,1.0,20.0%
2017,1,Kevin White (FA),1,2,6,4,0,2,2,1,4,3,0,0,0,0,0,0,0,0.6,0.0%,,,,,
2017,1,Jermaine Kearse (FA),1,7,59,46,0,13,0,0,9,7,0,1,3,0,0,0,0,5.9,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Paul Richardson Jr. (FA),1,4,59,59,0,0,1,0,7,4,0,0,3,1,0,0,0,5.9,0.0%,0.0,1.0,0.0%,0.0,25.0%
2017,1,Sammy Watkins (FA),1,5,58,31,0,27,5,0,5,5,0,0,3,1,0,0,0,5.8,0.0%,,,,,
2017,1,T.Y. Hilton (FA),1,3,57,48,0,9,3,0,7,3,0,0,2,1,1,0,0,3.7,1.6%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Jeremy Maclin (FA),1,2,56,2,0,54,0,0,4,2,0,1,1,1,1,1,0,11.6,0.0%,0.0,1.0,0.0%,0.0,33.3%
2017,1,DeAndre Hopkins (KC),1,7,55,48,0,7,0,0,16,7,0,1,1,0,0,0,0,11.5,81.1%,2.0,3.0,66.7%,5.5,75.0%
2017,1,Roger Lewis (FA),1,4,54,45,0,9,0,0,6,4,0,0,2,1,0,0,0,5.4,0.0%,1.0,1.0,100.0%,6.0,50.0%
2017,1,Tyrell Williams (FA),1,5,54,33,0,21,13,1,7,5,0,0,3,0,0,0,0,5.4,0.0%,,,,,
2017,1,Corey Coleman (FA),1,5,53,54,0,-1,-1,0,6,5,0,1,3,1,0,0,0,11.3,0.0%,1.0,1.0,100.0%,3.0,50.0%
2017,1,Robert Woods (HOU),1,3,53,45,0,8,3,0,5,4,1,0,2,2,0,0,0,5.3,0.7%,,,,,
2017,1,Russell Shepard (FA),1,2,53,31,0,22,21,1,2,2,0,0,2,1,1,1,0,11.3,0.0%,,,,,
2017,1,Ted Ginn Jr. (FA),1,4,53,40,0,13,0,0,5,4,0,0,2,1,0,0,0,5.8,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Tommylee Lewis (FA),1,2,52,39,0,13,8,0,3,2,0,0,1,1,1,1,1,5.2,0.0%,,,,,
2017,1,Donte Moncrief (FA),1,1,50,48,0,2,3,0,4,1,0,1,1,1,1,1,1,5.0,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Breshad Perriman (FA),1,1,5,5,0,0,0,0,4,2,1,1,0,0,0,0,0,0.5,0.0%,0.0,2.0,0.0%,0.0,66.7%
2017,1,Davante Adams (NYJ),1,3,47,31,0,16,0,0,7,4,1,0,3,1,0,0,0,4.7,98.9%,,,,,
2017,1,Mohamed Sanu Sr. (FA),1,6,47,39,0,8,2,0,9,6,0,0,1,0,0,0,0,4.7,0.0%,,,,,
2017,1,Michael Thomas (FA),1,5,45,38,0,7,3,0,8,6,0,0,2,0,0,0,0,4.5,0.7%,,,,,
2017,1,Sterling Shepard (TB),1,7,44,26,0,18,2,0,8,8,1,1,1,0,0,0,0,5.0,6.4%,1.0,1.0,100.0%,9.0,50.0%
2017,1,Chris Conley (SF),1,2,43,24,0,19,4,0,4,2,0,0,2,1,0,0,0,4.3,0.1%,,,,,
2017,1,Dez Bryant (FA),1,2,43,16,0,27,22,0,9,2,0,3,1,1,1,0,0,4.3,2.6%,0.0,3.0,0.0%,0.0,100.0%
2017,1,J.J. Nelson (FA),1,5,43,43,0,0,0,0,6,5,0,1,2,0,0,0,0,10.3,0.0%,1.0,1.0,100.0%,1.0,20.0%
2017,1,Travis Benjamin (FA),1,3,43,28,0,15,1,0,4,3,0,0,1,1,1,0,0,10.3,0.0%,,,,,
2017,1,Allen Hurns (FA),1,3,42,37,0,5,0,0,4,3,0,0,2,1,0,0,0,4.2,0.0%,1.0,1.0,100.0%,9.0,50.0%
2017,1,Alshon Jeffery (FA),1,3,38,20,0,18,5,0,7,4,1,0,2,1,0,0,0,5.8,0.0%,,,,,
2017,1,Albert Wilson (FA),1,5,37,17,0,20,10,0,5,5,0,0,2,0,0,0,0,3.7,0.0%,1.0,1.0,100.0%,11.0,50.0%
2017,1,Marvin Jones Jr. (FA),1,2,37,26,0,11,11,1,2,2,0,1,1,1,1,0,0,9.7,0.0%,1.0,1.0,100.0%,6.0,33.3%
2017,1,Taylor Gabriel (FA),1,3,36,30,0,6,3,0,4,3,0,0,2,0,0,0,0,3.6,0.1%,1.0,2.0,50.0%,4.0,100.0%
2017,1,Keenan Allen (CHI),1,5,35,29,0,6,0,0,10,7,2,1,0,0,0,0,0,9.5,84.6%,1.0,1.0,100.0%,5.0,100.0%
2017,1,Kendall Wright (FA),1,3,34,18,0,16,2,0,4,3,0,0,2,0,0,0,0,3.4,0.0%,,,,,
2017,1,Cole Beasley (FA),1,3,32,25,0,7,2,0,5,3,0,0,2,0,0,0,0,3.2,0.0%,,,,,
2017,1,John Brown (FA),1,4,32,32,0,0,0,0,9,4,0,0,2,0,0,0,0,4.2,0.0%,0.0,1.0,0.0%,0.0,20.0%
2017,1,Ricardo Louis (FA),1,2,32,22,0,10,4,0,3,2,0,1,1,1,0,0,0,3.2,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,T.J. Jones (FA),1,2,32,32,0,0,0,0,4,2,0,0,2,0,0,0,0,3.2,0.0%,,,,,
2017,1,Brice Butler (FA),1,1,30,30,0,0,0,0,3,1,0,0,1,1,1,0,0,3.0,0.0%,,,,,
2017,1,Torrey Smith (FA),1,1,30,15,0,15,3,0,3,1,0,0,1,1,1,0,0,3.0,0.0%,,,,,
2017,1,Kamar Aiken (FA),1,1,3,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0.3,0.0%,,,,,
2017,1,Josh Bellamy (FA),1,3,27,19,0,8,0,0,4,3,0,0,1,0,0,0,0,2.7,0.0%,0.0,1.0,0.0%,0.0,100.0%
2017,1,Emmanuel Sanders (FA),1,3,26,11,0,15,14,0,6,5,1,0,1,1,0,0,0,2.6,0.0%,0.0,1.0,0.0%,0.0,33.3%
2017,1,Kelvin Benjamin (FA),1,1,25,21,0,4,2,0,5,1,0,0,1,1,0,0,0,2.5,0.1%,,,,,
2017,1,Brandon LaFell (FA),1,3,24,7,0,17,4,0,5,4,1,1,1,0,0,0,0,2.4,0.0%,1.0,2.0,50.0%,6.0,50.0%
2017,1,Robbie Chosen (FA),1,4,22,10,0,12,2,0,8,5,1,0,1,0,0,0,0,2.2,0.0%,0.0,0.0,0%,0.0,0.0%
2017,1,Bennie Fowler III (FA),1,3,21,21,0,0,0,0,4,3,0,2,1,0,0,0,0,14.1,0.0%,2.0,2.0,100.0%,5.5,66.7%
2017,1,Jarius Wright (FA),1,1,21,17,0,4,0,0,2,1,0,0,1,1,0,0,0,2.1,0.0%,,,,,
2017,1,Marquise Goodwin (FA),1,3,21,20,0,1,0,0,6,4,1,0,1,0,0,0,0,2.1,0.0%,0.0,1.0,0.0%,0.0,100.0%
2017,1,Zay Jones (ARI),1,1,21,14,0,7,1,0,4,1,0,1,1,1,0,0,0,2.1,1.8%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Devin Funchess (FA),1,2,20,15,0,5,2,0,2,2,0,0,1,0,0,0,0,2.0,0.0%,,,,,
2017,1,Seth Roberts (FA),1,1,19,19,0,0,0,0,1,1,0,1,1,0,0,0,0,7.9,0.0%,1.0,1.0,100.0%,19.0,20.0%
2017,1,Antonio Brown (FA),1,11,182,90,0,92,50,0,11,11,0,0,7,2,2,1,1,18.2,1.3%,,,,,
2017,1,Allen Robinson II (DET),1,1,17,15,0,2,0,0,1,1,0,0,1,0,0,0,0,1.7,0.1%,,,,,
2017,1,Adam Thielen (CAR),1,9,157,92,0,65,17,0,10,10,0,0,4,4,2,1,0,15.7,70.1%,1.0,2.0,50.0%,4.0,40.0%
2017,1,Deonte Thompson (FA),1,1,15,15,0,0,0,0,2,2,1,0,1,0,0,0,0,1.5,0.0%,,,,,
2017,1,Jamison Crowder (WAS),1,3,14,11,0,3,0,0,7,3,0,1,0,0,0,0,0,-0.6,0.1%,0.0,2.0,0.0%,0.0,40.0%
2017,1,Martavis Bryant (FA),1,2,14,11,0,3,1,0,6,3,1,0,1,0,0,0,0,1.4,0.0%,,,,,
2017,1,Taywan Taylor (FA),1,2,14,1,0,13,1,0,2,2,0,0,1,0,0,0,0,1.4,0.0%,,,,,
2017,1,Tyreek Hill (MIA),1,7,133,78,0,55,1,0,8,7,0,0,4,1,1,1,1,19.8,99.2%,,,,,
2017,1,Brandon Coleman (FA),1,2,13,10,0,3,0,0,3,3,0,0,0,0,0,0,0,1.3,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Kenny Britt (FA),1,1,13,13,0,0,1,0,3,2,1,0,1,0,0,0,0,1.3,0.0%,,,,,
2017,1,Arrelious Benn (FA),1,1,12,10,0,2,0,0,1,1,0,0,1,0,0,0,0,1.2,0.0%,,,,,
2017,1,Brian Quick (FA),1,1,11,10,0,1,1,0,1,1,0,0,1,0,0,0,0,1.1,0.0%,,,,,
2017,1,Eli Rogers (FA),1,2,11,4,0,7,2,0,4,3,0,0,0,0,0,0,0,1.1,0.0%,,,,,
2017,1,Tyler Boyd (TEN),1,1,11,2,0,9,0,0,4,2,1,0,1,0,0,0,0,1.1,3.1%,,,,,
2017,1,Golden Tate (FA),1,10,107,64,0,43,10,0,12,10,0,0,5,0,0,0,0,11.4,0.0%,1.0,1.0,100.0%,6.0,33.3%
2017,1,Danny Amendola (FA),1,6,100,51,0,49,11,0,7,7,1,1,4,3,0,0,0,10.0,0.0%,1.0,1.0,100.0%,5.0,100.0%
2017,1,ArDarius Stewart (FA),1,2,10,7,0,3,0,0,5,3,1,0,0,0,0,0,0,1.0,0.0%,1.0,1.0,100.0%,8.0,50.0%
2017,1,Brandon Marshall (FA),1,1,10,10,0,0,0,0,4,1,0,0,1,0,0,0,0,1.0,2.6%,,,,,
2017,1,Eric Decker (FA),1,3,10,8,0,2,3,0,8,3,0,1,0,0,0,0,0,1.0,0.6%,2.0,3.0,66.7%,5.0,60.0%
2017,1,Andre Holmes (FA),1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,6.1,0.0%,1.0,1.0,100.0%,1.0,50.0%
2017,1,Matt Hazel (FA),1,1,1,-1,0,2,1,0,1,1,0,0,0,0,0,0,0,0.1,0.0%,,,,,
2017,1,Alex Erickson (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Amara Darboh (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Andre Roberts (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Andy Jones (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Brandon Tate (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Braxton Miller (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Brittan Golden (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Bruce Ellington (FA),1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0%,0.0,1.0,0.0%,0.0,25.0%
2017,1,Chad Hansen (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Charone Peake (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Chris Godwin (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Chris Matthews (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Chris Moore (WAS),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Cody Core (FA),1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Cody Latimer (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Curtis Samuel (BUF),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10.4%,,,,,
2017,1,Damiere Byrd (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Darrius Heyward-Bey (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,David Moore (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Demarcus Robinson (LAR),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0%,,,,,
2017,1,Dwayne Harris (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Eric Weems (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Geremy Davis (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Isaiah McKenzie (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Jamal Agnew (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,James Wright (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Jaron Brown (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Jeff Janis (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Jehu Chesson (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Johnny Holton (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Josh Doctson (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Josh Reynolds (JAC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4.4%,,,,,
2017,1,JuJu Smith-Schuster (KC),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.8%,,,,,
2017,1,Justin Hardee Sr. (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Justin Hardy (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Kalif Raymond (DET),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9%,,,,,
2017,1,Kasen Williams (FA),1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Keelan Cole Sr. (FA),1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,1,Kendrick Bourne (NE),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.0%,,,,,
2017,1,Mack Hollins (BUF),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8%,,,,,
2017,1,Marcus Johnson (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Marqise Lee (FA),1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Michael Campanaro (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0%,,,,,
2017,1,Mike Evans (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Mike Williams (PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Noah Brown (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2017,1,Pharoh Cooper (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Phillip Dorsett II (ATL),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Quan Bray (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Ryan Switzer (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Sammie Coates (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Stacy Coley (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Tanner McEvoy (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,0.0,1.0,0.0%,0.0,25.0%
2017,1,Trevor Davis (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,Vince Mayle (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2017,1,De'Anthony Thomas (FA),1,1,-2,-3,0,1,0,0,1,1,0,0,0,0,0,0,0,0.2,0.0%,1.0,1.0,100.0%,-2.0,50.0%
2017,1,Brendan Langley (FA),,,,,,,,,,,,,,,,,,0.0,0.0%,,,,,
2017,1,Ryan Davis (FA),,,,,,,,,,,,,,,,,,0.0,0.0%,,,,,
2017,1,Ty Montgomery II (FA),,,,,,,,,,,,,,,,,,0.0,0.0%,,,,,
2017,2,Davante Adams (NYJ),1,8,99,52,0,47,12,0,10,8,0,0,3,1,1,0,0,15.9,98.9%,1.0,1.0,100.0%,17.0,25.0%
2017,2,Rashard Higgins (FA),1,7,95,70,0,25,5,0,11,7,0,1,3,2,1,0,0,9.9,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,2,Mike Evans (TB),1,7,93,74,0,19,6,0,9,8,1,1,6,0,0,0,0,15.3,98.6%,1.0,2.0,50.0%,13.0,50.0%
2017,2,Alshon Jeffery (FA),1,7,92,75,0,17,4,0,13,7,0,2,7,0,0,0,0,15.2,0.0%,1.0,2.0,50.0%,16.0,50.0%
2017,2,Martavis Bryant (FA),1,3,91,75,0,16,0,0,4,3,0,0,3,2,1,1,1,15.8,0.0%,,,,,
2017,2,Corey Coleman (FA),1,1,9,9,0,0,1,0,7,2,1,0,0,0,0,0,0,0.9,0.0%,0.0,1.0,0.0%,0.0,50.0%
2017,2,Jarius Wright (FA),1,1,9,9,0,0,0,0,2,1,0,0,0,0,0,0,0,0.9,0.0%,,,,,
2017,2,Nelson Agholor (BAL),1,1,9,9,0,0,0,0,3,1,0,1,0,0,0,0,0,6.9,0.4%,1.0,1.0,100.0%,9.0,25.0%
2017,2,Trevor Davis (FA),1,1,9,10,0,-1,0,0,1,1,0,0,0,0,0,0,0,0.9,0.0%,,,,,
2017,2,Michael Thomas (FA),1,5,89,68,0,21,9,0,10,5,0,0,3,2,1,0,0,8.9,0.7%,0.0,2.0,0.0%,0.0,40.0%
2017,2,DeVante Parker (FA),1,4,85,62,0,23,6,0,9,4,0,0,4,2,2,0,0,8.5,0.0%,0.0,1.0,0.0%,0.0,20.0%
2017,2,Mohamed Sanu Sr. (FA),1,5,85,60,0,25,15,0,6,5,0,0,4,3,0,0,0,8.5,0.0%,,,,,
2017,2,Allen Hurns (FA),1,6,82,63,0,19,4,1,7,6,0,1,4,1,0,0,0,14.2,0.0%,2.0,2.0,100.0%,8.0,100.0%
2017,2,Brandon Coleman (FA),1,4,82,50,0,32,6,0,6,4,0,1,3,2,1,1,0,14.2,0.0%,1.0,1.0,100.0%,5.0,20.0%
2017,2,Michael Crabtree (FA),1,6,80,50,0,30,0,0,6,6,0,0,3,3,0,0,0,26.0,0.0%,2.0,2.0,100.0%,1.5,66.7%
2017,2,Bennie Fowler III (FA),1,1,8,8,0,0,0,0,3,1,0,0,0,0,0,0,0,0.8,0.0%,0.0,1.0,0.0%,0.0,25.0%
2017,2,Kenny Golladay (FA),1,1,8,6,0,2,0,0,3,1,0,0,0,0,0,0,0,0.8,4.0%,,,,,
2017,2,Robert Woods (HOU),1,1,8,3,0,5,0,0,4,2,1,0,0,0,0,0,0,0.8,0.7%,,,,,
2017,2,Chris Hogan (FA),1,5,78,29,0,49,9,0,6,5,0,2,3,2,0,0,0,13.8,0.0%,2.0,3.0,66.7%,9.5,75.0%
2017,2,Jarvis Landry (FA),1,13,78,18,0,60,4,0,15,14,1,2,3,0,0,0,0,7.1,7.1%,2.0,3.0,66.7%,0.0,60.0%
2017,2,Kelvin Benjamin (FA),1,6,77,60,0,17,8,0,8,6,0,1,4,0,0,0,0,7.7,0.1%,0.0,1.0,0.0%,0.0,50.0%
2017,2,Marqise Lee (FA),1,7,76,53,0,23,0,0,12,8,1,0,3,0,0,0,0,7.6,0.0%,,,,,
2017,2,DeAndre Hopkins (KC),1,7,73,63,0,10,0,0,13,7,0,0,2,1,0,0,0,7.3,81.1%,,,,,
2017,2,Jaron Brown (FA),1,4,73,57,0,16,0,0,11,8,1,0,3,3,0,0,0,7.3,0.0%,1.0,2.0,50.0%,9.0,40.0%
2017,2,Demaryius Thomas (FA),1,6,71,36,0,35,10,0,8,6,0,0,2,1,0,0,0,7.1,0.1%,,,,,
2017,2,Curtis Samuel (BUF),1,2,7,-1,0,8,1,0,3,2,0,0,0,0,0,0,0,0.7,10.4%,,,,,
2017,2,Mike Wallace (FA),1,1,7,8,0,-1,0,0,3,1,0,0,0,0,0,0,0,0.7,0.0%,,,,,
2017,2,Kendall Wright (FA),1,7,69,53,0,16,4,0,10,9,2,1,3,0,0,0,0,6.9,0.0%,1.0,4.0,25.0%,5.0,57.1%
2017,2,Devin Funchess (FA),1,4,68,54,0,14,5,0,6,4,0,0,3,2,0,0,0,6.8,0.0%,,,,,
2017,2,Phillip Dorsett II (ATL),1,3,68,31,0,37,3,0,3,3,0,1,2,2,1,0,0,7.5,0.0%,1.0,1.0,100.0%,7.0,25.0%
2017,2,A.J. Green (FA),1,5,67,57,0,10,6,1,8,5,0,0,2,1,1,1,1,6.7,0.6%,,,,,
2017,2,Torrey Smith (FA),1,4,66,56,0,10,2,0,8,6,2,0,3,2,0,0,0,6.6,0.0%,0.0,1.0,0.0%,0.0,25.0%
2017,2,Jermaine Kearse (FA),1,4,64,57,0,7,0,0,5,4,0,0,3,1,1,0,0,18.4,0.0%,1.0,1.0,100.0%,11.0,50.0%
2017,2,Tyler Lockett (SEA),1,6,64,33,0,31,6,0,9,6,0,0,2,1,0,0,0,6.4,46.2%,1.0,1.0,100.0%,6.0,20.0%
2017,2,Alex Erickson (FA),1,4,62,58,0,4,0,0,6,4,0,0,2,1,1,0,0,6.4,0.0%,,,,,
2017,2,Antonio Brown (FA),1,5,62,32,0,30,0,0,11,5,0,0,2,1,0,0,0,6.2,1.3%,0.0,1.0,0.0%,0.0,25.0%
2017,2,Emmanuel Sanders (FA),1,6,62,39,0,23,19,0,8,6,0,3,2,1,0,0,0,18.2,0.0%,3.0,3.0,100.0%,7.0,75.0%
