Year,Week,Player,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,FPTS,ROST,REC_rz,TGT_rz,REC PCT_rz,Y/R_rz,TGT PCT_rz
2021,7,Randall Cobb (FA),1,3,22,15,0,7,3,0,4,4,1,1,1,0,0,0,0,2.2,0.0%,0.0,1.0,0.0%,0.0,16.7%
2021,7,Brandin Cooks (DAL),1,5,21,19,0,2,0,0,7,6,1,0,1,0,0,0,0,2.1,25.4%,,,,,
2021,7,Ja'Marr Chase (CIN),1,8,201,86,0,115,90,1,10,8,0,1,6,4,1,1,1,26.1,99.7%,0.0,1.0,0.0%,0.0,25.0%
2021,7,Tajae Sharpe (FA),1,2,18,9,0,9,3,0,2,2,0,0,1,0,0,0,0,1.8,0.0%,,,,,
2021,7,Danny Amendola (FA),1,3,17,9,0,8,0,0,5,3,0,0,1,0,0,0,0,1.7,0.0%,,,,,
2021,7,Keith Kirkwood (FA),1,3,17,1,0,16,2,0,5,3,0,0,0,0,0,0,0,1.7,0.0%,,,,,
2021,7,Rondale Moore (ATL),1,2,17,2,0,15,0,0,3,2,0,0,1,0,0,0,0,1.7,0.8%,,,,,
2021,7,Allen Robinson II (DET),1,2,16,8,0,8,2,0,4,2,0,1,1,0,0,0,0,1.6,0.1%,1.0,1.0,100.0%,4.0,100.0%
2021,7,Dax Milne (CAR),1,2,16,8,0,8,0,0,4,2,0,1,1,0,0,0,0,1.6,0.0%,0.0,1.0,0.0%,0.0,33.3%
2021,7,Marquise Goodwin (FA),1,2,16,1,0,15,2,0,4,3,1,0,1,0,0,0,0,1.6,0.0%,,,,,
2021,7,Mohamed Sanu Sr. (FA),1,1,16,13,0,3,3,0,1,1,0,0,1,0,0,0,0,1.6,0.0%,,,,,
2021,7,Tim Patrick (DET),1,2,16,16,0,0,0,0,5,2,0,1,0,0,0,0,0,1.6,4.7%,0.0,1.0,0.0%,0.0,50.0%
2021,7,Tyler Johnson (LAR),1,2,16,-3,0,19,3,0,2,2,0,0,1,0,0,0,0,1.6,9.9%,,,,,
2021,7,Cooper Kupp (LAR),1,10,156,100,0,56,25,0,13,11,1,3,5,3,1,1,1,27.6,96.0%,2.0,3.0,66.7%,3.5,42.9%
2021,7,Kendall Hinton (FA),1,2,15,9,0,6,2,0,2,2,0,0,1,0,0,0,0,1.5,0.0%,,,,,
2021,7,Robbie Chosen (FA),1,3,14,3,0,11,0,0,9,4,1,0,0,0,0,0,0,1.4,0.0%,,,,,
2021,7,Zach Pascal (ARI),1,3,14,3,0,11,0,0,6,3,0,0,1,0,0,0,0,1.4,0.0%,0.0,0.0,0%,0.0,0%
2021,7,A.J. Brown (PHI),1,8,133,99,0,34,6,0,9,8,0,1,5,3,1,1,0,19.3,98.7%,1.0,1.0,100.0%,6.0,25.0%
2021,7,Elijah Moore (CLE),1,1,13,-2,0,15,13,1,6,1,0,0,1,0,0,0,0,9.2,20.7%,0.0,0.0,0%,0.0,0.0%
2021,7,Mack Hollins (BUF),1,2,13,13,0,0,0,0,3,2,0,1,0,0,0,0,0,7.3,0.8%,1.0,1.0,100.0%,4.0,33.3%
2021,7,Olamide Zaccheaus (WAS),1,1,13,10,0,3,1,0,1,1,0,0,1,0,0,0,0,1.3,3.8%,,,,,
2021,7,Terry McLaurin (WAS),1,7,122,72,0,50,34,1,12,7,0,1,5,2,1,1,0,18.2,94.2%,0.0,1.0,0.0%,0.0,33.3%
2021,7,Tyler Lockett (SEA),1,2,12,12,0,0,0,0,3,2,0,0,0,0,0,0,0,1.2,46.2%,,,,,
2021,7,Kalif Raymond (DET),1,6,115,60,0,55,14,0,8,7,1,0,6,2,1,0,0,11.6,0.9%,,,,,
2021,7,Chris Godwin (TB),1,8,111,56,0,55,12,0,11,8,0,2,5,2,1,0,0,17.1,36.7%,1.0,2.0,50.0%,4.0,28.6%
2021,7,Devin Duvernay (JAC),1,1,11,11,0,0,0,0,1,1,0,0,1,0,0,0,0,0.9,0.2%,,,,,
2021,7,Tre'Quan Smith (FA),1,1,11,9,0,2,0,0,3,2,1,0,1,0,0,0,0,1.1,0.0%,,,,,
2021,7,Michael Pittman Jr. (IND),1,4,105,91,0,14,16,0,4,4,0,0,3,2,1,1,1,16.5,81.0%,,,,,
2021,7,Deebo Samuel Sr. (SF),1,7,100,71,0,29,21,2,11,8,1,3,5,2,0,0,0,14.0,94.2%,2.0,3.0,66.7%,7.0,100.0%
2021,7,Damiere Byrd (FA),1,1,10,2,0,8,1,0,1,1,0,0,1,0,0,0,0,1.0,0.0%,,,,,
2021,7,Isaiah Ford (FA),1,1,10,5,0,5,4,0,1,1,0,1,1,0,0,0,0,7.0,0.0%,1.0,1.0,100.0%,10.0,33.3%
2021,7,Adam Thielen (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Alex Bachman (LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Alex Erickson (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Amari Cooper (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Amari Rodgers (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Amon-Ra St. Brown (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Anthony Miller (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Antonio Gandy-Golden (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Ashton Dulin (IND),1,2,0,-6,0,6,0,0,4,2,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Ben Skowronek (PIT),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Brandon Powell (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Brandon Smith (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Braxton Berrios (MIA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2%,,,,,
2021,7,Cedrick Wilson Jr. (NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,CeeDee Lamb (DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Chris Conley (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Chris Moore (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Cody Thompson (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Cody White (SEA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Curtis Samuel (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,D.J. Montgomery (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,DJ Chark Jr. (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Dan Chisena (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,David Moore (CAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,David Sills (ATL),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,DeSean Jackson (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.6%,,,,,
2021,7,Dee Eskridge (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Deonte Harty (BAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Dez Fitzpatrick (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Diontae Spencer (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Dyami Brown (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Easop Winston Jr. (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Equanimeous St. Brown (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.3,0.0%,,,,,
2021,7,Gabe Davis (JAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Geronimo Allison (FA),1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0.0,0.0%,0.0,1.0,0.0%,0.0,100.0%
2021,7,Greg Dortch (ARI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Ihmir Smith-Marsette (NYG),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,J.J. Arcega-Whiteside (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Jaelon Darden (SEA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.1,0.0%,,,,,
2021,7,Jakeem Grant Sr. (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,James Proche II (CLE),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Jauan Jennings (SF),1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,80.0%,,,,,
2021,7,Jerry Jeudy (CLE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,John Brown (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Josh Gordon (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.1%,,,,,
2021,7,Joshua Palmer (LAC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,JuJu Smith-Schuster (KC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Justin Hardee Sr. (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Justin Jefferson (MIN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Juwann Winfree (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,K.J. Osborn (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,KJ Hamler (BUF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Keenan Allen (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Kenny Stills (FA),1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Kevin White (FA),1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Kristian Wilkerson (LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Laquon Treadwell (IND),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Lil'Jordan Humphrey (DEN),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0%,,,,,
2021,7,Malik Taylor (NYJ),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Marcus Johnson (FA),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.0%,0.0,1.0,0.0%,0.0,25.0%
2021,7,Marquez Valdes-Scantling (NO),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Mason Kinsey (TEN),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Michael Bandy (DEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Michael Strachan (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Mike Williams (PIT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Nick Westbrook-Ikhine (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Noah Brown (WAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Nsimba Webster (CHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Parris Campbell (PHI),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Penny Hart (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,,,,,
2021,7,Phillip Dorsett II (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Quintez Cephus (LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Quinton Bell (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Ray-Ray McCloud III (ATL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,River Cracraft (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Seth Williams (DAL),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Shi Smith (FA),1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.3,0.0%,,,,,
2021,7,Stanley Morgan Jr. (TEN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Stefon Diggs (HOU),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Sterling Shepard (TB),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Tarik Black (MIA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Terrace Marshall Jr. (LV),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Tom Kennedy (DET),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Trent Taylor (SF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Trenton Irwin (FA),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1%,,,,,
2021,7,Tutu Atwell (LAR),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2021,7,Tylan Wallace (BAL),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1%,,,,,
2021,7,Tyrie Cleveland (FA),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0%,0.0,1.0,0.0%,0.0,50.0%
2021,7,Rashard Higgins (FA),1,1,-2,-2,0,0,0,0,2,1,0,0,0,0,0,0,0,-0.2,0.0%,,,,,
2021,7,Jacob Harris (FA),,,,,,,,,,,,,,,,,,0.0,0.0%,,,,,
2021,7,Ty Montgomery II (FA),,,,,,,,,,,,,,,,,,0.0,0.0%,,,,,
2021,8,Diontae Johnson (FA),1,6,98,42,0,56,4,0,13,6,0,3,3,1,1,1,1,9.8,51.5%,1.0,3.0,33.3%,4.0,75.0%
2021,8,Tee Higgins (CIN),1,4,97,74,0,23,7,0,6,4,0,1,2,2,1,1,1,9.7,95.3%,0.0,1.0,0.0%,0.0,14.3%
2021,8,Tyreek Hill (MIA),1,12,94,37,0,57,17,2,18,12,0,3,4,0,0,0,0,15.4,99.2%,2.0,3.0,66.7%,5.5,60.0%
2021,8,Van Jefferson (PIT),1,3,88,72,0,16,0,0,6,3,0,1,2,1,1,1,1,8.8,0.9%,0.0,1.0,0.0%,0.0,9.1%
2021,8,Michael Pittman Jr. (IND),1,10,86,69,0,17,10,0,15,10,0,3,2,1,1,0,0,20.6,81.0%,2.0,3.0,66.7%,4.5,100.0%
2021,8,DeVante Parker (FA),1,8,85,58,0,27,8,1,11,10,1,0,4,1,0,0,0,8.5,0.0%,,,,,
2021,8,Cedrick Wilson Jr. (NO),1,3,84,27,0,57,4,0,3,3,0,0,1,1,1,1,1,15.8,0.7%,,,,,
2021,8,Jamison Crowder (WAS),1,8,84,44,0,40,8,0,9,8,0,1,3,1,0,0,0,8.4,0.1%,1.0,1.0,100.0%,8.0,25.0%
2021,8,Brandin Cooks (DAL),1,6,83,53,0,30,0,0,6,6,0,1,2,1,1,1,0,14.3,25.4%,1.0,1.0,100.0%,8.0,50.0%
2021,8,Marcus Johnson (FA),1,1,8,-1,0,9,3,0,5,1,0,0,0,0,0,0,0,0.8,0.0%,,,,,
2021,8,Adam Thielen (CAR),1,6,78,46,0,32,3,0,9,6,0,1,3,2,1,0,0,13.8,70.1%,2.0,2.0,100.0%,13.0,100.0%
2021,8,Keenan Allen (CHI),1,6,77,46,0,31,5,0,11,6,0,2,2,1,1,1,0,13.7,84.6%,1.0,2.0,50.0%,5.0,100.0%
2021,8,John Ross (FA),1,2,72,66,0,6,2,0,3,2,0,0,2,2,1,1,1,7.2,0.0%,,,,,
2021,8,Amari Rodgers (FA),1,1,7,1,0,6,5,1,3,2,1,1,0,0,0,0,0,1.8,0.0%,0.0,1.0,0.0%,0.0,11.1%
2021,8,Antoine Wesley (FA),1,1,7,6,0,1,0,0,3,1,0,0,0,0,0,0,0,0.7,0.0%,,,,,
2021,8,Noah Brown (WAS),1,1,7,7,0,0,0,0,2,1,0,1,0,0,0,0,0,0.7,3.7%,1.0,1.0,100.0%,7.0,33.3%
2021,8,Tyler Boyd (TEN),1,5,69,41,0,28,1,0,8,5,0,2,4,1,0,0,0,14.7,3.1%,1.0,2.0,50.0%,10.0,28.6%
2021,8,Elijah Moore (CLE),1,6,67,34,0,33,6,0,6,6,0,0,3,1,0,0,0,7.1,20.7%,,,,,
2021,8,DeAndre Hopkins (KC),1,2,66,42,0,24,2,0,2,2,0,0,2,1,1,1,1,6.6,81.1%,,,,,
2021,8,Jarvis Landry (FA),1,5,65,42,0,23,9,1,10,6,1,0,4,0,0,0,0,5.0,7.1%,0.0,0.0,0%,0.0,0%
2021,8,Tyler Johnson (LAR),1,5,65,45,0,20,18,1,6,6,1,0,2,1,1,0,0,6.5,9.9%,,,,,
2021,8,Darnell Mooney (ATL),1,6,64,46,0,18,2,0,9,7,0,0,3,1,0,0,0,6.4,70.5%,,,,,
2021,8,Tim Patrick (DET),1,3,64,43,0,21,0,0,3,3,0,0,3,1,1,0,0,6.4,4.7%,,,,,
2021,8,Mecole Hardman Jr. (KC),1,5,63,-4,0,67,35,1,7,5,0,1,3,1,0,0,0,6.3,0.2%,0.0,1.0,0.0%,0.0,20.0%
2021,8,Nelson Agholor (BAL),1,3,60,50,0,10,4,0,6,3,0,0,1,1,1,1,0,6.0,0.4%,,,,,
2021,8,Ihmir Smith-Marsette (NYG),1,1,6,4,0,2,1,0,1,1,0,0,0,0,0,0,0,0.6,0.1%,,,,,
2021,8,Odell Beckham Jr. (FA),1,1,6,-2,0,8,1,0,1,1,0,0,0,0,0,0,0,0.6,2.6%,,,,,
2021,8,DJ Moore (CHI),1,4,59,38,0,21,5,0,8,5,0,2,3,2,0,0,0,5.9,94.8%,0.0,2.0,0.0%,0.0,66.7%
2021,8,Mohamed Sanu Sr. (FA),1,3,59,46,0,13,8,0,4,3,0,0,3,1,0,0,0,5.9,0.0%,,,,,
2021,8,Tajae Sharpe (FA),1,5,58,50,0,8,5,0,6,5,0,0,3,0,0,0,0,5.8,0.0%,,,,,
2021,8,Nico Collins (HOU),1,4,55,39,0,16,2,0,4,4,0,0,2,1,0,0,0,5.5,98.8%,,,,,
2021,8,DeAndre Carter (CHI),1,3,51,40,0,11,0,0,6,4,1,0,3,1,0,0,0,11.1,0.1%,1.0,1.0,100.0%,20.0,33.3%
2021,8,A.J. Green (FA),1,5,50,40,0,10,1,0,8,7,0,1,1,1,0,0,0,5.0,0.6%,0.0,1.0,0.0%,0.0,100.0%
2021,8,Cyril Grayson Jr. (FA),1,1,50,35,0,15,0,0,1,1,0,0,1,1,1,1,1,11.0,0.0%,,,,,
2021,8,Tavon Austin (FA),1,1,5,5,0,0,0,0,3,1,0,1,0,0,0,0,0,0.5,0.1%,1.0,1.0,100.0%,5.0,25.0%
2021,8,Mike Evans (TB),1,2,48,39,0,9,4,0,4,2,0,0,1,1,1,1,0,10.8,98.6%,,,,,
2021,8,Amon-Ra St. Brown (DET),1,3,46,21,0,25,0,0,5,4,0,1,1,1,1,0,0,4.6,99.7%,0.0,1.0,0.0%,0.0,50.0%
2021,8,Christian Kirk (JAC),1,4,46,39,0,7,1,0,6,4,0,0,1,1,0,0,0,4.6,44.7%,,,,,
2021,8,Brandon Aiyuk (SF),1,4,45,22,0,23,5,0,7,5,0,1,2,1,0,0,0,6.5,53.8%,0.0,1.0,0.0%,0.0,50.0%
2021,8,Chase Claypool (FA),1,4,45,33,0,12,10,1,5,4,0,1,3,0,0,0,0,6.1,1.0%,1.0,1.0,100.0%,14.0,25.0%
2021,8,DK Metcalf (SEA),1,6,43,34,0,9,3,0,6,6,0,3,1,0,0,0,0,16.3,96.7%,3.0,3.0,100.0%,8.3,100.0%
2021,8,Zach Pascal (ARI),1,5,43,31,0,12,6,0,8,6,1,0,1,0,0,0,0,4.3,0.0%,,,,,
2021,8,Courtland Sutton (DEN),1,2,40,36,0,4,0,0,4,2,0,0,1,1,1,0,0,4.0,90.3%,,,,,
2021,8,Stefon Diggs (HOU),1,5,40,8,0,32,7,0,7,5,0,1,2,0,0,0,0,10.0,37.5%,1.0,1.0,100.0%,19.0,25.0%
2021,8,James Washington (FA),1,1,4,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0.4,0.0%,,,,,
2021,8,Jerry Jeudy (CLE),1,4,39,36,0,3,0,0,4,4,0,1,1,0,0,0,0,3.9,75.9%,1.0,1.0,100.0%,7.0,100.0%
2021,8,Jamal Agnew (FA),1,6,38,11,0,27,9,0,12,6,0,2,0,0,0,0,0,9.8,0.0%,1.0,2.0,50.0%,9.0,50.0%
2021,8,Kendrick Bourne (NE),1,4,38,28,0,10,4,0,7,5,1,1,2,0,0,0,0,1.8,2.0%,0.0,1.0,0.0%,0.0,33.3%
2021,8,Kevin White (FA),1,1,38,29,0,9,4,0,1,1,0,0,1,1,1,0,0,3.8,0.0%,,,,,
2021,8,Jakobi Meyers (LV),1,4,36,24,0,12,1,0,9,4,0,2,2,0,0,0,0,5.6,71.1%,1.0,2.0,50.0%,2.0,66.7%
2021,8,Adam Humphries (FA),1,2,35,15,0,20,0,0,3,2,0,0,2,1,0,0,0,3.5,0.0%,,,,,
2021,8,Deonte Harty (BAL),1,3,35,22,0,13,1,0,7,3,0,1,2,0,0,0,0,5.7,0.1%,0.0,1.0,0.0%,0.0,33.3%
2021,8,Marvin Jones Jr. (FA),1,5,35,23,0,12,4,0,8,6,1,1,2,0,0,0,0,3.5,0.0%,0.0,1.0,0.0%,0.0,25.0%
2021,8,Robert Woods (HOU),1,3,35,15,0,20,8,0,9,4,1,5,1,1,0,0,0,17.7,0.7%,2.0,5.0,40.0%,3.5,45.5%
2021,8,Tre'Quan Smith (FA),1,3,33,21,0,12,6,1,3,3,0,2,2,0,0,0,0,9.3,0.0%,2.0,2.0,100.0%,9.0,66.7%
2021,8,Ja'Marr Chase (CIN),1,3,32,10,0,22,6,0,9,4,1,4,1,1,0,0,0,10.1,99.7%,1.0,4.0,25.0%,2.0,57.1%
2021,8,Marquise Goodwin (FA),1,2,32,17,0,15,12,0,3,2,0,0,2,1,0,0,0,3.2,0.0%,,,,,
2021,8,Ben Skowronek (PIT),1,3,30,12,0,18,5,1,3,3,0,0,1,1,0,0,0,3.0,0.0%,,,,,
2021,8,Denzel Mims (FA),1,2,30,3,0,27,0,0,3,3,1,1,2,0,0,0,0,3.0,0.0%,0.0,1.0,0.0%,0.0,25.0%
2021,8,Juwann Winfree (IND),1,4,30,16,0,14,2,0,6,6,1,2,2,0,0,0,0,3.0,0.0%,1.0,2.0,50.0%,4.0,22.2%
2021,8,Marquez Callaway (TB),1,3,30,27,0,3,2,0,5,3,0,0,1,0,0,0,0,3.0,0.0%,,,,,
2021,8,N'Keal Harry (FA),1,2,30,30,0,0,0,0,2,2,0,0,2,0,0,0,0,3.0,0.0%,,,,,
2021,8,Danny Amendola (FA),1,2,3,2,0,1,0,0,5,2,0,0,0,0,0,0,0,0.3,0.0%,,,,,
2021,8,Gabe Davis (JAC),1,4,29,12,0,17,5,0,5,5,0,3,1,0,0,0,0,8.9,20.5%,2.0,3.0,66.7%,5.5,75.0%
2021,8,Jaylen Waddle (MIA),1,4,29,17,0,12,3,0,11,6,1,3,2,0,0,0,0,2.9,83.9%,1.0,3.0,33.3%,0.0,100.0%
2021,8,Rashard Higgins (FA),1,2,27,16,0,11,0,0,4,3,1,0,2,0,0,0,0,2.7,0.0%,,,,,
2021,8,Kadarius Toney (FA),1,4,26,5,0,21,13,0,5,4,0,1,1,0,0,0,0,3.4,0.7%,1.0,1.0,100.0%,6.0,25.0%
2021,8,Keelan Cole Sr. (FA),1,3,25,22,0,3,2,0,5,3,0,1,1,0,0,0,0,2.5,0.0%,0.0,1.0,0.0%,0.0,25.0%
2021,8,Sterling Shepard (TB),1,4,25,13,0,12,3,0,7,5,1,3,1,0,0,0,0,2.5,6.4%,2.0,3.0,66.7%,2.5,75.0%
2021,8,Chris Conley (SF),1,1,24,22,0,2,0,0,2,1,0,0,1,1,0,0,0,2.4,0.1%,,,,,
2021,8,Joshua Palmer (LAC),1,1,24,24,0,0,0,0,1,1,0,0,1,1,0,0,0,8.4,14.8%,,,,,
2021,8,Rondale Moore (ATL),1,3,24,-10,0,34,6,0,4,3,0,0,0,0,0,0,0,0.5,0.8%,,,,,
2021,8,Terry McLaurin (WAS),1,3,23,21,0,2,0,0,7,3,0,1,1,0,0,0,0,3.5,94.2%,1.0,1.0,100.0%,1.0,33.3%
2021,8,Dax Milne (CAR),1,1,22,8,0,14,3,0,2,1,0,0,1,1,0,0,0,2.2,0.0%,,,,,
2021,8,Allen Robinson II (DET),1,3,21,18,0,3,0,0,4,3,0,0,1,0,0,0,0,2.1,0.1%,1.0,1.0,100.0%,6.0,100.0%
2021,8,Justin Jefferson (MIN),1,2,21,10,0,11,4,0,4,3,1,0,1,0,0,0,0,2.1,99.8%,,,,,
2021,8,Cam Sims (FA),1,1,20,-1,0,21,0,0,2,1,0,0,1,1,0,0,0,2.0,0.0%,0.0,1.0,0.0%,0.0,33.3%
2021,8,Mike Williams (PIT),1,2,19,15,0,4,0,0,5,2,0,0,1,0,0,0,0,1.9,13.6%,,,,,
2021,8,Demarcus Robinson (LAR),1,1,18,15,0,3,1,0,1,1,0,0,1,0,0,0,0,1.8,26.0%,,,,,
2021,8,Jalen Guyton (FA),1,1,18,18,0,0,0,0,2,1,0,0,1,0,0,0,0,1.8,0.0%,,,,,
