year,week,player_id,player,firstName,lastName,position,team,This Week Salary,Last Week Salary,Salary Differential,red_zone_rec_rec,red_zone_rec_tgt,red_zone_rec_pct,red_zone_rec_yds,red_zone_rec_y/r,red_zone_rec_td,red_zone_rec_tgt_pct,projected_points,projected_points_ppr,projected_points_half,projected_receptions,projected_reception_yards,projected_reception_tds,wk6 %rostered,wk5 %rostered,wk4 %rostered,wk3 %rostered,wk2 %rostered,wk1 %rostered
2024,8,4426515,Puka Nacua,Puka,Nacua,WR,LAR,"$4,000","$4,000",0,,,,,,,,6.13,9.39,7.76,3.26,43.98,0.24,95.1,95.1,95.1,95.1,95.1,95.1
2024,8,3128452,Jordan Akins,Jordan,Akins,WR,CLE,,,,,,,,,,,,,,,,,,,,,,
2024,8,3045147,James Conner,James,Conner,WR,ARI,,,,,,,,,,,11.39,13.34,12.36,1.96,13.92,0.08,,,,,,
2024,8,4429022,Kayshon Boutte,Kayshon,Boutte,WR,NE,"$4,700","$4,600",+100,,,,,,,,2.77,4.33,3.55,1.56,20.95,0.11,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4569559,Devaughn Vele,Devaughn,Vele,WR,DEN,"$4,000","$4,700",-700,,,,,,,,3.87,6.24,5.06,2.37,27.94,0.18,2.0,2.0,2.0,2.0,2.0,2.0
2024,8,3929645,Juwan Johnson,Juwan,Johnson,WR,NO,,,,,,,,,,,,,,,,,,,,,,
2024,8,4372414,Elijah Moore,Elijah,Moore,WR,CLE,"$5,100","$4,600",+500,4,4,100.0%,22,5.5,0,25.0%,4.49,7.48,5.99,2.98,34.8,0.17,3.4,3.4,3.4,3.4,3.4,3.4
2024,8,4241457,Najee Harris,Najee,Harris,WR,PIT,,,,,,,,,,,11.24,12.99,12.11,1.75,12.28,0.08,,,,,,
2024,8,2971618,Nelson Agholor,Nelson,Agholor,WR,BAL,"$5,300","$4,900",+400,,,,,,,,2.53,3.73,3.13,1.2,17.11,0.14,0.4,0.4,0.4,0.4,0.4,0.4
2024,8,4035538,David Montgomery,David,Montgomery,WR,DET,,,,,,,,,,,11.61,13.29,12.45,1.68,12.07,0.06,,,,,,
2024,8,4038815,Rico Dowdle,Rico,Dowdle,WR,DAL,,,,,,,,,,,9.0,11.42,10.21,2.42,17.67,0.12,,,,,,
2024,8,4430539,Brenton Strange,Brenton,Strange,WR,JAX,,,,,,,,,,,,,,,,,,,,,,
2024,8,3676833,KaVontae Turpin,KaVontae,Turpin,WR,DAL,"$5,200",-,-,1,3,33.3%,16,16.0,1,17.6%,3.29,5.0,4.15,1.71,19.55,0.14,1.0,1.0,1.0,1.0,1.0,1.0
2024,8,4241374,Grant Calcaterra,Grant,Calcaterra,WR,PHI,,,,,,,,,,,,,,,,,,,,,,
2024,8,4361577,Dyami Brown,Dyami,Brown,WR,WSH,"$4,700","$4,800",-100,1,3,33.3%,11,11.0,0,21.4%,1.89,2.9,2.4,1.01,13.9,0.08,0.6,0.6,0.6,0.6,0.6,0.6
2024,8,4596448,Bucky Irving,Bucky,Irving,WR,TB,,,,,,,,,,,7.88,9.83,8.86,1.95,14.64,0.09,,,,,,
2024,8,4379399,James Cook,James,Cook,WR,BUF,,,,,,,,,,,12.21,14.51,13.36,2.3,18.88,0.13,,,,,,
2024,8,15818,Keenan Allen,Keenan,Allen,WR,CHI,"$6,400",-,-,2,5,40.0%,12,6.0,2,23.8%,6.33,10.54,8.44,4.21,47.09,0.29,78.5,78.5,78.5,78.5,78.5,78.5
2024,8,4426485,Jonathan Mingo,Jonathan,Mingo,WR,CAR,"$5,000","$5,200",-200,,,,,,,,2.36,4.19,3.28,1.83,20.26,0.06,1.7,1.7,1.7,1.7,1.7,1.7
2024,8,4360294,Antonio Gibson,Antonio,Gibson,WR,NE,,,,,,,,,,,4.49,6.08,5.28,1.59,12.28,0.04,,,,,,
2024,8,4047365,Josh Jacobs,Josh,Jacobs,WR,GB,,,,,,,,,,,11.74,14.49,13.12,2.76,20.39,0.1,,,,,,
2024,8,4429148,Theo Johnson,Theo,Johnson,WR,NYG,,,,,,,,,,,,,,,,,,,,,,
2024,8,3043275,Austin Hooper,Austin,Hooper,WR,NE,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241263,Charlie Kolar,Charlie,Kolar,WR,BAL,,,,,,,,,,,,,,,,,,,,,,
2024,8,4431280,Troy Franklin,Troy,Franklin,WR,DEN,"$5,300","$5,000",+300,2,3,66.7%,8,4.0,1,18.8%,5.08,7.95,6.52,2.87,35.4,0.23,6.9,6.9,6.9,6.9,6.9,6.9
2024,8,16460,Adam Thielen,Adam,Thielen,WR,CAR,"$5,000","$5,000",0,,,,,,,,,,,,,,18.1,18.1,18.1,18.1,18.1,18.1
2024,8,4597500,Adonai Mitchell,Adonai,Mitchell,WR,IND,"$5,000","$4,900",+100,0,3,0.0%,0,0,0,15.8%,3.31,5.2,4.25,1.89,24.41,0.13,10.4,10.4,10.4,10.4,10.4,10.4
2024,8,4360516,Tyrone Tracy Jr.,Tyrone,Tracy Jr.,WR,NYG,,,,,,,,,,,7.42,9.74,8.58,2.32,16.05,0.05,,,,,,
2024,8,4695883,Jalen Coker,Jalen,Coker,WR,CAR,"$4,700","$4,200",+500,,,,,,,,3.25,5.95,4.6,2.7,27.58,0.09,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4360635,Chig Okonkwo,Chig,Okonkwo,WR,TEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4360739,Simi Fehoko,Simi,Fehoko,WR,LAC,"$4,800","$4,200",+600,0,1,0.0%,0,0,0,8.3%,3.54,5.62,4.58,2.08,25.21,0.17,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,3929630,Saquon Barkley,Saquon,Barkley,WR,PHI,,,,,,,,,,,14.43,17.38,15.9,2.95,20.3,0.15,,,,,,
2024,8,4426948,Luke McCaffrey,Luke,McCaffrey,WR,WSH,"$4,200","$4,300",-100,2,2,100.0%,15,7.5,0,14.3%,1.73,2.85,2.29,1.12,12.51,0.08,3.1,3.1,3.1,3.1,3.1,3.1
2024,8,4427834,Erick All Jr.,Erick,All Jr.,WR,CIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,2998565,Mo Alie-Cox,Mo,Alie-Cox,WR,IND,,,,,,,,,,,,,,,,,,,,,,
2024,8,4360086,Josh Whyle,Josh,Whyle,WR,TEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,3118892,Justin Watson,Justin,Watson,WR,KC,"$5,500","$5,400",+100,1,1,100.0%,6,6.0,0,7.7%,2.22,3.41,2.82,1.19,16.71,0.09,0.9,0.9,0.9,0.9,0.9,0.9
2024,8,2976592,Sterling Shepard,Sterling,Shepard,WR,TB,"$5,100","$4,900",+200,1,1,100.0%,4,4.0,1,5.0%,5.18,8.38,6.78,3.2,35.95,0.25,10.8,10.8,10.8,10.8,10.8,10.8
2024,8,3052096,Johnny Mundt,Johnny,Mundt,WR,MIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241416,Chuba Hubbard,Chuba,Hubbard,WR,CAR,,,,,,,,,,,10.78,13.53,12.15,2.75,17.78,0.08,,,,,,
2024,8,3121427,Curtis Samuel,Curtis,Samuel,WR,BUF,"$4,800","$5,100",-300,0,2,0.0%,0,0,0,14.3%,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0
2024,8,16731,Brandin Cooks,Brandin,Cooks,WR,DAL,"$5,000",-,-,0,1,0.0%,0,0,0,5.9%,,,,,,,21.5,21.5,21.5,21.5,21.5,21.5
2024,8,4239996,Travis Etienne Jr.,Travis,Etienne Jr.,WR,JAX,,,,,,,,,,,8.03,10.82,9.43,2.79,21.1,0.09,,,,,,
2024,8,4383396,Hunter Luepke,Hunter,Luepke,WR,DAL,,,,,,,,,,,1.08,1.77,1.43,0.69,5.03,0.03,,,,,,
2024,8,4430802,Darnell Washington,Darnell,Washington,WR,PIT,,,,,,,,,,,,,,,,,,,,,,
2024,8,4369863,Cedric Tillman,Cedric,Tillman,WR,CLE,"$5,100","$4,000","+1,100",0,1,0.0%,0,0,0,6.3%,6.04,9.27,7.65,3.23,46.27,0.23,16.6,16.6,16.6,16.6,16.6,16.6
2024,8,4430737,Kyren Williams,Kyren,Williams,WR,LAR,,,,,,,,,,,14.68,16.54,15.61,1.85,13.97,0.06,,,,,,
2024,8,4036335,Cedrick Wilson Jr.,Cedrick,Wilson Jr.,WR,NO,,,,,,,,,,,1.28,2.11,1.69,0.84,10.05,0.05,0.4,0.4,0.4,0.4,0.4,0.4
2024,8,16002,Kyle Juszczyk,Kyle,Juszczyk,WR,SF,,,,,,,,,,,2.06,3.4,2.73,1.34,12.18,0.07,,,,,,
2024,8,4372019,Jerome Ford,Jerome,Ford,WR,CLE,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024,8,3916148,Tony Pollard,Tony,Pollard,WR,TEN,,,,,,,,,,,11.08,14.1,12.59,3.02,19.61,0.08,,,,,,
2024,8,4360569,Jordan Mason,Jordan,Mason,WR,SF,,,,,,,,,,,13.19,14.81,14.0,1.62,12.26,0.04,,,,,,
2024,8,4573697,Mason Tipton,Mason,Tipton,WR,NO,"$5,600","$4,900",+700,1,1,100.0%,6,6.0,0,10.0%,2.79,4.78,3.78,1.99,21.78,0.11,0.8,0.8,0.8,0.8,0.8,0.8
2024,8,3116385,Joe Mixon,Joe,Mixon,WR,HOU,,,,,,,,,,,15.27,18.5,16.88,3.24,24.71,0.14,,,,,,
2024,8,4427985,Bub Means,Bub,Means,WR,NO,,,,1,1,100.0%,10,10.0,1,10.0%,3.72,6.21,4.97,2.49,28.74,0.15,6.6,6.6,6.6,6.6,6.6,6.6
2024,8,2991662,Mack Hollins,Mack,Hollins,WR,BUF,"$4,900","$5,200",-300,2,3,66.7%,19,9.5,2,21.4%,1.95,2.95,2.45,1.01,13.38,0.1,0.2,0.2,0.2,0.2,0.2,0.2
2024,8,4429501,Ray Davis,Ray,Davis,WR,BUF,,,,,,,,,,,4.37,5.32,4.84,0.95,7.9,0.03,,,,,,
2024,8,4430871,Sean Tucker,Sean,Tucker,WR,TB,,,,,,,,,,,3.33,4.12,3.73,0.79,5.95,0.03,,,,,,
2024,8,4430637,Ja'Lynn Polk,Ja'Lynn,Polk,WR,NE,,,,,,,,,,,3.1,5.05,4.07,1.95,23.56,0.13,,,,,,
2024,8,3930066,Van Jefferson,Van,Jefferson,WR,PIT,"$4,800","$4,800",0,3,4,75.0%,17,5.7,1,26.7%,2.76,4.24,3.5,1.47,19.51,0.14,0.9,0.9,0.9,0.9,0.9,0.9
2024,8,4242335,Jonathan Taylor,Jonathan,Taylor,WR,IND,,,,,,,,,,,13.16,15.34,14.25,2.18,15.99,0.07,,,,,,
2024,8,4692835,Jalen Brooks,Jalen,Brooks,WR,DAL,"$4,400",-,-,0,2,0.0%,0,0,0,11.8%,2.71,4.3,3.51,1.6,19.87,0.12,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4241985,J.K. Dobbins,J.K.,Dobbins,WR,LAC,,,,,,,,,,,12.98,15.04,14.01,2.06,14.91,0.08,,,,,,
2024,8,4428557,Tyjae Spears,Tyjae,Spears,WR,TEN,,,,,,,,,,,4.79,6.71,5.75,1.92,14.1,0.07,,,,,,
2024,8,4040761,Devin Singletary,Devin,Singletary,WR,NYG,,,,,,,,,,,5.45,6.93,6.19,1.49,9.7,0.03,,,,,,
2024,8,3116389,Samaje Perine,Samaje,Perine,WR,KC,,,,,,,,,,,1.87,3.06,2.46,1.19,9.08,0.05,,,,,,
2024,8,4249836,Pierre Strong Jr.,Pierre,Strong Jr.,WR,CLE,,,,,,,,,,,4.19,6.09,5.14,1.9,15.42,0.05,,,,,,
2024,8,4430834,Jalen McMillan,Jalen,McMillan,WR,TB,"$4,900","$4,500",+400,1,2,50.0%,7,7.0,0,10.0%,6.92,10.84,8.88,3.93,49.55,0.32,47.6,47.6,47.6,47.6,47.6,47.6
2024,8,4685247,Braelon Allen,Braelon,Allen,WR,NYJ,,,,,,,,,,,5.04,6.24,5.64,1.2,8.87,0.09,,,,,,
2024,8,3921690,Josh Oliver,Josh,Oliver,WR,MIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4036211,DJ Turner,DJ,Turner,WR,LV,"$5,100","$4,800",+300,0,2,0.0%,0,0,0,11.8%,3.07,4.85,3.96,1.78,23.33,0.07,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4576297,AJ Barner,AJ,Barner,WR,SEA,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241474,Brian Robinson Jr.,Brian,Robinson Jr.,WR,WSH,,,,,,,,,,,10.88,12.69,11.78,1.81,13.32,0.05,,,,,,
2024,8,2975863,Eric Saubert,Eric,Saubert,WR,SF,,,,,,,,,,,,,,,,,,,,,,
2024,8,3047876,KhaDarel Hodge,KhaDarel,Hodge,WR,ATL,"$4,300","$4,500",-200,,,,,,,,0.39,0.6,0.5,0.21,2.75,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4061956,Ashton Dulin,Ashton,Dulin,WR,IND,"$4,100","$4,200",-100,0,1,0.0%,0,0,0,5.3%,0.99,1.45,1.22,0.46,5.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4360405,Jake Bobo,Jake,Bobo,WR,SEA,"$4,300","$4,200",+100,1,1,100.0%,10,10.0,0,4.8%,4.36,7.08,5.72,2.72,31.66,0.2,0.4,0.4,0.4,0.4,0.4,0.4
2024,8,4426496,Cade Stover,Cade,Stover,WR,HOU,,,,,,,,,,,,,,,,,,,,,,
2024,8,4570561,Eric Gray,Eric,Gray,WR,NYG,,,,,,,,,,,0.87,1.17,1.02,0.3,2.15,0.01,,,,,,
2024,8,3915411,Ty Johnson,Ty,Johnson,WR,BUF,,,,,,,,,,,1.5,2.31,1.9,0.81,6.45,0.05,,,,,,
2024,8,4045163,Miles Sanders,Miles,Sanders,WR,CAR,,,,,,,,,,,3.01,4.04,3.52,1.03,5.83,0.01,,,,,,
2024,8,4362478,Emari Demercado,Emari,Demercado,WR,ARI,,,,,,,,,,,2.27,3.3,2.79,1.03,7.04,0.05,,,,,,
2024,8,4040774,Harrison Bryant,Harrison,Bryant,WR,LV,,,,,,,,,,,,,,,,,,,,,,
2024,8,3043078,Derrick Henry,Derrick,Henry,WR,BAL,,,,,,,,,,,16.35,17.5,16.93,1.15,9.9,0.05,,,,,,
2024,8,4426407,Trey Palmer,Trey,Palmer,WR,TB,"$4,000","$4,200",-200,1,1,100.0%,15,15.0,1,5.0%,5.25,8.3,6.77,3.05,37.64,0.24,3.5,3.5,3.5,3.5,3.5,3.5
2024,8,2580216,DeAndre Carter,DeAndre,Carter,WR,CHI,"$4,200",-,-,1,2,50.0%,9,9.0,0,9.5%,0.37,0.64,0.51,0.28,2.87,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,3924365,Hayden Hurst,Hayden,Hurst,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4362238,Chase Brown,Chase,Brown,WR,CIN,,,,,,,,,,,9.26,11.28,10.27,2.02,15.26,0.09,,,,,,
2024,8,4372780,Tommy Tremble,Tommy,Tremble,WR,CAR,,,,,,,,,,,,,,,,,,,,,,
2024,8,3928925,JaMycal Hasty,JaMycal,Hasty,WR,NE,,,,,,,,,,,1.29,1.78,1.53,0.49,3.76,0.02,,,,,,
2024,8,3139602,D'Ernest Johnson,D'Ernest,Johnson,WR,JAX,,,,,,,,,,,2.99,4.19,3.59,1.2,8.73,0.02,,,,,,
2024,8,3916566,K.J. Osborn,K.J.,Osborn,WR,NE,,,,,,,,,,,1.95,3.15,2.55,1.2,14.78,0.08,,,,,,
2024,8,4360231,Lucas Krull,Lucas,Krull,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4373626,Tyler Allgeier,Tyler,Allgeier,WR,ATL,,,,,,,,,,,6.12,7.08,6.6,0.96,7.69,0.03,,,,,,
2024,8,4426386,Roschon Johnson,Roschon,Johnson,WR,CHI,,,,,,,,,,,5.58,6.88,6.23,1.31,9.57,0.06,,,,,,
2024,8,4372096,Luke Schoonmaker,Luke,Schoonmaker,WR,DAL,,,,,,,,,,,,,,,,,,,,,,
2024,8,4426844,Elijah Higgins,Elijah,Higgins,WR,ARI,,,,,,,,,,,,,,,,,,,,,,
2024,8,4722908,Drew Ogletree,Drew,Ogletree,WR,IND,,,,,,,,,,,,,,,,,,,,,,
2024,8,4259305,Bo Melton,Bo,Melton,WR,GB,"$4,700","$4,400",+300,,,,,,,,1.69,2.45,2.07,0.77,9.35,0.07,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4361529,Isiah Pacheco,Isiah,Pacheco,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4569987,Jaylen Warren,Jaylen,Warren,WR,PIT,,,,,,,,,,,6.44,8.61,7.52,2.17,14.8,0.07,,,,,,
2024,8,4035004,Mecole Hardman,Mecole,Hardman,WR,KC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4575665,Jacob Cowing,Jacob,Cowing,WR,SF,"$4,000","$4,000",0,1,2,50.0%,9,9.0,0,8.0%,3.2,4.95,4.07,1.76,23.07,0.15,1.2,1.2,1.2,1.2,1.2,1.2
2024,8,4039160,Kylen Granson,Kylen,Granson,WR,IND,,,,,,,,,,,,,,,,,,,,,,
2024,8,4242392,Brock Wright,Brock,Wright,WR,DET,,,,,,,,,,,,,,,,,,,,,,
2024,8,4430968,Kimani Vidal,Kimani,Vidal,WR,LAC,,,,,,,,,,,4.34,5.46,4.9,1.12,8.25,0.04,,,,,,
2024,8,3930086,Dawson Knox,Dawson,Knox,WR,BUF,,,,,,,,,,,,,,,,,,,,,,
2024,8,4429033,Jermaine Burton,Jermaine,Burton,WR,CIN,"$4,500","$4,700",-200,,,,,,,,0.11,0.19,0.15,0.08,0.93,0.0,2.2,2.2,2.2,2.2,2.2,2.2
2024,8,4429676,Tyler Goodson,Tyler,Goodson,WR,IND,,,,,,,,,,,1.85,2.32,2.09,0.47,4.57,0.01,,,,,,
2024,8,4887558,Emanuel Wilson,Emanuel,Wilson,WR,GB,,,,,,,,,,,3.82,4.59,4.2,0.77,6.09,0.02,,,,,,
2024,8,3125116,D'Onta Foreman,D'Onta,Foreman,WR,CLE,,,,,,,,,,,1.59,2.11,1.85,0.51,4.13,0.02,,,,,,
2024,8,2576399,Nick Vannett,Nick,Vannett,WR,TEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241401,Trey Sermon,Trey,Sermon,WR,IND,,,,,,,,,,,1.15,1.41,1.28,0.26,1.88,0.01,,,,,,
2024,8,4686422,Xavier Hutchinson,Xavier,Hutchinson,WR,HOU,"$5,400","$5,300",+100,,,,,,,,3.82,5.91,4.86,2.09,27.46,0.17,1.7,1.7,1.7,1.7,1.7,1.7
2024,8,4212909,David Moore,David,Moore,WR,CAR,"$4,500","$4,400",+100,1,2,50.0%,8,8.0,0,11.1%,1.97,3.17,2.57,1.2,15.07,0.08,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4569173,Rhamondre Stevenson,Rhamondre,Stevenson,WR,NE,,,,,,,,,,,9.17,11.54,10.35,2.37,15.84,0.07,,,,,,
2024,8,4686472,Marvin Mims Jr.,Marvin,Mims Jr.,WR,DEN,,,,,,,,,,,2.31,3.55,2.93,1.24,16.61,0.1,3.3,3.3,3.3,3.3,3.3,3.3
2024,8,3122168,Trent Sherfield Sr.,Trent,Sherfield Sr.,WR,MIN,,,,,,,,,,,0.54,0.83,0.68,0.29,3.71,0.03,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4242431,Ty Chandler,Ty,Chandler,WR,MIN,,,,,,,,,,,4.38,5.73,5.06,1.36,8.67,0.04,,,,,,
2024,8,3917668,Alec Ingold,Alec,Ingold,WR,MIA,,,,,,,,,,,0.78,1.18,0.98,0.4,3.17,0.02,,,,,,
2024,8,4241802,Jalen Reagor,Jalen,Reagor,WR,LAC,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4250764,Stone Smartt,Stone,Smartt,WR,LAC,,,,,,,,,,,,,,,,,,,,,,
2024,8,4373030,Ben Sims,Ben,Sims,WR,GB,,,,,,,,,,,,,,,,,,,,,,
2024,8,4239944,Hunter Long,Hunter,Long,WR,LAR,,,,,,,,,,,,,,,,,,,,,,
2024,8,4369466,Ryan Miller,Ryan,Miller,WR,TB,,,,,,,,,,,2.14,3.45,2.79,1.31,15.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,2576336,Ameer Abdullah,Ameer,Abdullah,WR,LV,,,,,,,,,,,0.92,1.7,1.31,0.78,5.56,0.02,,,,,,
2024,8,3051392,Ezekiel Elliott,Ezekiel,Elliott,WR,DAL,,,,,,,,,,,4.75,6.08,5.41,1.33,8.79,0.05,,,,,,
2024,8,3059915,Kareem Hunt,Kareem,Hunt,WR,KC,,,,,,,,,,,13.23,14.97,14.1,1.74,12.1,0.05,,,,,,
2024,8,4361409,Jahan Dotson,Jahan,Dotson,WR,PHI,"$4,700","$5,100",-400,0,1,0.0%,0,0,0,10.0%,2.11,3.4,2.75,1.29,15.41,0.1,7.6,7.6,7.6,7.6,7.6,7.6
2024,8,15807,Cordarrelle Patterson,Cordarrelle,Patterson,WR,PIT,,,,,,,,,,,2.44,3.03,2.74,0.59,4.55,0.02,,,,,,
2024,8,3926231,Britain Covey,Britain,Covey,WR,PHI,"$4,000","$4,500",-500,2,2,100.0%,5,2.5,0,20.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4365395,Julian Hill,Julian,Hill,WR,MIA,,,,,,,,,,,,,,,,,,,,,,
2024,8,4567156,Treylon Burks,Treylon,Burks,WR,TEN,"$4,700","$4,600",+100,,,,,,,,,,,,,,1.4,1.4,1.4,1.4,1.4,1.4
2024,8,4371733,Kenneth Gainwell,Kenneth,Gainwell,WR,PHI,,,,,,,,,,,2.34,3.01,2.67,0.66,4.59,0.03,,,,,,
2024,8,3911853,Adam Trautman,Adam,Trautman,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4361372,Jeremy Ruckert,Jeremy,Ruckert,WR,NYJ,,,,,,,,,,,,,,,,,,,,,,
2024,8,3914397,Scotty Miller,Scotty,Miller,WR,PIT,"$4,300","$4,300",0,,,,,,,,0.2,0.33,0.26,0.14,1.68,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,3919510,Alex Bachman,Alex,Bachman,WR,LV,"$4,800","$4,200",+600,0,0,0%,0,0,0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4040612,Luke Farrell,Luke,Farrell,WR,JAX,,,,,,,,,,,,,,,,,,,,,,
2024,8,4241424,Tylan Wallace,Tylan,Wallace,WR,BAL,"$4,500","$4,400",+100,,,,,,,,0.2,0.33,0.26,0.13,1.68,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4361516,Daniel Bellinger,Daniel,Bellinger,WR,NYG,,,,,,,,,,,,,,,,,,,,,,
2024,8,3121410,Parris Campbell,Parris,Campbell,WR,PHI,"$4,800","$5,000",-200,1,1,100.0%,1,1.0,1,10.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4043016,Dee Eskridge,Dee,Eskridge,WR,MIA,"$4,000","$4,000",0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,4361777,Zamir White,Zamir,White,WR,LV,,,,,,,,,,,3.62,4.52,4.07,0.89,6.18,0.03,,,,,,
2024,8,3045523,Kendrick Bourne,Kendrick,Bourne,WR,NE,"$4,800","$4,800",0,,,,,,,,2.49,4.06,3.28,1.58,19.14,0.1,2.0,2.0,2.0,2.0,2.0,2.0
2024,8,3115255,Brandon Powell,Brandon,Powell,WR,MIN,"$4,500","$4,600",-100,1,1,100.0%,5,5.0,0,10.0%,0.6,0.97,0.79,0.37,3.8,0.03,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4241961,Connor Heyward,Connor,Heyward,WR,PIT,,,,,,,,,,,,,,,,,,,,,,
2024,8,15880,Robert Woods,Robert,Woods,WR,HOU,"$5,000","$5,100",-100,,,,,,,,1.4,2.27,1.84,0.87,10.2,0.06,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,2576414,Raheem Mostert,Raheem,Mostert,WR,MIA,,,,,,,,,,,7.13,8.39,7.76,1.26,9.75,0.05,,,,,,
2024,8,3127310,Drew Sample,Drew,Sample,WR,CIN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4367209,Greg Dulcich,Greg,Dulcich,WR,DEN,,,,,,,,,,,,,,,,,,,,,,
2024,8,4429013,Tank Bigsby,Tank,Bigsby,WR,JAX,,,,,,,,,,,7.69,8.42,8.05,0.73,4.73,0.03,,,,,,
2024,8,4722893,Jaleel McLaughlin,Jaleel,McLaughlin,WR,DEN,,,,,,,,,,,4.46,5.84,5.15,1.39,9.17,0.05,,,,,,
2024,8,4362921,Tyquan Thornton,Tyquan,Thornton,WR,NE,"$4,100","$4,300",-200,,,,,,,,0.29,0.43,0.36,0.14,1.85,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4570409,David Bell,David,Bell,WR,CLE,"$4,000","$4,000",0,1,1,100.0%,12,12.0,0,6.3%,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2024,8,3051738,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,WR,NO,,,,,,,,,,,1.16,1.84,1.5,0.68,8.62,0.05,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4243160,Laviska Shenault Jr.,Laviska,Shenault Jr.,WR,SEA,,,,,,,,,,,1.7,2.73,2.22,1.03,11.21,0.06,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4689334,Malik Heath,Malik,Heath,WR,GB,"$4,300","$4,300",0,,,,,,,,0.39,0.6,0.5,0.21,2.46,0.02,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,3918639,Gerald Everett,Gerald,Everett,WR,CHI,,,,,,,,,,,,,,,,,,,,,,
2024,8,4372063,Ronnie Bell,Ronnie,Bell,WR,SF,"$4,000","$4,000",0,1,1,100.0%,10,10.0,0,4.0%,2.32,3.6,2.96,1.29,16.62,0.11,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4427278,Xavier Gipson,Xavier,Gipson,WR,NYJ,"$4,000","$4,200",-200,,,,,,,,0.86,1.35,1.11,0.49,5.4,0.04,0.7,0.7,0.7,0.7,0.7,0.7
2024,8,4428085,Luke Musgrave,Luke,Musgrave,WR,GB,,,,,,,,,,,,,,,,,,,,,,
2024,8,2980453,Jamaal Williams,Jamaal,Williams,WR,NO,,,,,,,,,,,1.79,2.28,2.04,0.49,3.0,0.0,,,,,,
2024,8,4428209,Ricky Pearsall,Ricky,Pearsall,WR,SF,"$5,200","$4,800",+400,1,1,100.0%,6,6.0,0,4.0%,5.6,8.55,7.08,2.94,39.03,0.28,34.7,34.7,34.7,34.7,34.7,34.7
2024,8,4429086,Michael Mayer,Michael,Mayer,WR,LV,,,,,,,,,,,,,,,,,,,,,,
2024,8,4432620,Parker Washington,Parker,Washington,WR,JAX,"$4,800","$4,600",+200,0,1,0.0%,0,0,0,4.5%,0.69,1.12,0.9,0.43,4.63,0.04,0.1,0.1,0.1,0.1,0.1,0.1
2024,8,4360967,Brevyn Spann-Ford,Brevyn,Spann-Ford,WR,DAL,,,,,,,,,,,,,,,,,,,,,,
