Year,Week,FantasyPros_ID,Player,Player,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank_rz,REC_rz,TGT_rz,REC PCT_rz,YDS_rz,Y/R_rz,TD_rz,TGT PCT_rz,ATT_rz,YDS_rz,TD_rz,PCT_rz,FL_rz,G_rz,FPTS_rz,FPTS/G_rz,ROST %_rz
2019,3,12119,Mike Evans,Mike Evans (TB),1,8,190,172,0,18,15,0,15,9,0,3,7,4,2,2,1,3,2,4,50.0%,23,11.5,2,80.0%,0,0,0,0%,0,1,14.3,14.3,97.3%
2019,3,11616,Keenan Allen,Keenan Allen (FA),1,13,183,109,0,74,48,3,17,13,0,2,7,3,2,0,0,5,2,2,100.0%,19,9.5,2,66.7%,0,0,0,0%,0,1,13.9,13.9,20.7%
2019,3,12888,Taylor Gabriel,Taylor Gabriel (FA),1,6,75,60,0,15,0,0,7,7,1,2,4,1,1,0,0,6,2,2,100.0%,4,2.0,2,66.7%,1,7,0,100.0%,0,1,13.1,13.1,0.1%
2019,3,16433,Cooper Kupp,Cooper Kupp (SEA),1,11,101,64,0,37,10,0,12,11,0,2,4,2,0,0,0,1,3,3,100.0%,29,9.7,2,60.0%,0,0,0,0.0%,0,1,14.9,14.9,86.6%
2019,3,13971,Tyler Lockett,Tyler Lockett (TEN),1,11,154,113,0,41,4,0,14,12,0,3,6,3,2,1,0,8,2,3,66.7%,18,9.0,1,37.5%,0,0,0,0%,0,1,7.8,7.8,15.2%
2019,3,13894,Amari Cooper,Amari Cooper (FA),1,6,88,68,0,20,0,0,7,7,1,2,3,1,1,0,0,2,2,2,100.0%,24,12.0,2,66.7%,0,0,0,0%,0,1,14.4,14.4,15.2%
2019,4,16406,Chris Godwin,Chris Godwin (TB),1,12,172,91,0,81,38,1,14,12,0,2,10,1,1,0,0,3,2,2,100.0%,12,6.0,2,66.7%,0,0,0,0%,0,1,13.2,13.2,88.3%
2019,4,18218,A.J. Brown,A.J. Brown (PHI),1,3,94,43,0,51,5,1,3,3,0,1,3,2,1,1,1,6,1,1,100.0%,11,11.0,1,100.0%,0,0,0,0%,0,1,7.1,7.1,99.0%
2019,4,16488,Kenny Golladay,Kenny Golladay (FA),1,5,67,51,0,16,0,0,9,5,0,3,2,1,1,0,0,2,2,3,66.7%,15,7.5,2,75.0%,0,0,0,0%,0,1,13.5,13.5,4.0%
2019,4,17253,Courtland Sutton,Courtland Sutton (DEN),1,6,62,43,0,19,4,0,9,6,0,2,2,1,0,0,0,1,2,2,100.0%,15,7.5,2,100.0%,0,0,0,0%,0,1,13.5,13.5,92.5%
2019,5,15629,William Fuller V,William Fuller V (FA),1,14,217,108,0,109,18,0,16,15,1,4,6,4,4,1,0,4,3,4,75.0%,23,7.7,1,100.0%,0,0,0,0%,0,1,8.3,8.3,0.0%
2019,5,15528,Michael Thomas,Michael Thomas (FA),1,11,182,127,0,55,27,1,13,12,1,2,8,3,2,1,0,1,2,2,100.0%,26,13.0,2,66.7%,0,0,0,0%,0,1,14.6,14.6,1.2%
2019,5,13429,Adam Thielen,Adam Thielen (CAR),1,7,130,81,0,49,31,1,8,7,0,2,6,2,1,1,0,2,2,2,100.0%,24,12.0,2,100.0%,0,0,0,0%,0,1,14.4,14.4,41.4%
2019,5,12126,Allen Robinson II,Allen Robinson II (FA),1,7,97,94,0,3,0,0,9,7,0,2,4,1,1,0,0,3,2,2,100.0%,20,10.0,2,100.0%,0,0,0,0%,0,1,14.0,14.0,1.4%
2019,6,13981,Stefon Diggs,Stefon Diggs (NE),1,7,167,127,0,40,6,0,11,9,2,1,5,2,2,2,2,5,1,1,100.0%,11,11.0,1,25.0%,0,0,0,0%,0,1,7.1,7.1,85.4%
2019,6,15802,Tyreek Hill,Tyreek Hill (MIA),1,5,80,71,0,9,4,2,10,5,0,1,2,1,1,1,0,8,1,1,100.0%,6,6.0,1,33.3%,0,0,0,0%,0,1,6.6,6.6,97.3%
2019,6,16434,Curtis Samuel,Curtis Samuel (BUF),1,4,70,54,0,16,2,0,6,4,0,1,3,2,1,0,0,2,1,1,100.0%,13,13.0,1,100.0%,1,8,1,100.0%,0,1,14.1,14.1,8.8%
2019,6,11898,Jaron Brown,Jaron Brown (FA),1,3,29,22,0,7,2,0,5,3,0,3,1,0,0,0,0,1,2,3,66.7%,23,11.5,2,60.0%,0,0,0,0%,0,1,14.3,14.3,0.0%
2019,7,11215,Marvin Jones Jr.,Marvin Jones Jr. (FA),1,10,93,59,0,34,23,0,13,11,1,5,5,1,0,0,0,1,4,5,80.0%,31,7.8,4,71.4%,0,0,0,0%,0,1,27.1,27.1,0.0%
2019,7,16972,Zach Pascal,Zach Pascal (NYG),1,6,106,48,0,58,13,0,7,6,0,3,5,3,1,0,0,2,2,3,66.7%,14,7.0,2,75.0%,0,0,0,0%,0,1,13.4,13.4,0.1%
2019,7,12126,Allen Robinson II,Allen Robinson II (FA),1,10,87,55,0,32,11,2,16,11,1,3,3,0,0,0,0,6,2,3,66.7%,15,7.5,1,60.0%,0,0,0,0%,0,1,7.5,7.5,1.4%
2019,7,12231,John Brown,John Brown (FA),1,5,83,73,0,10,6,0,6,5,0,0,4,3,0,0,0,4,1,1,100.0%,20,20.0,1,33.3%,0,0,0,0%,0,1,8.0,8.0,0.0%
2019,7,16385,Corey Davis,Corey Davis (FA),1,6,80,53,0,27,26,0,7,6,0,1,3,1,1,0,0,8,1,1,100.0%,8,8.0,1,33.3%,0,0,0,0%,0,1,6.8,6.8,0.0%
2019,8,12119,Mike Evans,Mike Evans (TB),1,11,198,178,0,20,0,0,12,12,1,3,7,3,2,2,0,2,2,3,66.7%,11,5.5,2,75.0%,0,0,0,0%,0,1,13.1,13.1,97.3%
2019,8,16488,Kenny Golladay,Kenny Golladay (FA),1,6,123,100,0,23,10,0,8,6,0,1,5,2,1,1,0,8,1,1,100.0%,9,9.0,1,50.0%,0,0,0,0%,0,1,6.9,6.9,4.0%
2019,8,9332,Julian Edelman,Julian Edelman (FA),1,8,78,60,0,18,6,0,11,9,0,5,3,1,0,0,0,1,3,5,60.0%,27,9.0,2,62.5%,0,0,0,0%,0,1,14.7,14.7,8.4%
2019,8,15528,Michael Thomas,Michael Thomas (FA),1,11,112,31,0,81,12,0,11,11,0,2,4,1,0,0,0,6,2,2,100.0%,13,6.5,1,66.7%,0,0,0,0%,0,1,7.3,7.3,1.2%
2019,9,13971,Tyler Lockett,Tyler Lockett (TEN),1,13,152,98,0,54,7,0,18,14,1,5,8,1,1,0,0,1,4,5,80.0%,32,8.0,2,62.5%,0,0,0,0%,0,1,15.2,15.2,15.2%
2019,9,12119,Mike Evans,Mike Evans (TB),1,12,180,140,0,40,23,1,16,12,0,2,10,3,0,0,0,5,2,2,100.0%,22,11.0,1,50.0%,0,0,0,0%,0,1,8.2,8.2,97.3%
2019,9,18612,Preston Williams,Preston Williams (FA),1,5,72,61,0,11,4,0,9,6,1,3,4,1,0,0,0,2,2,3,66.7%,17,8.5,2,75.0%,0,0,0,0%,0,1,13.7,13.7,0.0%
2019,10,17268,Christian Kirk,Christian Kirk (HOU),1,6,138,103,0,35,0,0,10,6,0,1,3,2,2,1,1,5,1,1,100.0%,15,15.0,1,20.0%,0,0,0,0%,0,1,7.5,7.5,39.5%
2019,10,15802,Tyreek Hill,Tyreek Hill (MIA),1,11,157,88,0,69,29,1,19,14,2,2,7,2,1,0,0,7,2,2,100.0%,13,6.5,1,100.0%,0,0,0,0%,0,1,7.3,7.3,97.3%
2019,10,13894,Amari Cooper,Amari Cooper (FA),1,11,147,127,0,20,8,0,14,11,0,2,9,2,0,0,0,2,2,2,100.0%,20,10.0,1,100.0%,0,0,0,0%,0,1,8.0,8.0,15.2%
2019,10,9683,Golden Tate,Golden Tate (FA),1,4,95,12,0,83,8,1,8,6,0,1,2,1,1,1,1,6,1,1,100.0%,15,15.0,1,50.0%,0,0,0,0%,0,1,7.5,7.5,1.0%
2019,10,12128,Jarvis Landry,Jarvis Landry (FA),1,9,97,56,0,41,9,0,10,9,0,3,6,1,0,0,0,1,3,3,100.0%,24,8.0,1,60.0%,0,0,0,0%,0,1,8.4,8.4,7.1%
2019,11,12231,John Brown,John Brown (FA),1,9,137,91,0,46,24,1,14,11,0,4,5,2,1,1,0,1,3,4,75.0%,26,8.7,1,100.0%,0,0,0,0%,0,1,8.6,8.6,0.0%
2019,11,17292,DJ Chark Jr.,DJ Chark Jr. (ATL),1,8,104,49,0,55,7,2,15,8,0,0,4,2,1,0,0,3,1,1,100.0%,20,20.0,1,100.0%,0,0,0,0%,0,1,8.0,8.0,1.6%
2019,11,9902,Randall Cobb,Randall Cobb (FA),1,4,115,65,0,50,15,0,7,6,2,2,4,2,2,1,0,4,1,2,50.0%,19,19.0,1,50.0%,0,0,0,0%,0,1,7.9,7.9,1.1%
2019,11,15528,Michael Thomas,Michael Thomas (FA),1,8,114,61,0,53,9,0,10,8,0,2,5,1,1,1,0,2,2,3,66.7%,21,10.5,1,75.0%,0,0,0,0%,0,1,8.1,8.1,1.2%
2019,11,15680,Jakeem Grant Sr.,Jakeem Grant Sr. (FA),1,3,32,25,0,7,2,0,3,3,0,1,2,0,0,0,0,5,1,1,100.0%,11,11.0,0,33.3%,1,7,1,100.0%,0,1,7.8,7.8,0.0%
2019,12,12128,Jarvis Landry,Jarvis Landry (FA),1,10,148,120,0,28,18,0,13,10,0,2,6,2,1,0,0,3,2,2,100.0%,12,6.0,2,66.7%,0,0,0,0%,0,1,13.2,13.2,7.1%
2019,12,17265,DJ Moore,DJ Moore (CHI),1,6,126,79,0,47,39,1,9,7,1,2,2,2,2,2,2,6,3,3,100.0%,15,5.0,1,100.0%,0,0,0,0%,0,1,7.5,7.5,94.7%
2019,12,18226,Marquise Brown,Marquise Brown (KC),1,5,42,39,0,3,0,0,7,6,1,6,1,0,0,0,0,1,4,6,66.7%,34,8.5,2,66.7%,0,0,0,0%,0,1,15.4,15.4,51.5%
2019,13,13897,DeVante Parker,DeVante Parker (FA),1,7,159,138,0,21,15,0,10,7,0,2,4,3,3,2,0,6,1,2,50.0%,17,17.0,1,40.0%,0,0,0,0.0%,0,1,7.7,7.7,0.0%
2019,13,12123,Davante Adams,Davante Adams (LAR),1,6,64,45,0,19,5,1,10,7,1,4,3,1,0,0,0,1,5,5,100.0%,39,7.8,2,100.0%,0,0,0,0%,0,1,15.9,15.9,96.5%
2019,14,18218,A.J. Brown,A.J. Brown (PHI),1,5,153,69,0,84,68,2,7,5,0,1,5,2,1,1,1,7,1,1,100.0%,16,16.0,1,100.0%,0,0,0,0%,0,1,7.6,7.6,99.0%
2019,14,18615,Diontae Johnson,Diontae Johnson (CLE),1,6,60,37,0,23,19,1,8,6,0,3,3,0,0,0,0,6,2,3,66.7%,16,8.0,1,100.0%,0,0,0,0%,0,1,7.6,7.6,17.4%
2019,14,11610,Robert Woods,Robert Woods (PIT),1,7,98,48,0,50,4,0,9,7,0,1,6,1,0,0,0,8,1,1,100.0%,2,2.0,1,33.3%,1,13,0,100.0%,0,1,7.5,7.5,1.6%
2019,15,9867,Julio Jones,Julio Jones (FA),1,13,134,71,0,63,12,1,20,15,2,4,5,2,0,0,0,2,4,4,100.0%,26,6.5,2,100.0%,0,0,0,0%,0,1,14.6,14.6,0.6%
2019,15,13976,Jamison Crowder,Jamison Crowder (FA),1,6,90,48,0,42,11,1,11,7,1,3,3,1,1,1,0,3,2,3,66.7%,22,11.0,2,60.0%,0,0,0,0%,0,1,14.2,14.2,1.0%
2019,15,13897,DeVante Parker,DeVante Parker (FA),1,4,72,71,0,1,0,0,7,5,1,1,4,2,0,0,0,7,1,2,50.0%,20,20.0,1,40.0%,0,0,0,0%,0,1,8.0,8.0,0.0%
2019,15,15528,Michael Thomas,Michael Thomas (FA),1,12,128,108,0,20,1,0,12,12,0,2,5,2,0,0,0,6,3,3,100.0%,27,9.0,1,100.0%,0,0,0,0%,0,1,8.7,8.7,1.2%
2019,15,13971,Tyler Lockett,Tyler Lockett (TEN),1,8,120,79,0,41,1,0,9,8,0,4,5,2,1,1,0,5,4,4,100.0%,32,8.0,1,66.7%,0,0,0,0%,0,1,9.2,9.2,15.2%
2019,16,15528,Michael Thomas,Michael Thomas (FA),1,12,136,89,0,47,16,0,17,13,0,3,6,2,0,0,0,3,3,3,100.0%,25,8.3,1,100.0%,0,0,0,0%,0,1,8.5,8.5,1.2%
2019,16,18962,Steven Sims Jr.,Steven Sims Jr. (SEA),1,6,64,44,0,20,0,0,10,6,0,3,3,1,1,0,0,1,2,3,66.7%,17,8.5,2,60.0%,0,0,0,0%,0,1,13.7,13.7,0.0%
2019,16,13897,DeVante Parker,DeVante Parker (FA),1,5,111,102,0,9,6,0,15,6,1,2,4,2,1,1,1,8,1,2,50.0%,7,7.0,1,50.0%,0,0,0,0.0%,0,1,6.7,6.7,0.0%
2019,17,16433,Cooper Kupp,Cooper Kupp (SEA),1,7,99,67,0,32,15,2,10,7,0,2,4,2,0,0,0,8,2,3,66.7%,15,7.5,1,60.0%,0,0,0,0%,0,1,7.5,7.5,86.6%
2019,17,12123,Davante Adams,Davante Adams (LAR),1,7,93,77,0,16,6,0,13,7,0,1,4,2,1,0,0,3,1,3,33.3%,20,20.0,1,60.0%,0,0,0,0%,0,1,8.0,8.0,96.5%
2019,17,16436,Dede Westbrook,Dede Westbrook (FA),1,7,72,45,0,27,8,0,8,7,0,2,5,0,0,0,0,6,1,2,50.0%,18,18.0,1,40.0%,0,0,0,0%,0,1,7.8,7.8,0.0%
2020,1,13429,Adam Thielen,Adam Thielen (CAR),1,6,110,108,0,2,0,0,8,6,0,1,5,2,1,0,0,5,1,1,100.0%,19,19.0,1,100.0%,0,0,0,0%,0,1,7.9,7.9,41.4%
2020,1,17258,Calvin Ridley,Calvin Ridley (TEN),1,9,130,109,0,21,17,0,12,9,0,3,8,1,0,0,0,1,3,3,100.0%,37,12.3,2,50.0%,1,-1,0,100.0%,0,1,15.6,15.6,88.5%
2020,1,16427,JuJu Smith-Schuster,JuJu Smith-Schuster (KC),1,6,69,31,0,38,6,0,6,6,0,2,4,0,0,0,0,2,2,2,100.0%,18,9.0,2,66.7%,0,0,0,0%,0,1,13.8,13.8,1.8%
2020,3,13971,Tyler Lockett,Tyler Lockett (TEN),1,9,100,96,0,4,0,0,13,12,3,3,3,1,1,1,0,5,2,3,66.7%,2,1.0,2,100.0%,0,0,0,0%,0,1,12.2,12.2,15.2%
2020,3,16433,Cooper Kupp,Cooper Kupp (SEA),1,9,107,64,0,43,28,1,10,10,0,1,5,2,0,0,0,6,2,2,100.0%,24,12.0,1,100.0%,0,0,0,0.0%,0,1,8.4,8.4,86.6%
2020,4,17292,DJ Chark Jr.,DJ Chark Jr. (ATL),1,8,95,86,0,9,4,0,9,8,0,2,5,1,0,0,0,2,2,2,100.0%,13,6.5,2,50.0%,0,0,0,0%,0,1,13.3,13.3,1.6%
2020,4,13894,Amari Cooper,Amari Cooper (FA),1,12,134,63,0,71,26,1,16,12,0,2,9,1,0,0,0,3,1,3,33.3%,20,20.0,1,50.0%,0,0,0,0%,0,1,8.0,8.0,15.2%
2020,4,13429,Adam Thielen,Adam Thielen (CAR),1,8,114,83,0,31,0,0,10,8,0,2,3,2,1,0,0,8,2,2,100.0%,12,6.0,1,100.0%,0,0,0,0%,0,1,7.2,7.2,41.4%
2020,4,17261,Tre'Quan Smith,Tre'Quan Smith (FA),1,4,54,50,0,4,2,0,4,4,0,1,3,1,0,0,0,1,2,2,100.0%,22,11.0,2,100.0%,0,0,0,0.0%,0,1,14.2,14.2,0.0%
2020,5,18627,Chase Claypool,Chase Claypool (FA),1,7,110,68,0,42,1,0,11,8,0,2,4,2,2,0,0,3,1,2,50.0%,5,5.0,1,66.7%,1,2,1,100.0%,0,1,12.7,12.7,1.1%
2020,5,18219,DK Metcalf,DK Metcalf (PIT),1,6,93,82,0,11,4,0,11,7,0,4,4,1,1,0,0,2,2,4,50.0%,19,9.5,2,66.7%,0,0,0,0%,0,1,13.9,13.9,95.8%
2020,5,13429,Adam Thielen,Adam Thielen (CAR),1,9,80,73,0,7,4,0,13,12,0,3,3,0,0,0,0,1,3,3,100.0%,23,7.7,2,100.0%,1,3,0,100.0%,0,1,14.6,14.6,41.4%
2020,6,19236,Justin Jefferson,Justin Jefferson (MIN),1,9,166,108,0,58,41,0,11,9,0,1,7,2,2,1,0,2,2,2,100.0%,29,14.5,1,40.0%,0,0,0,0%,0,1,8.9,8.9,99.0%
2020,6,9867,Julio Jones,Julio Jones (FA),1,8,137,70,0,67,20,1,10,8,0,3,4,4,2,1,0,3,3,4,75.0%,29,9.7,1,80.0%,0,0,0,0%,0,1,8.9,8.9,0.6%
2020,6,18218,A.J. Brown,A.J. Brown (PHI),1,5,58,44,0,14,7,0,7,5,0,2,3,0,0,0,0,1,2,2,100.0%,13,6.5,2,66.7%,0,0,0,0%,0,1,13.3,13.3,99.0%
2020,7,13971,Tyler Lockett,Tyler Lockett (TEN),1,15,200,163,0,37,11,1,20,17,2,3,8,2,2,1,0,3,3,3,100.0%,14,4.7,2,100.0%,0,0,0,0%,0,1,13.4,13.4,15.2%
2020,7,18615,Diontae Johnson,Diontae Johnson (CLE),1,9,80,32,0,48,9,0,15,11,2,4,3,0,0,0,0,1,3,4,75.0%,26,8.7,2,66.7%,0,0,0,0%,0,1,14.6,14.6,17.4%
2020,7,15547,Tyler Boyd,Tyler Boyd (FA),1,11,101,63,0,38,18,0,13,11,0,7,5,0,0,0,0,4,5,7,71.4%,43,8.6,1,77.8%,0,0,0,0%,0,1,10.3,10.3,2.4%
2020,7,13969,Nelson Agholor,Nelson Agholor (FA),1,5,107,93,0,14,3,0,9,6,1,0,3,3,1,1,0,5,1,2,50.0%,20,20.0,1,100.0%,0,0,0,0%,0,1,8.0,8.0,1.0%
2020,8,12123,Davante Adams,Davante Adams (LAR),1,7,53,45,0,8,1,0,11,7,0,4,2,0,0,0,0,1,3,4,75.0%,13,4.3,3,100.0%,0,0,0,0.0%,0,1,19.3,19.3,96.5%
2020,8,11610,Robert Woods,Robert Woods (PIT),1,7,85,42,0,43,7,1,8,7,0,2,3,1,0,0,0,2,1,2,50.0%,11,11.0,1,66.7%,1,4,1,100.0%,0,1,13.5,13.5,1.6%
2020,8,16385,Corey Davis,Corey Davis (FA),1,8,128,104,0,24,8,0,10,8,0,1,7,3,0,0,0,6,1,1,100.0%,12,12.0,1,33.3%,0,0,0,0%,0,1,7.2,7.2,0.0%
2020,8,16434,Curtis Samuel,Curtis Samuel (BUF),1,4,31,24,0,7,2,0,5,4,0,0,1,1,0,0,0,5,0,0,0%,0,0.0,0,0%,1,12,1,100.0%,0,1,7.2,7.2,8.8%
2020,9,15802,Tyreek Hill,Tyreek Hill (MIA),1,9,113,91,0,22,16,0,18,10,1,3,5,2,0,0,0,2,2,3,66.7%,16,8.0,1,75.0%,1,8,0,100.0%,0,1,8.4,8.4,97.3%
2020,9,13975,Breshad Perriman,Breshad Perriman (FA),1,5,101,79,0,22,0,0,7,5,0,2,4,1,1,1,1,8,1,2,50.0%,15,15.0,1,66.7%,0,0,0,0%,0,1,7.5,7.5,0.0%
2020,9,19201,Jerry Jeudy,Jerry Jeudy (CLE),1,7,125,97,0,28,5,1,14,7,0,1,5,3,1,1,0,4,1,2,50.0%,20,20.0,1,50.0%,0,0,0,0%,0,1,8.0,8.0,89.1%
2020,9,16434,Curtis Samuel,Curtis Samuel (BUF),1,9,105,60,0,45,7,0,9,9,0,3,5,2,0,0,0,1,3,3,100.0%,22,7.3,1,60.0%,1,7,0,100.0%,0,1,8.9,8.9,8.8%
2020,10,12904,Willie Snead IV,Willie Snead IV (FA),1,5,64,31,0,33,11,2,7,6,1,2,3,1,0,0,0,1,2,2,100.0%,24,12.0,2,66.7%,0,0,0,0%,0,1,14.4,14.4,0.0%
2020,10,18615,Diontae Johnson,Diontae Johnson (CLE),1,6,116,64,0,52,15,0,11,7,1,1,6,1,1,1,0,7,1,1,100.0%,12,12.0,1,14.3%,0,0,0,0.0%,0,1,7.2,7.2,17.4%
2020,10,18627,Chase Claypool,Chase Claypool (FA),1,4,56,29,0,27,5,0,10,5,1,3,4,0,0,0,0,3,2,3,66.7%,16,8.0,2,42.9%,1,-3,0,50.0%,0,1,13.3,13.3,1.1%
2020,10,16864,Keelan Cole Sr.,Keelan Cole Sr. (FA),1,5,47,27,0,20,15,0,7,6,1,1,2,0,0,0,0,8,1,1,100.0%,12,12.0,1,100.0%,0,0,0,0%,0,1,7.2,7.2,0.0%
2020,10,13429,Adam Thielen,Adam Thielen (CAR),1,4,43,36,0,7,0,0,7,7,3,2,2,0,0,0,0,2,2,3,66.7%,23,11.5,2,100.0%,0,0,0,0%,0,1,14.3,14.3,41.4%
2020,11,13429,Adam Thielen,Adam Thielen (CAR),1,8,123,75,0,48,1,0,11,9,1,3,4,2,1,1,1,1,3,3,100.0%,13,4.3,2,100.0%,0,0,0,0%,0,1,13.3,13.3,41.4%
2020,11,11616,Keenan Allen,Keenan Allen (FA),1,16,145,65,0,80,24,0,19,17,1,3,7,1,0,0,0,5,3,3,100.0%,36,12.0,1,100.0%,0,0,0,0%,1,1,7.6,7.6,20.7%
2020,11,15802,Tyreek Hill,Tyreek Hill (MIA),1,11,102,59,0,43,0,0,14,11,0,3,4,0,0,0,0,6,2,3,66.7%,12,6.0,1,60.0%,1,3,0,100.0%,0,1,7.5,7.5,97.3%
2020,11,13969,Nelson Agholor,Nelson Agholor (FA),1,6,88,59,0,29,6,0,9,7,1,3,4,2,0,0,0,2,3,3,100.0%,32,10.7,1,75.0%,0,0,0,0%,0,1,9.2,9.2,1.0%
2020,12,15802,Tyreek Hill,Tyreek Hill (MIA),1,13,269,188,0,81,16,4,15,13,0,0,7,6,3,2,1,5,1,1,100.0%,20,20.0,1,50.0%,0,0,0,0%,0,1,8.0,8.0,97.3%
2020,12,12126,Allen Robinson II,Allen Robinson II (FA),1,8,74,52,0,22,12,1,13,8,0,4,3,1,0,0,0,2,3,5,60.0%,16,5.3,2,83.3%,0,0,0,0%,0,1,13.6,13.6,1.4%
2020,12,19236,Justin Jefferson,Justin Jefferson (MIN),1,7,70,63,0,7,3,1,13,8,0,4,4,0,0,0,0,1,2,4,50.0%,22,11.0,2,66.7%,0,0,0,0%,0,1,14.2,14.2,99.0%
2020,13,16385,Corey Davis,Corey Davis (FA),1,11,182,132,0,50,16,1,12,11,0,1,9,2,1,1,0,8,1,1,100.0%,17,17.0,1,20.0%,0,0,0,0%,0,1,7.7,7.7,0.0%
2020,13,12123,Davante Adams,Davante Adams (LAR),1,10,121,80,0,41,16,0,12,10,0,4,5,2,1,1,0,2,3,4,75.0%,12,4.0,2,100.0%,0,0,0,0%,0,1,13.2,13.2,96.5%
2020,13,19236,Justin Jefferson,Justin Jefferson (MIN),1,9,121,98,0,23,12,0,12,9,0,0,5,2,1,1,0,7,1,1,100.0%,20,20.0,1,50.0%,0,0,0,0%,0,1,8.0,8.0,99.0%
2020,13,13976,Jamison Crowder,Jamison Crowder (FA),1,5,47,28,0,19,9,0,7,5,0,3,3,0,0,0,0,3,2,3,66.7%,9,4.5,2,75.0%,0,0,0,0%,0,1,12.9,12.9,1.0%
2020,13,16556,Tim Patrick,Tim Patrick (DET),1,4,44,36,0,8,0,0,4,4,0,2,2,1,0,0,0,1,2,2,100.0%,15,7.5,2,100.0%,0,0,0,0%,0,1,13.5,13.5,3.0%
2020,14,13981,Stefon Diggs,Stefon Diggs (NE),1,10,130,64,0,66,34,0,14,10,0,2,5,2,0,0,0,3,1,2,50.0%,19,19.0,1,40.0%,0,0,0,0%,0,1,7.9,7.9,85.4%
2020,14,12126,Allen Robinson II,Allen Robinson II (FA),1,9,123,76,0,47,7,0,13,10,1,3,4,2,1,0,0,2,2,3,66.7%,19,9.5,1,75.0%,0,0,0,0.0%,0,1,7.9,7.9,1.4%
2020,15,17258,Calvin Ridley,Calvin Ridley (TEN),1,10,163,135,0,28,4,0,14,11,1,1,8,3,1,0,0,7,1,1,100.0%,12,12.0,1,25.0%,0,0,0,0%,0,1,7.2,7.2,88.5%
2020,15,16972,Zach Pascal,Zach Pascal (NYG),1,5,79,60,0,19,4,0,6,5,0,2,4,2,0,0,0,1,2,2,100.0%,16,8.0,2,66.7%,0,0,0,0%,0,1,13.6,13.6,0.1%
2020,15,11610,Robert Woods,Robert Woods (PIT),1,6,56,44,0,12,4,0,7,6,0,1,3,0,0,0,0,4,1,1,100.0%,15,15.0,1,50.0%,0,0,0,0%,0,1,7.5,7.5,1.6%
2020,16,13981,Stefon Diggs,Stefon Diggs (NE),1,9,145,72,0,73,20,2,11,9,0,2,6,2,1,1,1,2,2,2,100.0%,26,13.0,2,50.0%,0,0,0,0%,0,1,14.6,14.6,85.4%
2020,16,12123,Davante Adams,Davante Adams (LAR),1,11,142,91,0,51,30,1,12,11,0,3,4,3,1,0,0,1,3,3,100.0%,20,6.7,3,60.0%,0,0,0,0%,0,1,20.0,20.0,96.5%
2020,16,19202,CeeDee Lamb,CeeDee Lamb (DAL),1,3,65,28,0,37,2,0,5,3,0,0,1,1,1,1,1,5,0,0,0%,0,0.0,0,0.0%,1,19,1,100.0%,0,1,7.9,7.9,98.7%
2020,17,12122,Brandin Cooks,Brandin Cooks (NO),1,11,166,150,0,16,2,0,16,14,1,3,6,4,1,0,0,5,3,4,75.0%,36,12.0,1,57.1%,0,0,0,0%,0,1,9.6,9.6,11.2%
2020,17,16604,Isaiah McKenzie,Isaiah McKenzie (FA),1,6,65,51,0,14,0,0,9,7,1,2,3,0,0,0,0,2,2,3,66.7%,21,10.5,2,75.0%,0,0,0,0%,0,1,14.1,14.1,0.0%
2021,1,13894,Amari Cooper,Amari Cooper (FA),1,13,139,110,0,29,11,0,17,13,0,3,7,2,0,0,0,8,3,3,100.0%,13,4.3,1,50.0%,0,0,0,0%,0,1,7.3,7.3,15.2%
2021,1,16385,Corey Davis,Corey Davis (FA),1,5,97,68,0,29,18,0,7,6,1,1,4,3,1,0,0,3,2,2,100.0%,20,10.0,1,100.0%,0,0,0,0%,0,1,8.0,8.0,0.0%
2021,1,11606,DeAndre Hopkins,DeAndre Hopkins (BAL),1,6,83,58,0,25,2,0,8,6,0,2,4,1,1,0,0,1,2,2,100.0%,22,11.0,2,40.0%,0,0,0,0%,0,1,14.2,14.2,21.8%
2021,2,16433,Cooper Kupp,Cooper Kupp (SEA),1,9,163,62,0,101,12,2,11,9,0,2,7,2,2,2,0,1,2,2,100.0%,26,13.0,2,66.7%,1,-5,0,100.0%,0,1,14.1,14.1,86.6%
2021,2,12119,Mike Evans,Mike Evans (TB),1,5,75,68,0,7,2,0,9,5,0,4,3,3,0,0,0,2,2,4,50.0%,4,2.0,2,80.0%,0,0,0,0%,0,1,12.4,12.4,97.3%
2021,3,16377,Mike Williams,Mike Williams (FA),1,7,122,72,0,50,19,0,9,9,1,1,5,3,1,1,0,1,3,3,100.0%,40,13.3,2,42.9%,0,0,0,0%,0,1,16.0,16.0,13.7%
2021,3,16433,Cooper Kupp,Cooper Kupp (SEA),1,9,96,68,0,28,5,1,12,10,1,3,4,2,0,0,0,2,3,3,100.0%,15,5.0,2,75.0%,0,0,0,0.0%,0,1,13.5,13.5,86.6%
2021,3,12123,Davante Adams,Davante Adams (LAR),1,12,132,103,0,29,12,0,18,13,1,2,7,1,0,0,0,7,2,3,66.7%,15,7.5,1,60.0%,0,0,0,0%,0,1,7.5,7.5,96.5%
2021,4,15802,Tyreek Hill,Tyreek Hill (MIA),1,11,186,143,0,43,23,2,12,11,0,2,7,3,3,1,0,2,2,2,100.0%,18,9.0,2,66.7%,0,0,0,0%,0,1,13.8,13.8,97.3%
