Year,Week,FantasyPros_ID,Player,Player,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank_rz,REC_rz,TGT_rz,REC PCT_rz,YDS_rz,Y/R_rz,TD_rz,TGT PCT_rz,ATT_rz,YDS_rz,TD_rz,PCT_rz,FL_rz,G_rz,FPTS_rz,FPTS/G_rz,ROST %_rz
2021,4,18466,Terry McLaurin,Terry McLaurin (WAS),1,6,123,115,0,8,4,1,13,7,0,2,5,4,1,0,0,4,1,2,50.0%,17,17.0,1,66.7%,0,0,0,0%,0,1,7.7,7.7,97.0%
2021,4,17265,DJ Moore,DJ Moore (CHI),1,8,113,39,0,74,22,1,12,8,0,3,2,2,1,0,0,1,3,3,100.0%,23,7.7,2,75.0%,0,0,0,0%,0,1,14.3,14.3,94.7%
2021,5,18226,Marquise Brown,Marquise Brown (KC),1,9,125,95,0,30,18,1,10,9,0,3,5,2,1,1,0,4,2,3,66.7%,12,6.0,1,75.0%,0,0,0,0%,0,1,7.2,7.2,51.5%
2021,5,18219,DK Metcalf,DK Metcalf (PIT),1,5,98,79,0,19,12,2,5,5,0,1,5,2,0,0,0,1,1,1,100.0%,19,19.0,1,33.3%,0,0,0,0%,0,1,7.9,7.9,95.8%
2021,5,19505,Marquez Callaway,Marquez Callaway (SF),1,4,85,81,0,4,1,0,8,4,0,1,4,1,1,1,0,5,1,1,100.0%,12,12.0,1,100.0%,0,0,0,0%,0,1,7.2,7.2,0.0%
2021,6,16433,Cooper Kupp,Cooper Kupp (SEA),1,9,130,68,0,62,5,0,12,11,2,2,5,3,1,0,0,2,2,2,100.0%,16,8.0,2,66.7%,0,0,0,0%,0,1,13.6,13.6,86.6%
2021,6,19790,Jaylen Waddle,Jaylen Waddle (MIA),1,10,70,33,0,37,16,0,13,10,0,2,3,0,0,0,0,3,2,2,100.0%,8,4.0,2,100.0%,0,0,0,0%,0,1,12.8,12.8,90.2%
2021,6,11606,DeAndre Hopkins,DeAndre Hopkins (BAL),1,3,55,38,0,17,6,0,4,3,0,3,2,1,1,0,0,1,2,3,66.7%,22,11.0,2,60.0%,0,0,0,0.0%,0,1,14.2,14.2,21.8%
2021,7,16433,Cooper Kupp,Cooper Kupp (SEA),1,10,156,100,0,56,25,0,13,11,1,3,5,3,1,1,1,2,2,3,66.7%,7,3.5,2,42.9%,0,0,0,0%,0,1,12.7,12.7,86.6%
2021,7,12119,Mike Evans,Mike Evans (TB),1,6,76,69,0,7,5,0,10,6,0,5,2,1,1,1,0,1,4,5,80.0%,19,4.8,3,71.4%,0,0,0,0%,0,1,19.9,19.9,97.3%
2021,8,19278,Michael Pittman Jr.,Michael Pittman Jr. (IND),1,10,86,69,0,17,10,0,15,10,0,3,2,1,1,0,0,3,2,3,66.7%,9,4.5,2,100.0%,0,0,0,0%,0,1,12.9,12.9,70.5%
2021,8,11610,Robert Woods,Robert Woods (PIT),1,3,35,15,0,20,8,0,9,4,1,5,1,1,0,0,0,2,2,5,40.0%,7,3.5,1,45.5%,1,16,1,100.0%,0,1,14.3,14.3,1.6%
2021,8,16433,Cooper Kupp,Cooper Kupp (SEA),1,7,115,70,0,45,13,1,9,7,0,5,4,1,1,1,1,5,3,5,60.0%,34,11.3,1,45.5%,0,0,0,0.0%,0,1,9.4,9.4,86.6%
2021,8,18219,DK Metcalf,DK Metcalf (PIT),1,6,43,34,0,9,3,0,6,6,0,3,1,0,0,0,0,1,3,3,100.0%,25,8.3,2,100.0%,0,0,0,0%,0,1,14.5,14.5,95.8%
2021,9,20114,Elijah Moore,Elijah Moore (BUF),1,7,84,71,0,13,3,0,8,7,0,2,5,1,0,0,0,1,2,2,100.0%,38,19.0,2,33.3%,0,0,0,0%,0,1,15.8,15.8,6.4%
2021,9,18864,Olamide Zaccheaus,Olamide Zaccheaus (CHI),1,3,58,43,0,15,7,0,3,3,0,2,1,1,1,1,0,4,2,2,100.0%,9,4.5,2,66.7%,0,0,0,0%,0,1,12.9,12.9,2.3%
2021,9,19810,Darnell Mooney,Darnell Mooney (ATL),1,3,41,40,0,1,0,0,6,3,0,1,2,1,0,0,0,2,1,1,100.0%,16,16.0,1,100.0%,1,15,1,100.0%,0,1,15.1,15.1,66.4%
2021,9,18168,Malik Turner,Malik Turner (FA),1,5,33,33,0,0,0,0,7,6,1,4,1,0,0,0,0,3,3,4,75.0%,20,6.7,2,80.0%,0,0,0,0%,0,1,14.0,14.0,0.0%
2021,10,19202,CeeDee Lamb,CeeDee Lamb (DAL),1,6,94,36,0,58,45,4,7,6,0,3,3,2,1,0,0,2,2,3,66.7%,22,11.0,2,100.0%,0,0,0,0%,0,1,14.2,14.2,98.7%
2021,10,13981,Stefon Diggs,Stefon Diggs (NE),1,8,162,123,0,39,15,0,13,8,0,4,4,3,2,2,1,7,1,4,25.0%,12,12.0,1,100.0%,0,0,0,0.0%,0,1,7.2,7.2,85.4%
2021,10,15802,Tyreek Hill,Tyreek Hill (MIA),1,7,83,46,0,37,18,2,10,7,0,3,3,1,1,0,0,1,4,4,100.0%,27,6.8,2,100.0%,1,2,0,50.0%,0,1,14.9,14.9,97.3%
2021,11,12123,Davante Adams,Davante Adams (LAR),1,7,115,60,0,55,8,0,8,7,0,2,6,1,1,0,0,1,2,2,100.0%,28,14.0,2,40.0%,0,0,0,0%,0,1,14.8,14.8,96.5%
2021,11,18615,Diontae Johnson,Diontae Johnson (CLE),1,7,101,66,0,35,0,0,13,7,0,4,4,2,1,0,0,4,2,4,50.0%,19,9.5,1,66.7%,0,0,0,0.0%,0,1,7.9,7.9,17.4%
2021,12,18244,Deebo Samuel Sr.,Deebo Samuel Sr. (WAS),1,1,12,7,0,5,3,0,4,1,0,0,1,0,0,0,0,2,0,0,0%,0,0.0,0,0.0%,3,17,2,100.0%,0,1,13.7,13.7,87.1%
2021,12,19790,Jaylen Waddle,Jaylen Waddle (MIA),1,9,137,70,0,67,3,0,10,9,0,2,5,2,1,1,1,5,2,2,100.0%,9,4.5,1,50.0%,0,0,0,0%,0,1,6.9,6.9,90.2%
2021,12,13429,Adam Thielen,Adam Thielen (CAR),1,5,62,52,0,10,3,0,7,5,0,1,2,2,0,0,0,1,2,2,100.0%,22,11.0,2,50.0%,0,0,0,0%,0,1,14.2,14.2,41.4%
2021,13,19236,Justin Jefferson,Justin Jefferson (MIN),1,11,182,142,0,40,7,0,14,11,0,2,8,2,2,1,0,8,1,2,50.0%,3,3.0,1,40.0%,1,4,0,100.0%,0,1,6.7,6.7,99.0%
2021,13,11616,Keenan Allen,Keenan Allen (FA),1,5,34,34,0,0,0,0,8,5,0,2,1,0,0,0,0,1,2,2,100.0%,11,5.5,2,66.7%,0,0,0,0%,0,1,13.1,13.1,20.7%
2021,14,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,5,77,61,0,16,5,0,8,7,2,1,4,1,1,0,0,2,1,1,100.0%,17,17.0,1,100.0%,0,0,0,0%,0,1,7.7,7.7,99.4%
2021,14,16433,Cooper Kupp,Cooper Kupp (SEA),1,13,123,73,0,50,22,1,15,13,0,5,4,1,1,1,0,1,4,5,80.0%,18,4.5,1,71.4%,0,0,0,0%,0,1,7.8,7.8,86.6%
2021,14,18345,Hunter Renfrow,Hunter Renfrow (CAR),1,13,117,47,0,70,0,0,14,13,0,4,3,0,0,0,0,3,3,4,75.0%,16,5.3,1,100.0%,0,0,0,0%,0,1,7.6,7.6,1.8%
2021,14,12119,Mike Evans,Mike Evans (TB),1,6,91,61,0,30,4,0,6,6,0,1,5,2,0,0,0,5,1,1,100.0%,13,13.0,1,25.0%,0,0,0,0%,0,1,7.3,7.3,97.3%
2021,15,19398,Gabe Davis,Gabe Davis (FA),1,5,85,69,0,16,0,0,7,5,0,1,5,2,0,0,0,1,2,2,100.0%,34,17.0,2,40.0%,0,0,0,0%,0,1,15.4,15.4,12.6%
2021,15,17528,Marquez Valdes-Scantling,Marquez Valdes-Scantling (SEA),1,5,98,71,0,27,9,0,7,5,0,1,4,3,1,0,0,8,1,1,100.0%,11,11.0,1,20.0%,0,0,0,0%,0,1,7.1,7.1,6.2%
2021,16,19211,Tee Higgins,Tee Higgins (CIN),1,12,194,146,0,48,12,1,13,13,1,3,10,3,1,1,1,3,2,3,66.7%,11,5.5,2,75.0%,0,0,0,0%,0,1,13.1,13.1,97.6%
2021,16,12123,Davante Adams,Davante Adams (LAR),1,10,114,69,0,45,13,1,13,11,1,4,5,1,1,0,0,2,3,4,75.0%,20,6.7,2,66.7%,0,0,0,0%,0,1,14.0,14.0,96.5%
2021,16,18218,A.J. Brown,A.J. Brown (PHI),1,11,145,109,0,36,8,1,16,12,1,2,8,1,1,1,0,7,1,2,50.0%,18,18.0,1,100.0%,0,0,0,0%,0,1,7.8,7.8,99.0%
2021,16,17739,Byron Pringle,Byron Pringle (FA),1,6,75,52,0,23,12,2,7,7,0,2,4,1,0,0,0,1,2,2,100.0%,21,10.5,2,50.0%,0,0,0,0%,0,1,14.1,14.1,0.0%
2021,16,19799,Amon-Ra St. Brown,Amon-Ra St. Brown (DET),1,9,91,60,0,31,6,0,11,9,0,2,3,2,0,0,0,5,2,3,66.7%,28,14.0,1,37.5%,0,0,0,0%,0,1,8.8,8.8,99.5%
2021,17,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,11,266,113,0,153,34,2,12,11,0,1,6,4,4,2,2,5,2,2,100.0%,23,11.5,1,66.7%,0,0,0,0%,0,1,8.3,8.3,99.4%
2021,17,18219,DK Metcalf,DK Metcalf (PIT),1,6,63,45,0,18,5,0,9,7,1,4,4,0,0,0,0,1,3,4,75.0%,27,9.0,3,80.0%,0,0,0,0%,0,1,20.7,20.7,95.8%
2021,17,17289,Braxton Berrios,Braxton Berrios (HOU),1,8,65,12,0,53,4,0,12,8,0,3,3,0,0,0,0,3,3,3,100.0%,22,7.3,1,100.0%,1,1,1,100.0%,0,1,14.3,14.3,0.6%
2021,17,19891,Kristian Wilkerson,Kristian Wilkerson (BUF),1,4,42,37,0,5,3,1,8,5,1,1,1,1,0,0,0,2,2,2,100.0%,26,13.0,2,40.0%,0,0,0,0.0%,0,1,14.6,14.6,1.0%
2021,17,16433,Cooper Kupp,Cooper Kupp (SEA),1,6,95,34,0,61,18,0,7,6,0,1,4,3,0,0,0,7,1,1,100.0%,18,18.0,1,33.3%,0,0,0,0%,0,1,7.8,7.8,86.6%
2021,17,18605,Antoine Wesley,Antoine Wesley (FA),1,4,30,30,0,0,0,0,5,4,0,2,1,0,0,0,0,4,2,2,100.0%,20,10.0,2,40.0%,0,0,0,0%,0,1,14.0,14.0,0.0%
2021,18,18244,Deebo Samuel Sr.,Deebo Samuel Sr. (WAS),1,4,95,42,0,53,39,0,6,4,0,1,2,2,2,1,0,7,0,1,0.0%,0,0.0,0,33.3%,2,16,1,100.0%,0,1,7.6,7.6,87.1%
2021,18,19590,Jauan Jennings,Jauan Jennings (SF),1,6,94,56,0,38,32,1,7,6,0,2,3,2,1,0,0,3,2,2,100.0%,23,11.5,1,66.7%,0,0,0,0.0%,0,1,8.3,8.3,83.8%
2021,18,12119,Mike Evans,Mike Evans (TB),1,6,89,51,0,38,7,0,7,6,0,1,4,2,1,0,0,1,2,2,100.0%,23,11.5,2,50.0%,0,0,0,0%,0,1,14.3,14.3,97.3%
2022,1,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,10,129,65,108,64,21,4,16,11,1,6,8,2,0,0,0,2,2,6,33.3%,18,9.0,1,60.0%,0,0,0,0%,0,1,7.8,7.8,99.4%
2022,1,19278,Michael Pittman Jr.,Michael Pittman Jr. (IND),1,9,121,77,113,44,6,0,13,10,1,2,6,2,0,0,0,5,1,2,50.0%,15,15.0,1,33.3%,0,0,0,0%,0,1,7.5,7.5,70.5%
2022,1,15528,Michael Thomas,Michael Thomas (FA),1,5,57,52,88,5,0,0,8,7,1,2,2,2,0,0,0,1,2,2,100.0%,12,6.0,2,100.0%,0,0,0,0%,0,1,13.2,13.2,1.2%
2022,1,19270,Devin Duvernay,Devin Duvernay (CHI),1,4,54,47,47,7,0,0,4,4,0,1,2,1,0,0,0,4,1,1,100.0%,17,17.0,1,50.0%,0,0,0,0%,0,1,7.7,7.7,0.1%
2022,2,13981,Stefon Diggs,Stefon Diggs (NE),1,12,148,118,141,30,11,0,15,12,0,4,4,1,1,1,0,1,3,4,75.0%,27,9.0,2,80.0%,0,0,0,0%,0,1,14.7,14.7,85.4%
2022,2,19799,Amon-Ra St. Brown,Amon-Ra St. Brown (DET),1,9,116,60,86,56,3,0,12,9,0,3,5,1,1,1,0,3,2,3,66.7%,24,12.0,2,50.0%,0,0,0,0%,0,1,14.4,14.4,99.5%
2022,2,19790,Jaylen Waddle,Jaylen Waddle (MIA),1,11,171,85,146,86,20,1,19,13,2,4,6,2,2,1,1,6,2,4,50.0%,13,6.5,2,57.1%,0,0,0,0%,0,1,13.3,13.3,90.2%
2022,2,23072,Garrett Wilson,Garrett Wilson (NYJ),1,8,102,78,164,24,10,1,14,9,1,5,5,1,1,0,0,4,3,5,60.0%,22,7.3,2,83.3%,0,0,0,0%,0,1,14.2,14.2,96.4%
2022,2,16433,Cooper Kupp,Cooper Kupp (SEA),1,11,108,71,109,37,13,0,14,13,0,4,5,1,0,0,0,2,3,4,75.0%,25,8.3,2,66.7%,0,0,0,0%,0,1,14.5,14.5,86.6%
2022,2,17268,Christian Kirk,Christian Kirk (HOU),1,6,78,44,44,34,7,0,6,6,0,2,4,2,0,0,0,5,2,2,100.0%,15,7.5,2,100.0%,0,0,0,0%,0,1,13.5,13.5,39.5%
2022,3,16489,Mack Hollins,Mack Hollins (NE),1,8,158,111,137,47,23,0,11,8,0,4,3,3,2,2,1,8,2,5,40.0%,14,7.0,1,41.7%,0,0,0,0%,0,1,7.4,7.4,2.8%
2022,4,12119,Mike Evans,Mike Evans (TB),1,8,103,86,135,17,5,1,10,8,0,3,5,1,1,0,0,1,2,3,66.7%,14,7.0,2,75.0%,0,0,0,0%,0,1,13.4,13.4,97.3%
2022,4,16666,Jamal Agnew,Jamal Agnew (ATL),1,4,50,25,66,25,7,0,6,4,0,2,2,1,0,0,0,2,2,2,100.0%,12,6.0,2,66.7%,0,0,0,0%,0,1,13.2,13.2,0.0%
2022,5,13981,Stefon Diggs,Stefon Diggs (NE),1,8,102,34,118,68,0,0,11,8,0,3,5,1,1,1,0,4,1,3,33.3%,15,15.0,1,75.0%,0,0,0,0%,0,1,7.5,7.5,85.4%
2022,6,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,7,132,48,0,84,78,3,10,8,1,2,3,2,1,1,1,3,2,2,100.0%,23,11.5,1,66.7%,0,0,0,0%,0,1,8.3,8.3,99.4%
2022,6,13981,Stefon Diggs,Stefon Diggs (NE),1,10,148,96,0,52,0,0,13,10,0,1,7,2,2,0,0,7,1,1,100.0%,17,17.0,1,33.3%,0,0,0,0%,0,1,7.7,7.7,85.4%
2022,6,19252,Brandon Aiyuk,Brandon Aiyuk (SF),1,8,83,46,0,37,5,0,11,10,0,2,5,0,0,0,0,1,2,2,100.0%,26,13.0,2,66.7%,0,0,0,0%,0,1,14.6,14.6,64.7%
2022,6,22913,Tyquan Thornton,Tyquan Thornton (KC),1,4,37,16,0,21,2,0,5,4,0,2,2,1,0,0,0,2,1,2,50.0%,2,2.0,1,100.0%,2,18,1,100.0%,0,1,14.0,14.0,0.0%
2022,7,18587,Mecole Hardman Jr.,Mecole Hardman Jr. (GB),1,4,32,8,0,24,3,0,4,4,0,1,1,0,0,0,0,1,1,1,100.0%,8,8.0,1,25.0%,1,3,1,100.0%,0,1,13.1,13.1,1.0%
2022,7,11599,Marquise Goodwin,Marquise Goodwin (FA),1,4,67,56,0,11,2,0,5,4,0,0,3,3,0,0,0,3,1,1,100.0%,20,20.0,1,25.0%,0,0,0,0%,0,1,8.0,8.0,0.0%
2022,7,16377,Mike Williams,Mike Williams (FA),1,7,86,37,0,49,2,0,9,7,0,1,6,1,0,0,0,5,1,2,50.0%,13,13.0,1,50.0%,0,0,0,0%,0,1,7.3,7.3,13.7%
2022,9,17301,Allen Lazard,Allen Lazard (NYJ),1,4,87,57,0,30,5,0,10,4,0,3,3,2,1,1,0,2,1,4,25.0%,20,20.0,1,44.4%,0,0,0,0%,0,1,8.0,8.0,5.0%
2022,9,19790,Jaylen Waddle,Jaylen Waddle (MIA),1,5,85,68,0,17,6,0,7,6,1,1,5,1,0,0,0,3,1,1,100.0%,18,18.0,1,33.3%,0,0,0,0%,0,1,7.8,7.8,90.2%
2022,9,18587,Mecole Hardman Jr.,Mecole Hardman Jr. (GB),1,6,79,25,0,54,6,0,9,7,1,4,3,1,1,0,0,1,3,4,75.0%,31,10.3,1,66.7%,0,0,0,0%,0,1,9.1,9.1,1.0%
2022,10,19747,Nick Westbrook-Ikhine,Nick Westbrook-Ikhine (MIA),1,5,119,68,0,51,18,0,8,5,0,1,3,2,1,1,1,8,1,1,100.0%,9,9.0,1,33.3%,0,0,0,0%,0,1,6.9,6.9,4.3%
2022,10,17268,Christian Kirk,Christian Kirk (HOU),1,9,105,78,0,27,11,1,12,10,1,3,5,1,0,0,0,1,3,3,100.0%,29,9.7,2,60.0%,0,0,0,0%,0,1,14.9,14.9,39.5%
2022,10,19398,Gabe Davis,Gabe Davis (FA),1,6,93,91,0,2,2,0,10,7,1,2,5,2,0,0,0,6,1,3,33.3%,11,11.0,1,42.9%,0,0,0,0%,0,1,7.1,7.1,12.6%
2022,11,13894,Amari Cooper,Amari Cooper (FA),1,8,113,84,0,29,3,0,12,9,1,1,5,2,0,0,0,3,2,2,100.0%,19,9.5,1,66.7%,0,0,0,0%,0,1,7.9,7.9,15.2%
2022,11,22845,Joshua Palmer,Joshua Palmer (BUF),1,8,106,74,0,32,16,0,10,8,0,1,4,1,1,1,1,8,1,1,100.0%,6,6.0,1,50.0%,0,0,0,0%,0,1,6.6,6.6,20.8%
2022,11,23886,Christian Watson,Christian Watson (GB),1,4,48,48,0,0,0,0,6,5,1,3,2,0,0,0,0,1,2,3,66.7%,22,11.0,2,75.0%,1,3,0,100.0%,0,1,14.5,14.5,19.2%
2022,12,23072,Garrett Wilson,Garrett Wilson (NYJ),1,5,95,54,0,41,36,1,8,5,0,2,3,1,1,1,1,8,1,2,50.0%,8,8.0,1,100.0%,0,0,0,0%,0,1,6.8,6.8,96.4%
2022,12,16406,Chris Godwin,Chris Godwin (TB),1,12,110,43,0,67,4,0,13,12,0,1,4,2,0,0,0,6,1,1,100.0%,10,10.0,1,33.3%,0,0,0,0%,0,1,7.0,7.0,88.3%
2022,12,16604,Isaiah McKenzie,Isaiah McKenzie (FA),1,6,96,81,0,15,0,0,10,7,1,2,4,2,1,0,0,2,1,3,33.3%,19,19.0,1,50.0%,0,0,0,0%,0,1,7.9,7.9,0.0%
2022,13,19799,Amon-Ra St. Brown,Amon-Ra St. Brown (DET),1,11,114,69,0,45,3,0,12,11,0,4,7,0,0,0,0,1,3,4,75.0%,26,8.7,2,100.0%,0,0,0,0%,0,1,14.6,14.6,99.5%
2022,13,23886,Christian Watson,Christian Watson (GB),1,3,48,41,0,7,0,0,6,3,0,1,3,0,0,0,0,8,1,1,100.0%,14,14.0,1,50.0%,0,0,0,0%,0,1,7.4,7.4,19.2%
2022,13,18466,Terry McLaurin,Terry McLaurin (WAS),1,8,105,48,0,57,19,2,12,8,0,1,6,1,0,0,0,5,1,1,100.0%,19,19.0,1,50.0%,0,0,0,0%,0,1,7.9,7.9,97.0%
2022,14,19201,Jerry Jeudy,Jerry Jeudy (CLE),1,8,73,44,0,29,0,0,9,8,0,3,3,0,0,0,0,1,3,3,100.0%,30,10.0,3,50.0%,0,0,0,0%,0,1,21.0,21.0,89.1%
2022,14,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,10,119,94,0,25,7,0,15,10,0,3,7,1,0,0,0,6,1,3,33.3%,15,15.0,1,75.0%,0,0,0,0%,0,1,7.5,7.5,99.4%
2022,14,16431,Zay Jones,Zay Jones (ARI),1,8,77,61,0,16,6,0,12,9,1,0,2,1,0,0,0,3,1,1,100.0%,20,20.0,1,33.3%,0,0,0,0.0%,0,1,8.0,8.0,2.5%
2022,15,16431,Zay Jones,Zay Jones (ARI),1,6,109,63,0,46,8,1,8,6,0,3,3,1,1,1,1,3,2,3,66.7%,8,4.0,2,50.0%,0,0,0,0%,0,1,12.8,12.8,2.5%
2022,15,17606,Russell Gage Jr.,Russell Gage Jr. (SF),1,8,59,50,0,9,2,0,12,8,0,5,3,0,0,0,0,1,3,5,60.0%,20,6.7,2,71.4%,0,0,0,0%,0,1,14.0,14.0,0.0%
2022,15,16443,Noah Brown,Noah Brown (WAS),1,6,49,38,0,11,0,0,9,8,1,3,2,0,0,0,0,2,3,3,100.0%,18,6.0,2,75.0%,0,0,0,0%,0,1,13.8,13.8,3.4%
2022,15,23101,Jahan Dotson,Jahan Dotson (PHI),1,4,105,86,0,19,9,0,6,4,0,2,4,1,1,1,1,6,1,2,50.0%,19,19.0,1,50.0%,0,0,0,0.0%,0,1,7.9,7.9,7.2%
2022,16,19222,DeVonta Smith,DeVonta Smith (PHI),1,8,113,107,0,6,0,0,12,9,1,3,5,2,0,0,0,1,2,3,66.7%,23,11.5,2,75.0%,0,0,0,0%,0,1,14.3,14.3,93.3%
2022,16,19236,Justin Jefferson,Justin Jefferson (MIN),1,12,133,88,0,45,3,1,16,12,0,2,8,1,0,0,0,5,2,2,100.0%,17,8.5,1,66.7%,0,0,0,0%,0,1,7.7,7.7,99.0%
2022,16,19211,Tee Higgins,Tee Higgins (CIN),1,8,128,95,0,33,0,0,9,9,1,2,5,2,2,0,0,2,2,3,66.7%,25,12.5,1,37.5%,0,0,0,0%,0,1,8.5,8.5,97.6%
2022,17,19252,Brandon Aiyuk,Brandon Aiyuk (SF),1,9,101,78,0,23,10,0,12,11,2,3,6,1,0,0,0,8,2,3,66.7%,8,4.0,1,100.0%,0,0,0,0%,0,1,6.8,6.8,64.7%
2022,17,17303,Richie James Jr.,Richie James Jr. (FA),1,7,76,46,0,30,4,0,7,7,0,2,3,1,0,0,0,2,2,2,100.0%,17,8.5,1,66.7%,0,0,0,0%,0,1,7.7,7.7,0.0%
2022,18,11616,Keenan Allen,Keenan Allen (FA),1,8,102,56,0,46,9,0,11,8,0,3,6,1,1,0,0,1,3,3,100.0%,21,7.0,2,42.9%,0,0,0,0%,0,1,14.1,14.1,20.7%
2022,18,13897,DeVante Parker,DeVante Parker (FA),1,6,79,70,0,9,0,0,7,7,1,2,4,1,0,0,0,6,2,2,100.0%,13,6.5,1,50.0%,0,0,0,0%,0,1,7.3,7.3,0.0%
2022,18,12122,Brandin Cooks,Brandin Cooks (NO),1,5,106,85,0,21,0,0,6,5,0,1,4,3,2,0,0,8,1,1,100.0%,11,11.0,1,50.0%,0,0,0,0%,0,1,7.1,7.1,11.2%
2023,1,19252,Brandon Aiyuk,Brandon Aiyuk (SF),1,8,129,109,109,20,5,0,8,8,0,2,7,2,0,0,0,2,2,2,100.0%,27,13.5,2,100.0%,0,0,0,0%,0,1,14.7,14.7,64.7%
2023,1,18598,Jakobi Meyers,Jakobi Meyers (LV),1,9,81,64,69,17,4,0,10,9,0,3,3,1,0,0,0,4,2,3,66.7%,9,4.5,2,75.0%,0,0,0,0%,0,1,12.9,12.9,84.6%
2023,1,17066,Kendrick Bourne,Kendrick Bourne (NE),1,6,64,42,129,22,0,0,11,7,1,2,3,0,0,0,0,1,2,2,100.0%,30,15.0,2,40.0%,0,0,0,0%,0,1,15.0,15.0,2.7%
2023,2,11616,Keenan Allen,Keenan Allen (FA),1,8,111,90,107,21,5,0,10,9,0,3,4,1,1,1,0,3,2,3,66.7%,20,10.0,2,37.5%,0,0,0,0%,0,1,14.0,14.0,20.7%
2023,2,19211,Tee Higgins,Tee Higgins (CIN),1,8,89,57,125,32,4,0,12,8,0,4,5,1,0,0,0,4,2,4,50.0%,7,3.5,2,44.4%,0,0,0,0%,0,1,12.7,12.7,97.6%
2023,2,24233,Brandon Johnson,Brandon Johnson (PIT),1,2,66,49,55,17,0,0,3,2,0,1,2,1,1,1,1,8,1,1,100.0%,16,16.0,1,33.3%,0,0,0,0.0%,0,1,7.6,7.6,1.0%
2023,3,13429,Adam Thielen,Adam Thielen (CAR),1,11,145,105,138,40,6,1,14,11,0,1,7,3,0,0,0,1,1,1,100.0%,15,15.0,1,100.0%,0,0,0,0%,0,1,7.5,7.5,41.4%
2023,4,13981,Stefon Diggs,Stefon Diggs (NE),1,6,120,74,80,46,42,1,7,6,0,3,5,1,1,1,1,1,2,3,66.7%,24,12.0,2,50.0%,0,0,0,0%,0,1,14.4,14.4,85.4%
2023,4,25333,Michael Wilson,Michael Wilson (ARI),1,7,76,61,61,15,0,0,7,7,0,2,2,1,1,0,0,2,2,2,100.0%,24,12.0,2,50.0%,0,0,0,0%,0,1,14.4,14.4,13.7%
2023,5,17265,DJ Moore,DJ Moore (CHI),1,8,230,88,115,142,40,1,10,8,0,1,6,5,4,2,2,1,2,2,100.0%,31,15.5,2,66.7%,0,0,0,0%,0,1,15.1,15.1,94.7%
2023,5,19788,Ja'Marr Chase,Ja'Marr Chase (CIN),1,15,192,106,154,86,9,0,19,15,0,4,7,1,1,1,1,2,3,5,60.0%,16,5.3,2,71.4%,0,0,0,0%,0,1,13.6,13.6,99.4%
2023,5,13429,Adam Thielen,Adam Thielen (CAR),1,11,107,59,86,48,11,0,13,11,0,4,3,1,1,0,0,7,2,4,50.0%,9,4.5,1,50.0%,0,0,0,0.0%,0,1,6.9,6.9,41.4%
2023,5,13981,Stefon Diggs,Stefon Diggs (NE),1,8,121,112,182,9,0,0,11,9,1,2,5,1,1,1,0,6,1,2,50.0%,15,15.0,1,66.7%,0,0,0,0%,0,1,7.5,7.5,85.4%
2023,5,19398,Gabe Davis,Gabe Davis (FA),1,6,100,95,111,5,0,0,8,7,1,1,4,2,0,0,0,3,1,1,100.0%,19,19.0,1,33.3%,0,0,0,0%,0,1,7.9,7.9,12.6%
2023,6,16433,Cooper Kupp,Cooper Kupp (SEA),1,7,148,97,113,51,16,1,9,7,0,2,5,3,2,1,0,4,1,2,50.0%,13,13.0,1,50.0%,0,0,0,0%,0,1,7.3,7.3,86.6%
2023,7,23107,Jordan Addison,Jordan Addison (MIN),1,7,123,68,99,55,39,1,10,7,0,2,5,2,1,1,1,1,2,3,66.7%,24,12.0,1,75.0%,0,0,0,0%,0,1,8.4,8.4,88.9%
2023,7,18218,A.J. Brown,A.J. Brown (PHI),1,10,137,108,146,29,24,3,15,11,1,1,4,2,2,1,0,6,1,1,100.0%,14,14.0,1,100.0%,0,0,0,0%,0,1,7.4,7.4,99.0%
2023,8,11606,DeAndre Hopkins,DeAndre Hopkins (BAL),1,4,128,95,134,33,1,0,6,4,0,1,3,2,2,2,1,8,1,1,100.0%,16,16.0,1,100.0%,0,0,0,0%,0,1,7.6,7.6,21.8%
2023,8,18218,A.J. Brown,A.J. Brown (PHI),1,8,130,104,104,26,15,2,8,8,0,1,7,3,0,0,0,7,1,1,100.0%,16,16.0,1,50.0%,0,0,0,0%,0,1,7.6,7.6,99.0%
2023,9,25361,Tank Dell,Tank Dell (HOU),1,6,114,105,222,9,0,0,11,8,2,1,6,2,0,0,0,3,1,1,100.0%,15,15.0,1,33.3%,1,0,0,100.0%,0,1,7.5,7.5,18.3%
2023,9,13894,Amari Cooper,Amari Cooper (FA),1,5,139,106,106,33,8,0,5,5,0,1,4,2,2,2,1,7,1,1,100.0%,11,11.0,1,50.0%,0,0,0,0%,0,1,7.1,7.1,15.2%
