player,season,weeks_played,avg_hits,min_hits,max_hits,std_hits,p_hit_all_weeks,p_hit_half_or_more
Calvin Ridley,2024,13,2.709,1,5,0.5406653308655919,0.0,0.0
Cam Sims,2020,4,0.238,0,1,0.42585913163862055,0.0,0.0
Cedric Tillman,2023,4,0.0,0,0,0.0,0.0,0.0
Cedric Tillman,2024,4,2.75,1,3,0.45552167895721496,0.0,0.99
CeeDee Lamb,2020,10,4.462,2,6,0.8164288088988532,0.0,0.483
CeeDee Lamb,2021,7,3.513,2,5,0.5439034840851822,0.0,0.978
CeeDee Lamb,2022,15,7.599,4,10,0.9706693566812542,0.0,0.874
CeeDee Lamb,2023,14,11.628,8,13,0.858845737021498,0.0,1.0
CeeDee Lamb,2024,12,5.634,3,9,0.9818574234582128,0.0,0.538
Chad Beebe,2020,1,0.794,0,1,0.4044304637388237,0.794,1.0
Chad Williams,2018,3,0.0,0,0,0.0,0.0,0.0
Chase Claypool,2020,9,2.305,1,4,0.46901492513565063,0.0,0.002
Chase Claypool,2021,8,1.509,1,3,0.5290737188710096,0.0,0.0
Chase Claypool,2022,7,1.001,1,2,0.03160696125855822,0.0,0.0
Chester Rogers,2017,2,1.0,1,1,0.0,0.0,1.0
Chester Rogers,2018,5,1.67,0,3,0.7092954250522134,0.0,0.593
Chester Rogers,2019,1,0.0,0,0,0.0,0.0,1.0
Chester Rogers,2021,1,0.0,0,0,0.0,0.0,1.0
Chris Conley,2018,5,1.002,1,2,0.044676615807377355,0.0,0.002
Chris Conley,2019,9,2.795,2,4,0.6745183466741286,0.0,0.146
Chris Conley,2020,2,0.0,0,0,0.0,0.0,0.0
Chris Godwin,2017,4,1.762,1,3,0.428200887434858,0.0,0.761
Chris Godwin,2018,8,2.621,2,4,0.6239863780564443,0.0,0.077
Chris Godwin,2019,11,5.092,3,7,0.6689813151351838,0.0,0.843
Chris Godwin,2020,7,2.12,0,4,0.532541078227774,0.0,0.184
Chris Godwin,2021,10,4.002,3,5,0.08942035562443261,0.0,0.005
Chris Godwin,2022,11,2.672,1,4,0.5660530010520217,0.0,0.0
Chris Godwin,2023,14,3.849,1,6,0.7773023864623084,0.0,0.0
Chris Godwin,2024,4,1.003,1,2,0.05469003565550128,0.0,0.003
Chris Hogan,2017,4,0.252,0,2,0.43645847454253883,0.0,0.001
Chris Hogan,2018,2,0.0,0,0,0.0,0.0,0.0
Chris Hogan,2020,1,0.0,0,0,0.0,0.0,1.0
Chris Moore,2022,6,1.404,0,2,0.5027762922016112,0.0,0.0
Chris Olave,2022,10,2.136,0,5,0.7586197993725183,0.0,0.001
Chris Olave,2023,13,3.201,1,5,0.8261954974459738,0.0,0.0
Chris Olave,2024,2,0.214,0,2,0.4197666018158186,0.004,0.21
Christian Blake,2019,1,0.0,0,0,0.0,0.0,1.0
Christian Kirk,2018,7,0.049,0,1,0.21586801523152982,0.0,0.0
Christian Kirk,2019,10,1.037,1,3,0.19398711297403234,0.0,0.0
Christian Kirk,2020,7,1.99,1,2,0.09949874371066199,0.0,0.0
Christian Kirk,2021,9,2.025,0,4,0.5571130944431302,0.0,0.008
Christian Kirk,2022,12,3.003,1,5,0.5974872383574398,0.0,0.0
Christian Kirk,2023,8,0.797,0,2,0.5601705097557349,0.0,0.0
Christian Kirk,2024,3,0.547,0,1,0.49778609864077167,0.0,0.547
Christian Watson,2022,7,4.282,3,5,0.45219022545826887,0.0,1.0
Christian Watson,2023,4,2.0,2,2,0.0,0.0,1.0
Christian Watson,2024,4,0.024,0,1,0.15304901175767194,0.0,0.0
Cody Latimer,2017,1,0.0,0,0,0.0,0.0,1.0
Cody Latimer,2018,1,1.0,1,1,0.0,1.0,1.0
Cody Latimer,2019,2,0.816,0,1,0.3874841932259947,0.0,0.816
Cole Beasley,2017,5,1.981,1,2,0.13652472303579302,0.0,0.981
Cole Beasley,2018,8,2.0,2,2,0.0,0.0,0.0
Cole Beasley,2019,9,2.172,1,5,0.5103097098821459,0.0,0.011
Cole Beasley,2020,8,2.403,2,5,0.5749704340224809,0.0,0.043
Cole Beasley,2021,7,1.117,0,2,0.39662450756351403,0.0,0.0
Collin Johnson,2020,2,1.032,1,2,0.17600000000000002,0.032,1.0
Cooper Kupp,2017,10,2.691,1,5,0.9151606416362102,0.0,0.021
Cooper Kupp,2018,4,2.93,1,3,0.2590366769397724,0.0,0.999
Cooper Kupp,2019,9,4.647,3,6,0.5314047421692809,0.0,0.994
Cooper Kupp,2020,12,1.747,0,4,0.6848291757803547,0.0,0.0
Cooper Kupp,2021,13,10.801,8,13,1.0350840545578897,0.043,1.0
Cooper Kupp,2022,6,4.883,3,5,0.32451656352180236,0.0,1.0
Cooper Kupp,2023,8,2.278,1,5,0.5106035644215579,0.0,0.025
Cooper Kupp,2024,6,2.901,1,5,0.7219411333342907,0.0,0.705
Corey Coleman,2017,4,0.731,0,1,0.4434399621143768,0.0,0.0
Corey Davis,2017,5,0.015,0,1,0.12155245781143219,0.0,0.0
Corey Davis,2018,8,2.115,2,3,0.31902194281898544,0.0,0.0
Corey Davis,2019,7,1.993,1,2,0.08337265738837883,0.0,0.0
Corey Davis,2020,6,3.27,2,5,0.45508241011931017,0.0,0.997
Corey Davis,2021,4,1.076,0,2,0.2687452325158532,0.0,0.077
Corey Davis,2022,3,0.911,0,2,0.3017929753986994,0.0,0.906
Courtland Sutton,2018,8,1.838,0,3,0.3791516846856941,0.0,0.0
Courtland Sutton,2019,13,4.389,3,6,0.5963882963305032,0.0,0.003
Courtland Sutton,2021,6,1.993,1,2,0.08337265738837882,0.0,0.0
Courtland Sutton,2022,9,0.226,0,2,0.42769615382886017,0.0,0.0
