season,week,player_id,FirstName_Initial,FirstName,LastName,recent_team,games_played,current_week_salary,last_week_salary,salary_diff,targets,targets_per_game,target_share,receptions,receptions_per_game,receiving_yards,receiving_yards_per_game,yds_per_reception,total_targets_last_3_games,avg_7tgs_last3_games,red_zone_rec_rec,red_zone_rec_tgt,red_zone_rec_pct,red_zone_rec_yds,red_zone_rec_y/r,red_zone_rec_td,red_zone_rec_tgt_pct,avg_7tgs_per_game_bool,season_avg_10yds_per_reception_bool,avg_7tgs_last3_games_bool
2024,11,00-0035021,a,ashton,dulin,IND,8,"$4,300","$4,300",0,7,0.9,0.055,2,0.2,67,8.4,33.5,4,1.3,0,1,0.0%,0,0,0,4.2%,False,True,False
2024,11,00-0034487,t,nan,sherfield,MIN,6,,,,7,1.2,0.044,6,1.0,61,10.2,10.17,3,1.0,,,,,,,,False,True,False
2024,11,00-0036345,k,k.j.,osborn,NE,6,"$4,700","$4,900",-200,18,3.0,0.11,7,1.2,57,9.5,8.14,5,1.7,2,3,66.7%,12,6.0,0,23.1%,False,False,False
2024,11,00-0039365,j,jacob,cowing,SF,1,"$4,100","$4,000",+100,3,3.0,0.097,2,2.0,50,50.0,25.0,3,1.0,1,2,50.0%,9,9.0,0,6.7%,False,True,False
2024,11,00-0038104,t,tyquan,thornton,NE,4,"$4,100","$4,200",-100,8,2.0,0.077,4,1.0,47,11.8,11.75,5,1.7,1,1,100.0%,14,14.0,0,7.7%,False,True,False
2024,11,00-0038938,j,nan,hyatt,NYG,6,,,,12,2.0,0.059,5,0.8,45,7.5,9.0,9,3.0,,,,,,,,False,False,True
2024,11,00-0035891,c,cody,white,SEA,1,"$4,000",-,-,3,3.0,0.088,2,2.0,44,44.0,22.0,3,1.0,,,,,,,,False,True,False
2024,11,00-0036841,a,nan,trammell,JAX,1,,,,3,3.0,0.1,2,2.0,40,40.0,20.0,3,1.0,,,,,,,,False,True,False
2024,11,00-0034646,b,brandon,powell,MIN,4,"$4,300","$4,600",-300,7,1.8,0.067,4,1.0,38,9.5,9.5,5,1.7,1,1,100.0%,5,5.0,0,4.5%,False,False,False
2024,11,00-0036620,d,dee,eskridge,MIA,2,"$4,000","$4,000",0,2,1.0,0.029,2,1.0,36,18.0,18.0,2,0.7,,,,,,,,False,True,False
2024,11,00-0036268,l,nan,shenault,SEA,6,,,,5,0.8,0.03,5,0.8,36,6.0,7.2,3,1.0,,,,,,,,False,False,False
2024,11,00-0037231,k,nan,austin,NO,1,,,,2,2.0,0.095,2,2.0,36,36.0,18.0,2,0.7,,,,,,,,False,True,False
2024,11,00-0037132,b,britain,covey,PHI,2,"$4,000","$4,000",0,7,3.5,0.117,7,3.5,34,17.0,4.86,7,2.3,2,2,100.0%,5,2.5,0,15.4%,False,False,True
2024,11,00-0039880,m,malik,washington,MIA,4,"$4,500","$4,200",+300,6,1.5,0.085,4,1.0,34,8.5,8.5,6,2.0,0,0,0%,0,0,0,0.0%,False,False,False
2024,11,00-0037742,t,treylon,burks,TEN,5,"$4,500","$4,500",0,8,1.6,0.058,4,0.8,34,6.8,8.5,5,1.7,,,,,,,,False,False,False
2024,11,00-0033536,m,mike,williams,PIT,1,"$5,700","$5,000",+700,1,1.0,0.038,1,1.0,32,32.0,32.0,5,1.7,0,2,0.0%,0,0,0,6.3%,False,True,False
2024,11,00-0031235,o,nan,beckham,MIA,4,,,,9,2.2,0.084,5,1.2,32,8.0,6.4,7,2.3,,,,,,,,False,False,True
2024,11,00-0035298,s,scotty,miller,PIT,2,"$4,100","$4,300",-200,4,2.0,0.069,2,1.0,31,15.5,15.5,4,1.3,,,,,,,,False,True,False
2024,11,00-0035602,a,alex,bachman,LV,1,"$4,700",-,-,3,3.0,0.081,3,3.0,31,31.0,10.33,3,1.0,0,0,0%,0,0,0,0.0%,False,True,False
2024,11,00-0036497,t,nan,jones,JAX,2,,,,4,2.0,0.067,2,1.0,30,15.0,15.0,4,1.3,,,,,,,,False,True,False
2024,11,00-0035639,p,parris,campbell,PHI,3,"$4,300","$4,700",-400,7,2.3,0.088,6,2.0,30,10.0,5.0,7,2.3,1,1,100.0%,1,1.0,1,7.7%,False,False,True
2024,11,00-0037257,d,david,bell,CLE,1,"$4,000",-,-,3,3.0,0.091,3,3.0,27,27.0,9.0,3,1.0,1,1,100.0%,12,12.0,0,4.5%,False,False,False
2024,11,00-0038465,m,malik,heath,GB,2,"$4,100",-,-,5,2.5,0.079,4,2.0,26,13.0,6.5,5,1.7,,,,,,,,False,False,False
2024,11,00-0034272,m,nan,valdes-scantling,BUF,5,,,,9,1.8,0.07,2,0.4,26,5.2,13.0,7,2.3,,,,,,,,False,True,True
2024,11,00-0038573,d,derius,davis,LAC,4,"$4,000","$4,100",-100,3,0.8,0.06,2,0.5,25,6.2,12.5,3,1.0,1,1,100.0%,8,8.0,0,6.3%,False,True,False
2024,11,00-0039410,r,ryan,flournoy,DAL,2,"$4,100","$4,300",-200,3,1.5,0.032,2,1.0,25,12.5,12.5,3,1.0,,,,,,,,False,True,False
2024,11,00-0039650,b,bryce,oliver,TEN,1,"$4,400","$4,000",+400,2,2.0,0.087,2,2.0,23,23.0,11.5,2,0.7,,,,,,,,False,True,False
2024,11,00-0038496,x,xavier,gipson,NYJ,4,"$4,600","$4,300",+300,8,2.0,0.057,4,1.0,23,5.8,5.75,6,2.0,1,1,100.0%,1,1.0,1,3.1%,False,False,False
2024,11,00-0038647,r,ronnie,bell,SF,3,"$4,200","$4,000",+200,6,2.0,0.068,2,0.7,22,7.3,11.0,6,2.0,1,1,100.0%,10,10.0,0,3.3%,False,True,False
2024,11,00-0036183,k,kristian,wilkerson,LV,1,"$4,200",-,-,3,3.0,0.081,2,2.0,18,18.0,9.0,3,1.0,2,3,66.7%,18,9.0,1,11.1%,False,False,False
2024,11,00-0037348,t,nan,conner,MIA,2,,,,4,2.0,0.08,3,1.5,16,8.0,5.33,4,1.3,,,,,,,,False,False,False
2024,11,00-0035341,t,trenton,irwin,CIN,4,"$4,200","$4,300",-100,10,2.5,0.075,3,0.8,15,3.8,5.0,8,2.7,2,6,33.3%,9,4.5,0,17.1%,False,False,True
2024,11,00-0039394,c,casey,washington,ATL,1,"$4,000","$4,100",-100,1,1.0,0.028,1,1.0,14,14.0,14.0,1,0.3,,,,,,,,False,True,False
2024,11,00-0039236,j,johnny,wilson,PHI,5,"$4,800","$4,600",+200,7,1.4,0.049,2,0.4,14,2.8,7.0,5,1.7,1,2,50.0%,5,5.0,1,15.4%,False,False,False
2024,11,00-0038507,g,grant,dubose,MIA,1,"$4,000","$4,000",0,3,3.0,0.081,1,1.0,13,13.0,13.0,3,1.0,,,,,,,,False,True,False
2024,11,00-0036165,i,nan,hodgins,NYG,2,,,,2,1.0,0.03,2,1.0,12,6.0,6.0,2,0.7,,,,,,,,False,False,False
2024,11,00-0037422,k,kendric,pryor,CIN,1,"$4,000","$4,200",-200,1,1.0,0.027,1,1.0,9,9.0,9.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0037382,b,brandon,johnson,PIT,1,"$4,000","$4,000",0,1,1.0,0.038,1,1.0,9,9.0,9.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0039392,j,jhaquan,jackson,TEN,2,"$4,000","$4,000",0,3,1.5,0.05,1,0.5,8,4.0,8.0,3,1.0,,,,,,,,False,False,False
2024,11,00-0034860,d,dante,pettis,NO,1,"$4,400","$4,000",+400,1,1.0,0.048,1,1.0,8,8.0,8.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0037745,v,nan,jones,CHI,1,,,,1,1.0,0.034,1,1.0,8,8.0,8.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0039543,r,ramel,keyton,LV,1,"$4,200",-,-,2,2.0,0.062,1,1.0,7,7.0,7.0,2,0.7,,,,,,,,False,False,False
2024,11,00-0036877,j,jaelon,darden,CLE,1,"$4,000",-,-,1,1.0,0.043,1,1.0,6,6.0,6.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0039451,i,nan,williams,DET,1,,,,3,3.0,0.167,2,2.0,6,6.0,3.0,3,1.0,,,,,,,,False,False,False
2024,11,00-0038359,x,nan,smith,LA,2,,,,2,1.0,0.044,2,1.0,6,3.0,3.0,2,0.7,,,,,,,,False,False,False
2024,11,00-0039920,m,malachi,corley,NYJ,3,"$4,800","$4,500",+300,3,1.0,0.048,2,0.7,6,2.0,3.0,3,1.0,0,1,0.0%,0,0,0,3.1%,False,False,False
2024,11,00-0039747,a,ainias,smith,PHI,2,"$4,000","$4,000",0,3,1.5,0.072,3,1.5,6,3.0,2.0,3,1.0,,,,,,,,False,False,False
2024,11,00-0033460,j,john,ross,PHI,1,"$4,000","$4,000",0,2,2.0,0.069,1,1.0,6,6.0,6.0,2,0.7,,,,,,,,False,False,False
2024,11,00-0035216,d,diontae,johnson,BAL,1,"$5,700","$6,500",-800,2,2.0,0.062,1,1.0,6,6.0,6.0,15,5.0,3,11,27.3%,18,6.0,2,44.0%,False,False,True
2024,11,00-0038576,c,charlie,jones,CIN,2,"$4,400","$4,600",-200,1,0.5,0.034,1,0.5,5,2.5,5.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0031941,j,jamison,crowder,WAS,1,"$4,000","$4,000",0,1,1.0,0.042,1,1.0,5,5.0,5.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0032688,r,robbie,chosen,MIA,1,"$4,000","$4,000",0,4,4.0,0.108,1,1.0,5,5.0,5.0,4,1.3,,,,,,,,False,False,False
2024,11,00-0032128,c,chris,conley,SF,4,"$4,500","$4,600",-100,6,1.5,0.052,1,0.2,4,1.0,4.0,5,1.7,0,1,0.0%,0,0,0,3.3%,False,False,False
2024,11,00-0036133,j,nan,proche,CLE,1,,,,1,1.0,0.031,1,1.0,3,3.0,3.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0033891,z,nan,jones,ARI,2,,,,2,1.0,0.035,1,0.5,3,1.5,3.0,2,0.7,,,,,,,,False,False,False
2024,11,00-0031428,a,nan,robinson,DET,3,,,,3,1.0,0.048,1,0.3,2,0.7,2.0,3,1.0,,,,,,,,False,False,False
2024,11,00-0037487,d,nan,thompkins,CAR,1,,,,0,0.0,,0,0.0,0,0.0,,0,,,,,,,,,False,False,False
2024,11,00-0034928,s,nan,sims,HOU,1,,,,0,0.0,,0,0.0,0,0.0,,0,,,,,,,,,False,False,False
2024,11,00-0039589,k,nan,johnson,TB,2,,,,1,0.5,0.021,0,0.0,0,0.0,,1,0.3,,,,,,,,False,False,False
2024,11,00-0039614,j,jermaine,jackson,NO,1,"$4,600","$4,600",0,0,0.0,,0,0.0,0,0.0,,0,,,,,,,,,False,False,False
2024,11,00-0038092,e,erik,ezukanma,MIA,1,"$4,000","$4,000",0,2,2.0,0.065,0,0.0,0,0.0,,2,0.7,,,,,,,,False,False,False
2024,11,00-0037216,j,justyn,ross,KC,1,"$4,000","$4,000",0,1,1.0,0.025,0,0.0,0,0.0,,1,0.3,0,1,0.0%,0,0,0,4.2%,False,False,False
2024,11,00-0037156,i,irvin,charles,NYJ,1,"$4,000","$4,000",0,1,1.0,0.026,0,0.0,0,0.0,,1,0.3,0,1,0.0%,0,0,0,3.1%,False,False,False
2024,11,00-0037093,d,dareke,young,SEA,1,"$4,000",-,-,1,1.0,0.04,0,0.0,0,0.0,,1,0.3,,,,,,,,False,False,False
2024,11,00-0035544,t,tom,kennedy,DET,1,"$4,000","$4,000",0,1,1.0,0.019,0,0.0,0,0.0,,1,0.3,,,,,,,,False,False,False
2024,11,00-0039521,x,nan,weaver,ARI,1,,,,1,1.0,0.031,0,0.0,0,0.0,,1,0.3,,,,,,,,False,False,False
2024,11,00-0034419,b,braxton,berrios,MIA,3,"$4,000","$4,000",0,4,1.3,0.038,0,0.0,0,0.0,,4,1.3,0,1,0.0%,0,0,0,6.3%,False,False,False
2024,11,00-0038090,s,skyy,moore,KC,2,"$4,000","$4,000",0,3,1.5,0.056,0,0.0,0,0.0,,3,1.0,,,,,,,,False,False,False
2024,11,00-0038477,b,nan,ford-wheaton,NYG,1,,,,0,0.0,,0,0.0,0,0.0,,0,,,,,,,,,False,False,False
2024,11,00-0036331,d,nan,duvernay,JAX,4,,,,1,0.2,0.023,1,0.2,-1,-0.2,-1.0,1,0.3,,,,,,,,False,False,False
2024,11,00-0038840,b,brycen,tremayne,WAS,1,"$4,000","$4,000",0,1,1.0,0.037,1,1.0,-2,-2.0,-2.0,1,0.3,,,,,,,,False,False,False
