season,season_type,week,player_id,player_name,position,position_group,recent_team,opponent_team,fantasy_points,fantasy_points_ppr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions
2023,REG,17,00-0037286,K.Harris,RB,RB,NE,BUF,6.9,8.9,2,15.0,0,0.0,0.0,1.0,0.21200949,0
2023,REG,17,00-0036328,A.Gibson,RB,RB,WAS,SF,3.6,5.6,4,19.0,0,0.0,0.0,1.0,0.24593224,0
2023,REG,17,00-0032764,D.Henry,RB,RB,TEN,HOU,4.2,4.2,12,42.0,0,0.0,0.0,2.0,-2.2262588,0
2023,REG,17,00-0033045,E.Elliott,RB,RB,NE,BUF,10.5,11.5,14,39.0,1,0.0,0.0,2.0,-2.3517141,0
2023,REG,17,00-0035537,T.Johnson,RB,RB,BUF,NE,2.2,2.2,5,22.0,0,0.0,0.0,0.0,-0.9771348,0
2023,REG,17,00-0033280,C.McCaffrey,RB,RB,SF,WAS,9.1,13.1,14,64.0,0,0.0,0.0,5.0,1.650027,0
2023,REG,17,00-0037276,T.Chandler,RB,RB,MIN,GB,6.4,9.4,10,40.0,0,0.0,0.0,1.0,-0.16108328,0
2023,REG,17,00-0038542,B.Robinson,RB,RB,ATL,CHI,8.6,11.6,15,75.0,0,1.0,0.0,4.0,-1.0045679,0
2023,REG,17,00-0037256,R.White,RB,RB,TB,NO,4.6,8.6,11,42.0,0,1.0,1.0,0.0,-10.410388,0
2023,REG,17,00-0029239,B.Bolden,RB,RB,LV,IND,0.6,0.6,2,6.0,0,0.0,0.0,1.0,1.1041044,0
2023,REG,17,00-0038120,B.Hall,RB,RB,NYJ,CLE,18.6,27.6,13,84.0,0,0.0,0.0,4.0,2.7685523,0
2023,REG,17,00-0036370,J.Kelley,RB,RB,LAC,DEN,0.2,0.2,2,2.0,0,0.0,0.0,0.0,-2.0231767,0
2023,REG,17,00-0038134,K.Walker,RB,RB,SEA,PIT,13.5,16.5,10,53.0,1,1.0,0.0,3.0,-0.6505283,0
2023,REG,17,00-0039040,D.Achane,RB,RB,MIA,BAL,19.7,23.7,14,107.0,0,0.0,0.0,5.0,1.8280082,0
2023,REG,17,00-0035628,D.Johnson,RB,RB,JAX,CAR,0.0,0.0,3,0.0,0,0.0,0.0,0.0,-2.763296,0
2023,REG,17,00-0030513,L.Murray,RB,RB,BUF,NE,0.0,0.0,1,0.0,0,0.0,0.0,0.0,-1.7856585,0
2023,REG,17,00-0036893,N.Harris,RB,RB,PIT,SEA,24.2,24.2,27,122.0,2,0.0,0.0,7.0,4.612597,0
2023,REG,17,00-0035685,D.Montgomery,RB,RB,DET,DAL,12.5,12.5,14,65.0,1,0.0,0.0,3.0,1.3309432,0
2023,REG,17,00-0039165,Z.Charbonnet,RB,RB,SEA,PIT,4.1,9.1,2,2.0,0,0.0,0.0,0.0,-1.3204434,0
