season,season_type,player_id,player_name,position,recent_team,carries,receptions,carries_or_receptions_per_game,targets,rushing_yards,rushing_tds
2017,POST,00-0033906,A.Kamara,RB,NO,21,5,13.0,10,66.0,1
2017,REG,00-0028011,S.Ridley,RB,PIT,26,0,13.0,0,108.0,1
2017,REG,00-0033948,J.Williams,RB,GB,153,25,12.7,34,556.0,4
2017,REG,00-0030860,O.Darkwa,RB,NYG,171,19,12.7,28,751.0,5
2017,REG,00-0031376,J.McKinnon,RB,MIN,150,51,12.6,68,570.0,3
2017,REG,00-0033906,A.Kamara,RB,NO,120,81,12.6,100,728.0,8
2017,REG,00-0026164,C.Johnson,RB,ARI,45,5,12.5,6,114.0,0
2017,REG,00-0031577,J.Allen,RB,BAL,153,46,12.4,60,591.0,4
2017,REG,00-0033280,C.McCaffrey,RB,CAR,117,80,12.3,113,435.0,2
2017,REG,00-0032058,T.Coleman,RB,ATL,156,27,12.2,39,628.0,5
2017,POST,00-0033280,C.McCaffrey,RB,CAR,6,6,12.0,8,16.0,0
