"Rank","Player","CMP","ATT","PCT","YDS","Y/A","TD","INT","SACKS","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"36","Dorian Thompson-Robinson (CLE)","1","1","100.0","5","5.0","0","0","0","0","0","0","0","1","0.2","0.2","0.6%"
"37","Mason Rudolph (TEN)","2","3","66.7","3","1.0","0","0","1","0","0","0","0","1","0.1","0.1","1.6%"
"38","Jayden Daniels (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.7%"
"39","Emory Jones (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"40","Bo Nix (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.8%"
"41","Kenny Pickett (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.8%"
"42","Davis Mills (HOU)","0","0","0","0","0","0","0","1","0","0","0","0","1","0.0","0.0","0.1%"
"43","Kyle Trask (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"44","Sam Ehlinger (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"45","Sean Clifford (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"46","Jacob Eason (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"47","Tyler Huntley (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"48","Shane Buechele (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"49","Feleipe Franks (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"50","Trey Lance (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"51","Mac Jones (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.2%"
"52","Ian Book (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"53","Aaron Rodgers (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49.1%"
"54","Michael Pratt (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"55","Clayton Tune (ARI)","0","0","0","0","0","0","0","0","1","0","0","0","1","0.0","0.0","0.0%"
"56","Tanner Mordecai (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"57","Nathan Rourke (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"58","Tyson Bagent (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"59","Jordan Travis (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"60","Dresser Winn (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"61","Chris Oladokun (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"62","Devin Leary (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"63","Jake Haener (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"64","Tanner McKee (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"65","Rocky Lombardi (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"66","John Rhys Plumlee (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"67","Casey Bauman (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"68","Zack Annexstad (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"69","John Paddock (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"70","Jack Plummer (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"71","Andrew Peasley (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"72","Jason Bean (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"73","Joe Milton III (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"74","Carter Bradley (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"75","Austin Reed (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"76","Michael Penix Jr. (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.5%"
"77","Max Duggan (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"78","Caleb Williams (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.5%"
"79","Kedon Slovis (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"80","Spencer Rattler (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"81","Malik Cunningham (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"82","J.J. McCarthy (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12.8%"
"83","C.J. Stroud (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","93.0%"
"84","Adrian Martinez (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"85","Drake Maye (NE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5.1%"
"86","Hendon Hooker (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"87","Sam Hartman (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"88","Anthony Richardson (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.9%"
"89","Malik Willis (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"90","Stetson Bennett (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"91","Skylar Thompson (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"92","Jaren Hall (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.0%"
"93","Anthony Brown Jr. (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"94","Joe Burrow (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","63.1%"
"95","Andy Dalton (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"96","Ben Chappell (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"97","Adam Froman (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"98","Hunter Cantwell (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Erik Ainge (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"100","Geno Smith (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.7%"
"101","Kirk Cousins (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.7%"
"102","Josh Johnson (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"103","Taysom Hill (NO)","0","1","0.0","0","0.0","0","0","0","1","1","0","0","1","0.0","0.0","35.8%"
"104","P.J. Walker (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","Logan Woodside (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Mike White (MIA)","2","2","100.0","4","2.0","0","0","0","2","-2","0","0","1","0.0","0.0","0.2%"
"107","Deshaun Watson (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26.4%"
"108","Nathan Peterman (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Joshua Dobbs (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11.2%"
"110","C.J. Beathard (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0%"
"111","Cooper Rush (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"112","Jarrett Stidham (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","2.6%"
"113","Justin Herbert (LAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.3%"
"114","Brett Rypien (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"115","Tim Boyle (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Will Grier (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","John Wolford (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Daniel Jones (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10.8%"
"119","Marcus Mariota (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"120","Jameis Winston (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"121","Brett Smith (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Jimmy Garoppolo (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.7%"
"123","Carson Wentz (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"124","Jeff Driskel (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Brandon Allen (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"126","Nate Sudfeld (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"127","Taylor Heinicke (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.1%"
"128","Kyle Allen (PIT)","0","0","0","0","0","0","0","0","2","-2","0","0","1","-0.2","-0.2","0.0%"
"129","Zach Wilson (DEN)","4","11","36.4","26","2.4","0","0","4","0","0","0","1","1","-1.0","-1.0","2.2%"
""
""
