season,week,player_id,player,dk_position,fd_position,dk_salary,fd_salary
2021,1,anthony-firkser,Anthony Firkser,TE,TE,3200,4700
2021,1,geoff-swaim,Geoff Swaim,TE,TE,2500,4200
2021,1,a-j-brown,A.J. Brown,WR,WR,7100,7800
2021,1,julio-jones,Julio Jones,WR,WR,6800,7000
2021,1,racey-mcmath,Racey McMath,WR,WR,3000,4500
2021,1,chester-rogers,Chester Rogers,WR,WR,3000,4500
2021,1,nick-westbrook,Nick Westbrook-Ikhine,WR,WR,3000,4500
2021,1,CHI,Chicago Bears,DST,D,2800,3900
2021,1,andy-dalton,Andy Dalton,QB,QB,4900,6500
2021,1,justin-fields,Justin Fields,QB,QB,4900,6500
2021,1,khalil-herbert,Khalil Herbert,RB,RB,4000,4600
2021,1,david-montgomery,David Montgomery,RB,RB,5700,7100
2021,1,damien-williams,Damien Williams,RB,RB,4900,5000
2021,1,jimmy-graham,Jimmy Graham,TE,TE,3600,5000
2021,1,j-p-holtz,J.P. Holtz,TE,TE,2500,4000
2021,1,jesse-james,Jesse James,TE,TE,3000,4400
2021,1,cole-kmet,Cole Kmet,TE,TE,3800,5100
2021,1,damiere-byrd,Damiere Byrd,WR,WR,3100,5100
2021,1,marquise-goodwin,Marquise Goodwin,WR,WR,3400,4700
2021,1,darnell-mooney,Darnell Mooney,WR,WR,4000,5500
2021,1,allen-robinson,Allen Robinson,WR,WR,6100,6900
2021,1,nsimba-webster,Nsimba Webster,WR,WR,3000,4500
2021,1,LA,Los Angeles Rams,DST,D,4400,4900
2021,1,matthew-stafford,Matthew Stafford,QB,QB,6200,7400
2021,1,jake-funk,Jake Funk,RB,RB,4000,4600
2021,1,darrell-henderson,Darrell Henderson,RB,RB,5600,6400
2021,1,sony-michel,Sony Michel,RB,RB,4800,5200
2021,1,tyler-higbee,Tyler Higbee,TE,TE,3900,5400
2021,1,johnny-mundt,Johnny Mundt,TE,TE,2500,4000
2021,1,desean-jackson,DeSean Jackson,WR,WR,3200,5300
2021,1,tutu-atwell,Tutu Atwell,WR,WR,3000,4600
2021,1,jacob-harris,Jacob Harris,WR,TE,3000,4000
2021,1,cooper-kupp,Cooper Kupp,WR,WR,5500,6200
2021,1,robert-woods,Robert Woods,WR,WR,5700,6500
2021,1,CLE,Cleveland Browns,DST,D,2400,3100
2021,1,baker-mayfield,Baker Mayfield,QB,QB,5900,7100
2021,1,nick-chubb,Nick Chubb,RB,RB,7200,7700
2021,1,demetric-felton,Demetric Felton,RB,RB,4000,4500
2021,1,kareem-hunt,Kareem Hunt,RB,RB,5500,6000
2021,1,andy-janovich,Andy Janovich,RB,RB,4000,4500
2021,1,d-ernest-johnson,D'Ernest Johnson,RB,RB,4000,4600
2021,1,harrison-bryant,Harrison Bryant,TE,TE,2500,4700
2021,1,austin-hooper,Austin Hooper,TE,TE,4000,5100
2021,1,david-njoku,David Njoku,TE,TE,3500,4600
2021,1,rashard-higgins,Rashard Higgins,WR,WR,4200,5000
2021,1,jarvis-landry,Jarvis Landry,WR,WR,6000,6400
2021,1,donovan-peoples-jones,Donovan Peoples-Jones,WR,WR,3000,4700
2021,1,anthony-schwartz,Anthony Schwartz,WR,WR,3000,4600
2021,1,KC,Kansas City Chiefs,DST,D,3000,3600
2021,1,patrick-mahomes,Patrick Mahomes,QB,QB,8100,8800
2021,1,michael-burton,Michael Burton,RB,RB,4000,4500
2021,1,clyde-edwards-helaire,Clyde Edwards-Helaire,RB,RB,6600,6800
2021,1,jerick-mckinnon,Jerick McKinnon,RB,RB,4100,4700
2021,1,darrel-williams,Darrel Williams,RB,RB,4800,5100
2021,1,blake-bell,Blake Bell,TE,TE,2500,4100
2021,1,noah-gray,Noah Gray,TE,TE,2500,4000
2021,1,travis-kelce,Travis Kelce,TE,TE,8300,8500
2021,1,james-winchester,James Winchester,TE,TE,2500,4000
2021,1,jody-fortson,Jody Fortson,WR,TE,3000,4000
2021,1,mecole-hardman,Mecole Hardman,WR,WR,4800,5400
2021,1,tyreek-hill,Tyreek Hill,WR,WR,8200,8500
2021,1,marcus-kemp,Marcus Kemp,WR,WR,3000,4500
2021,1,byron-pringle,Byron Pringle,WR,WR,3300,4700
2021,1,demarcus-robinson,Demarcus Robinson,WR,WR,4300,4900
2021,1,DEN,Denver Broncos,DST,D,3300,4100
2021,1,teddy-bridgewater,Teddy Bridgewater,QB,QB,4800,6600
2021,1,damarea-crockett,Damarea Crockett,RB,RB,4000,4500
2021,1,melvin-gordon,Melvin Gordon,RB,RB,5300,5600
2021,1,javonte-williams,Javonte Williams,RB,RB,4000,5600
2021,1,noah-fant,Noah Fant,TE,TE,4300,5400
2021,1,albert-okwuegbunam,Albert Okwuegbunam,TE,TE,2500,4200
2021,1,eric-saubert,Eric Saubert,TE,TE,2500,4100
2021,1,k-j-hamler,K.J. Hamler,WR,WR,3100,5100
2021,1,jerry-jeudy,Jerry Jeudy,WR,WR,4800,5500
2021,1,tim-patrick,Tim Patrick,WR,WR,3900,4900
2021,1,diontae-spencer,Diontae Spencer,WR,WR,3000,4600
2021,1,courtland-sutton,Courtland Sutton,WR,WR,5200,5800
2021,1,NYG,New York Giants,DST,D,3800,3700
2021,1,daniel-jones-x5302,Daniel Jones,QB,QB,5300,6700
2021,1,saquon-barkley,Saquon Barkley,RB,RB,7800,8500
2021,1,devontae-booker,Devontae Booker,RB,RB,4000,5300
2021,1,gary-brightwell,Gary Brightwell,RB,RB,4000,4600
2021,1,cullen-gillaspia,Cullen Gillaspia,RB,RB,4000,4500
2021,1,elijhaa-penny,Elijhaa Penny,RB,RB,4000,4500
2021,1,kyle-rudolph,Kyle Rudolph,TE,TE,2800,4500
2021,1,kaden-smith,Kaden Smith,TE,TE,2500,4100
2021,1,c-j-board,C.J. Board,WR,WR,3000,4500
2021,1,kenny-golladay,Kenny Golladay,WR,WR,5600,6200
2021,1,sterling-shepard,Sterling Shepard,WR,WR,5100,5500
2021,1,darius-slayton,Darius Slayton,WR,WR,3800,5000
2021,1,kadarius-toney,Kadarius Toney,WR,WR,3000,4900
2021,1,GB,Green Bay Packers,DST,D,3500,4500
2021,1,jordan-love,Jordan Love,QB,QB,4700,6200
2021,1,aaron-rodgers,Aaron Rodgers,QB,QB,6800,8000
2021,1,a-j-dillon,A.J. Dillon,RB,RB,4000,5000
2021,1,kylin-hill,Kylin Hill,RB,RB,4000,4600
2021,1,aaron-jones,Aaron Jones,RB,RB,6800,7400
2021,1,dominique-dafney,Dominique Dafney,TE,TE,2500,4100
2021,1,josiah-deguara,Josiah Deguara,TE,TE,2500,4200
2021,1,marcedes-lewis,Marcedes Lewis,TE,TE,2500,4300
2021,1,robert-tonyan,Robert Tonyan,TE,TE,4200,5400
2021,1,davante-adams,Davante Adams,WR,WR,8300,8600
2021,1,randall-cobb,Randall Cobb,WR,WR,3900,5400
2021,1,allen-lazard,Allen Lazard,WR,WR,4000,5600
2021,1,amari-rodgers,Amari Rodgers,WR,WR,3000,4500
2021,1,malik-taylor,Malik Taylor,WR,WR,3000,4500
2021,1,marquez-valdes-scantling,Marquez Valdes-Scantling,WR,WR,3700,5200
2021,1,NO,New Orleans Saints,DST,D,2200,3700
2021,1,taysom-hill,Taysom Hill,QB,QB,5200,6700
2021,1,jameis-winston,Jameis Winston,QB,QB,5200,6700
2021,1,tony-jones-5,Tony Jones,RB,RB,4000,4500
2021,1,alvin-kamara,Alvin Kamara,RB,RB,8600,8600
2021,1,ty-montgomery,Ty Montgomery,RB,RB,4000,4600
2021,1,dwayne-washington,Dwayne Washington,RB,RB,4000,4500
2021,1,garrett-griffin,Garrett Griffin,TE,TE,2500,4100
2021,1,adam-trautman,Adam Trautman,TE,TE,2900,4600
2021,1,marquez-callaway,Marquez Callaway,WR,WR,3400,5200
2021,1,deonte-harris,Deonte Harris,WR,WR,3200,5300
2021,1,lil-jordan-humphrey,Lil'Jordan Humphrey,WR,WR,3000,4700
2021,1,juwan-johnson,Juwan Johnson,WR,WR,3000,4500
2021,1,JAX,Jacksonville Jaguars,DST,D,2700,3900
2021,1,trevor-lawrence,Trevor Lawrence,QB,QB,6200,6800
2021,1,carlos-hyde,Carlos Hyde,RB,RB,4000,4800
2021,1,dare-ogunbowale,Dare Ogunbowale,RB,RB,4000,4500
2021,1,james-robinson-3,James Robinson,RB,RB,6400,5900
2021,1,phillip-lindsay,Phillip Lindsay,RB,RB,4700,5200
2021,1,luke-farrell,Luke Farrell,TE,TE,2500,4100
2021,1,chris-manhertz,Chris Manhertz,TE,TE,2700,4200
2021,1,james-o-shaughnessy,James O'Shaughnessy,TE,TE,2500,4600
2021,1,devin-smith,Devin Smith,WR,WR,3000,4500
2021,1,jamal-agnew,Jamal Agnew,WR,WR,3000,4500
2021,1,d-j-chark,D.J. Chark,WR,WR,5800,6100
2021,1,marvin-jones,Marvin Jones,WR,WR,3600,5800
2021,1,laviska-shenault-jr,Laviska Shenault Jr.,WR,WR,5000,5600
2021,1,andre-roberts,Andre Roberts,WR,WR,3000,4500
2021,1,HOU,Houston Texans,DST,D,2100,3400
2021,1,tyrod-taylor,Tyrod Taylor,QB,QB,5300,6800
2021,1,rex-burkhead,Rex Burkhead,RB,RB,4000,4700
2021,1,david-johnson,David Johnson,RB,RB,5700,5700
2021,1,mark-ingram,Mark Ingram,RB,RB,4400,4700
2021,1,jordan-akins,Jordan Akins,TE,TE,3000,4800
2021,1,antony-auclair,Antony Auclair,TE,TE,2500,4000
2021,1,pharaoh-brown,Pharaoh Brown,TE,TE,2500,4300
2021,1,nico-collins,Nico Collins,WR,WR,3600,4900
2021,1,chris-conley,Chris Conley,WR,WR,3000,5100
2021,1,brandin-cooks,Brandin Cooks,WR,WR,5300,6300
2021,1,tyron-johnson,Tyron Johnson,WR,WR,3900,4800
2021,1,LAC,Los Angeles Chargers,DST,D,3100,4300
2021,1,justin-herbert,Justin Herbert,QB,QB,6700,7600
2021,1,austin-ekeler,Austin Ekeler,RB,RB,7000,6900
2021,1,justin-jackson,Justin Jackson,RB,RB,4000,4800
2021,1,gabe-nabers,Gabe Nabers,RB,RB,4000,4500
2021,1,larry-rountree-iii,Larry Rountree III,RB,RB,4000,4600
2021,1,stephen-anderson,Stephen Anderson,TE,TE,2500,4000
2021,1,jared-cook,Jared Cook,TE,TE,3800,5200
2021,1,donald-parham,Donald Parham,TE,TE,3100,4300
2021,1,k-j-hill,K.J. Hill,WR,WR,3000,4500
2021,1,keenan-allen,Keenan Allen,WR,WR,6900,7400
2021,1,jalen-guyton,Jalen Guyton,WR,WR,3000,5100
2021,1,josh-palmer,Josh Palmer,WR,WR,3000,5000
2021,1,mike-williams,Mike Williams,WR,WR,5500,5700
2021,1,WAS,Washington Football Team,DST,D,3200,4200
2021,1,ryan-fitzpatrick,Ryan Fitzpatrick,QB,QB,5500,6600
2021,1,taylor-heinicke,Taylor Heinicke,QB,QB,4800,6500
2021,1,antonio-gibson-2,Antonio Gibson,RB,RB,5900,7000
2021,1,j-d-mckissic,J.D. McKissic,RB,RB,5100,5100
2021,1,jaret-patterson,Jaret Patterson,RB,RB,4000,4500
2021,1,john-bates,John Bates,TE,TE,2500,4100
2021,1,ricky-seals-jones,Ricky Seals-Jones,TE,TE,2500,4000
2021,1,logan-thomas,Logan Thomas,TE,TE,4600,5600
2021,1,dyami-brown,Dyami Brown,WR,WR,3000,4700
2021,1,deandre-carter,DeAndre Carter,WR,WR,3000,4500
2021,1,adam-humphries,Adam Humphries,WR,WR,3000,4900
2021,1,terry-mclaurin,Terry McLaurin,WR,WR,6400,6900
2021,1,dax-milne,Dax Milne,WR,WR,3000,4500
2021,1,cam-sims,Cam Sims,WR,WR,4000,4500
2021,1,MIA,Miami Dolphins,DST,D,2900,4000
2021,1,jacoby-brissett,Jacoby Brissett,QB,QB,4000,6300
2021,1,tua-tagovailoa,Tua Tagovailoa,QB,QB,5400,6600
2021,1,salvon-ahmed,Salvon Ahmed,RB,RB,4300,5100
2021,1,malcolm-brown,Malcolm Brown,RB,RB,4000,5000
2021,1,myles-gaskin,Myles Gaskin,RB,RB,6000,6000
2021,1,cethan-carter,Cethan Carter,TE,TE,2500,4000
2021,1,mike-gesicki,Mike Gesicki,TE,TE,4500,5500
2021,1,hunter-long,Hunter Long,TE,TE,2500,4000
2021,1,durham-smythe,Durham Smythe,TE,TE,2500,4600
2021,1,mack-hollins,Mack Hollins,WR,WR,3000,4500
2021,1,devante-parker,DeVante Parker,WR,WR,5500,6100
2021,1,jaylen-waddle,Jaylen Waddle,WR,WR,3600,5200
2021,1,albert-wilson,Albert Wilson,WR,WR,3000,4500
2021,1,NE,New England Patriots,DST,D,3900,4400
2021,1,mac-jones,Mac Jones,QB,QB,4400,6200
2021,1,brandon-bolden,Brandon Bolden,RB,RB,4000,4500
2021,1,damien-harris,Damien Harris,RB,RB,5200,5800
2021,1,jakob-johnson,Jakob Johnson,RB,RB,4000,4500
2021,1,rhamondre-stevenson,Rhamondre Stevenson,RB,RB,4000,4600
2021,1,james-white,James White,RB,RB,4400,4800
2021,1,hunter-henry,Hunter Henry,TE,TE,4700,5300
2021,1,jonnu-smith,Jonnu Smith,TE,TE,4100,4900
2021,1,nelson-agholor,Nelson Agholor,WR,WR,4500,5600
2021,1,kendrick-bourne,Kendrick Bourne,WR,WR,4400,4900
2021,1,jakobi-meyers,Jakobi Meyers,WR,WR,5100,5400
2021,1,gunner-olszewski,Gunner Olszewski,WR,WR,3100,4600
2021,1,matthew-slater,Matthew Slater,WR,WR,3000,4500
2021,1,MIN,Minnesota Vikings,DST,D,3000,3800
2021,1,kirk-cousins,Kirk Cousins,QB,QB,6300,7200
2021,1,dalvin-cook,Dalvin Cook,RB,RB,9100,9400
2021,1,c-j-ham,C.J. Ham,RB,RB,4000,4500
2021,1,alexander-mattison,Alexander Mattison,RB,RB,5000,4800
2021,1,tyler-conklin,Tyler Conklin,TE,TE,2900,4400
2021,1,chris-herndon,Chris Herndon,TE,TE,3300,4400
2021,1,brandon-dillon,Brandon Dillon,TE,TE,2500,4100
2021,1,justin-jefferson,Justin Jefferson,WR,WR,7700,8000
2021,1,k-j-osborn,K.J. Osborn,WR,WR,3000,4500
2021,1,ihmir-smith-marsette,Ihmir Smith-Marsette,WR,WR,3000,4600
2021,1,adam-thielen,Adam Thielen,WR,WR,7000,7300
2021,1,dede-westbrook,Dede Westbrook,WR,WR,3000,4700
2021,1,joe-burrow,Joe Burrow,QB,QB,5700,7200
2021,1,ameer-abdullah,Ameer Abdullah,RB,RB,4000,4700
2021,1,chris-evans,Chris Evans,RB,RB,4000,4600
2021,1,joe-mixon,Joe Mixon,RB,RB,6200,7200
2021,1,samaje-perine,Samaje Perine,RB,RB,4300,4900
2021,1,drew-sample,Drew Sample,TE,TE,3100,4300
2021,1,c-j-uzomah,C.J. Uzomah,TE,TE,3000,4800
2021,1,mitchell-wilcox,Mitchell Wilcox,TE,TE,2500,4000
2021,1,tyler-boyd,Tyler Boyd,WR,WR,5200,5900
2021,1,ja-marr-chase,Ja'Marr Chase,WR,WR,4800,5500
2021,1,tee-higgins,Tee Higgins,WR,WR,4700,6000
2021,1,stanley-morgan,Stanley Morgan,WR,WR,3000,4500
2021,1,auden-tate,Auden Tate,WR,WR,3000,4700
2021,1,mike-thomas-2,Mike Thomas,WR,WR,3000,4600
2021,1,NYJ,New York Jets,DST,D,2400,3500
2021,1,ryan-francis-griffin,Ryan Griffin,QB,TE,4000,4000
2021,1,zach-wilson,Zach Wilson,QB,QB,5000,6500
2021,1,michael-carter-3,Michael Carter,RB,RB,4000,5300
2021,1,tevin-coleman,Tevin Coleman,RB,RB,4900,5400
2021,1,ty-johnson,Ty Johnson,RB,RB,4400,4700
2021,1,dan-arnold,Dan Arnold,TE,TE,2600,4500
2021,1,tyler-kroft,Tyler Kroft,TE,TE,2500,4700
2021,1,trevon-wesco,Trevon Wesco,TE,TE,2500,4100
2021,1,braxton-berrios,Braxton Berrios,WR,WR,3200,4600
2021,1,corey-davis,Corey Davis,WR,WR,4900,5800
2021,1,denzel-mims,Denzel Mims,WR,WR,3500,4900
2021,1,elijah-moore,Elijah Moore,WR,WR,3000,5000
2021,1,jeff-smith,Jeff Smith,WR,WR,3000,4500
2021,1,CAR,Carolina Panthers,DST,D,3600,4600
2021,1,sam-darnold,Sam Darnold,QB,QB,5000,6500
2021,1,chuba-hubbard,Chuba Hubbard,RB,RB,4000,4700
2021,1,christian-mccaffrey,Christian McCaffrey,RB,RB,9500,10400
2021,1,royce-freeman,Royce Freeman,RB,RB,4000,4700
2021,1,ian-thomas,Ian Thomas,TE,TE,2500,4400
2021,1,colin-thompson,Colin Thompson,TE,TE,2500,4000
2021,1,tommy-tremble,Tommy Tremble,TE,TE,2500,4100
2021,1,robby-anderson,Robby Anderson,WR,WR,5700,6200
2021,1,terrace-marshall-jr,Terrace Marshall Jr.,WR,WR,3000,4900
2021,1,d-j-moore,D.J. Moore,WR,WR,6100,6700
2021,1,brandon-zylstra,Brandon Zylstra,WR,WR,3000,4500
2021,1,PHI,Philadelphia Eagles,DST,D,2600,3800
2021,1,jalen-hurts,Jalen Hurts,QB,QB,6400,7600
2021,1,kenneth-gainwell,Kenneth Gainwell,RB,RB,4000,4700
2021,1,miles-sanders,Miles Sanders,RB,RB,6500,6600
2021,1,boston-scott,Boston Scott,RB,RB,4000,4600
2021,1,zach-ertz,Zach Ertz,TE,TE,3800,5000
2021,1,dallas-goedert,Dallas Goedert,TE,TE,4800,5900
2021,1,jack-stoll,Jack Stoll,TE,TE,2500,4000
2021,1,j-j-arcega-whiteside,J.J. Arcega-Whiteside,WR,WR,3000,4500
2021,1,jalen-reagor,Jalen Reagor,WR,WR,3700,5400
2021,1,devonta-smith,DeVonta Smith,WR,WR,4500,5300
2021,1,greg-ward,Greg Ward,WR,WR,3000,5000
2021,1,quez-watkins,Quez Watkins,WR,WR,3000,4600
2021,1,ATL,Atlanta Falcons,DST,D,2000,3900
2021,1,josh-rosen,Josh Rosen,QB,QB,4000,6000
2021,1,matt-ryan,Matt Ryan,QB,QB,6000,7300
2021,1,mike-davis,Mike Davis,RB,RB,5400,6200
2021,1,keith-smith,Keith Smith,RB,RB,4000,4500
2021,1,parker-hesse,Parker Hesse,TE,TE,2500,4000
2021,1,hayden-hurst,Hayden Hurst,TE,TE,3700,4900
2021,1,kyle-pitts,Kyle Pitts,TE,TE,4400,6000
2021,1,lee-smith,Lee Smith,TE,TE,2500,4300
2021,1,christian-blake,Christian Blake,WR,WR,3000,4800
2021,1,russell-gage,Russell Gage,WR,WR,5300,5700
2021,1,cordarrelle-patterson,Cordarrelle Patterson,WR,WR/RB,3700,5200
2021,1,calvin-ridley,Calvin Ridley,WR,WR,7900,8100
2021,1,tajae-sharpe,Tajae Sharpe,WR,WR,3000,4500
2021,1,olamide-zaccheaus,Olamide Zaccheaus,WR,WR,3400,5000
2021,1,PIT,Pittsburgh Steelers,DST,D,2800,4000
2021,1,ben-roethlisberger,Ben Roethlisberger,QB,QB,6100,7100
2021,1,kalen-ballage,Kalen Ballage,RB,RB,4000,4500
2021,1,najee-harris-x2665,Najee Harris,RB,RB,6300,6500
2021,1,benny-snell,Benny Snell,RB,RB,4200,4800
2021,1,derek-watt,Derek Watt,RB,RB,4000,4500
2021,1,eric-ebron,Eric Ebron,TE,TE,3900,5200
2021,1,pat-freiermuth,Pat Freiermuth,TE,TE,2500,4400
2021,1,zach-gentry,Zach Gentry,TE,TE,2500,4000
2021,1,chase-claypool,Chase Claypool,WR,WR,5600,6000
2021,1,diontae-johnson,Diontae Johnson,WR,WR,6300,6600
2021,1,ray-ray-mccloud,Ray-Ray McCloud,WR,WR,3000,4600
2021,1,juju-smith-schuster,JuJu Smith-Schuster,WR,WR,6200,6400
2021,1,james-washington,James Washington,WR,WR,3500,4900
2021,1,BUF,Buffalo Bills,DST,D,2500,3600
2021,1,josh-allen-4,Josh Allen,QB,QB,7400,8100
2021,1,matt-breida,Matt Breida,RB,RB,4000,4900
2021,1,reggie-gilliam,Reggie Gilliam,RB,TE,4000,4000
2021,1,taiwan-jones,Taiwan Jones,RB,RB,4000,4500
2021,1,devin-singletary,Devin Singletary,RB,RB,4700,5300
2021,1,dawson-knox,Dawson Knox,TE,TE,3400,5000
2021,1,tommy-sweeney,Tommy Sweeney,TE,TE,2500,4100
2021,1,cole-beasley,Cole Beasley,WR,WR,4400,5500
2021,1,gabriel-davis,Gabriel Davis,WR,WR,3400,4900
2021,1,stefon-diggs,Stefon Diggs,WR,WR,7600,7900
2021,1,jake-kumerow,Jake Kumerow,WR,WR,3000,4500
2021,1,isaiah-mckenzie,Isaiah McKenzie,WR,WR,3600,4600
2021,1,emmanuel-sanders,Emmanuel Sanders,WR,WR,4100,5300
2021,1,SEA,Seattle Seahawks,DST,D,3400,4800
2021,1,russell-wilson,Russell Wilson,QB,QB,7000,7800
2021,1,nick-lalonde-bellore,Nick Bellore,RB,RB,4000,4500
2021,1,chris-carson,Chris Carson,RB,RB,5900,6700
2021,1,deejay-dallas,DeeJay Dallas,RB,RB,4000,4600
2021,1,travis-homer,Travis Homer,RB,RB,4000,4700
2021,1,rashaad-penny,Rashaad Penny,RB,RB,4000,4800
2021,1,will-dissly,Will Dissly,TE,TE,2600,4400
2021,1,gerald-everett,Gerald Everett,TE,TE,3400,4800
2021,1,d-wayne-eskridge,D'Wayne Eskridge,WR,WR,3000,4800
2021,1,penny-hart,Penny Hart,WR,WR,3000,4600
2021,1,tyler-lockett,Tyler Lockett,WR,WR,6700,6800
2021,1,d-k-metcalf,DK Metcalf,WR,WR,7500,7700
2021,1,freddie-swain,Freddie Swain,WR,WR,3000,4700
2021,1,IND,Indianapolis Colts,DST,D,2300,4100
2021,1,carson-wentz,Carson Wentz,QB,QB,5600,6500
2021,1,jordan-wilkins,Jordan Wilkins,RB,RB,4000,4600
2021,1,nyheim-hines,Nyheim Hines,RB,RB,5000,5400
2021,1,jonathan-taylor,Jonathan Taylor,RB,RB,8000,7900
2021,1,mo-alie-cox,Mo Alie-Cox,TE,TE,2900,4700
2021,1,jack-doyle,Jack Doyle,TE,TE,3200,4800
2021,1,kylen-granson,Kylen Granson,TE,TE,2500,4000
2021,1,parris-campbell,Parris Campbell,WR,WR,3700,5000
2021,1,ashton-dulin,Ashton Dulin,WR,WR,3000,4500
2021,1,zach-pascal,Zach Pascal,WR,WR,3700,4900
2021,1,michael-pittman-2,Michael Pittman,WR,WR,4100,5300
2021,1,mike-strachan,Mike Strachan,WR,WR,3000,4500
2021,1,SF,San Francisco 49ers,DST,D,4200,5000
2021,1,jimmy-garoppolo,Jimmy Garoppolo,QB,QB,5500,6900
2021,1,trey-lance-x9749,Trey Lance,QB,QB,4500,6300
2021,1,jamycal-hasty,JaMycal Hasty,RB,RB,4000,4500
2021,1,kyle-juszczyk,Kyle Juszczyk,RB,RB,4000,4500
2021,1,elijah-mitchell-2,Eli Mitchell,RB,RB,4000,4500
2021,1,raheem-mostert,Raheem Mostert,RB,RB,5800,6100
2021,1,ross-dwelley,Ross Dwelley,TE,TE,2500,4200
2021,1,george-kittle,George Kittle,TE,TE,6300,7000
2021,1,charlie-woerner,Charlie Woerner,TE,TE,2500,4100
2021,1,brandon-aiyuk,Brandon Aiyuk,WR,WR,5700,6500
2021,1,jauan-jennings,Jauan Jennings,WR,WR,3000,4500
2021,1,deebo-samuel,Deebo Samuel,WR,WR,5900,6300
2021,1,mohamed-sanu,Mohamed Sanu,WR,WR,3000,4700
2021,1,trent-sherfield,Trent Sherfield,WR,WR,3000,4500
2021,1,DET,Detroit Lions,DST,D,2200,3300
2021,1,jared-goff,Jared Goff,QB,QB,5100,6500
2021,1,d-andre-swift,D'Andre Swift,RB,RB,6900,6400
2021,1,jamaal-williams,Jamaal Williams,RB,RB,4500,4900
2021,1,t-j-hockenson,T.J. Hockenson,TE,TE,4900,5700
2021,1,darren-fells,Darren Fells,TE,TE,2500,4400
2021,1,tyrell-williams,Tyrell Williams,WR,WR,4400,5400
2021,1,trinity-benson,Trinity Benson,WR,WR,3000,4500
2021,1,quintez-cephus,Quintez Cephus,WR,WR,3200,4700
2021,1,kalif-raymond,Kalif Raymond,WR,WR,3000,4500
2021,1,amon-ra-st-brown,Amon-Ra St. Brown,WR,WR,3000,5000
2021,1,BAL,Baltimore Ravens,DST,D,2700,4500
2021,1,lamar-jackson,Lamar Jackson,QB,QB,7700,8600
2021,1,latavius-murray,Latavius Murray,RB,RB,4300,5300
2021,1,patrick-ricard,Patrick Ricard,RB,RB,4000,4500
2021,1,ty-son-williams,Ty'Son Williams,RB,RB,4500,4800
2021,1,mark-andrews,Mark Andrews,TE,TE,5300,6200
2021,1,josh-oliver,Josh Oliver,TE,TE,2500,4100
2021,1,eric-tomlinson,Eric Tomlinson,TE,TE,2500,4000
