season,season_type,week,fantasypros_id,player_name,team_abbr,Rank,Player,G,REC,YDS,Y/R,YBC,YBC/R,AIR,AIR/R,YAC,YAC/R,YACON,YACON/R,BRKTKL,TGT,% TM,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,LNG
2017,REG,1,13981,Stefon Diggs,NE,1,Stefon Diggs(NE),1,7,93,13.3,76,10.9,0,0.0,17,2.4,6,0.9,0,8,25.0%,7,0,2,5,2,1,0,0,30
2017,REG,1,15802,Tyreek Hill,MIA,2,Tyreek Hill(MIA),1,7,133,19.0,78,11.1,0,0.0,55,7.9,1,0.1,0,8,23.5%,7,0,0,4,1,1,1,1,75
2017,REG,1,16488,Kenny Golladay,FA,3,Kenny Golladay(FA),1,4,69,17.3,64,16.0,0,0.0,5,1.3,0,0.0,0,7,17.9%,5,1,1,2,1,1,1,0,45
2017,REG,1,9808,Antonio Brown,FA,4,Antonio Brown(FA),1,11,182,16.5,90,8.2,0,0.0,92,8.4,50,4.5,0,11,30.6%,11,0,0,7,2,2,1,1,50
2017,REG,1,13429,Adam Thielen,CAR,5,Adam Thielen(CAR),1,9,157,17.4,92,10.2,0,0.0,65,7.2,17,1.9,0,10,31.3%,10,0,0,4,4,2,1,0,44
2017,REG,1,13969,Nelson Agholor,FA,6,Nelson Agholor(FA),1,6,86,14.3,51,8.5,0,0.0,35,5.8,18,3.0,0,8,21.1%,6,0,1,3,1,1,1,1,58
2017,REG,1,13081,Bennie Fowler III,FA,7,Bennie Fowler III(FA),1,3,21,7.0,21,7.0,0,0.0,0,0.0,0,0.0,0,4,14.3%,3,0,2,1,0,0,0,0,10
2017,REG,1,9320,Jordy Nelson,FA,8,Jordy Nelson(FA),1,7,79,11.3,73,10.4,0,0.0,6,0.9,1,0.1,0,8,19.0%,7,0,0,3,1,1,0,0,32
2017,REG,2,9460,Michael Crabtree,FA,1,Michael Crabtree(FA),1,6,80,13.3,50,8.3,0,0.0,30,5.0,0,0.0,0,6,21.4%,6,0,0,3,3,0,0,0,26
2017,REG,2,11548,Jermaine Kearse,FA,2,Jermaine Kearse(FA),1,4,64,16.0,57,14.3,0,0.0,7,1.8,0,0.0,0,5,20.8%,4,0,0,3,1,1,0,0,34
2017,REG,2,9707,Emmanuel Sanders,FA,3,Emmanuel Sanders(FA),1,6,62,10.3,39,6.5,0,0.0,23,3.8,19,3.2,0,8,26.7%,6,0,3,2,1,0,0,0,25
2017,REG,2,14234,J.J. Nelson,FA,4,J.J. Nelson(FA),1,5,120,24.0,105,21.0,0,0.0,15,3.0,5,1.0,0,7,19.4%,6,1,1,5,2,2,1,0,45
2017,REG,2,12123,Davante Adams,LA,5,Davante Adams(LAR),1,8,99,12.4,52,6.5,0,0.0,47,5.9,12,1.5,0,10,20.4%,8,0,0,3,1,1,0,0,33
2017,REG,2,12136,Martavis Bryant,FA,6,Martavis Bryant(FA),1,3,91,30.3,75,25.0,0,0.0,16,5.3,0,0.0,0,4,11.4%,3,0,0,3,2,1,1,1,51
2017,REG,2,12119,Mike Evans,TB,7,Mike Evans(TB),1,7,93,13.3,74,10.6,0,0.0,19,2.7,6,0.9,0,9,29.0%,8,1,1,6,0,0,0,0,18
2017,REG,2,11199,Alshon Jeffery,FA,8,Alshon Jeffery(FA),1,7,92,13.1,75,10.7,0,0.0,17,2.4,4,0.6,0,13,28.9%,7,0,2,7,0,0,0,0,18
2017,REG,3,13981,Stefon Diggs,NE,1,Stefon Diggs(NE),1,8,173,21.6,116,14.5,0,0.0,57,7.1,30,3.8,0,11,33.3%,10,2,1,5,2,2,2,1,59
2017,REG,3,12122,Brandin Cooks,NO,2,Brandin Cooks(NO),1,5,131,26.2,113,22.6,0,0.0,18,3.6,-1,-0.2,0,7,20.0%,5,0,0,4,3,2,2,0,44
2017,REG,3,12118,Sammy Watkins,FA,3,Sammy Watkins(FA),1,6,106,17.7,80,13.3,0,0.0,26,4.3,3,0.5,0,7,25.0%,6,0,1,4,2,1,1,0,47
2017,REG,3,11206,T.Y. Hilton,FA,4,T.Y. Hilton(FA),1,7,153,21.9,65,9.3,0,0.0,88,12.6,7,1.0,0,9,37.5%,8,0,0,4,4,2,1,1,61
2017,REG,3,9383,Larry Fitzgerald,FA,5,Larry Fitzgerald(FA),1,13,149,11.5,104,8.0,0,0.0,45,3.5,16,1.2,0,15,31.3%,13,0,1,5,3,1,0,0,37
2017,REG,3,12127,Odell Beckham Jr.,FA,6,Odell Beckham Jr.(FA),1,9,79,8.8,72,8.0,0,0.0,7,0.8,5,0.6,0,13,27.7%,10,1,2,4,0,0,0,0,14
2017,REG,3,15569,Sterling Shepard,TB,7,Sterling Shepard(TB),1,7,133,19.0,56,8.0,0,0.0,77,11.0,8,1.1,0,10,21.3%,7,0,3,5,1,1,1,1,77
2017,REG,3,11477,Chris Hogan,FA,8,Chris Hogan(FA),1,4,68,17.0,43,10.8,0,0.0,25,6.3,2,0.5,0,6,17.1%,5,1,0,2,1,1,1,0,47
2017,REG,4,9320,Jordy Nelson,FA,1,Jordy Nelson(FA),1,4,75,18.8,55,13.8,0,0.0,20,5.0,0,0.0,0,7,25.9%,6,1,2,1,1,1,1,1,58
2017,REG,4,13915,Devin Funchess,FA,2,Devin Funchess(FA),1,7,70,10.0,39,5.6,0,0.0,31,4.4,10,1.4,1,9,31.0%,7,0,0,4,0,0,0,0,16
2017,REG,4,14324,Tyrell Williams,FA,3,Tyrell Williams(FA),1,5,115,23.0,57,11.4,0,0.0,58,11.6,16,3.2,0,6,16.2%,5,0,0,2,2,1,1,1,75
2017,REG,4,11606,DeAndre Hopkins,BAL,4,DeAndre Hopkins(BAL),1,10,107,10.7,76,7.6,0,0.0,31,3.1,9,0.9,0,12,35.3%,10,0,2,5,1,0,0,0,21
2017,REG,4,15629,William Fuller V,FA,5,William Fuller V(FA),1,4,35,8.8,30,7.5,0,0.0,5,1.3,2,0.5,0,6,17.6%,4,0,2,2,0,0,0,0,16
2017,REG,4,15528,Michael Thomas,FA,6,Michael Thomas(FA),1,8,89,11.1,49,6.1,0,0.0,40,5.0,7,0.9,0,11,27.5%,9,1,1,4,1,1,0,0,30
2017,REG,4,11616,Keenan Allen,LAC,7,Keenan Allen(LAC),1,5,138,27.6,42,8.4,0,0.0,96,19.2,33,6.6,0,11,29.7%,5,0,0,4,3,2,2,1,50
2017,REG,4,10092,Terrelle Pryor Sr.,FA,8,Terrelle Pryor Sr.(FA),1,3,70,23.3,67,22.3,0,0.0,3,1.0,1,0.3,0,5,20.8%,3,0,0,3,1,1,1,0,44
2017,REG,5,11606,DeAndre Hopkins,BAL,1,DeAndre Hopkins(BAL),1,4,52,13.0,43,10.8,0,0.0,9,2.3,0,0.0,0,12,41.4%,4,0,2,2,1,1,0,0,34
2017,REG,5,9857,A.J. Green,FA,2,A.J. Green(FA),1,7,189,27.0,106,15.1,0,0.0,83,11.9,5,0.7,0,13,38.2%,9,2,0,5,3,2,2,1,77
2017,REG,5,12123,Davante Adams,LA,3,Davante Adams(LAR),1,7,66,9.4,47,6.7,0,0.0,19,2.7,2,0.3,0,11,39.3%,8,1,3,4,0,0,0,0,14
2017,REG,5,15629,William Fuller V,FA,4,William Fuller V(FA),1,2,57,28.5,50,25.0,0,0.0,7,3.5,0,0.0,0,3,10.3%,2,0,1,1,1,1,1,0,48
2017,REG,5,11206,T.Y. Hilton,FA,5,T.Y. Hilton(FA),1,7,177,25.3,167,23.9,0,0.0,10,1.4,10,1.4,0,9,27.3%,8,1,0,5,3,2,2,1,63
2017,REG,5,12127,Odell Beckham Jr.,FA,6,Odell Beckham Jr.(FA),1,5,97,19.4,73,14.6,0,0.0,24,4.8,0,0.0,0,8,22.2%,6,1,0,4,1,1,1,0,48
2017,REG,5,9808,Antonio Brown,FA,7,Antonio Brown(FA),1,10,157,15.7,114,11.4,0,0.0,43,4.3,12,1.2,0,19,35.2%,10,0,0,6,3,1,1,0,49
2017,REG,5,13969,Nelson Agholor,FA,8,Nelson Agholor(FA),1,4,93,23.3,58,14.5,0,0.0,35,8.8,0,0.0,0,5,16.7%,5,1,0,2,1,1,1,1,72
2017,REG,6,9808,Antonio Brown,FA,1,Antonio Brown(FA),1,8,155,19.4,92,11.5,0,0.0,63,7.9,42,5.3,0,10,41.7%,8,0,0,6,3,2,1,1,51
2017,REG,6,9383,Larry Fitzgerald,FA,2,Larry Fitzgerald(FA),1,10,138,13.8,101,10.1,0,0.0,37,3.7,5,0.5,0,11,50.0%,10,0,1,6,3,0,0,0,29
2017,REG,6,11215,Marvin Jones Jr.,FA,3,Marvin Jones Jr.(FA),1,6,96,16.0,77,12.8,0,0.0,19,3.2,7,1.2,0,14,27.5%,7,1,2,3,2,1,0,0,38
2017,REG,6,9683,Golden Tate,FA,4,Golden Tate(FA),1,7,96,13.7,23,3.3,0,0.0,73,10.4,52,7.4,2,7,13.7%,7,0,0,3,1,1,1,0,45
2017,REG,6,12119,Mike Evans,TB,5,Mike Evans(TB),1,3,95,31.7,91,30.3,0,0.0,4,1.3,0,0.0,0,8,19.0%,3,0,2,3,2,2,1,0,41
2017,REG,6,9588,Ted Ginn Jr.,FA,6,Ted Ginn Jr.(FA),1,4,66,16.5,13,3.3,0,0.0,53,13.3,9,2.3,0,4,13.3%,4,0,0,3,2,0,0,0,24
2017,REG,6,10006,Aldrick Robinson,FA,7,Aldrick Robinson(FA),1,2,66,33.0,57,28.5,0,0.0,9,4.5,2,1.0,0,5,10.6%,2,0,0,2,2,1,1,0,45
2017,REG,6,12231,John Brown,FA,8,John Brown(FA),1,3,63,21.0,38,12.7,0,0.0,25,8.3,0,0.0,0,4,18.2%,3,0,1,3,1,1,0,0,31
2017,REG,7,13894,Amari Cooper,FA,1,Amari Cooper(FA),1,11,210,19.1,132,12.0,0,0.0,78,7.1,7,0.6,1,19,36.5%,11,0,0,8,4,3,1,0,45
2017,REG,7,11611,Kenny Stills,FA,2,Kenny Stills(FA),1,6,85,14.2,86,14.3,0,0.0,-1,-0.2,0,0.0,0,9,25.0%,7,1,0,2,2,1,0,0,36
2017,REG,7,15802,Tyreek Hill,MIA,3,Tyreek Hill(MIA),1,6,125,20.8,88,14.7,0,0.0,37,6.2,0,0.0,0,8,22.2%,6,0,0,4,2,2,1,1,64
2017,REG,7,9867,Julio Jones,FA,4,Julio Jones(FA),1,9,99,11.0,64,7.1,0,0.0,35,3.9,5,0.6,0,13,39.4%,9,0,2,6,0,0,0,0,16
2017,REG,7,12128,Jarvis Landry,FA,5,Jarvis Landry(FA),1,7,93,13.3,70,10.0,0,0.0,23,3.3,7,1.0,0,11,30.6%,7,0,0,4,1,0,0,0,29
2017,REG,7,10992,Doug Baldwin,FA,6,Doug Baldwin(FA),1,9,92,10.2,73,8.1,0,0.0,19,2.1,5,0.6,0,12,32.4%,9,0,0,4,2,1,0,0,32
2017,REG,7,12119,Mike Evans,TB,7,Mike Evans(TB),1,7,88,12.6,75,10.7,0,0.0,13,1.9,9,1.3,0,10,22.7%,7,0,1,5,1,0,0,0,23
2017,REG,7,9588,Ted Ginn Jr.,FA,8,Ted Ginn Jr.(FA),1,7,141,20.1,45,6.4,0,0.0,96,13.7,3,0.4,0,7,18.4%,7,0,0,4,2,2,2,0,47
2017,REG,8,11606,DeAndre Hopkins,BAL,1,DeAndre Hopkins(BAL),1,8,224,28.0,112,14.0,0,0.0,112,14.0,6,0.8,0,11,36.7%,8,0,0,7,6,2,1,1,72
2017,REG,8,16427,JuJu Smith-Schuster,KC,2,JuJu Smith-Schuster(KC),1,7,193,27.6,75,10.7,0,0.0,118,16.9,20,2.9,1,10,32.3%,8,1,0,5,2,2,2,1,97
2017,REG,8,15629,William Fuller V,FA,3,William Fuller V(FA),1,5,125,25.0,107,21.4,0,0.0,18,3.6,2,0.4,0,8,26.7%,5,0,0,3,3,2,1,1,59
2017,REG,8,12129,Paul Richardson Jr.,FA,4,Paul Richardson Jr.(FA),1,6,105,17.5,102,17.0,0,0.0,3,0.5,0,0.0,0,7,18.9%,6,0,1,3,2,1,1,0,48
2017,REG,8,15688,Robbie Chosen,SF,5,Robbie Chosen(SF),1,6,104,17.3,71,11.8,0,0.0,33,5.5,5,0.8,1,6,18.8%,6,0,0,3,3,1,0,0,32
2017,REG,8,13429,Adam Thielen,CAR,6,Adam Thielen(CAR),1,5,98,19.6,86,17.2,0,0.0,12,2.4,0,0.0,0,10,23.3%,7,1,2,5,2,0,0,0,25
2017,REG,8,11199,Alshon Jeffery,FA,7,Alshon Jeffery(FA),1,2,62,31.0,38,19.0,0,0.0,24,12.0,5,2.5,0,8,25.0%,2,0,0,1,1,1,1,1,53
2017,REG,8,11214,Travis Benjamin,FA,8,Travis Benjamin(FA),1,5,64,12.8,47,9.4,0,0.0,17,3.4,14,2.8,2,9,31.0%,5,0,0,3,1,0,0,0,24
2017,REG,9,11206,T.Y. Hilton,FA,1,T.Y. Hilton(FA),1,5,175,35.0,93,18.6,0,0.0,82,16.4,0,0.0,0,9,30.0%,5,0,0,4,3,3,2,1,80
2017,REG,9,11215,Marvin Jones Jr.,FA,2,Marvin Jones Jr.(FA),1,7,107,15.3,87,12.4,0,0.0,20,2.9,6,0.9,0,11,33.3%,7,0,1,6,2,0,0,0,25
2017,REG,9,11199,Alshon Jeffery,FA,3,Alshon Jeffery(FA),1,6,84,14.0,47,7.8,0,0.0,37,6.2,2,0.3,0,11,39.3%,7,1,1,4,1,1,0,0,32
2017,REG,9,11610,Robert Woods,PIT,4,Robert Woods(PIT),1,4,70,17.5,10,2.5,0,0.0,60,15.0,0,0.0,0,5,22.7%,4,0,1,2,1,1,1,1,52
2017,REG,9,10992,Doug Baldwin,FA,5,Doug Baldwin(FA),1,7,108,15.4,83,11.9,0,0.0,25,3.6,0,0.0,0,12,29.3%,7,0,0,4,3,1,0,0,30
2017,REG,9,11606,DeAndre Hopkins,BAL,6,DeAndre Hopkins(BAL),1,6,86,14.3,70,11.7,0,0.0,16,2.7,4,0.7,0,16,36.4%,7,1,2,5,1,1,0,0,34
2017,REG,9,11459,Cole Beasley,FA,7,Cole Beasley(FA),1,4,24,6.0,20,5.0,0,0.0,4,1.0,0,0.0,0,6,19.4%,4,0,2,0,0,0,0,0,7
2017,REG,9,11434,Deonte Thompson,FA,8,Deonte Thompson(FA),1,7,81,11.6,69,9.9,0,0.0,12,1.7,2,0.3,0,10,25.0%,8,0,0,4,1,0,0,0,26
2017,REG,10,11610,Robert Woods,PIT,1,Robert Woods(PIT),1,8,171,21.4,81,10.1,0,0.0,90,11.3,10,1.3,1,10,27.8%,8,0,1,4,2,2,1,1,94
2017,REG,10,13429,Adam Thielen,CAR,2,Adam Thielen(CAR),1,8,166,20.8,87,10.9,0,0.0,79,9.9,10,1.3,0,12,41.4%,9,1,1,4,3,3,1,0,49
2017,REG,10,13915,Devin Funchess,FA,3,Devin Funchess(FA),1,5,92,18.4,45,9.0,0,0.0,47,9.4,3,0.6,0,6,17.1%,5,0,0,4,2,1,0,0,32
2017,REG,10,9857,A.J. Green,FA,4,A.J. Green(FA),1,5,115,23.0,57,11.4,0,0.0,58,11.6,56,11.2,0,7,20.6%,5,0,0,4,1,1,1,1,70
2017,REG,10,16038,Chester Rogers,FA,5,Chester Rogers(FA),1,6,104,17.3,48,8.0,0,0.0,56,9.3,22,3.7,0,6,26.1%,6,0,0,3,1,1,1,1,61
2017,REG,10,11599,Marquise Goodwin,FA,6,Marquise Goodwin(FA),1,1,83,83.0,48,48.0,0,0.0,35,35.0,0,0.0,0,2,8.0%,2,1,0,1,1,1,1,1,83
2017,REG,10,9683,Golden Tate,FA,7,Golden Tate(FA),1,6,97,16.2,24,4.0,0,0.0,73,12.2,28,4.7,0,7,28.0%,6,0,0,2,2,2,1,0,40
2017,REG,10,16427,JuJu Smith-Schuster,KC,8,JuJu Smith-Schuster(KC),1,5,97,19.4,74,14.8,0,0.0,23,4.6,3,0.6,0,7,23.3%,6,1,0,4,2,1,1,0,44
2017,REG,11,9808,Antonio Brown,FA,1,Antonio Brown(FA),1,10,144,14.4,134,13.4,0,0.0,10,1.0,0,0.0,0,13,29.5%,10,0,2,7,2,1,1,0,41
2017,REG,11,11616,Keenan Allen,LAC,2,Keenan Allen(LAC),1,12,159,13.3,92,7.7,0,0.0,67,5.6,18,1.5,0,13,36.1%,12,0,1,9,2,0,0,0,29
2017,REG,11,11611,Kenny Stills,FA,3,Kenny Stills(FA),1,7,180,25.7,128,18.3,0,0.0,52,7.4,7,1.0,0,8,22.2%,7,0,0,5,3,2,2,1,61
2017,REG,11,12122,Brandin Cooks,NO,4,Brandin Cooks(NO),1,6,149,24.8,109,18.2,0,0.0,40,6.7,2,0.3,0,9,24.3%,6,0,0,4,2,2,2,2,64
2017,REG,11,13429,Adam Thielen,CAR,5,Adam Thielen(CAR),1,6,123,20.5,50,8.3,0,0.0,73,12.2,2,0.3,0,9,23.7%,7,1,1,4,2,1,1,1,65
2017,REG,11,11380,Rishard Matthews,FA,6,Rishard Matthews(FA),1,5,113,22.6,66,13.2,0,0.0,47,9.4,16,3.2,1,6,18.2%,5,0,0,2,1,1,1,1,75
2017,REG,11,9383,Larry Fitzgerald,FA,7,Larry Fitzgerald(FA),1,9,91,10.1,54,6.0,0,0.0,37,4.1,16,1.8,0,10,29.4%,9,0,0,4,2,0,0,0,22
2017,REG,11,11199,Alshon Jeffery,FA,8,Alshon Jeffery(FA),1,4,67,16.8,62,15.5,0,0.0,5,1.3,0,0.0,0,7,26.9%,4,0,2,4,1,0,0,0,22
2017,REG,12,9867,Julio Jones,FA,1,Julio Jones(FA),1,12,253,21.1,193,16.1,0,0.0,60,5.0,11,0.9,1,15,44.1%,12,0,1,9,7,2,2,1,51
2017,REG,12,9808,Antonio Brown,FA,2,Antonio Brown(FA),1,10,169,16.9,124,12.4,0,0.0,45,4.5,7,0.7,0,12,26.7%,10,0,0,8,4,2,0,0,39
2017,REG,12,15688,Robbie Chosen,SF,3,Robbie Chosen(SF),1,6,146,24.3,134,22.3,0,0.0,12,2.0,4,0.7,0,10,29.4%,6,0,0,4,4,2,1,1,54
2017,REG,12,11616,Keenan Allen,LAC,4,Keenan Allen(LAC),1,11,172,15.6,104,9.5,0,0.0,68,6.2,37,3.4,4,14,42.4%,12,1,2,9,2,2,1,0,42
2017,REG,12,11215,Marvin Jones Jr.,FA,5,Marvin Jones Jr.(FA),1,6,109,18.2,63,10.5,0,0.0,46,7.7,3,0.5,0,9,25.7%,6,0,1,4,2,1,1,0,43
2017,REG,12,13976,Jamison Crowder,FA,6,Jamison Crowder(FA),1,7,141,20.1,73,10.4,0,0.0,68,9.7,25,3.6,0,10,33.3%,7,0,0,6,3,2,0,0,38
2017,REG,12,11548,Jermaine Kearse,FA,7,Jermaine Kearse(FA),1,7,105,15.0,54,7.7,0,0.0,51,7.3,34,4.9,1,11,32.4%,7,0,1,5,1,1,1,0,42
2017,REG,12,12122,Brandin Cooks,NO,8,Brandin Cooks(NO),1,6,83,13.8,61,10.2,0,0.0,22,3.7,11,1.8,0,7,25.0%,7,1,1,3,2,1,0,0,37
2017,REG,13,15802,Tyreek Hill,MIA,1,Tyreek Hill(MIA),1,6,185,30.8,138,23.0,0,0.0,47,7.8,4,0.7,1,9,28.1%,6,0,0,4,3,3,3,1,79
2017,REG,13,13969,Nelson Agholor,FA,2,Nelson Agholor(FA),1,7,141,20.1,110,15.7,0,0.0,31,4.4,0,0.0,0,12,26.7%,7,0,1,5,3,2,1,1,51
2017,REG,13,9857,A.J. Green,FA,3,A.J. Green(FA),1,7,77,11.0,66,9.4,0,0.0,11,1.6,2,0.3,0,16,45.7%,9,2,3,4,0,0,0,0,17
2017,REG,13,11616,Keenan Allen,LAC,4,Keenan Allen(LAC),1,10,105,10.5,71,7.1,0,0.0,34,3.4,11,1.1,0,14,32.6%,10,0,3,5,2,0,0,0,26
2017,REG,13,9808,Antonio Brown,FA,5,Antonio Brown(FA),1,8,101,12.6,81,10.1,0,0.0,20,2.5,8,1.0,0,16,40.0%,9,1,3,5,2,0,0,0,24
2017,REG,13,9383,Larry Fitzgerald,FA,6,Larry Fitzgerald(FA),1,10,98,9.8,67,6.7,0,0.0,31,3.1,14,1.4,1,10,31.3%,10,0,1,6,1,0,0,0,20
2017,REG,13,11548,Jermaine Kearse,FA,7,Jermaine Kearse(FA),1,9,157,17.4,81,9.0,0,0.0,76,8.4,55,6.1,1,10,29.4%,9,0,1,6,2,2,2,1,51
2017,REG,13,12120,Marqise Lee,FA,8,Marqise Lee(FA),1,7,86,12.3,75,10.7,0,0.0,11,1.6,6,0.9,1,10,28.6%,8,1,1,4,1,0,0,0,22
2017,REG,14,11606,DeAndre Hopkins,BAL,1,DeAndre Hopkins(BAL),1,11,149,13.5,126,11.5,0,0.0,23,2.1,0,0.0,0,16,43.2%,11,0,1,5,3,0,0,0,29
2017,REG,14,9808,Antonio Brown,FA,2,Antonio Brown(FA),1,11,213,19.4,138,12.5,0,0.0,75,6.8,17,1.5,0,18,28.1%,11,0,1,7,5,3,2,1,57
2017,REG,14,12123,Davante Adams,LA,3,Davante Adams(LAR),1,10,84,8.4,16,1.6,0,0.0,68,6.8,28,2.8,2,14,30.4%,11,1,1,2,1,0,0,0,25
2017,REG,14,14324,Tyrell Williams,FA,4,Tyrell Williams(FA),1,4,132,33.0,87,21.8,0,0.0,45,11.3,6,1.5,0,4,11.8%,4,0,0,3,3,2,1,1,75
2017,REG,14,16433,Cooper Kupp,SEA,5,Cooper Kupp(SEA),1,5,118,23.6,54,10.8,0,0.0,64,12.8,50,10.0,1,7,28.0%,5,0,1,3,2,1,1,1,64
2017,REG,14,15528,Michael Thomas,FA,6,Michael Thomas(FA),1,10,117,11.7,77,7.7,0,0.0,40,4.0,13,1.3,0,14,40.0%,10,0,1,4,2,1,0,0,35
2017,REG,14,12128,Jarvis Landry,FA,7,Jarvis Landry(FA),1,8,46,5.8,0,0.0,0,0.0,46,5.8,8,1.0,1,8,23.5%,8,0,1,1,0,0,0,0,10
2017,REG,14,13429,Adam Thielen,CAR,8,Adam Thielen(CAR),1,6,105,17.5,52,8.7,0,0.0,53,8.8,0,0.0,0,12,27.9%,8,2,2,4,1,1,1,1,52
2017,REG,15,16864,Keelan Cole Sr.,FA,1,Keelan Cole Sr.(FA),1,7,186,26.6,84,12.0,0,0.0,102,14.6,48,6.9,1,9,34.6%,7,0,1,5,3,3,2,1,73
2017,REG,15,15569,Sterling Shepard,TB,2,Sterling Shepard(TB),1,11,139,12.6,61,5.5,0,0.0,78,7.1,0,0.0,0,16,28.1%,12,1,0,4,1,1,1,1,67
2017,REG,15,11619,Tavarres King,FA,3,Tavarres King(FA),1,2,70,35.0,22,11.0,0,0.0,48,24.0,3,1.5,0,3,5.3%,2,0,1,2,1,1,1,1,57
2017,REG,15,16117,Jaydon Mickens,FA,4,Jaydon Mickens(FA),1,4,61,15.3,36,9.0,0,0.0,25,6.3,8,2.0,0,5,19.2%,4,0,2,2,1,1,1,0,41
2017,REG,15,9460,Michael Crabtree,FA,5,Michael Crabtree(FA),1,7,39,5.6,28,4.0,0,0.0,11,1.6,1,0.1,0,17,44.7%,8,1,1,1,0,0,0,0,14
2017,REG,15,11380,Rishard Matthews,FA,6,Rishard Matthews(FA),1,6,95,15.8,71,11.8,0,0.0,24,4.0,12,2.0,1,8,24.2%,6,0,1,4,3,0,0,0,25
2017,REG,15,15528,Michael Thomas,FA,7,Michael Thomas(FA),1,9,93,10.3,50,5.6,0,0.0,43,4.8,18,2.0,0,11,30.6%,10,1,3,3,1,0,0,0,20
2017,REG,15,15802,Tyreek Hill,MIA,8,Tyreek Hill(MIA),1,5,88,17.6,49,9.8,0,0.0,39,7.8,2,0.4,0,6,20.0%,6,1,0,1,1,1,1,1,64
2017,REG,16,9383,Larry Fitzgerald,FA,1,Larry Fitzgerald(FA),1,9,119,13.2,85,9.4,0,0.0,34,3.8,13,1.4,0,15,44.1%,11,2,1,7,2,0,0,0,23
2017,REG,16,15680,Jakeem Grant Sr.,FA,2,Jakeem Grant Sr.(FA),1,4,107,26.8,14,3.5,0,0.0,93,23.3,68,17.0,2,6,16.2%,4,0,0,3,2,1,1,1,65
2017,REG,16,9588,Ted Ginn Jr.,FA,3,Ted Ginn Jr.(FA),1,4,76,19.0,41,10.3,0,0.0,35,8.8,1,0.3,0,5,17.9%,5,1,1,1,1,1,1,1,54
2017,REG,16,9867,Julio Jones,FA,4,Julio Jones(FA),1,7,149,21.3,89,12.7,0,0.0,60,8.6,12,1.7,0,11,31.4%,7,0,1,5,3,2,1,0,44
2017,REG,16,16427,JuJu Smith-Schuster,KC,5,JuJu Smith-Schuster(KC),1,6,75,12.5,18,3.0,0,0.0,57,9.5,0,0.0,1,7,23.3%,6,0,1,2,1,1,1,0,49
2017,REG,16,13894,Amari Cooper,FA,6,Amari Cooper(FA),1,3,66,22.0,22,7.3,0,0.0,44,14.7,3,1.0,0,4,14.3%,3,0,0,1,1,1,1,1,63
2017,REG,16,16433,Cooper Kupp,SEA,7,Cooper Kupp(SEA),1,4,65,16.3,57,14.3,0,0.0,8,2.0,-1,-0.3,2,6,15.8%,5,1,1,3,1,1,0,0,34
2017,REG,16,11606,DeAndre Hopkins,BAL,8,DeAndre Hopkins(BAL),1,4,65,16.3,29,7.3,0,0.0,36,9.0,2,0.5,0,6,37.5%,5,0,1,3,1,1,0,0,38
2017,REG,17,10992,Doug Baldwin,FA,1,Doug Baldwin(FA),1,4,90,22.5,65,16.3,0,0.0,25,6.3,4,1.0,0,5,17.9%,4,0,1,4,3,0,0,0,29
2017,REG,17,16427,JuJu Smith-Schuster,KC,2,JuJu Smith-Schuster(KC),1,9,143,15.9,108,12.0,0,0.0,35,3.9,34,3.8,1,10,37.0%,9,0,0,6,3,2,1,0,46
2017,REG,17,11616,Keenan Allen,LAC,3,Keenan Allen(LAC),1,9,133,14.8,74,8.2,0,0.0,59,6.6,8,0.9,0,12,33.3%,10,1,1,6,3,0,0,0,28
