season,season_type,week,fantasypros_id,player_name,team_abbr,Rank,Player,REC,TGT,REC PCT,YDS,Y/R,TD,TGT PCT,ATT,PCT,FL,G,FPTS,FPTS/G,ROST %,merge_name,merge_key,season_dfs,week_dfs,player_id,player,dk_position,fd_position,team,opponent,dk_salary,fd_salary,dk_fpts,fd_fpts,merge_name_dfs
2021,REG,1,16556,tim patrick,DET,4,Tim Patrick(DET),2,2,1.0,0,9.0,0,0.667,0,0.0,0,1,7.8,7.8,0.018,tim patrick,tim patrick_2021_1,2021,1,tim-patrick,Tim Patrick,WR,WR,DEN,New York Giants,3900,4900,13.9,11.9,tim patrick
2021,REG,1,19222,devonta smith,PHI,5,DeVonta Smith(PHI),1,1,1.0,0,18.0,0,1.0,0,0.0,0,1,7.8,7.8,0.936,devonta smith,devonta smith_2021_1,2021,1,devonta-smith,DeVonta Smith,WR,WR,PHI,Atlanta Falcons,4500,5300,19.1,16.1,devonta smith
2021,REG,1,19211,tee higgins,CIN,6,Tee Higgins(CIN),2,2,1.0,0,8.0,0,1.0,0,0.0,0,1,7.6,7.6,0.983,tee higgins,tee higgins_2021_1,2021,1,tee-higgins,Tee Higgins,WR,WR,CIN,Minnesota Vikings,4700,6000,15.8,13.8,tee higgins
2021,REG,1,18219,dk metcalf,PIT,7,DK Metcalf(PIT),1,1,1.0,0,15.0,0,1.0,0,0.0,0,1,7.5,7.5,0.961,dk metcalf,dk metcalf_2021_1,2021,1,d-k-metcalf,DK Metcalf,WR,WR,SEA,Indianapolis Colts,7500,7700,16.0,14.0,dk metcalf
2021,REG,1,13894,amari cooper,FA,8,Amari Cooper(FA),3,3,1.0,0,4.3,0,0.5,0,0.0,0,1,7.3,7.3,0.091,amari cooper,amari cooper_2021_1,2021,1,amari-cooper,Amari Cooper,WR,WR,DAL,Tampa Bay Buccaneers,6000,6600,41.9,32.4,amari cooper
2021,REG,2,16433,cooper kupp,SEA,1,Cooper Kupp(SEA),2,2,1.0,-5,13.0,0,0.667,1,1.0,0,1,14.1,14.1,0.831,cooper kupp,cooper kupp_2021_2,2021,2,cooper-kupp,Cooper Kupp,WR,WR,LA,Indianapolis Colts,9500,6200,39.8,32.3,cooper kupp
2021,REG,2,12119,mike evans,TB,2,Mike Evans(TB),2,4,0.5,0,2.0,0,0.8,0,0.0,0,1,12.4,12.4,0.976,mike evans,mike evans_2021_2,2021,2,mike-evans,Mike Evans,WR,WR,TB,Atlanta Falcons,6900,6700,24.5,22.0,mike evans
2021,REG,2,17232,brandon zylstra,FA,3,Brandon Zylstra(FA),1,1,1.0,0,20.0,0,0.5,0,0.0,0,1,8.0,8.0,0.0,brandon zylstra,brandon zylstra_2021_2,2021,2,brandon-zylstra,Brandon Zylstra,WR,WR,CAR,New Orleans Saints,3000,4500,13.4,11.9,brandon zylstra
2021,REG,2,11606,deandre hopkins,BAL,4,DeAndre Hopkins(BAL),1,1,1.0,0,15.0,0,0.143,0,0.0,0,1,7.5,7.5,0.167,deandre hopkins,deandre hopkins_2021_2,2021,2,deandre-hopkins,DeAndre Hopkins,WR,WR,ARI,Minnesota Vikings,6700,8500,15.4,13.4,deandre hopkins
2021,REG,2,19236,justin jefferson,MIN,5,Justin Jefferson(MIN),1,1,1.0,0,14.0,0,0.5,0,0.0,0,1,7.4,7.4,0.995,justin jefferson,justin jefferson_2021_2,2021,2,justin-jefferson,Justin Jefferson,WR,WR,MIN,Arizona Cardinals,7700,7300,18.5,15.5,justin jefferson
2021,REG,2,16377,mike williams,FA,6,Mike Williams(FA),1,3,0.333,0,12.0,0,0.6,0,0.0,0,1,7.2,7.2,0.032,mike williams,mike williams_2021_2,2021,2,mike-williams,Mike Williams,WR,WR,LAC,Dallas Cowboys,6600,5600,22.1,18.6,mike williams
2021,REG,2,16556,tim patrick,DET,7,Tim Patrick(DET),1,1,1.0,0,12.0,0,1.0,0,0.0,0,1,7.2,7.2,0.018,tim patrick,tim patrick_2021_2,2021,2,tim-patrick,Tim Patrick,WR,WR,DEN,Jacksonville Jaguars,4900,5400,12.7,11.2,tim patrick
2021,REG,2,16406,chris godwin,TB,8,Chris Godwin(TB),1,1,1.0,0,12.0,0,0.2,0,0.0,0,1,7.2,7.2,0.832,chris godwin,chris godwin_2021_2,2021,2,chris-godwin,Chris Godwin,WR,WR,TB,Atlanta Falcons,7100,8000,16.2,14.2,chris godwin
2021,REG,3,16377,mike williams,FA,1,Mike Williams(FA),3,3,1.0,0,13.3,0,0.429,0,0.0,0,1,16.0,16.0,0.032,mike williams,mike williams_2021_3,2021,3,mike-williams,Mike Williams,WR,WR,LAC,Kansas City Chiefs,6200,6000,36.2,29.7,mike williams
2021,REG,3,16433,cooper kupp,SEA,2,Cooper Kupp(SEA),3,3,1.0,0,5.0,0,0.75,0,0.0,0,1,13.5,13.5,0.831,cooper kupp,cooper kupp_2021_3,,,,,,,,,,,,,
2021,REG,3,19270,devin duvernay,CHI,3,Devin Duvernay(CHI),1,1,1.0,0,19.0,0,0.333,0,0.0,0,1,7.9,7.9,0.006,devin duvernay,devin duvernay_2021_3,2021,3,devin-duvernay,Devin Duvernay,WR,WR,BAL,Detroit Lions,3800,4900,10.2,9.2,devin duvernay
2021,REG,3,18587,mecole hardman jr.,GB,4,Mecole Hardman Jr.(GB),2,2,1.0,0,9.0,0,1.0,0,0.0,0,1,7.8,7.8,0.006,mecole hardman jr,mecole hardman jr_2021_3,,,,,,,,,,,,,
2021,REG,3,13429,adam thielen,CAR,5,Adam Thielen(CAR),2,2,1.0,0,8.5,0,0.4,0,0.0,0,1,7.7,7.7,0.364,adam thielen,adam thielen_2021_3,2021,3,adam-thielen,Adam Thielen,WR,WR,MIN,Seattle Seahawks,6600,7600,17.0,14.0,adam thielen
2021,REG,3,15547,tyler boyd,FA,6,Tyler Boyd(FA),1,1,1.0,0,17.0,0,0.5,0,0.0,0,1,7.7,7.7,0.007,tyler boyd,tyler boyd_2021_3,2021,3,tyler-boyd,Tyler Boyd,WR,WR,CIN,Pittsburgh Steelers,4800,5600,13.6,11.6,tyler boyd
2021,REG,3,12123,davante adams,LA,7,Davante Adams(LAR),2,3,0.667,0,7.5,0,0.6,0,0.0,0,1,7.5,7.5,0.965,davante adams,davante adams_2021_3,2021,3,davante-adams,Davante Adams,WR,WR,GB,San Francisco 49ers,8400,8200,34.2,25.2,davante adams
2021,REG,3,17130,greg ward,FA,8,Greg Ward(FA),1,1,1.0,0,15.0,0,1.0,0,0.0,0,1,7.5,7.5,0.0,greg ward,greg ward_2021_3,2021,3,greg-ward,Greg Ward,WR,WR,PHI,Dallas Cowboys,3000,4500,8.5,8.0,greg ward
2021,REG,4,17265,dj moore,CHI,1,DJ Moore(CHI),3,3,1.0,0,7.7,0,0.75,0,0.0,0,1,14.3,14.3,0.939,dj moore,dj moore_2021_4,2021,4,d-j-moore,D.J. Moore,WR,WR,CAR,Dallas Cowboys,6200,7300,34.9,27.9,dj moore
2021,REG,4,15802,tyreek hill,MIA,2,Tyreek Hill(MIA),2,2,1.0,0,9.0,0,0.667,0,0.0,0,1,13.8,13.8,0.983,tyreek hill,tyreek hill_2021_4,,,,,,,,,,,,,
2021,REG,4,13976,jamison crowder,FA,3,Jamison Crowder(FA),4,5,0.8,0,5.5,0,1.0,0,0.0,0,1,8.2,8.2,0.01,jamison crowder,jamison crowder_2021_4,2021,4,jamison-crowder,Jamison Crowder,WR,WR,NYJ,Tennessee Titans,4700,5500,19.1,15.6,jamison crowder
2021,REG,4,18466,terry mclaurin,WAS,4,Terry McLaurin(WAS),1,2,0.5,0,17.0,0,0.667,0,0.0,0,1,7.7,7.7,0.968,terry mclaurin,terry mclaurin_2021_4,2021,4,terry-mclaurin,Terry McLaurin,WR,WR,WAS,Atlanta Falcons,7200,7100,33.3,27.3,terry mclaurin
2021,REG,4,17130,greg ward,FA,5,Greg Ward(FA),1,2,0.5,0,15.0,0,0.667,0,0.0,0,1,7.5,7.5,0.0,greg ward,greg ward_2021_4,2021,4,greg-ward,Greg Ward,WR,WR,PHI,Kansas City Chiefs,3000,4500,8.5,8.0,greg ward
2021,REG,4,11610,robert woods,PIT,6,Robert Woods(PIT),1,2,0.5,0,14.0,0,0.4,0,0.0,0,1,7.4,7.4,0.008,robert woods,robert woods_2021_4,2021,4,robert-woods,Robert Woods,WR,WR,LA,Arizona Cardinals,3000,6200,14.8,12.8,robert woods
2021,REG,4,19483,van jefferson,TEN,7,Van Jefferson(TEN),1,1,1.0,0,14.0,0,0.2,0,0.0,0,1,7.4,7.4,0.011,van jefferson,van jefferson_2021_4,,,,,,,,,,,,,
2021,REG,4,19729,freddie swain,FA,8,Freddie Swain(FA),1,1,1.0,0,13.0,0,0.333,0,0.0,0,1,7.3,7.3,0.0,freddie swain,freddie swain_2021_4,2021,4,freddie-swain,Freddie Swain,WR,WR,SEA,San Francisco 49ers,3000,4800,11.0,9.5,freddie swain
2021,REG,5,18219,dk metcalf,PIT,1,DK Metcalf(PIT),1,1,1.0,0,19.0,0,0.333,0,0.0,0,1,7.9,7.9,0.961,dk metcalf,dk metcalf_2021_5,2021,5,d-k-metcalf,DK Metcalf,WR,WR,SEA,Los Angeles Rams,6700,7400,26.8,24.3,dk metcalf
2021,REG,5,18627,chase claypool,FA,2,Chase Claypool(FA),1,1,1.0,0,18.0,0,1.0,0,0.0,0,1,7.8,7.8,0.011,chase claypool,chase claypool_2021_5,2021,5,chase-claypool,Chase Claypool,WR,WR,PIT,Denver Broncos,6000,6000,27.0,21.5,chase claypool
2021,REG,5,18244,deebo samuel sr.,WAS,3,Deebo Samuel Sr.(WAS),0,1,0.0,13,0.0,1,1.0,1,1.0,0,1,7.3,7.3,0.839,deebo samuel sr,deebo samuel sr_2021_5,,,,,,,,,,,,,
2021,REG,5,18226,marquise brown,KC,4,Marquise Brown(KC),2,3,0.667,0,6.0,0,0.75,0,0.0,0,1,7.2,7.2,0.348,marquise brown,marquise brown_2021_5,2021,5,marquise-brown,Marquise Brown,WR,WR,BAL,Indianapolis Colts,6500,6800,36.5,29.0,marquise brown
2021,REG,5,19505,marquez callaway,LV,5,Marquez Callaway(LV),1,1,1.0,0,12.0,0,1.0,0,0.0,0,1,7.2,7.2,0.0,marquez callaway,marquez callaway_2021_5,2021,5,marquez-callaway,Marquez Callaway,WR,WR,NO,Washington Football Team,4700,5400,24.5,22.5,marquez callaway
2021,REG,5,11606,deandre hopkins,BAL,6,DeAndre Hopkins(BAL),1,2,0.5,0,9.0,0,0.4,0,0.0,0,1,6.9,6.9,0.167,deandre hopkins,deandre hopkins_2021_5,2021,5,deandre-hopkins,DeAndre Hopkins,WR,WR,ARI,San Francisco 49ers,6200,7500,20.7,17.7,deandre hopkins
2021,REG,5,9707,emmanuel sanders,FA,7,Emmanuel Sanders(FA),1,2,0.5,0,8.0,0,0.667,0,0.0,0,1,6.8,6.8,0.0,emmanuel sanders,emmanuel sanders_2021_5,2021,5,emmanuel-sanders,Emmanuel Sanders,WR,WR,BUF,Kansas City Chiefs,4600,6200,20.4,18.9,emmanuel sanders
2021,REG,5,15586,rashard higgins,FA,8,Rashard Higgins(FA),1,1,1.0,0,7.0,0,0.5,0,0.0,0,1,6.7,6.7,0.0,rashard higgins,rashard higgins_2021_5,,,,,,,,,,,,,
2021,REG,6,11606,deandre hopkins,BAL,1,DeAndre Hopkins(BAL),2,3,0.667,0,11.0,0,0.6,0,0.0,0,1,14.2,14.2,0.167,deandre hopkins,deandre hopkins_2021_6,2021,6,deandre-hopkins,DeAndre Hopkins,WR,WR,ARI,Cleveland Browns,6500,7700,20.5,19.0,deandre hopkins
2021,REG,6,16433,cooper kupp,SEA,2,Cooper Kupp(SEA),2,2,1.0,0,8.0,0,0.667,0,0.0,0,1,13.6,13.6,0.831,cooper kupp,cooper kupp_2021_6,2021,6,cooper-kupp,Cooper Kupp,WR,WR,LA,New York Giants,9200,8200,37.0,29.5,cooper kupp
2021,REG,6,19790,jaylen waddle,MIA,3,Jaylen Waddle(MIA),2,2,1.0,0,4.0,0,1.0,0,0.0,0,1,12.8,12.8,0.901,jaylen waddle,jaylen waddle_2021_6,,,,,,,,,,,,,
2021,REG,6,13981,stefon diggs,NE,4,Stefon Diggs(NE),3,4,0.75,0,9.0,0,0.571,0,0.0,0,1,8.7,8.7,0.846,stefon diggs,stefon diggs_2021_6,2021,6,stefon-diggs,Stefon Diggs,WR,WR,BUF,Tennessee Titans,8100,7600,23.9,19.4,stefon diggs
2021,REG,6,9857,a.j. green,FA,5,A.J. Green(FA),2,2,1.0,0,11.0,0,0.4,0,0.0,0,1,8.2,8.2,0.007,aj green,aj green_2021_6,2021,6,a-j-green,A.J. Green,WR,WR,ARI,Cleveland Browns,5000,5400,18.9,16.4,aj green
2021,REG,6,17253,courtland sutton,DEN,6,Courtland Sutton(DEN),3,4,0.75,0,7.3,0,1.0,0,0.0,0,1,8.2,8.2,0.928,courtland sutton,courtland sutton_2021_6,2021,6,courtland-sutton,Courtland Sutton,WR,WR,DEN,Las Vegas Raiders,5300,6600,23.4,19.4,courtland sutton
2021,REG,6,11610,robert woods,PIT,7,Robert Woods(PIT),1,1,1.0,0,15.0,0,0.333,0,0.0,0,1,7.5,7.5,0.008,robert woods,robert woods_2021_6,2021,6,robert-woods,Robert Woods,WR,WR,LA,New York Giants,3000,6900,11.1,10.1,robert woods
2021,REG,6,15802,tyreek hill,MIA,8,Tyreek Hill(MIA),2,3,0.667,0,7.5,0,0.75,0,0.0,0,1,7.5,7.5,0.983,tyreek hill,tyreek hill_2021_6,2021,6,tyreek-hill,Tyreek Hill,WR,WR,KC,Washington Football Team,8500,8700,22.6,18.1,tyreek hill
2021,REG,7,12119,mike evans,TB,1,Mike Evans(TB),4,5,0.8,0,4.8,0,0.714,0,0.0,0,1,19.9,19.9,0.976,mike evans,mike evans_2021_7,2021,7,mike-evans,Mike Evans,WR,WR,TB,Chicago Bears,7200,7100,31.6,28.6,mike evans
2021,REG,7,16433,cooper kupp,SEA,2,Cooper Kupp(SEA),2,3,0.667,0,3.5,0,0.429,0,0.0,0,1,12.7,12.7,0.831,cooper kupp,cooper kupp_2021_7,2021,7,cooper-kupp,Cooper Kupp,WR,WR,LA,Detroit Lions,9000,8800,40.6,32.6,cooper kupp
2021,REG,7,12123,davante adams,LA,3,Davante Adams(LAR),2,3,0.667,0,11.0,0,0.5,0,0.0,0,1,8.2,8.2,0.965,davante adams,davante adams_2021_7,2021,7,davante-adams,Davante Adams,WR,WR,GB,Washington Football Team,8900,9000,19.6,16.6,davante adams
2021,REG,7,20114,elijah moore,BUF,4,Elijah Moore(BUF),0,0,0.0,19,0.0,1,0.0,1,1.0,0,1,7.9,7.9,0.032,elijah moore,elijah moore_2021_7,2021,7,elijah-moore,Elijah Moore,WR,WR,NYJ,New England Patriots,5700,4900,10.2,9.7,elijah moore
2021,REG,7,19219,jalen reagor,LAC,5,Jalen Reagor(LAC),1,1,1.0,0,17.0,0,0.5,0,0.0,0,1,7.7,7.7,0.0,jalen reagor,jalen reagor_2021_7,2021,7,jalen-reagor,Jalen Reagor,WR,WR,PHI,Las Vegas Raiders,3200,5200,10.5,9.5,jalen reagor
2021,REG,7,18244,deebo samuel sr.,WAS,6,Deebo Samuel Sr.(WAS),2,3,0.667,0,7.0,0,1.0,0,0.0,0,1,7.4,7.4,0.839,deebo samuel sr,deebo samuel sr_2021_7,,,,,,,,,,,,,
2021,REG,7,17258,calvin ridley,TEN,7,Calvin Ridley(TEN),2,3,0.667,0,5.5,0,1.0,0,0.0,0,1,7.1,7.1,0.886,calvin ridley,calvin ridley_2021_7,2021,7,calvin-ridley,Calvin Ridley,WR,WR,ATL,Miami Dolphins,5200,7300,12.6,10.6,calvin ridley
2021,REG,7,19483,van jefferson,TEN,8,Van Jefferson(TEN),1,2,0.5,0,11.0,0,0.286,0,0.0,0,1,7.1,7.1,0.011,van jefferson,van jefferson_2021_7,,,,,,,,,,,,,
2021,REG,8,18219,dk metcalf,PIT,1,DK Metcalf(PIT),3,3,1.0,0,8.3,0,1.0,0,0.0,0,1,14.5,14.5,0.961,dk metcalf,dk metcalf_2021_8,2021,8,d-k-metcalf,DK Metcalf,WR,WR,SEA,Jacksonville Jaguars,6400,7400,22.3,19.3,dk metcalf
2021,REG,8,11610,robert woods,PIT,2,Robert Woods(PIT),2,5,0.4,16,3.5,1,0.455,1,1.0,0,1,14.3,14.3,0.008,robert woods,robert woods_2021_8,2021,8,robert-woods,Robert Woods,WR,WR,LA,Houston Texans,3000,6800,20.7,19.2,robert woods
2021,REG,8,19278,michael pittman jr.,IND,3,Michael Pittman Jr.(IND),2,3,0.667,0,4.5,0,1.0,0,0.0,0,1,12.9,12.9,0.655,michael pittman jr,michael pittman jr_2021_8,,,,,,,,,,,,,
2021,REG,8,9902,randall cobb,FA,4,Randall Cobb(FA),2,4,0.5,0,4.0,0,0.444,0,0.0,0,1,12.8,12.8,0.011,randall cobb,randall cobb_2021_8,2021,8,randall-cobb,Randall Cobb,WR,WR,GB,Arizona Cardinals,3300,5300,16.5,15.0,randall cobb
2021,REG,8,16433,cooper kupp,SEA,5,Cooper Kupp(SEA),3,5,0.6,0,11.3,0,0.455,0,0.0,0,1,9.4,9.4,0.831,cooper kupp,cooper kupp_2021_8,2021,8,cooper-kupp,Cooper Kupp,WR,WR,LA,Houston Texans,9100,9200,27.5,21.0,cooper kupp
2021,REG,8,13429,adam thielen,CAR,6,Adam Thielen(CAR),2,2,1.0,0,13.0,0,1.0,0,0.0,0,1,8.6,8.6,0.364,adam thielen,adam thielen_2021_8,2021,8,adam-thielen,Adam Thielen,WR,WR,MIN,Dallas Cowboys,6900,7600,19.8,16.8,adam thielen
2021,REG,8,14103,deandre carter,CLE,7,DeAndre Carter(CLE),1,1,1.0,0,20.0,0,0.333,0,0.0,0,1,8.0,8.0,0.0,deandre carter,deandre carter_2021_8,2021,8,deandre-carter,DeAndre Carter,WR,WR,WAS,Denver Broncos,3800,4800,14.1,12.6,deandre carter
2021,REG,8,13981,stefon diggs,NE,8,Stefon Diggs(NE),1,1,1.0,0,19.0,0,0.25,0,0.0,0,1,7.9,7.9,0.846,stefon diggs,stefon diggs_2021_8,2021,8,stefon-diggs,Stefon Diggs,WR,WR,BUF,Miami Dolphins,7600,7300,15.0,12.5,stefon diggs
2021,REG,9,20114,elijah moore,BUF,1,Elijah Moore(BUF),2,2,1.0,0,19.0,0,0.333,0,0.0,0,1,15.8,15.8,0.032,elijah moore,elijah moore_2021_9,2021,9,elijah-moore,Elijah Moore,WR,WR,NYJ,Indianapolis Colts,5200,5200,27.4,23.9,elijah moore
2021,REG,9,19810,darnell mooney,ATL,2,Darnell Mooney(ATL),1,1,1.0,15,16.0,1,1.0,1,1.0,0,1,15.1,15.1,0.579,darnell mooney,darnell mooney_2021_9,2021,9,darnell-mooney,Darnell Mooney,WR,WR,CHI,Pittsburgh Steelers,5500,5900,20.6,19.1,darnell mooney
2021,REG,9,18168,malik turner,SF,3,Malik Turner(SF),3,4,0.75,0,6.7,0,0.8,0,0.0,0,1,14.0,14.0,0.0,malik turner,malik turner_2021_9,2021,9,malik-turner,Malik Turner,WR,WR,DAL,Denver Broncos,3000,4500,20.3,17.8,malik turner
2021,REG,9,18864,olamide zaccheaus,CHI,4,Olamide Zaccheaus(CHI),2,2,1.0,0,4.5,0,0.667,0,0.0,0,1,12.9,12.9,0.011,olamide zaccheaus,olamide zaccheaus_2021_9,2021,9,olamide-zaccheaus,Olamide Zaccheaus,WR,WR,ATL,New Orleans Saints,3600,5200,20.8,19.3,olamide zaccheaus
2021,REG,9,17301,allen lazard,NYJ,5,Allen Lazard(NYJ),1,1,1.0,0,20.0,0,0.5,0,0.0,0,1,8.0,8.0,0.025,allen lazard,allen lazard_2021_9,,,,,,,,,,,,,
2021,REG,9,19252,brandon aiyuk,SF,6,Brandon Aiyuk(SF),1,1,1.0,0,11.0,0,0.333,0,0.0,0,1,7.1,7.1,0.55,brandon aiyuk,brandon aiyuk_2021_9,2021,9,brandon-aiyuk,Brandon Aiyuk,WR,WR,SF,Arizona Cardinals,5900,5500,19.7,15.7,brandon aiyuk
2021,REG,9,19278,michael pittman jr.,IND,7,Michael Pittman Jr.(IND),1,1,1.0,0,11.0,0,1.0,0,0.0,0,1,7.1,7.1,0.655,michael pittman jr,michael pittman jr_2021_9,,,,,,,,,,,,,
2021,REG,9,11611,kenny stills,FA,8,Kenny Stills(FA),1,2,0.5,0,8.0,0,0.333,0,0.0,0,1,6.8,6.8,0.0,kenny stills,kenny stills_2021_9,2021,9,kenny-stills,Kenny Stills,WR,WR,NO,Atlanta Falcons,3000,4700,11.0,10.0,kenny stills
2021,REG,10,15802,tyreek hill,MIA,1,Tyreek Hill(MIA),4,4,1.0,2,6.8,0,1.0,1,0.5,0,1,14.9,14.9,0.983,tyreek hill,tyreek hill_2021_10,,,,,,,,,,,,,
2021,REG,10,19202,ceedee lamb,DAL,2,CeeDee Lamb(DAL),2,3,0.667,0,11.0,0,1.0,0,0.0,0,1,14.2,14.2,0.994,ceedee lamb,ceedee lamb_2021_10,2021,10,ceedee-lamb,CeeDee Lamb,WR,WR,DAL,Atlanta Falcons,7000,7700,28.6,25.6,ceedee lamb
2021,REG,10,14103,deandre carter,CLE,3,DeAndre Carter(CLE),1,2,0.5,0,20.0,0,0.5,0,0.0,0,1,8.0,8.0,0.0,deandre carter,deandre carter_2021_10,2021,10,deandre-carter,DeAndre Carter,WR,WR,WAS,Tampa Bay Buccaneers,3400,5200,15.0,13.5,deandre carter
2021,REG,10,16604,isaiah mckenzie,FA,4,Isaiah McKenzie(FA),0,0,0.0,17,0.0,1,0.0,2,1.0,0,1,7.7,7.7,0.0,isaiah mckenzie,isaiah mckenzie_2021_10,2021,10,isaiah-mckenzie,Isaiah McKenzie,WR,WR,BUF,New York Jets,3900,4600,9.9,9.4,isaiah mckenzie
2021,REG,10,20114,elijah moore,BUF,5,Elijah Moore(BUF),1,2,0.5,0,15.0,0,0.5,0,0.0,0,1,7.5,7.5,0.032,elijah moore,elijah moore_2021_10,2021,10,elijah-moore,Elijah Moore,WR,WR,NYJ,Buffalo Bills,4700,5700,13.4,11.9,elijah moore
2021,REG,10,19505,marquez callaway,LV,6,Marquez Callaway(LV),1,1,1.0,0,15.0,0,0.25,0,0.0,0,1,7.5,7.5,0.0,marquez callaway,marquez callaway_2021_10,2021,10,marquez-callaway,Marquez Callaway,WR,WR,NO,Tennessee Titans,5000,5600,11.7,10.7,marquez callaway
2021,REG,10,13981,stefon diggs,NE,7,Stefon Diggs(NE),1,4,0.25,0,12.0,0,1.0,0,0.0,0,1,7.2,7.2,0.846,stefon diggs,stefon diggs_2021_10,2021,10,stefon-diggs,Stefon Diggs,WR,WR,BUF,New York Jets,7800,7900,33.2,26.2,stefon diggs
2021,REG,10,18598,jakobi meyers,LV,8,Jakobi Meyers(LV),1,1,1.0,0,11.0,0,0.5,0,0.0,0,1,7.1,7.1,0.827,jakobi meyers,jakobi meyers_2021_10,2021,10,jakobi-meyers,Jakobi Meyers,WR,WR,NE,Cleveland Browns,5200,5500,14.9,12.9,jakobi meyers
2021,REG,11,12123,davante adams,LA,1,Davante Adams(LAR),2,2,1.0,0,14.0,0,0.4,0,0.0,0,1,14.8,14.8,0.965,davante adams,davante adams_2021_11,,,,,,,,,,,,,
2021,REG,11,13981,stefon diggs,NE,2,Stefon Diggs(NE),2,2,1.0,0,7.5,0,0.667,0,0.0,0,1,13.5,13.5,0.846,stefon diggs,stefon diggs_2021_11,2021,11,stefon-diggs,Stefon Diggs,WR,WR,BUF,Indianapolis Colts,7200,8100,18.3,16.3,stefon diggs
2021,REG,11,13969,nelson agholor,FA,3,Nelson Agholor(FA),1,1,1.0,0,19.0,0,1.0,0,0.0,0,1,7.9,7.9,0.01,nelson agholor,nelson agholor_2021_11,2021,11,nelson-agholor,Nelson Agholor,WR,WR,NE,Atlanta Falcons,3100,5200,15.0,12.5,nelson agholor
2021,REG,11,18615,diontae johnson,CLE,4,Diontae Johnson(CLE),2,4,0.5,0,9.5,0,0.667,0,0.0,0,1,7.9,7.9,0.078,diontae johnson,diontae johnson_2021_11,2021,11,diontae-johnson,Diontae Johnson,WR,WR,PIT,Los Angeles Chargers,6700,7000,26.1,19.6,diontae johnson
2021,REG,11,12128,jarvis landry,FA,5,Jarvis Landry(FA),1,1,1.0,16,3.0,1,1.0,1,1.0,0,1,7.9,7.9,0.071,jarvis landry,jarvis landry_2021_11,,,,,,,,,,,,,
2021,REG,11,20112,dez fitzpatrick,LAC,6,Dez Fitzpatrick(LAC),1,1,1.0,0,18.0,0,0.333,0,0.0,0,1,7.8,7.8,0.0,dez fitzpatrick,dez fitzpatrick_2021_11,,,,,,,,,,,,,
2021,REG,11,19790,jaylen waddle,MIA,7,Jaylen Waddle(MIA),2,2,1.0,1,6.5,1,0.333,1,1.0,0,1,7.4,7.4,0.901,jaylen waddle,jaylen waddle_2021_11,,,,,,,,,,,,,
2021,REG,11,16406,chris godwin,TB,8,Chris Godwin(TB),1,1,1.0,0,13.0,0,0.2,0,0.0,0,1,7.3,7.3,0.832,chris godwin,chris godwin_2021_11,2021,11,chris-godwin,Chris Godwin,WR,WR,TB,New York Giants,3000,7600,19.2,16.2,chris godwin
2021,REG,12,13429,adam thielen,CAR,1,Adam Thielen(CAR),2,2,1.0,0,11.0,0,0.5,0,0.0,0,1,14.2,14.2,0.364,adam thielen,adam thielen_2021_12,2021,12,adam-thielen,Adam Thielen,WR,WR,MIN,San Francisco 49ers,7100,7200,23.2,20.7,adam thielen
2021,REG,12,18244,deebo samuel sr.,WAS,2,Deebo Samuel Sr.(WAS),0,0,0.0,17,0.0,2,0.0,3,1.0,0,1,13.7,13.7,0.839,deebo samuel sr,deebo samuel sr_2021_12,,,,,,,,,,,,,
2021,REG,12,11206,t.y. hilton,FA,3,T.Y. Hilton(FA),2,2,1.0,0,7.0,0,0.5,0,0.0,0,1,7.4,7.4,0.016,ty hilton,ty hilton_2021_12,2021,12,t-y-hilton,T.Y. Hilton,WR,WR,IND,Tampa Bay Buccaneers,4500,5500,12.8,10.8,ty hilton
2021,REG,12,17606,russell gage jr.,SF,4,Russell Gage Jr.(SF),1,1,1.0,0,12.0,0,0.5,0,0.0,0,1,7.2,7.2,0.0,russell gage jr,russell gage jr_2021_12,,,,,,,,,,,,,
2021,REG,12,19790,jaylen waddle,MIA,5,Jaylen Waddle(MIA),2,2,1.0,0,4.5,0,0.5,0,0.0,0,1,6.9,6.9,0.901,jaylen waddle,jaylen waddle_2021_12,2021,12,jaylen-waddle,Jaylen Waddle,WR,WR,MIA,Carolina Panthers,4500,6700,31.7,24.2,jaylen waddle
2021,REG,12,11625,tavon austin,FA,6,Tavon Austin(FA),1,1,1.0,0,7.0,0,0.167,0,0.0,0,1,6.7,6.7,0.006,tavon austin,tavon austin_2021_12,2021,12,tavon-austin,Tavon Austin,WR,WR,JAX,Atlanta Falcons,3000,4900,10.1,9.1,tavon austin
2021,REG,12,9902,randall cobb,FA,7,Randall Cobb(FA),1,2,0.5,0,7.0,0,0.4,0,0.0,0,1,6.7,6.7,0.011,randall cobb,randall cobb_2021_12,2021,12,randall-cobb,Randall Cobb,WR,WR,GB,Los Angeles Rams,3700,5300,18.5,15.5,randall cobb
2021,REG,12,13981,stefon diggs,NE,8,Stefon Diggs(NE),1,1,1.0,0,5.0,0,0.333,0,0.0,0,1,6.5,6.5,0.846,stefon diggs,stefon diggs_2021_12,2021,12,stefon-diggs,Stefon Diggs,WR,WR,BUF,New Orleans Saints,7700,8300,20.4,16.9,stefon diggs
