season,season_type,week,fantasypros_id,player_name,team_abbr,Rank,Player,REC,TGT,REC PCT,YDS,Y/R,TD,TGT PCT,ATT,PCT,FL,G,FPTS,FPTS/G,ROST %
2019,REG,8,16488,Kenny Golladay,FA,8,Kenny Golladay(FA),1,1,100.0%,0,9.0,0,50.0%,0,0%,0,1,6.9,6.9,4.0%
2019,REG,9,13971,Tyler Lockett,TEN,1,Tyler Lockett(TEN),4,5,80.0%,0,8.0,0,62.5%,0,0%,0,1,15.2,15.2,10.9%
2019,REG,9,18612,Preston Williams,FA,2,Preston Williams(FA),2,3,66.7%,0,8.5,0,75.0%,0,0%,0,1,13.7,13.7,0.0%
2019,REG,9,13976,Jamison Crowder,FA,3,Jamison Crowder(FA),3,4,75.0%,0,10.0,0,80.0%,0,0%,0,1,9.0,9.0,1.0%
2019,REG,9,18345,Hunter Renfrow,CAR,4,Hunter Renfrow(CAR),2,2,100.0%,0,13.0,0,66.7%,0,0%,0,1,8.6,8.6,1.9%
2019,REG,9,12119,Mike Evans,TB,5,Mike Evans(TB),2,2,100.0%,0,11.0,0,50.0%,0,0%,0,1,8.2,8.2,97.6%
2019,REG,9,13897,DeVante Parker,FA,6,DeVante Parker(FA),1,1,100.0%,0,17.0,0,25.0%,0,0%,0,1,7.7,7.7,0.0%
2019,REG,9,17259,Michael Gallup,WAS,7,Michael Gallup(WAS),1,1,100.0%,0,15.0,0,50.0%,0,0%,0,1,7.5,7.5,0.6%
2019,REG,9,12128,Jarvis Landry,FA,8,Jarvis Landry(FA),2,3,66.7%,0,7.5,0,50.0%,0,0%,0,1,7.5,7.5,7.1%
2019,REG,10,12128,Jarvis Landry,FA,1,Jarvis Landry(FA),3,3,100.0%,0,8.0,0,60.0%,0,0%,0,1,8.4,8.4,7.1%
2019,REG,10,13894,Amari Cooper,FA,2,Amari Cooper(FA),2,2,100.0%,0,10.0,0,100.0%,0,0%,0,1,8.0,8.0,9.1%
2019,REG,10,18226,Marquise Brown,KC,3,Marquise Brown(KC),1,1,100.0%,0,20.0,0,100.0%,0,0%,0,1,8.0,8.0,34.8%
2019,REG,10,17254,James Washington,FA,4,James Washington(FA),2,2,100.0%,0,8.0,0,66.7%,0,0%,0,1,7.6,7.6,0.0%
2019,REG,10,17268,Christian Kirk,HOU,5,Christian Kirk(HOU),1,1,100.0%,0,15.0,0,20.0%,0,0%,0,1,7.5,7.5,30.0%
2019,REG,10,9683,Golden Tate,FA,6,Golden Tate(FA),1,1,100.0%,0,15.0,0,50.0%,0,0%,0,1,7.5,7.5,1.0%
2019,REG,10,15802,Tyreek Hill,MIA,7,Tyreek Hill(MIA),2,2,100.0%,0,6.5,0,100.0%,0,0%,0,1,7.3,7.3,98.3%
2019,REG,10,17066,Kendrick Bourne,NE,8,Kendrick Bourne(NE),1,1,100.0%,0,10.0,0,50.0%,0,0%,0,1,7.0,7.0,1.4%
2019,REG,11,12231,John Brown,FA,1,John Brown(FA),3,4,75.0%,0,8.7,0,100.0%,0,0%,0,1,8.6,8.6,0.0%
2019,REG,11,15528,Michael Thomas,FA,2,Michael Thomas(FA),2,3,66.7%,0,10.5,0,75.0%,0,0%,0,1,8.1,8.1,0.7%
2019,REG,11,17292,DJ Chark Jr.,ATL,3,DJ Chark Jr.(ATL),1,1,100.0%,0,20.0,0,100.0%,0,0%,0,1,8.0,8.0,0.7%
2019,REG,11,9902,Randall Cobb,FA,4,Randall Cobb(FA),1,2,50.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,1.1%
2019,REG,11,15680,Jakeem Grant Sr.,FA,5,Jakeem Grant Sr.(FA),1,1,100.0%,7,11.0,1,33.3%,1,100.0%,0,1,7.8,7.8,0.0%
2019,REG,11,13979,Phillip Dorsett II,LV,6,Phillip Dorsett II(LV),1,2,50.0%,0,15.0,0,40.0%,0,0%,0,1,7.5,7.5,0.0%
2019,REG,11,13840,Seth Roberts,FA,7,Seth Roberts(FA),1,1,100.0%,0,15.0,0,50.0%,0,0%,0,1,7.5,7.5,0.0%
2019,REG,11,11616,Keenan Allen,LAC,8,Keenan Allen(LAC),2,3,66.7%,0,6.0,0,100.0%,0,0%,0,1,7.2,7.2,43.2%
2019,REG,12,18226,Marquise Brown,KC,1,Marquise Brown(KC),4,6,66.7%,0,8.5,0,66.7%,0,0%,0,1,15.4,15.4,34.8%
2019,REG,12,12904,Willie Snead IV,FA,2,Willie Snead IV(FA),2,2,100.0%,0,7.0,0,22.2%,0,0%,0,1,13.4,13.4,0.0%
2019,REG,12,12128,Jarvis Landry,FA,3,Jarvis Landry(FA),2,2,100.0%,0,6.0,0,66.7%,0,0%,0,1,13.2,13.2,7.1%
2019,REG,12,11459,Cole Beasley,FA,4,Cole Beasley(FA),3,3,100.0%,0,9.3,0,100.0%,0,0%,0,1,8.8,8.8,0.0%
2019,REG,12,12996,Allen Hurns,FA,5,Allen Hurns(FA),1,1,100.0%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,0.0%
2019,REG,12,17265,DJ Moore,CHI,6,DJ Moore(CHI),3,3,100.0%,0,5.0,0,100.0%,0,0%,0,1,7.5,7.5,93.9%
2019,REG,12,15547,Tyler Boyd,FA,7,Tyler Boyd(FA),1,1,100.0%,0,15.0,0,100.0%,0,0%,0,1,7.5,7.5,0.7%
2019,REG,12,17261,Tre'Quan Smith,FA,8,Tre'Quan Smith(FA),1,1,100.0%,0,13.0,0,50.0%,0,0%,0,1,7.3,7.3,0.0%
2019,REG,13,12123,Davante Adams,LA,1,Davante Adams(LAR),5,5,100.0%,0,7.8,0,100.0%,0,0%,0,1,15.9,15.9,96.5%
2019,REG,13,17606,Russell Gage Jr.,SF,2,Russell Gage Jr.(SF),2,3,66.7%,0,11.0,0,75.0%,0,0%,0,1,8.2,8.2,0.0%
2019,REG,13,9332,Julian Edelman,FA,3,Julian Edelman(FA),1,1,100.0%,0,20.0,0,20.0%,0,0%,0,1,8.0,8.0,8.4%
2019,REG,13,15569,Sterling Shepard,TB,4,Sterling Shepard(TB),1,3,33.3%,0,18.0,0,100.0%,0,0%,0,1,7.8,7.8,1.0%
2019,REG,13,15547,Tyler Boyd,FA,5,Tyler Boyd(FA),1,1,100.0%,0,17.0,0,100.0%,0,0%,0,1,7.7,7.7,0.7%
2019,REG,13,13897,DeVante Parker,FA,6,DeVante Parker(FA),1,2,50.0%,0,17.0,0,40.0%,0,0.0%,0,1,7.7,7.7,0.0%
2019,REG,13,12126,Allen Robinson II,FA,7,Allen Robinson II(FA),2,2,100.0%,0,8.0,0,66.7%,0,0%,0,1,7.6,7.6,1.4%
2019,REG,13,19045,Ventell Bryant,FA,8,Ventell Bryant(FA),1,1,100.0%,0,15.0,0,33.3%,0,0%,0,1,7.5,7.5,0.0%
2019,REG,14,12126,Allen Robinson II,FA,1,Allen Robinson II(FA),2,2,100.0%,0,6.5,0,33.3%,0,0%,0,1,13.3,13.3,1.4%
2019,REG,14,17066,Kendrick Bourne,NE,2,Kendrick Bourne(NE),2,2,100.0%,0,6.0,0,50.0%,0,0.0%,0,1,13.2,13.2,1.4%
2019,REG,14,17603,Justin Watson,HOU,3,Justin Watson(HOU),2,3,66.7%,0,13.5,0,75.0%,0,0%,0,1,8.7,8.7,1.0%
2019,REG,14,13894,Amari Cooper,FA,4,Amari Cooper(FA),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,9.1%
2019,REG,14,17261,Tre'Quan Smith,FA,5,Tre'Quan Smith(FA),1,1,100.0%,0,18.0,0,33.3%,0,0%,0,1,7.8,7.8,0.0%
2019,REG,14,18615,Diontae Johnson,CLE,6,Diontae Johnson(CLE),2,3,66.7%,0,8.0,0,100.0%,0,0%,0,1,7.6,7.6,7.8%
2019,REG,14,18218,A.J. Brown,PHI,7,A.J. Brown(PHI),1,1,100.0%,0,16.0,0,100.0%,0,0%,0,1,7.6,7.6,99.3%
2019,REG,14,11610,Robert Woods,PIT,8,Robert Woods(PIT),1,1,100.0%,13,2.0,0,33.3%,1,100.0%,0,1,7.5,7.5,0.8%
2019,REG,15,11611,Kenny Stills,FA,1,Kenny Stills(FA),2,2,100.0%,0,14.0,0,66.7%,0,0%,0,1,14.8,14.8,0.0%
2019,REG,15,9867,Julio Jones,FA,2,Julio Jones(FA),4,4,100.0%,0,6.5,0,100.0%,0,0%,0,1,14.6,14.6,0.6%
2019,REG,15,13976,Jamison Crowder,FA,3,Jamison Crowder(FA),2,3,66.7%,0,11.0,0,60.0%,0,0%,0,1,14.2,14.2,1.0%
2019,REG,15,14151,Chris Conley,FA,4,Chris Conley(FA),2,4,50.0%,0,5.0,0,80.0%,0,0%,0,1,13.0,13.0,0.0%
2019,REG,15,13971,Tyler Lockett,TEN,5,Tyler Lockett(TEN),4,4,100.0%,0,8.0,0,66.7%,0,0%,0,1,9.2,9.2,10.9%
2019,REG,15,15528,Michael Thomas,FA,6,Michael Thomas(FA),3,3,100.0%,0,9.0,0,100.0%,0,0%,0,1,8.7,8.7,0.7%
2019,REG,15,13897,DeVante Parker,FA,7,DeVante Parker(FA),1,2,50.0%,0,20.0,0,40.0%,0,0%,0,1,8.0,8.0,0.0%
2019,REG,15,17130,Greg Ward,FA,8,Greg Ward(FA),3,3,100.0%,0,6.7,0,75.0%,0,0%,0,1,8.0,8.0,0.0%
2019,REG,16,18962,Steven Sims Jr.,SEA,1,Steven Sims Jr.(SEA),2,3,66.7%,0,8.5,0,60.0%,0,0%,0,1,13.7,13.7,0.0%
2019,REG,16,18244,Deebo Samuel Sr.,WAS,2,Deebo Samuel Sr.(WAS),2,3,66.7%,19,5.5,1,75.0%,1,100.0%,0,1,9.0,9.0,83.9%
2019,REG,16,15528,Michael Thomas,FA,3,Michael Thomas(FA),3,3,100.0%,0,8.3,0,100.0%,0,0%,0,1,8.5,8.5,0.7%
2019,REG,16,12122,Brandin Cooks,NO,4,Brandin Cooks(NO),1,1,100.0%,0,10.0,0,50.0%,0,0%,0,1,7.0,7.0,4.8%
2019,REG,16,12206,Cody Latimer,FA,5,Cody Latimer(FA),1,2,50.0%,0,10.0,0,50.0%,0,0%,0,1,7.0,7.0,0.0%
2019,REG,16,16488,Kenny Golladay,FA,6,Kenny Golladay(FA),2,2,100.0%,0,4.5,0,100.0%,0,0%,0,1,6.9,6.9,4.0%
2019,REG,16,17603,Justin Watson,HOU,7,Justin Watson(HOU),1,1,100.0%,0,8.0,0,100.0%,0,0%,0,1,6.8,6.8,1.0%
2019,REG,16,13897,DeVante Parker,FA,8,DeVante Parker(FA),1,2,50.0%,0,7.0,0,50.0%,0,0.0%,0,1,6.7,6.7,0.0%
2019,REG,17,18219,DK Metcalf,PIT,1,DK Metcalf(PIT),2,4,50.0%,0,11.0,0,44.4%,0,0%,0,1,8.2,8.2,96.1%
2019,REG,17,13971,Tyler Lockett,TEN,2,Tyler Lockett(TEN),3,4,75.0%,0,7.3,0,44.4%,0,0%,0,1,8.2,8.2,10.9%
2019,REG,17,12123,Davante Adams,LA,3,Davante Adams(LAR),1,3,33.3%,0,20.0,0,60.0%,0,0%,0,1,8.0,8.0,96.5%
2019,REG,17,9683,Golden Tate,FA,4,Golden Tate(FA),1,1,100.0%,0,20.0,0,25.0%,0,0%,0,1,8.0,8.0,1.0%
2019,REG,17,12127,Odell Beckham Jr.,FA,5,Odell Beckham Jr.(FA),1,1,100.0%,0,20.0,0,33.3%,0,0%,0,1,8.0,8.0,1.1%
2019,REG,17,16436,Dede Westbrook,FA,6,Dede Westbrook(FA),1,2,50.0%,0,18.0,0,40.0%,0,0%,0,1,7.8,7.8,0.0%
2019,REG,17,18962,Steven Sims Jr.,SEA,7,Steven Sims Jr.(SEA),2,3,66.7%,0,7.5,0,60.0%,0,0%,0,1,7.5,7.5,0.0%
2019,REG,17,16433,Cooper Kupp,SEA,8,Cooper Kupp(SEA),2,3,66.7%,0,7.5,0,60.0%,0,0%,0,1,7.5,7.5,83.1%
2020,REG,1,17258,Calvin Ridley,TEN,1,Calvin Ridley(TEN),3,3,100.0%,-1,12.3,0,50.0%,1,100.0%,0,1,15.6,15.6,88.6%
2020,REG,1,16427,JuJu Smith-Schuster,KC,2,JuJu Smith-Schuster(KC),2,2,100.0%,0,9.0,0,66.7%,0,0%,0,1,13.8,13.8,1.5%
2020,REG,1,12904,Willie Snead IV,FA,3,Willie Snead IV(FA),2,2,100.0%,0,17.5,0,50.0%,0,0%,0,1,9.5,9.5,0.0%
2020,REG,1,12231,John Brown,FA,4,John Brown(FA),2,3,66.7%,0,11.0,0,42.9%,0,0%,0,1,8.2,8.2,0.0%
2020,REG,1,13429,Adam Thielen,CAR,5,Adam Thielen(CAR),1,1,100.0%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,36.4%
2020,REG,1,19221,Laviska Shenault Jr.,BUF,6,Laviska Shenault Jr.(BUF),1,1,100.0%,0,15.0,0,50.0%,0,0%,0,1,7.5,7.5,0.1%
2020,REG,1,17254,James Washington,FA,7,James Washington(FA),1,1,100.0%,0,13.0,0,33.3%,0,0%,0,1,7.3,7.3,0.0%
2020,REG,1,12118,Sammy Watkins,FA,8,Sammy Watkins(FA),2,3,66.7%,0,5.5,0,50.0%,0,0%,0,1,7.1,7.1,0.0%
2020,REG,2,14498,Adam Humphries,FA,1,Adam Humphries(FA),1,1,100.0%,0,18.0,0,50.0%,0,0%,0,1,7.8,7.8,0.0%
2020,REG,2,11606,DeAndre Hopkins,BAL,2,DeAndre Hopkins(BAL),3,3,100.0%,0,5.3,0,75.0%,0,0%,0,1,7.6,7.6,16.7%
2020,REG,2,19810,Darnell Mooney,ATL,3,Darnell Mooney(ATL),1,1,100.0%,0,15.0,0,33.3%,0,0%,0,1,7.5,7.5,57.9%
2020,REG,2,16431,Zay Jones,ARI,4,Zay Jones(ARI),1,1,100.0%,0,15.0,0,100.0%,0,0%,0,1,7.5,7.5,1.0%
2020,REG,2,18941,Jalen Guyton,FA,5,Jalen Guyton(FA),1,2,50.0%,0,14.0,0,66.7%,0,0%,0,1,7.4,7.4,0.0%
2020,REG,2,17606,Russell Gage Jr.,SF,6,Russell Gage Jr.(SF),2,2,100.0%,0,6.0,0,50.0%,0,0%,0,1,7.2,7.2,0.0%
2020,REG,2,11215,Marvin Jones Jr.,FA,7,Marvin Jones Jr.(FA),2,2,100.0%,0,5.0,0,66.7%,0,0%,0,1,7.0,7.0,0.0%
2020,REG,2,15547,Tyler Boyd,FA,8,Tyler Boyd(FA),1,2,50.0%,0,9.0,0,33.3%,0,0%,0,1,6.9,6.9,0.7%
2020,REG,3,13105,Dontrelle Inman,FA,1,Dontrelle Inman(FA),2,2,100.0%,0,14.0,0,50.0%,0,0.0%,0,1,14.8,14.8,0.0%
2020,REG,3,18409,Andy Isabella,FA,2,Andy Isabella(FA),2,2,100.0%,0,8.5,0,50.0%,0,0%,0,1,13.7,13.7,0.0%
2020,REG,3,19211,Tee Higgins,CIN,3,Tee Higgins(CIN),3,3,100.0%,0,5.3,0,60.0%,0,0%,0,1,13.6,13.6,98.3%
2020,REG,3,12119,Mike Evans,TB,4,Mike Evans(TB),2,2,100.0%,0,1.0,0,50.0%,0,0%,0,1,12.2,12.2,97.6%
2020,REG,3,13971,Tyler Lockett,TEN,5,Tyler Lockett(TEN),2,3,66.7%,0,1.0,0,100.0%,0,0%,0,1,12.2,12.2,10.9%
2020,REG,3,16433,Cooper Kupp,SEA,6,Cooper Kupp(SEA),2,2,100.0%,0,12.0,0,100.0%,0,0.0%,0,1,8.4,8.4,83.1%
2020,REG,3,15629,William Fuller V,FA,7,William Fuller V(FA),2,2,100.0%,0,11.5,0,100.0%,0,0%,0,1,8.3,8.3,0.0%
2020,REG,3,15802,Tyreek Hill,MIA,8,Tyreek Hill(MIA),2,2,100.0%,0,11.0,0,66.7%,0,0%,0,1,8.2,8.2,98.3%
2020,REG,4,17261,Tre'Quan Smith,FA,1,Tre'Quan Smith(FA),2,2,100.0%,0,11.0,0,100.0%,0,0.0%,0,1,14.2,14.2,0.0%
2020,REG,4,17292,DJ Chark Jr.,ATL,2,DJ Chark Jr.(ATL),2,2,100.0%,0,6.5,0,50.0%,0,0%,0,1,13.3,13.3,0.7%
2020,REG,4,13894,Amari Cooper,FA,3,Amari Cooper(FA),1,3,33.3%,0,20.0,0,50.0%,0,0%,0,1,8.0,8.0,9.1%
2020,REG,4,18714,Scotty Miller,PIT,4,Scotty Miller(PIT),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,0.1%
2020,REG,4,16757,David Moore,CAR,5,David Moore(CAR),1,1,100.0%,0,17.0,0,33.3%,0,0%,0,1,7.7,7.7,0.8%
2020,REG,4,12126,Allen Robinson II,FA,6,Allen Robinson II(FA),1,1,100.0%,0,16.0,0,100.0%,0,0%,0,1,7.6,7.6,1.4%
2020,REG,4,16488,Kenny Golladay,FA,7,Kenny Golladay(FA),1,2,50.0%,0,15.0,0,100.0%,0,0%,0,1,7.5,7.5,4.0%
2020,REG,4,13429,Adam Thielen,CAR,8,Adam Thielen(CAR),2,2,100.0%,0,6.0,0,100.0%,0,0%,0,1,7.2,7.2,36.4%
2020,REG,5,13429,Adam Thielen,CAR,1,Adam Thielen(CAR),3,3,100.0%,3,7.7,0,100.0%,1,100.0%,0,1,14.6,14.6,36.4%
2020,REG,5,18219,DK Metcalf,PIT,2,DK Metcalf(PIT),2,4,50.0%,0,9.5,0,66.7%,0,0%,0,1,13.9,13.9,96.1%
2020,REG,5,18627,Chase Claypool,FA,3,Chase Claypool(FA),1,2,50.0%,2,5.0,1,66.7%,1,100.0%,0,1,12.7,12.7,1.1%
2020,REG,5,18218,A.J. Brown,PHI,4,A.J. Brown(PHI),2,2,100.0%,0,16.0,0,100.0%,0,0%,0,1,9.2,9.2,99.3%
2020,REG,5,17066,Kendrick Bourne,NE,5,Kendrick Bourne(NE),1,1,100.0%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,1.4%
2020,REG,5,17130,Greg Ward,FA,6,Greg Ward(FA),2,2,100.0%,0,9.5,0,66.7%,0,0%,0,1,7.9,7.9,0.0%
2020,REG,5,15629,William Fuller V,FA,7,William Fuller V(FA),1,1,100.0%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,0.0%
2020,REG,5,11616,Keenan Allen,LAC,8,Keenan Allen(LAC),1,1,100.0%,0,17.0,0,50.0%,0,0%,0,1,7.7,7.7,43.2%
2020,REG,6,18218,A.J. Brown,PHI,1,A.J. Brown(PHI),2,2,100.0%,0,6.5,0,66.7%,0,0%,0,1,13.3,13.3,99.3%
2020,REG,6,19236,Justin Jefferson,MIN,2,Justin Jefferson(MIN),2,2,100.0%,0,14.5,0,40.0%,0,0%,0,1,8.9,8.9,99.5%
2020,REG,6,9867,Julio Jones,FA,3,Julio Jones(FA),3,4,75.0%,0,9.7,0,80.0%,0,0%,0,1,8.9,8.9,0.6%
2020,REG,6,18470,Travis Fulgham,FA,4,Travis Fulgham(FA),1,3,33.3%,0,18.0,0,60.0%,0,0%,0,1,7.8,7.8,0.0%
2020,REG,6,16972,Zach Pascal,NYG,5,Zach Pascal(NYG),1,3,33.3%,0,17.0,0,100.0%,0,0%,0,1,7.7,7.7,0.0%
2020,REG,6,11610,Robert Woods,PIT,6,Robert Woods(PIT),2,2,100.0%,0,6.5,0,50.0%,0,0%,0,1,7.3,7.3,0.8%
2020,REG,6,15586,Rashard Higgins,FA,7,Rashard Higgins(FA),1,1,100.0%,0,13.0,0,100.0%,0,0%,0,1,7.3,7.3,0.0%
2020,REG,6,17258,Calvin Ridley,TEN,8,Calvin Ridley(TEN),1,1,100.0%,0,8.0,0,20.0%,0,0%,0,1,6.8,6.8,88.6%
2020,REG,7,18615,Diontae Johnson,CLE,1,Diontae Johnson(CLE),3,4,75.0%,0,8.7,0,66.7%,0,0%,0,1,14.6,14.6,7.8%
2020,REG,7,17268,Christian Kirk,HOU,2,Christian Kirk(HOU),2,3,66.7%,0,7.5,0,100.0%,0,0%,0,1,13.5,13.5,30.0%
2020,REG,7,13971,Tyler Lockett,TEN,3,Tyler Lockett(TEN),3,3,100.0%,0,4.7,0,100.0%,0,0%,0,1,13.4,13.4,10.9%
2020,REG,7,15547,Tyler Boyd,FA,4,Tyler Boyd(FA),5,7,71.4%,0,8.6,0,77.8%,0,0%,0,1,10.3,10.3,0.7%
2020,REG,7,13969,Nelson Agholor,FA,5,Nelson Agholor(FA),1,2,50.0%,0,20.0,0,100.0%,0,0%,0,1,8.0,8.0,1.0%
2020,REG,7,19211,Tee Higgins,CIN,6,Tee Higgins(CIN),1,1,100.0%,0,16.0,0,11.1%,0,0%,0,1,7.6,7.6,98.3%
2020,REG,7,15569,Sterling Shepard,TB,7,Sterling Shepard(TB),3,3,100.0%,0,5.3,0,75.0%,0,0%,0,1,7.6,7.6,1.0%
2020,REG,7,17258,Calvin Ridley,TEN,8,Calvin Ridley(TEN),2,3,66.7%,0,5.5,0,75.0%,0,0%,0,1,7.1,7.1,88.6%
2020,REG,8,12123,Davante Adams,LA,1,Davante Adams(LAR),3,4,75.0%,0,4.3,0,100.0%,0,0.0%,0,1,19.3,19.3,96.5%
2020,REG,8,11610,Robert Woods,PIT,2,Robert Woods(PIT),1,2,50.0%,4,11.0,1,66.7%,1,100.0%,0,1,13.5,13.5,0.8%
2020,REG,8,9683,Golden Tate,FA,3,Golden Tate(FA),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,1.0%
2020,REG,8,19252,Brandon Aiyuk,SF,4,Brandon Aiyuk(SF),3,3,100.0%,0,6.0,0,50.0%,0,0%,0,1,7.8,7.8,55.0%
2020,REG,8,16434,Curtis Samuel,BUF,5,Curtis Samuel(BUF),0,0,0%,12,0,1,0%,1,100.0%,0,1,7.2,7.2,2.9%
2020,REG,8,16385,Corey Davis,FA,6,Corey Davis(FA),1,1,100.0%,0,12.0,0,33.3%,0,0%,0,1,7.2,7.2,0.0%
2020,REG,8,11616,Keenan Allen,LAC,7,Keenan Allen(LAC),1,1,100.0%,0,9.0,0,50.0%,0,0%,0,1,6.9,6.9,43.2%
2020,REG,8,18470,Travis Fulgham,FA,8,Travis Fulgham(FA),1,1,100.0%,0,9.0,0,50.0%,0,0%,0,1,6.9,6.9,0.0%
2020,REG,9,16434,Curtis Samuel,BUF,1,Curtis Samuel(BUF),3,3,100.0%,7,7.3,0,60.0%,1,100.0%,0,1,8.9,8.9,2.9%
2020,REG,9,15802,Tyreek Hill,MIA,2,Tyreek Hill(MIA),2,3,66.7%,8,8.0,0,75.0%,1,100.0%,0,1,8.4,8.4,98.3%
2020,REG,9,19202,CeeDee Lamb,DAL,3,CeeDee Lamb(DAL),1,1,100.0%,0,20.0,0,33.3%,0,0%,0,1,8.0,8.0,99.4%
2020,REG,9,19201,Jerry Jeudy,CLE,4,Jerry Jeudy(CLE),1,2,50.0%,0,20.0,0,50.0%,0,0%,0,1,8.0,8.0,87.5%
2020,REG,9,13976,Jamison Crowder,FA,5,Jamison Crowder(FA),1,1,100.0%,0,20.0,0,33.3%,0,0%,0,1,8.0,8.0,1.0%
2020,REG,9,17254,James Washington,FA,6,James Washington(FA),1,1,100.0%,0,17.0,0,50.0%,0,0.0%,0,1,7.7,7.7,0.0%
2020,REG,9,11215,Marvin Jones Jr.,FA,7,Marvin Jones Jr.(FA),1,1,100.0%,0,15.0,0,33.3%,0,0%,0,1,7.5,7.5,0.0%
2020,REG,9,13975,Breshad Perriman,FA,8,Breshad Perriman(FA),1,2,50.0%,0,15.0,0,66.7%,0,0%,0,1,7.5,7.5,0.0%
2020,REG,10,12904,Willie Snead IV,FA,1,Willie Snead IV(FA),2,2,100.0%,0,12.0,0,66.7%,0,0%,0,1,14.4,14.4,0.0%
2020,REG,10,13429,Adam Thielen,CAR,2,Adam Thielen(CAR),2,3,66.7%,0,11.5,0,100.0%,0,0%,0,1,14.3,14.3,36.4%
2020,REG,10,18627,Chase Claypool,FA,3,Chase Claypool(FA),2,3,66.7%,-3,8.0,0,42.9%,1,50.0%,0,1,13.3,13.3,1.1%
2020,REG,10,12119,Mike Evans,TB,4,Mike Evans(TB),2,5,40.0%,0,8.0,0,71.4%,0,0%,0,1,7.6,7.6,97.6%
2020,REG,10,16427,JuJu Smith-Schuster,KC,5,JuJu Smith-Schuster(KC),2,3,66.7%,0,8.0,0,42.9%,0,0.0%,0,1,7.6,7.6,1.5%
2020,REG,10,11616,Keenan Allen,LAC,6,Keenan Allen(LAC),1,2,50.0%,0,13.0,0,50.0%,0,0%,0,1,7.3,7.3,43.2%
2020,REG,10,18615,Diontae Johnson,CLE,7,Diontae Johnson(CLE),1,1,100.0%,0,12.0,0,14.3%,0,0.0%,0,1,7.2,7.2,7.8%
2020,REG,10,16864,Keelan Cole Sr.,FA,8,Keelan Cole Sr.(FA),1,1,100.0%,0,12.0,0,100.0%,0,0%,0,1,7.2,7.2,0.0%
2020,REG,11,13429,Adam Thielen,CAR,1,Adam Thielen(CAR),3,3,100.0%,0,4.3,0,100.0%,0,0%,0,1,13.3,13.3,36.4%
2020,REG,11,13969,Nelson Agholor,FA,2,Nelson Agholor(FA),3,3,100.0%,0,10.7,0,75.0%,0,0%,0,1,9.2,9.2,1.0%
2020,REG,11,12119,Mike Evans,TB,3,Mike Evans(TB),3,3,100.0%,0,10.3,0,75.0%,0,0%,0,1,9.1,9.1,97.6%
2020,REG,11,16434,Curtis Samuel,BUF,4,Curtis Samuel(BUF),3,3,100.0%,0,9.7,0,60.0%,0,0%,0,1,8.9,8.9,2.9%
2020,REG,11,11616,Keenan Allen,LAC,5,Keenan Allen(LAC),3,3,100.0%,0,12.0,0,100.0%,0,0%,1,1,7.6,7.6,43.2%
2020,REG,11,15802,Tyreek Hill,MIA,6,Tyreek Hill(MIA),2,3,66.7%,3,6.0,0,60.0%,1,100.0%,0,1,7.5,7.5,98.3%
2020,REG,11,18218,A.J. Brown,PHI,7,A.J. Brown(PHI),1,2,50.0%,0,14.0,0,100.0%,0,0.0%,0,1,7.4,7.4,99.3%
2020,REG,11,16406,Chris Godwin,TB,8,Chris Godwin(TB),1,1,100.0%,0,13.0,0,25.0%,0,0%,0,1,7.3,7.3,83.2%
2020,REG,12,19236,Justin Jefferson,MIN,1,Justin Jefferson(MIN),2,4,50.0%,0,11.0,0,66.7%,0,0%,0,1,14.2,14.2,99.5%
2020,REG,12,12126,Allen Robinson II,FA,2,Allen Robinson II(FA),3,5,60.0%,0,5.3,0,83.3%,0,0%,0,1,13.6,13.6,1.4%
2020,REG,12,12123,Davante Adams,LA,3,Davante Adams(LAR),2,3,66.7%,0,11.5,0,75.0%,0,0%,0,1,8.3,8.3,96.5%
2020,REG,12,19398,Gabe Davis,FA,4,Gabe Davis(FA),1,2,50.0%,0,20.0,0,66.7%,0,0.0%,0,1,8.0,8.0,3.3%
2020,REG,12,15802,Tyreek Hill,MIA,5,Tyreek Hill(MIA),1,1,100.0%,0,20.0,0,50.0%,0,0%,0,1,8.0,8.0,98.3%
2020,REG,12,16427,JuJu Smith-Schuster,KC,6,JuJu Smith-Schuster(KC),4,4,100.0%,0,4.8,0,57.1%,0,0%,0,1,7.9,7.9,1.5%
2020,REG,12,11200,Mohamed Sanu Sr.,FA,7,Mohamed Sanu Sr.(FA),1,1,100.0%,0,14.0,0,33.3%,0,0%,0,1,7.4,7.4,0.0%
2020,REG,12,18063,Chad Beebe,FA,8,Chad Beebe(FA),2,2,100.0%,0,6.0,0,33.3%,0,0%,0,1,7.2,7.2,0.0%
2020,REG,13,16556,Tim Patrick,DET,1,Tim Patrick(DET),2,2,100.0%,0,7.5,0,100.0%,0,0%,0,1,13.5,13.5,1.8%
