season,season_type,week,fantasypros_id,player_name,team_abbr,Rank,Player,REC,TGT,REC PCT,YDS,Y/R,TD,TGT PCT,ATT,PCT,FL,G,FPTS,FPTS/G,ROST %
2018,REG,4,11199,Alshon Jeffery,FA,6,Alshon Jeffery(FA),1,2,50.0%,0,16.0,0,40.0%,0,0%,0,1,7.6,7.6,0.0%
2018,REG,4,16433,Cooper Kupp,SEA,7,Cooper Kupp(SEA),2,3,66.7%,0,7.0,0,60.0%,0,0%,0,1,7.4,7.4,83.1%
2018,REG,4,12126,Allen Robinson II,FA,8,Allen Robinson II(FA),1,1,100.0%,0,14.0,0,25.0%,0,0%,0,1,7.4,7.4,1.4%
2018,REG,5,16427,JuJu Smith-Schuster,KC,1,JuJu Smith-Schuster(KC),2,2,100.0%,0,11.5,0,28.6%,0,0%,0,1,8.3,8.3,1.5%
2018,REG,5,10092,Terrelle Pryor Sr.,FA,2,Terrelle Pryor Sr.(FA),1,1,100.0%,0,20.0,0,33.3%,0,0%,0,1,8.0,8.0,0.0%
2018,REG,5,15586,Rashard Higgins,FA,3,Rashard Higgins(FA),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,0.0%
2018,REG,5,17528,Marquez Valdes-Scantling,SEA,4,Marquez Valdes-Scantling(SEA),2,2,100.0%,0,7.5,0,50.0%,0,0.0%,0,1,7.5,7.5,3.5%
2018,REG,5,12123,Davante Adams,LA,5,Davante Adams(LAR),1,2,50.0%,0,12.0,0,50.0%,0,0.0%,0,1,7.2,7.2,96.5%
2018,REG,5,9808,Antonio Brown,FA,6,Antonio Brown(FA),1,4,25.0%,0,9.0,0,57.1%,0,0%,0,1,6.9,6.9,1.0%
2018,REG,5,17253,Courtland Sutton,DEN,7,Courtland Sutton(DEN),1,4,25.0%,0,8.0,0,50.0%,0,0%,0,1,6.8,6.8,92.8%
2018,REG,5,11215,Marvin Jones Jr.,FA,8,Marvin Jones Jr.(FA),1,1,100.0%,0,8.0,0,33.3%,0,0%,0,1,6.8,6.8,0.0%
2018,REG,6,11459,Cole Beasley,FA,1,Cole Beasley(FA),3,3,100.0%,0,11.3,0,50.0%,0,0%,0,1,15.4,15.4,0.0%
2018,REG,6,12123,Davante Adams,LA,2,Davante Adams(LAR),2,5,40.0%,0,12.5,0,62.5%,0,0.0%,0,1,14.5,14.5,96.5%
2018,REG,6,11199,Alshon Jeffery,FA,3,Alshon Jeffery(FA),3,3,100.0%,0,7.0,0,100.0%,0,0%,0,1,14.1,14.1,0.0%
2018,REG,6,15547,Tyler Boyd,FA,4,Tyler Boyd(FA),2,2,100.0%,0,8.0,0,50.0%,0,0%,0,1,13.6,13.6,0.7%
2018,REG,6,15802,Tyreek Hill,MIA,5,Tyreek Hill(MIA),2,2,100.0%,0,7.5,0,66.7%,0,0.0%,0,1,13.5,13.5,98.3%
2018,REG,6,16757,David Moore,CAR,6,David Moore(CAR),1,1,100.0%,0,19.0,0,16.7%,0,0%,0,1,7.9,7.9,0.8%
2018,REG,6,13429,Adam Thielen,CAR,7,Adam Thielen(CAR),2,2,100.0%,0,9.0,0,100.0%,0,0%,0,1,7.8,7.8,36.4%
2018,REG,6,16038,Chester Rogers,FA,8,Chester Rogers(FA),1,2,50.0%,0,17.0,0,100.0%,0,0%,0,1,7.7,7.7,0.0%
2018,REG,7,11206,T.Y. Hilton,FA,1,T.Y. Hilton(FA),2,2,100.0%,0,3.0,0,100.0%,0,0%,0,1,12.6,12.6,1.6%
2018,REG,7,9332,Julian Edelman,FA,2,Julian Edelman(FA),3,3,100.0%,0,9.7,0,75.0%,0,0%,0,1,8.9,8.9,8.4%
2018,REG,7,12122,Brandin Cooks,NO,3,Brandin Cooks(NO),2,2,100.0%,7,10.5,0,66.7%,1,100.0%,0,1,8.8,8.8,4.8%
2018,REG,7,12128,Jarvis Landry,FA,4,Jarvis Landry(FA),2,4,50.0%,0,12.5,0,80.0%,0,0%,0,1,8.5,8.5,7.1%
2018,REG,7,12231,John Brown,FA,5,John Brown(FA),2,2,100.0%,0,9.5,0,66.7%,0,0%,0,1,7.9,7.9,0.0%
2018,REG,7,13915,Devin Funchess,FA,6,Devin Funchess(FA),1,2,50.0%,0,18.0,0,100.0%,0,0.0%,0,1,7.8,7.8,0.0%
2018,REG,7,12127,Odell Beckham Jr.,FA,7,Odell Beckham Jr.(FA),2,4,50.0%,0,8.5,0,57.1%,0,0%,0,1,7.7,7.7,1.1%
2018,REG,7,9186,DeSean Jackson,FA,8,DeSean Jackson(FA),0,1,0.0%,14,0,1,50.0%,1,100.0%,0,1,7.4,7.4,0.6%
2018,REG,8,12118,Sammy Watkins,FA,1,Sammy Watkins(FA),2,2,100.0%,0,11.5,0,100.0%,0,0%,0,1,14.3,14.3,0.0%
2018,REG,8,16439,Josh Reynolds,NYJ,2,Josh Reynolds(NYJ),2,2,100.0%,-2,10.0,0,100.0%,1,100.0%,0,1,13.8,13.8,2.6%
2018,REG,8,11215,Marvin Jones Jr.,FA,3,Marvin Jones Jr.(FA),1,1,100.0%,0,19.0,0,25.0%,0,0%,0,1,7.9,7.9,0.0%
2018,REG,8,9383,Larry Fitzgerald,FA,4,Larry Fitzgerald(FA),2,3,66.7%,0,9.0,0,60.0%,0,0%,0,1,7.8,7.8,0.8%
2018,REG,8,9857,A.J. Green,FA,5,A.J. Green(FA),1,1,100.0%,0,17.0,0,50.0%,0,0%,0,1,7.7,7.7,0.7%
2018,REG,8,16757,David Moore,CAR,6,David Moore(CAR),1,1,100.0%,0,15.0,0,50.0%,0,0%,0,1,7.5,7.5,0.8%
2018,REG,8,16436,Dede Westbrook,FA,7,Dede Westbrook(FA),1,3,33.3%,0,11.0,0,60.0%,0,0%,0,1,7.1,7.1,0.0%
2018,REG,8,15547,Tyler Boyd,FA,8,Tyler Boyd(FA),1,1,100.0%,0,9.0,0,50.0%,0,0%,0,1,6.9,6.9,0.7%
2018,REG,9,16434,Curtis Samuel,BUF,1,Curtis Samuel(BUF),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,2.9%
2018,REG,9,14498,Adam Humphries,FA,2,Adam Humphries(FA),2,2,100.0%,7,5.5,0,66.7%,1,100.0%,0,1,7.8,7.8,0.0%
2018,REG,9,11606,DeAndre Hopkins,BAL,3,DeAndre Hopkins(BAL),1,1,100.0%,0,16.0,0,100.0%,0,0%,0,1,7.6,7.6,16.7%
2018,REG,9,14324,Tyrell Williams,FA,4,Tyrell Williams(FA),1,1,100.0%,0,12.0,0,50.0%,0,0%,0,1,7.2,7.2,0.0%
2018,REG,9,11898,Jaron Brown,FA,5,Jaron Brown(FA),1,1,100.0%,0,10.0,0,33.3%,0,0%,0,1,7.0,7.0,0.0%
2018,REG,9,9808,Antonio Brown,FA,6,Antonio Brown(FA),1,3,33.3%,0,6.0,0,60.0%,0,0%,0,1,6.6,6.6,1.0%
2018,REG,9,17066,Kendrick Bourne,NE,7,Kendrick Bourne(NE),2,2,100.0%,0,3.0,0,66.7%,0,0%,0,1,6.6,6.6,1.4%
2018,REG,9,13429,Adam Thielen,CAR,8,Adam Thielen(CAR),2,2,100.0%,0,2.5,0,100.0%,0,0%,0,1,6.5,6.5,36.4%
2018,REG,10,15528,Michael Thomas,FA,1,Michael Thomas(FA),5,5,100.0%,0,9.8,0,100.0%,0,0%,0,1,16.9,16.9,0.7%
2018,REG,10,12127,Odell Beckham Jr.,FA,2,Odell Beckham Jr.(FA),2,4,50.0%,0,15.0,0,66.7%,0,0%,0,1,15.0,15.0,1.1%
2018,REG,10,16431,Zay Jones,ARI,3,Zay Jones(ARI),3,3,100.0%,0,8.7,0,50.0%,0,0%,0,1,8.6,8.6,1.0%
2018,REG,10,15802,Tyreek Hill,MIA,4,Tyreek Hill(MIA),2,2,100.0%,0,9.0,0,100.0%,0,0%,0,1,7.8,7.8,98.3%
2018,REG,10,12122,Brandin Cooks,NO,5,Brandin Cooks(NO),1,2,50.0%,9,7.0,1,66.7%,1,100.0%,0,1,7.6,7.6,4.8%
2018,REG,10,11616,Keenan Allen,LAC,6,Keenan Allen(LAC),1,1,100.0%,0,11.0,0,50.0%,0,0%,0,1,7.1,7.1,43.2%
2018,REG,10,12123,Davante Adams,LA,7,Davante Adams(LAR),1,3,33.3%,0,7.0,0,100.0%,0,0%,0,1,6.7,6.7,96.5%
2018,REG,10,15511,Josh Doctson,FA,8,Josh Doctson(FA),1,1,100.0%,0,6.0,0,50.0%,0,0%,0,1,6.6,6.6,0.0%
2018,REG,11,9383,Larry Fitzgerald,FA,1,Larry Fitzgerald(FA),2,2,100.0%,0,11.5,0,66.7%,0,0%,0,1,14.3,14.3,0.8%
2018,REG,11,14151,Chris Conley,FA,2,Chris Conley(FA),2,2,100.0%,0,9.0,0,100.0%,0,0%,0,1,13.8,13.8,0.0%
2018,REG,11,16488,Kenny Golladay,FA,3,Kenny Golladay(FA),1,3,33.3%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,4.0%
2018,REG,11,17255,Anthony Miller,BAL,4,Anthony Miller(BAL),1,1,100.0%,-1,18.0,0,100.0%,1,100.0%,0,1,7.7,7.7,0.0%
2018,REG,11,11606,DeAndre Hopkins,BAL,5,DeAndre Hopkins(BAL),1,2,50.0%,0,16.0,0,50.0%,0,0%,0,1,7.6,7.6,16.7%
2018,REG,11,16439,Josh Reynolds,NYJ,6,Josh Reynolds(NYJ),2,3,66.7%,0,7.5,0,33.3%,0,0%,0,1,7.5,7.5,2.6%
2018,REG,11,17261,Tre'Quan Smith,FA,7,Tre'Quan Smith(FA),1,2,50.0%,0,15.0,0,66.7%,0,0%,0,1,7.5,7.5,0.0%
2018,REG,11,11206,T.Y. Hilton,FA,8,T.Y. Hilton(FA),1,1,100.0%,0,14.0,0,33.3%,0,0%,0,1,7.4,7.4,1.6%
2018,REG,12,9691,Demaryius Thomas,FA,1,Demaryius Thomas(FA),2,2,100.0%,0,11.0,0,100.0%,0,0%,0,1,14.2,14.2,0.1%
2018,REG,12,16377,Mike Williams,FA,2,Mike Williams(FA),2,2,100.0%,0,5.5,0,40.0%,0,0%,0,1,13.1,13.1,3.2%
2018,REG,12,9707,Emmanuel Sanders,FA,3,Emmanuel Sanders(FA),4,5,80.0%,0,6.0,0,100.0%,0,0%,0,1,8.4,8.4,0.0%
2018,REG,12,17286,Antonio Callaway,FA,4,Antonio Callaway(FA),2,2,100.0%,0,11.0,0,100.0%,0,0%,0,1,8.2,8.2,0.0%
2018,REG,12,12123,Davante Adams,LA,5,Davante Adams(LAR),2,3,66.7%,0,10.5,0,75.0%,0,0%,0,1,8.1,8.1,96.5%
2018,REG,12,17266,Trey Quinn,FA,6,Trey Quinn(FA),2,2,100.0%,0,8.5,0,50.0%,0,0%,0,1,7.7,7.7,0.0%
2018,REG,12,11548,Jermaine Kearse,FA,7,Jermaine Kearse(FA),1,4,25.0%,0,16.0,0,80.0%,0,0%,0,1,7.6,7.6,0.0%
2018,REG,12,13429,Adam Thielen,CAR,8,Adam Thielen(CAR),1,1,100.0%,0,14.0,0,33.3%,0,0%,0,1,7.4,7.4,36.4%
2018,REG,13,11898,Jaron Brown,FA,1,Jaron Brown(FA),2,2,100.0%,0,11.0,0,66.7%,0,0%,0,1,14.2,14.2,0.0%
2018,REG,13,13897,DeVante Parker,FA,2,DeVante Parker(FA),2,2,100.0%,0,12.0,0,50.0%,0,0%,0,1,8.4,8.4,0.0%
2018,REG,13,12123,Davante Adams,LA,3,Davante Adams(LAR),2,2,100.0%,0,10.0,0,66.7%,0,0%,0,1,8.0,8.0,96.5%
2018,REG,13,15586,Rashard Higgins,FA,4,Rashard Higgins(FA),1,1,100.0%,0,17.0,0,100.0%,0,0%,0,1,7.7,7.7,0.0%
2018,REG,13,17264,Dante Pettis,NO,5,Dante Pettis(NO),1,1,100.0%,0,17.0,0,33.3%,0,0%,0,1,7.7,7.7,1.0%
2018,REG,13,14498,Adam Humphries,FA,6,Adam Humphries(FA),2,2,100.0%,0,8.0,0,50.0%,0,0%,0,1,7.6,7.6,0.0%
2018,REG,13,16431,Zay Jones,ARI,7,Zay Jones(ARI),1,2,50.0%,0,15.0,0,66.7%,0,0%,0,1,7.5,7.5,1.0%
2018,REG,13,16406,Chris Godwin,TB,8,Chris Godwin(TB),1,2,50.0%,0,13.0,0,50.0%,0,0%,0,1,7.3,7.3,83.2%
2018,REG,14,9867,Julio Jones,FA,1,Julio Jones(FA),2,2,100.0%,0,14.0,0,40.0%,0,0%,0,1,14.8,14.8,0.6%
2018,REG,14,16427,JuJu Smith-Schuster,KC,2,JuJu Smith-Schuster(KC),3,4,75.0%,0,3.3,0,44.4%,0,0%,0,1,13.0,13.0,1.5%
2018,REG,14,13970,Justin Hardy,FA,3,Justin Hardy(FA),2,3,66.7%,0,13.0,0,60.0%,0,0%,0,1,8.6,8.6,0.0%
2018,REG,14,11606,DeAndre Hopkins,BAL,4,DeAndre Hopkins(BAL),2,4,50.0%,0,10.0,0,100.0%,0,0%,0,1,8.0,8.0,16.7%
2018,REG,14,16604,Isaiah McKenzie,FA,5,Isaiah McKenzie(FA),0,0,0%,19,0,1,0.0%,3,100.0%,0,1,7.9,7.9,0.0%
2018,REG,14,13894,Amari Cooper,FA,6,Amari Cooper(FA),1,1,100.0%,0,15.0,0,33.3%,0,0%,0,1,7.5,7.5,9.1%
2018,REG,14,11616,Keenan Allen,LAC,7,Keenan Allen(LAC),1,3,33.3%,0,14.0,0,60.0%,0,0%,0,1,7.4,7.4,43.2%
2018,REG,14,15688,Robbie Chosen,SF,8,Robbie Chosen(SF),2,4,50.0%,0,7.0,0,80.0%,0,0%,0,1,7.4,7.4,0.0%
2018,REG,15,16377,Mike Williams,FA,1,Mike Williams(FA),2,4,50.0%,19,2.0,1,66.7%,1,100.0%,0,1,20.3,20.3,3.2%
2018,REG,15,9808,Antonio Brown,FA,2,Antonio Brown(FA),1,1,100.0%,0,17.0,0,50.0%,0,0%,0,1,7.7,7.7,1.0%
2018,REG,15,11606,DeAndre Hopkins,BAL,3,DeAndre Hopkins(BAL),1,2,50.0%,0,14.0,0,100.0%,0,0%,0,1,7.4,7.4,16.7%
2018,REG,15,13981,Stefon Diggs,NE,4,Stefon Diggs(NE),1,2,50.0%,0,13.0,0,100.0%,0,0%,0,1,7.3,7.3,84.6%
2018,REG,15,9696,Andre Roberts,FA,5,Andre Roberts(FA),1,1,100.0%,0,13.0,0,33.3%,0,0%,0,1,7.3,7.3,0.0%
2018,REG,15,17888,Trent Sherfield Sr.,DEN,6,Trent Sherfield Sr.(DEN),1,1,100.0%,0,7.0,0,100.0%,0,0%,0,1,6.7,6.7,0.1%
2018,REG,15,15547,Tyler Boyd,FA,7,Tyler Boyd(FA),1,2,50.0%,0,7.0,0,66.7%,0,0%,0,1,6.7,6.7,0.7%
2018,REG,15,15654,Chris Moore,WAS,8,Chris Moore(WAS),1,1,100.0%,0,5.0,0,33.3%,0,0%,0,1,6.5,6.5,0.0%
2018,REG,16,9808,Antonio Brown,FA,1,Antonio Brown(FA),2,4,50.0%,0,11.5,0,66.7%,0,0%,0,1,14.3,14.3,1.0%
2018,REG,16,17253,Courtland Sutton,DEN,2,Courtland Sutton(DEN),1,1,100.0%,0,19.0,0,50.0%,0,0%,0,1,7.9,7.9,92.8%
2018,REG,16,15586,Rashard Higgins,FA,3,Rashard Higgins(FA),1,1,100.0%,0,17.0,0,33.3%,0,0%,0,1,7.7,7.7,0.0%
2018,REG,16,12123,Davante Adams,LA,4,Davante Adams(LAR),1,3,33.3%,0,16.0,0,50.0%,0,0%,0,1,7.6,7.6,96.5%
2018,REG,16,15528,Michael Thomas,FA,5,Michael Thomas(FA),3,3,100.0%,0,5.0,0,100.0%,0,0%,0,1,7.5,7.5,0.7%
2018,REG,16,11610,Robert Woods,PIT,6,Robert Woods(PIT),1,1,100.0%,4,11.0,1,50.0%,1,100.0%,0,1,7.5,7.5,0.8%
2018,REG,16,9867,Julio Jones,FA,7,Julio Jones(FA),2,2,100.0%,0,6.0,0,50.0%,0,0%,0,1,7.2,7.2,0.6%
2018,REG,16,15665,Demarcus Robinson,SF,8,Demarcus Robinson(SF),1,1,100.0%,0,11.0,0,33.3%,0,0%,0,1,7.1,7.1,2.8%
2018,REG,17,12119,Mike Evans,TB,1,Mike Evans(TB),2,2,100.0%,0,14.5,0,66.7%,0,0%,0,1,14.9,14.9,97.6%
2018,REG,17,12122,Brandin Cooks,NO,2,Brandin Cooks(NO),2,2,100.0%,0,10.5,0,50.0%,0,0%,0,1,14.1,14.1,4.8%
2018,REG,17,9867,Julio Jones,FA,3,Julio Jones(FA),2,3,66.7%,0,15.0,0,75.0%,0,0%,0,1,9.0,9.0,0.6%
2018,REG,17,16406,Chris Godwin,TB,4,Chris Godwin(TB),1,1,100.0%,0,19.0,0,33.3%,0,0%,0,1,7.9,7.9,83.2%
2018,REG,17,16431,Zay Jones,ARI,5,Zay Jones(ARI),1,2,50.0%,0,18.0,0,50.0%,0,0%,0,1,7.8,7.8,1.0%
2018,REG,17,12134,T.J. Jones,FA,6,T.J. Jones(FA),2,2,100.0%,0,8.5,0,33.3%,0,0%,0,1,7.7,7.7,0.0%
2018,REG,17,13979,Phillip Dorsett II,LV,7,Phillip Dorsett II(LV),2,2,100.0%,0,8.0,0,40.0%,0,0%,0,1,7.6,7.6,0.0%
2018,REG,17,15802,Tyreek Hill,MIA,8,Tyreek Hill(MIA),0,0,0%,15,0,1,0.0%,1,100.0%,0,1,7.5,7.5,98.3%
2019,REG,1,11206,T.Y. Hilton,FA,1,T.Y. Hilton(FA),3,3,100.0%,0,9.3,0,60.0%,0,0%,0,1,14.8,14.8,1.6%
2019,REG,1,11606,DeAndre Hopkins,BAL,2,DeAndre Hopkins(BAL),2,2,100.0%,0,9.0,0,100.0%,0,0%,0,1,13.8,13.8,16.7%
2019,REG,1,11199,Alshon Jeffery,FA,3,Alshon Jeffery(FA),1,1,100.0%,2,5.0,1,100.0%,1,100.0%,0,1,12.7,12.7,0.0%
2019,REG,1,17258,Calvin Ridley,TEN,4,Calvin Ridley(TEN),2,2,100.0%,0,18.0,0,50.0%,0,0%,0,1,9.6,9.6,88.6%
2019,REG,1,11440,Josh Gordon,FA,5,Josh Gordon(FA),1,2,50.0%,0,20.0,0,66.7%,0,0%,0,1,8.0,8.0,0.1%
2019,REG,1,18612,Preston Williams,FA,6,Preston Williams(FA),2,2,100.0%,0,8.5,0,100.0%,0,0%,0,1,7.7,7.7,0.0%
2019,REG,1,17261,Tre'Quan Smith,FA,7,Tre'Quan Smith(FA),1,1,100.0%,0,14.0,0,100.0%,0,0%,0,1,7.4,7.4,0.0%
2019,REG,1,16436,Dede Westbrook,FA,8,Dede Westbrook(FA),2,2,100.0%,0,6.5,0,100.0%,0,0%,0,1,7.3,7.3,0.0%
2019,REG,2,9808,Antonio Brown,FA,1,Antonio Brown(FA),2,5,40.0%,0,14.0,0,100.0%,0,0%,0,1,8.8,8.8,1.0%
2019,REG,2,16406,Chris Godwin,TB,2,Chris Godwin(TB),1,1,100.0%,0,20.0,0,50.0%,0,0%,0,1,8.0,8.0,83.2%
2019,REG,2,9707,Emmanuel Sanders,FA,3,Emmanuel Sanders(FA),3,4,75.0%,0,5.3,0,57.1%,0,0%,0,1,7.6,7.6,0.0%
2019,REG,2,18466,Terry McLaurin,WAS,4,Terry McLaurin(WAS),3,5,60.0%,0,5.0,0,71.4%,0,0.0%,0,1,7.5,7.5,96.8%
2019,REG,2,16604,Isaiah McKenzie,FA,5,Isaiah McKenzie(FA),1,1,100.0%,0,14.0,0,50.0%,0,0%,0,1,7.4,7.4,0.0%
2019,REG,2,18463,Parris Campbell,FA,6,Parris Campbell(FA),1,1,100.0%,0,12.0,0,50.0%,0,0%,0,1,7.2,7.2,0.1%
2019,REG,2,15853,Geronimo Allison,FA,7,Geronimo Allison(FA),1,1,100.0%,0,12.0,0,50.0%,0,0%,0,1,7.2,7.2,0.0%
2019,REG,2,13894,Amari Cooper,FA,8,Amari Cooper(FA),1,1,100.0%,0,10.0,0,33.3%,0,0%,0,1,7.0,7.0,9.1%
2019,REG,3,16433,Cooper Kupp,SEA,1,Cooper Kupp(SEA),3,3,100.0%,0,9.7,0,60.0%,0,0.0%,0,1,14.9,14.9,83.1%
2019,REG,3,13894,Amari Cooper,FA,2,Amari Cooper(FA),2,2,100.0%,0,12.0,0,66.7%,0,0%,0,1,14.4,14.4,9.1%
2019,REG,3,12119,Mike Evans,TB,3,Mike Evans(TB),2,4,50.0%,0,11.5,0,80.0%,0,0%,0,1,14.3,14.3,97.6%
2019,REG,3,13969,Nelson Agholor,FA,4,Nelson Agholor(FA),2,3,66.7%,0,11.0,0,75.0%,0,0%,0,1,14.2,14.2,1.0%
2019,REG,3,11616,Keenan Allen,LAC,5,Keenan Allen(LAC),2,2,100.0%,0,9.5,0,66.7%,0,0%,0,1,13.9,13.9,43.2%
2019,REG,3,12888,Taylor Gabriel,FA,6,Taylor Gabriel(FA),2,2,100.0%,7,2.0,0,66.7%,1,100.0%,0,1,13.1,13.1,0.1%
2019,REG,3,16434,Curtis Samuel,BUF,7,Curtis Samuel(BUF),2,3,66.7%,0,9.5,0,100.0%,0,0.0%,0,1,7.9,7.9,2.9%
2019,REG,3,13971,Tyler Lockett,TEN,8,Tyler Lockett(TEN),2,3,66.7%,0,9.0,0,37.5%,0,0%,0,1,7.8,7.8,10.9%
2019,REG,4,17253,Courtland Sutton,DEN,1,Courtland Sutton(DEN),2,2,100.0%,0,7.5,0,100.0%,0,0%,0,1,13.5,13.5,92.8%
2019,REG,4,16488,Kenny Golladay,FA,2,Kenny Golladay(FA),2,3,66.7%,0,7.5,0,75.0%,0,0%,0,1,13.5,13.5,4.0%
2019,REG,4,16406,Chris Godwin,TB,3,Chris Godwin(TB),2,2,100.0%,0,6.0,0,66.7%,0,0%,0,1,13.2,13.2,83.2%
2019,REG,4,14324,Tyrell Williams,FA,4,Tyrell Williams(FA),1,2,50.0%,0,19.0,0,100.0%,0,0%,0,1,7.9,7.9,0.0%
2019,REG,4,15853,Geronimo Allison,FA,5,Geronimo Allison(FA),1,2,50.0%,0,19.0,0,25.0%,0,0%,0,1,7.9,7.9,0.0%
2019,REG,4,18218,A.J. Brown,PHI,6,A.J. Brown(PHI),1,1,100.0%,0,11.0,0,100.0%,0,0%,0,1,7.1,7.1,99.3%
2019,REG,4,18636,Miles Boykin,CHI,7,Miles Boykin(CHI),1,1,100.0%,0,9.0,0,33.3%,0,0%,0,1,6.9,6.9,0.0%
2019,REG,4,11199,Alshon Jeffery,FA,8,Alshon Jeffery(FA),1,3,33.3%,0,6.0,0,100.0%,0,0%,0,1,6.6,6.6,0.0%
2019,REG,5,15528,Michael Thomas,FA,1,Michael Thomas(FA),2,2,100.0%,0,13.0,0,66.7%,0,0%,0,1,14.6,14.6,0.7%
2019,REG,5,13429,Adam Thielen,CAR,2,Adam Thielen(CAR),2,2,100.0%,0,12.0,0,100.0%,0,0%,0,1,14.4,14.4,36.4%
2019,REG,5,12126,Allen Robinson II,FA,3,Allen Robinson II(FA),2,2,100.0%,0,10.0,0,100.0%,0,0%,0,1,14.0,14.0,1.4%
2019,REG,5,15629,William Fuller V,FA,4,William Fuller V(FA),3,4,75.0%,0,7.7,0,100.0%,0,0%,0,1,8.3,8.3,0.0%
2019,REG,5,11200,Mohamed Sanu Sr.,FA,5,Mohamed Sanu Sr.(FA),2,2,100.0%,0,10.5,0,50.0%,0,0%,0,1,8.1,8.1,0.0%
2019,REG,5,17714,Vyncint Smith,FA,6,Vyncint Smith(FA),0,0,0%,19,0,1,0%,1,100.0%,0,1,7.9,7.9,0.0%
2019,REG,5,18226,Marquise Brown,KC,7,Marquise Brown(KC),2,3,66.7%,0,7.0,0,60.0%,0,0%,0,1,7.4,7.4,34.8%
2019,REG,5,13971,Tyler Lockett,TEN,8,Tyler Lockett(TEN),1,1,100.0%,0,13.0,0,33.3%,0,0%,0,1,7.3,7.3,10.9%
2019,REG,6,11898,Jaron Brown,FA,1,Jaron Brown(FA),2,3,66.7%,0,11.5,0,60.0%,0,0%,0,1,14.3,14.3,0.0%
2019,REG,6,16434,Curtis Samuel,BUF,2,Curtis Samuel(BUF),1,1,100.0%,8,13.0,1,100.0%,1,100.0%,0,1,14.1,14.1,2.9%
2019,REG,6,13429,Adam Thielen,CAR,3,Adam Thielen(CAR),3,3,100.0%,0,6.3,0,75.0%,0,0%,0,1,7.9,7.9,36.4%
2019,REG,6,13897,DeVante Parker,FA,4,DeVante Parker(FA),1,1,100.0%,0,11.0,0,100.0%,0,0%,0,1,7.1,7.1,0.0%
2019,REG,6,13981,Stefon Diggs,NE,5,Stefon Diggs(NE),1,1,100.0%,0,11.0,0,25.0%,0,0%,0,1,7.1,7.1,84.6%
2019,REG,6,17258,Calvin Ridley,TEN,6,Calvin Ridley(TEN),1,1,100.0%,0,9.0,0,33.3%,0,0%,0,1,6.9,6.9,88.6%
2019,REG,6,11610,Robert Woods,PIT,7,Robert Woods(PIT),0,0,0%,8,0,1,0.0%,1,100.0%,0,1,6.8,6.8,0.8%
2019,REG,6,15802,Tyreek Hill,MIA,8,Tyreek Hill(MIA),1,1,100.0%,0,6.0,0,33.3%,0,0%,0,1,6.6,6.6,98.3%
2019,REG,7,11215,Marvin Jones Jr.,FA,1,Marvin Jones Jr.(FA),4,5,80.0%,0,7.8,0,71.4%,0,0%,0,1,27.1,27.1,0.0%
2019,REG,7,16972,Zach Pascal,NYG,2,Zach Pascal(NYG),2,3,66.7%,0,7.0,0,75.0%,0,0%,0,1,13.4,13.4,0.0%
2019,REG,7,13897,DeVante Parker,FA,3,DeVante Parker(FA),2,3,66.7%,0,10.0,0,50.0%,0,0%,0,1,8.0,8.0,0.0%
2019,REG,7,12231,John Brown,FA,4,John Brown(FA),1,1,100.0%,0,20.0,0,33.3%,0,0%,0,1,8.0,8.0,0.0%
2019,REG,7,11625,Tavon Austin,FA,5,Tavon Austin(FA),0,0,0%,20,0,1,0.0%,1,100.0%,0,1,8.0,8.0,0.6%
2019,REG,7,12126,Allen Robinson II,FA,6,Allen Robinson II(FA),2,3,66.7%,0,7.5,0,60.0%,0,0%,0,1,7.5,7.5,1.4%
2019,REG,7,17490,Keke Coutee,FA,7,Keke Coutee(FA),1,2,50.0%,4,7.0,1,50.0%,1,100.0%,0,1,7.1,7.1,0.0%
2019,REG,7,16385,Corey Davis,FA,8,Corey Davis(FA),1,1,100.0%,0,8.0,0,33.3%,0,0%,0,1,6.8,6.8,0.0%
2019,REG,8,9332,Julian Edelman,FA,1,Julian Edelman(FA),3,5,60.0%,0,9.0,0,62.5%,0,0%,0,1,14.7,14.7,8.4%
2019,REG,8,12119,Mike Evans,TB,2,Mike Evans(TB),2,3,66.7%,0,5.5,0,75.0%,0,0%,0,1,13.1,13.1,97.6%
2019,REG,8,18219,DK Metcalf,PIT,3,DK Metcalf(PIT),2,2,100.0%,0,3.0,0,100.0%,0,0%,0,1,12.6,12.6,96.1%
2019,REG,8,18244,Deebo Samuel Sr.,WAS,4,Deebo Samuel Sr.(WAS),2,2,100.0%,20,5.5,1,66.7%,1,100.0%,0,1,9.1,9.1,83.9%
2019,REG,8,11459,Cole Beasley,FA,5,Cole Beasley(FA),1,1,100.0%,0,14.0,0,100.0%,0,0%,0,1,7.4,7.4,0.0%
2019,REG,8,15528,Michael Thomas,FA,6,Michael Thomas(FA),2,2,100.0%,0,6.5,0,66.7%,0,0%,0,1,7.3,7.3,0.7%
2019,REG,8,12996,Allen Hurns,FA,7,Allen Hurns(FA),1,1,100.0%,0,12.0,0,50.0%,0,0%,0,1,7.2,7.2,0.0%
